Dopełniacz;Mianownik;Wynik Stemmera
Toporowic;Toporowice;Toporowica;
Babczowa;Babczów;Babczowy;
Dobruchowa;Dobruchów;Dobruchowy;
Broniszowic;Broniszowice;Broniszowica;
Barchowa;Barchów;Barchowy;
Jacni;Jacnia;Jacny;
Lubli;Lubla;Lubel;
Osego;Ose;Osy;
Plemiąt;Plemięta;Plemię;
Lubkowa;Lubków;Lubkowy;
Pruszowic;Pruszowice;Pruszowica;
Litwinek;Litwinki;Litwinka;
Ośnicy;Ośnica;Ośnik;
Sędziszowej;Sędziszowa;Sędziszowy;
Tuwalczewa;Tuwalczew;Tuwalczewo;
Zdrójna;Zdrójno;Zdrójny;
Kuchni;Kuchnia;Kuchny;
Głowińska;Głowińsk;Głowiński;
Gułtów;Gułtowy;Gułt;
Grzybowa;Grzybów;Grzybowa;
Sławianowa;Sławianowo;Sławianowy;
Feliksowa;Feliksów;Feliksowy;
Gierałtowa;Gierałtów;Gierałtowy;
Studzionek;Studzionki;Studzionek;
Jurandowa;Jurandowo;Jurandowy;
Wąchocka;Wąchock;Wąchocka;
Barchlina;Barchlin;Barchlina;
Zychorzyna;Zychorzyn;Zychorzyna;
Wydrowic;Wydrowice;Wydrowica;
Wilcza;Wilcze;Wilczy;
Dalechowic;Dalechowice;Dalechowica;
Niemścicic;Niemścice;Niemścicica;
Kołaczek;Kołaczki;Kołaczka;
Honiatyczek;Honiatyczki;Honiatyczka;
Dziwla;Dziwle;Dziwla;
Skęczniewa;Skęczniew;Skęczniewa;
Trębaczewa;Trębaczew;Trębaczewo;
Andrespola;Andrespol;Andrespole;
Raszczyczyc;Raszczyce;Raszczyczyca;
Żelaźni;Żelaźnia;Żelaźny;
Muszkowic;Muszkowice;Muszkowica;
Bodaków;Bodaki;Bodak;
Ślądkowic;Ślądkowice;Ślądkowica;
Godziszowa;Godziszów;Godziszowy;
Olszanek;Olszanki;Olszanka;
Siemkowa;Siemkowo;Siemkowy;
Kikołów;Kikoły;Kikół;
Rywałdzika;Rywałdzik;Rywałdziki;
Kierzlin;Kierzliny;Kierzlina;
Miczuł;Miczuły;Miczuł;
Kłucka;Kłucko;Kłucka;
Teresewa;Teresewo;Teresewa;
Bronnna;Bronno;Bronnny;
Słopska;Słopsk;Słopski;
Węsiór;Węsiory;Węsiór;
Bagińskich;Bagińskie;Bagiński;
Libidzy;Libidza;Libig;
Miechowej;Miechowa;Miechowy;
Grabka;Grabek;Grabka;
Byszowa;Byszów;Byszowy;
Mchowic;Mchowice;Mchowica;
Nosalewa;Nosalewo;Nosalewa;
Raciborza;Racibórz;Raciborze;
Borzym;Borzymy;Borzy;
Niechcicic;Niechcice;Niechcicica;
Charsznicy;Charsznica;Charsznik;
Dziwnówka;Dziwnówek;Dziwnówka;
Domysłowa;Domysłów;Domysłowy;
Serpelic;Serpelice;Serpelica;
Łysobyk;Łysobyki;Łysobyk;
Lusławic;Lusławice;Lusławica;
Podsędkowic;Podsędkowice;Podsędkowica;
Dargocicic;Dargocice;Dargocicica;
Kątnego;Kątne;Kątny;
Zapędowa;Zapędowo;Zapędowy;
Gulbit;Gulbity;Gulbit;
Ferdynandowa;Ferdynandów;Ferdynandowy;
Mariantowa;Mariantów;Mariantowy;
Osi;Oś;Oszy;
Brzezinek;Brzezinki;Brzezinka;
Janopola;Janopole;Janopola;
Gębarzowa;Gębarzów;Gębarzowy;
Kwiek;Kwieki;Kwiek;
Grzebska;Grzebsk;Grzebski;
Surał;Surały;Surał;
Będzenia;Będzeń;Będzenie;
Gocanówka;Gocanówko;Gocanówka;
Lubonieczka;Lubonieczek;Lubonieczka;
Żarnowa;Żarnowo;Żarnowy;
Dobiegniewia;Dobiegniew;Dobiegniewi;
Miastkowa;Miastkowo;Miastkowy;
Golędzkiego;Golędzkie;Golędzki;
Bielowic;Bielowice;Bielowica;
Henrysina;Henrysin;Henrysina;
Opoczna;Opoczno;Opoczny;
Strucfonia;Strucfoń;Strucfonia;
Plewna;Plewno;Plewny;
Gąsowa;Gąsów;Gąsowy;
Gądowa;Gądów;Gądowy;
Gołoniw;Gołoniwy;Gołoniwo;
Postękalic;Postękalice;Postękalica;
Gadawy;Gadawa;Gadawy;
Chocieborza;Chociebórz;Chocieborze;
Leniewa;Leniewo;Leniewa;
Pierzaków;Pierzaki;Pierzak;
Lubkowa;Lubkowo;Lubkowy;
Chochorowic;Chochorowice;Chochorowica;
Retna;Retno;Retny;
Skierniewic;Skierniewice;Skierniewica;
Kotlinek;Kotlinki;Kotlinka;
Nepomucenowa;Nepomucenów;Nepomucenowy;
Gołyszyna;Gołyszyn;Gołyszyna;
Grodzenia;Grodzeń;Grodzenie;
Kisielowa;Kisielów;Kisielowy;
Szańkowa;Szańków;Szańkowy;
Pierławek;Pierławki;Pierławka;
Krzywego;Krzywe;Krzywy;
Grocholic;Grocholice;Grocholica;
Grzeszyna;Grzeszyn;Grzeszyna;
Kręcieszek;Kręcieszki;Kręcieszek;
Jeleńcza;Jeleńcz;Jeleńczy;
Jacentowa;Jacentów;Jacentowy;
Wyżnego;Wyżne;Wyżny;
Weryni;Werynia;Weryn;
Zbijewka;Zbijewek;Zbijewka;
Pilony;Pilona;Pilony;
Kopalina;Kopalino;Kopalina;
Strzelewa;Strzelewo;Strzelew;
Sobniowa;Sobniów;Sobniowy;
Sienkiewicz;Sienkiewicze;Sienkiewicz;
Zarannnej;Zaranna;Zarannny;
Linówca;Linówiec;Linówca;
Ralewic;Ralewice;Ralewica;
Wygorzeli;Wygorzele;Wygorzel;
Strzyżowic;Strzyżowice;Strzyżowica;
Żelowic;Żelowice;Żelowica;
Felinowa;Felinów;Felinowy;
Płoskiego;Płoskie;Płoski;
Chomęca;Chomęc;Chomęcy;
Kobylina;Kobylin;Kobylina;
Stroniewic;Stroniewice;Stroniewica;
Gruszek;Gruszki;Gruszka;
Małgorzatowa;Małgorzatów;Małgorzatow;
Lubenki;Lubenka;Lubenek;
Świerkówca;Świerkówiec;Świerkówca;
Dolinczan;Dolinczany;Dolinczan;
Rzemiechowa;Rzemiechów;Rzemiechowy;
Grobelek;Grobelki;Grobelka;
Gałązek;Gałązki;Gałązka;
Kopczan;Kopczany;Kopczan;
Bieniewa;Bieniewo;Bieniewa;
Krzyżówek;Krzyżówki;Krzyżówka;
Wieży;Wieża;Wież;
Okołowic;Okołowice;Okołowica;
Grabowskich;Grabowskie;Grabowski;
Podgórek;Podgórki;Podgórek;
Kłóbki;Kłóbka;Kłóbek;
Cymbarku;Cymbark;Cymbarek;
Dalkowa;Dalków;Dalkowy;
Komnina;Komnino;Komnina;
Mołowistego;Mołowiste;Mołowisty;
Słustowa;Słustowo;Słustowy;
Nieledwi;Nieledew;Niele;
Beradza;Beradz;Beradza;
Otalążki;Otalążka;Otalążek;
Cieklińska;Cieklińsko;Ciekliński;
Kawęczynka;Kawęczynek;Kawęczynka;
Wylewy;Wylewa;Wylew;
Śniadowa;Śniadowo;Śniadowy;
Młocka;Młock;Młocka;
Szarłata;Szarłat;Szarłata;
Krzcina;Krzcin;Krzcina;
Rzezawy;Rzezawa;Rzezawy;
Chrystkowa;Chrystkowo;Chrystkowy;
Koczerg;Koczergi;Koczerga;
Bawernicy;Bawernica;Bawernik;
Śledziejowic;Śledziejowice;Śledziejowica;
Mościczek;Mościczki;Mościczka;
Wielan;Wielany;Wielan;
Wieprzyc;Wieprzyce;Wieprzyca;
Krzyszkowic;Krzyszkowice;Krzyszkowica;
Bralina;Bralin;Bralina;
Łyczanej;Łyczana;Łyczany;
Sułkówka;Sułkówek;Sułkówka;
Romanowiec;Romanowce;Romanowiec;
Drochlina;Drochlin;Drochlina;
Rembieszowa;Rembieszów;Rembieszowy;
Gośniewic;Gośniewice;Gośniewica;
Trąbinka;Trąbinek;Trąbinka;
Potępy;Potępa;Potęp;
Usarzowa;Usarzów;Usarzowa;
Częstocicic;Częstocice;Częstocicica;
Dzigorzewa;Dzigorzew;Dzigorzewo;
Płaskocina;Płaskocin;Płaskocina;
Strzeszowic;Strzeszowice;Strzeszowica;
Tchórzna;Tchórzno;Tchórzny;
Zubrów;Zubry;Zubr;
Treszczotek;Treszczotki;Treszczotka;
Kawcza;Kawcze;Kawczy;
Muchocina;Muchocin;Muchocina;
Drwalewic;Drwalewice;Drwalewica;
Boczowa;Boczów;Boczowy;
Suchoręcza;Suchoręcz;Suchoręcze;
Gierałcicic;Gierałcice;Gierałcicica;
Mielżyna;Mielżyn;Mielżyna;
Podgacy;Podgace;Podgak;
Lichtajn;Lichtajny;Lichtajn;
Przyjaźni;Przyjaźnia;Przyjaźń;
Sulborowic;Sulborowice;Sulborowica;
Zakalinek;Zakalinki;Zakalinka;
Udrzynka;Udrzynek;Udrzynka;
Podmąchocicic;Podmąchocice;Podmąchocicica;
Kietrza;Kietrz;Kietrze;
Mikołajewa;Mikołajewo;Mikołajewa;
Jarantowiczek;Jarantowiczki;Jarantowiczka;
Poniatowicz;Poniatowicze;Poniatowicz;
Rozgit;Rozgity;Rozgit;
Łubów;Łuby;Łub;
Kopydłowa;Kopydłowo;Kopydłowy;
Wandynowa;Wandynów;Wandynowy;
Głuchówka;Głuchówek;Głuchówka;
Baniek;Bańki;Bańka;
Rokutowa;Rokutów;Rokutowy;
Reczyna;Reczyn;Reczyna;
Byczowa;Byczów;Byczowy;
Baraków;Baraki;Barak;
Wielonka;Wielonek;Wielonka;
Rzęszyc;Rzęszyce;Rzęszyca;
Buraków;Buraki;Burak;
Ścigowa;Ścigów;Ścigowy;
Kałtek;Kałtki;Kałtka;
Chabowa;Chabowo;Chabowy;
Jóźwina;Jóźwin;Jóźwina;
Kaptur;Kaptury;Kaptur;
Barnisławia;Barnisław;Barnisławie;
Sobakówka;Sobakówek;Sobakówka;
Niemstowa;Niemstów;Niemstowy;
Wakarowa;Wakarowo;Wakarowy;
Mostowa;Mostowo;Mostowy;
Mamina;Mamino;Mamina;
Świętajna;Świętajno;Świętajny;
Goszowic;Goszowice;Goszowica;
Wiewiecka;Wiewiecko;Wiewiecki;
Ciochowic;Ciochowice;Ciochowica;
Runic;Runice;Runica;
Miłonowa;Miłonów;Miłonowy;
Bihal;Bihale;Bihala;
Obrębu;Obrąb;Obręb;
Kazimierkowa;Kazimierków;Kazimierkowy;
Sadowic;Sadowice;Sadowica;
Sukowatego;Sukowate;Sukowaty;
Garzewa;Garzew;Garzewo;
Świderek;Świderki;Świderek;
Rybalni;Rybalnia;Rybalny;
Piastowa;Piastowo;Piastowa;
Wonieścia;Wonieść;Wonieście;
Bowętowa;Bowętów;Bowętowy;
Janowa;Janowo;Janowy;
Chrosny;Chrosna;Chrosny;
Czewujewa;Czewujewo;Czewujewa;
Trzęśniewa;Trzęśniew;Trzęśniewa;
Łubnic;Łubnice;Łubnica;
Młogoszyna;Młogoszyn;Młogoszyna;
Strzembowa;Strzembowo;Strzembowy;
Gałajn;Gałajny;Gałajn;
Pałek;Pałki;Pałka;
Chrobot;Chroboty;Chrobot;
Morus;Morusy;Morus;
Letników;Letniki;Letnik;
Dobrzykowa;Dobrzykowo;Dobrzykowy;
Wodnicy;Wodnica;Wodnik;
Chojnowa;Chojnów;Chojnowy;
Pijanowa;Pijanów;Pijanowy;
Rzędziwojowic;Rzędziwojowice;Rzędziwojowica;
Cyganów;Cygany;Cygan;
Sulęczyna;Sulęczyno;Sulęczyna;
Suchoczasów;Suchoczasy;Suchoczas;
Golejowa;Golejów;Golejowy;
Piołunki;Piołunka;Piołunek;
Skwirzowej;Skwirzowa;Skwirzowy;
Kozarowa;Kozarów;Kozarowy;
Lipego;Lipe;Lipy;
Gałkowic;Gałkowice;Gałkowica;
Paprotni;Paprotnia;Paprotny;
Będkowa;Będków;Będkowy;
Szlagnowa;Szlagnowo;Szlagnowy;
Biard;Biardy;Biard;
Dobrejmyśli;Dobramyśl;Dobrejmyśl;
Lutrowskiego;Lutrowskie;Lutrowski;
Karczewka;Karczewko;Karczewka;
Kujat;Kujaty;Kujata;
Gołunina;Gołunin;Gołunina;
Reska;Resko;Reska;
Krotoszyc;Krotoszyce;Krotoszyca;
Burgrabic;Burgrabice;Burgrabica;
Strzegowy;Strzegowa;Strzegowy;
Pińska;Pińsko;Piński;
Kiewłak;Kiewłaki;Kiewłak;
Szczepic;Szczepice;Szczepic;
Hoźnej;Hoźna;Hoźny;
Przewłok;Przewłoki;Przewłoka;
Duszna;Duszno;Duszny;
Balcerowa;Balcerów;Balcerowy;
Małoszowa;Małoszów;Małoszowy;
Ostrowic;Ostrowice;Ostrowica;
Padniewka;Padniewko;Padniewka;
Plebanek;Plebanki;Plebanka;
Piotrkosic;Piotrkosice;Piotrkosica;
Przyspy;Przyspa;Przysep;
Karpisk;Karpiska;Karpisko;
Orzechówka;Orzechówko;Orzechówka;
Gościejewka;Gościejewko;Gościejewka;
Toczysk;Toczyska;Toczysko;
Reptowa;Reptowo;Reptowy;
Gorzkowic;Gorzkowice;Gorzkowica;
Moch;Mochy;Moch;
Zaborcza;Zaborcze;Zaborczy;
Polimoni;Polimonie;Polimon;
Bliżyc;Bliżyce;Bliżyca;
Bichniowa;Bichniów;Bichniowy;
Sompolna;Sompolno;Sompolny;
Lutowa;Lutowo;Lutowy;
Chrząstowa;Chrząstów;Chrząstowy;
Zubacz;Zubacze;Zubacz;
Skwar;Skwary;Skwar;
Trzcianek;Trzcianki;Trzcianka;
Krasek;Kraski;Kraska;
Grońska;Grońsko;Groński;
Radachowa;Radachowo;Radachowy;
Krzyżanowic;Krzyżanowice;Krzyżanowica;
Balik;Baliki;Balik;
Ozorowa;Ozorów;Ozorowy;
Jazgarzewa;Jazgarzew;Jazgarzewo;
Lubiatowa;Lubiatów;Lubiatowy;
Banina;Banino;Banina;
Lubiszyna;Lubiszyn;Lubiszyna;
Kłaczkowa;Kłaczkowo;Kłaczkowy;
Korzeszynka;Korzeszynek;Korzeszynka;
Bargłów;Bargły;Bargłów;
Wszerzeczy;Wszerzecz;Wszerzecze;
Pamięcicic;Pamięcice;Pamięcicica;
Rzystnowa;Rzystnowo;Rzystnowy;
Bachurów;Bachury;Bachur;
Turlejewa;Turlejewo;Turlejewa;
Tychowa;Tychowo;Tychowy;
Wągrodna;Wągrodno;Wągrodny;
Podizdebna;Podizdebno;Podizdebny;
Wrotek;Wrotki;Wrotka;
Rynołt;Rynołty;Rynołt;
Niebrzyd;Niebrzydy;Niebrzyd;
Wilkostowa;Wilkostowo;Wilkostowy;
Rzęczkowa;Rzęczkowo;Rzęczkowy;
Jełowej;Jełowa;Jełowy;
Dziektarzewa;Dziektarzew;Dziektarzewo;
Ignacowa;Ignaców;Ignacowy;
Ustkowa;Ustków;Ustkowy;
Świedziebni;Świedziebnia;Świedziebny;
Rzów;Rzy;Rz;
Malczowa;Malczów;Malczowy;
Nędzerzewa;Nędzerzew;Nędzerzewo;
Nagodzic;Nagodzice;Nagodzica;
Rząsin;Rząsiny;Rząsina;
Suliszewic;Suliszewice;Suliszewica;
Przepiórowa;Przepiórów;Przepiórowy;
Sokołów;Sokoły;Sokół;
Dólska;Dólsk;Dólski;
Rojkowa;Rojków;Rojkowy;
Brzysk;Brzyska;Brzysko;
Ogrodzonej;Ogrodzona;Ogrodzony;
Szklar;Szklary;Szklar;
Wagowa;Wagowo;Wagowy;
Jagodnicy;Jagodnica;Jagodnik;
Gołuszowic;Gołuszowice;Gołuszowica;
Siwiałki;Siwiałka;Siwiałek;
Starzyc;Starzyce;Starzyca;
Olszownicy;Olszownica;Olszownik;
Lichnowa;Lichnowo;Lichnowy;
Polic;Police;Polica;
Marian;Mariany;Marianin;
Nakor;Nakory;Nakora;
Jeżewic;Jeżewice;Jeżewica;
Chruszczyn;Chruszczyny;Chruszczyna;
Zaboreczna;Zaboreczno;Zaboreczny;
Śliwkowa;Śliwkowo;Śliwkowy;
Paczółtowic;Paczółtowice;Paczółtowica;
Strzyżmina;Strzyżmin;Strzyżmina;
Radowic;Radowice;Radowica;
Lichnów;Lichnowy;Lichen;
Czarnegobrodu;Czarnybród;Czarnegobród;
Wypalenisk;Wypaleniska;Wypalenisko;
Andrych;Andrychy;Andry;
Pruszewca;Pruszewiec;Pruszewc;
Puczyczyc;Puczyce;Puczyczyca;
Zaszczytowa;Zaszczytowo;Zaszczytowy;
Gutowa;Gutów;Gutowy;
Frąknowa;Frąknowo;Frąknowy;
Tuchomia;Tuchom;Tuchomia;
Rosina;Rosin;Rosina;
Reńska;Reńsko;Reński;
Bednar;Bednary;Bednar;
Sapowic;Sapowice;Sapowica;
Krzyżanówki;Krzyżanówka;Krzyżanówki;
Kroczyczyc;Kroczyce;Kroczyczyca;
Rytomoczydeł;Rytomoczydła;Rytomoczydło;
Żurawników;Żurawniki;Żurawnik;
Wąwelnicy;Wąwelnica;Wąwelnik;
Chodaków;Chodaki;Chodak;
Oczkowic;Oczkowice;Oczkowica;
Jełmunia;Jełmuń;Jełmunia;
Teresewa;Teresew;Teresewa;
Gockowic;Gockowice;Gockowica;
Zaolszynia;Zaolszynie;Zaolszynia;
Łosienia;Łosień;Łosienie;
Godowa;Godowo;Godowy;
Czemiernik;Czemierniki;Czemiernik;
Duczek;Duczki;Duczek;
Mełna;Mełno;Mełny;
Godowy;Godowa;Godowy;
Zastruża;Zastruże;Zastruża;
Żabina;Żabin;Żabina;
Łowiec;Łowce;Łowiec;
Gierłatowa;Gierłatowo;Gierłatowy;
Kostrzy;Kostrza;Kostrze;
Józefosławia;Józefosław;Józefosławie;
Leńcz;Leńcze;Leńcza;
Bielewa;Bielewo;Bielew;
Bielewicz;Bielewicze;Bielewicz;
Przykopki;Przykopka;Przykopki;
Jajczaków;Jajczaki;Jajczak;
Godlewa;Godlewo;Godlew;
Trzebunia;Trzebuń;Trzebunia;
Curyna;Curyn;Curyna;
Prusocina;Prusocin;Prusocina;
Śleszynka;Śleszynek;Śleszynka;
Leliwy;Leliwa;Leliwy;
Rąkcicic;Rąkcice;Rąkcicica;
Olszewy;Olszewa;Olszew;
Pamiętnej;Pamiętna;Pamiętny;
Lutka;Lutek;Lutki;
Gruntowic;Gruntowice;Gruntowica;
Koźlina;Koźlin;Koźlina;
Łabuch;Łabuchy;Łabuch;
Muniaczkowic;Muniaczkowice;Muniaczkowica;
Gradówka;Gradówek;Gradówka;
Zasonia;Zasonie;Zasoń;
Sowizdrzałów;Sowizdrzały;Sowizdrzał;
Kawna;Kawno;Kawny;
Rakowisk;Rakowiska;Rakowisko;
Rochowic;Rochowice;Rochowica;
Liciążnej;Liciążna;Liciążny;
Rajczyna;Rajczyn;Rajczyna;
Wartosławia;Wartosław;Wartosławie;
Mielna;Mielno;Mielny;
Litwinowicz;Litwinowicze;Litwinowicz;
Skrajnego;Skrajne;Skrajny;
Oksy;Oksa;Oks;
Uniejowa;Uniejów;Uniejowy;
Pcina;Pcin;Pcina;
Czajowic;Czajowice;Czajowica;
Tuczna;Tuczno;Tuczny;
Raszew;Raszewy;Raszwa;
Blizocina;Blizocin;Blizocina;
Prężyc;Prężyce;Prężyc;
Gradowic;Gradowice;Gradowica;
Wzorów;Wzory;Wzor;
Dzięczyny;Dzięczyna;Dzięczyny;
Stawiec;Stawce;Stawiec;
Marcinkowa;Marcinków;Marcinkowy;
Przejęsławia;Przejęsław;Przejęsławie;
Osowa;Osów;Osowy;
Gałęzic;Gałęzice;Gałęzica;
Niemojewka;Niemojewko;Niemojewka;
Dusznicy;Dusznica;Dusznik;
Jonek;Jonki;Jonka;
Działoszyna;Działoszyn;Działoszyna;
Koleczkowa;Koleczkowo;Koleczkowy;
Cieszowa;Cieszów;Cieszowy;
Lewikowa;Lewików;Lewikowy;
Ciecierz;Ciecierze;Ciecierz;
Gołej;Goła;Goły;
Jaksina;Jaksin;Jaksina;
Oporówka;Oporówek;Oporówka;
Smolarzyn;Smolarzyny;Smolarzyna;
Tresnej;Tresna;Tresny;
Dołek;Dołki;Dołek;
Ruchny;Ruchna;Ruchny;
Szafarczysk;Szafarczyska;Szafarczysko;
Błędowa;Błędów;Błędowy;
Swojęcina;Swojęcin;Swojęcina;
Rudaków;Rudaki;Rudak;
Kacprowa;Kacprów;Kacprowy;
Uniemina;Uniemino;Uniemina;
Podrochal;Podrochale;Podrochal;
Staniewa;Staniew;Staniewa;
Pieryszewa;Pieryszew;Pieryszewo;
Katów;Katy;Kat;
Micigozdu;Micigózd;Micigozd;
Obroków;Obroki;Obrok;
Kowanowa;Kowanowo;Kowanowy;
Kochanowa;Kochanowo;Kochanowy;
Zadowic;Zadowice;Zadowica;
Zmyślonej;Zmyślona;Zmyślony;
Kluczowej;Kluczowa;Kluczowy;
Sorkwit;Sorkwity;Sorkwit;
Granówka;Granówko;Granówka;
Ratajewicz;Ratajewicze;Ratajewicz;
Radzioch;Radziochy;Radzioch;
Barczkowa;Barczków;Barczkowy;
Kaczejgórki;Kaczagórka;Kaczejgórek;
Zakocia;Zakocie;Zakoci;
Florkowa;Florków;Florkowy;
Szyszek;Szyszki;Szyszka;
Zakroczymia;Zakroczym;Zakroczymi;
Korzeniewa;Korzeniewo;Korzeniewa;
Krąkowa;Krąków;Krąkowy;
Perklic;Perklice;Perklica;
Zwanowic;Zwanowice;Zwanowica;
Żegotek;Żegotki;Żegotka;
Zakrętów;Zakręty;Zakręt;
Rudowa;Rudowo;Rudowa;
Śląska;Śląsko;Śląski;
Renic;Renice;Renica;
Rokitowa;Rokitów;Rokitowy;
Bibic;Bibice;Bibic;
Kopanina;Kopanino;Kopanina;
Winnnej;Winna;Winnny;
Lubstówka;Lubstówek;Lubstówka;
Kochłów;Kochłowy;Kochł;
Naczachowa;Naczachowo;Naczachowy;
Majd;Majdy;Majda;
Szepietowa;Szepietowo;Szepietowy;
Magoni;Magonie;Magon;
Mzyków;Mzyki;Mzyk;
Skoroszyc;Skoroszyce;Skoroszyca;
Podcabai;Podcabaje;Podcabaja;
Kruszewni;Kruszewnia;Kruszewny;
Ostrzykowa;Ostrzykowo;Ostrzykowy;
Sobiesęków;Sobiesęki;Sobiesęk;
Czarnowa;Czarnowo;Czarnowy;
Czochrynia;Czochryń;Czochrynia;
Puszczewa;Puszczew;Puszczewo;
Gołaczew;Gołaczewy;Gołaczew;
Płowęża;Płowęż;Płowąż;
Swaryszowa;Swaryszów;Swaryszowy;
Pokoradza;Pokoradz;Pokoradza;
Osowiec;Osowce;Osowiec;
Kuczek;Kuczki;Kuczek;
Rusinowa;Rusinów;Rusinowy;
Bronic;Bronice;Bronica;
Gozdu;Gózd;Gozd;
Przeradza;Przeradz;Przeradza;
Brzyszowa;Brzyszów;Brzyszowy;
Proniewicz;Proniewicze;Proniewicz;
Szczotkowic;Szczotkowice;Szczotkowica;
Lubiecza;Lubiecz;Lubiecze;
Jelonek;Jelonki;Jelonka;
Pielgrzymowa;Pielgrzymów;Pielgrzymowy;
Olimpowa;Olimpów;Olimpowy;
Jędrzychowiczek;Jędrzychowiczki;Jędrzychowiczka;
Puchałowa;Puchałowo;Puchałowy;
Rzeczyna;Rzeczyn;Rzeczyna;
Jelonki;Jelonka;Jelonki;
Szumina;Szumin;Szumina;
Niemojewca;Niemojewiec;Niemojewca;
Kargowa;Kargów;Kargowy;
Sów;Sowy;S;
Dzióbina;Dzióbin;Dzióbina;
Sieciejowa;Sieciejów;Sieciejowy;
Duchowa;Duchów;Duchowy;
Sierosławic;Sierosławice;Sierosławica;
Małynia;Małyń;Małynia;
Złotopola;Złotopole;Złotopola;
Kozodrzy;Kozodrza;Kozodry;
Konarzewa;Konarzew;Konarzewo;
Krzemlina;Krzemlin;Krzemlina;
Łachowa;Łachów;Łachowy;
Dalęcina;Dalęcino;Dalęcina;
Grodzanowa;Grodzanów;Grodzanowy;
Kaniewa;Kaniewo;Kaniewa;
Drzewicy;Drzewica;Drzewik;
Mellerowa;Mellerów;Mellerowy;
Drzewic;Drzewice;Drzewica;
Baszkowa;Baszków;Baszkowy;
Świdniczka;Świdniczek;Świdniczka;
Osmoli;Osmola;Osmol;
Śniegocina;Śniegocin;Śniegocina;
Falkowa;Falków;Falkowy;
Niesłuchowa;Niesłuchowo;Niesłuchowy;
Dobska;Dobsko;Dobski;
Cieciorek;Cieciorki;Cieciorka;
Gurcza;Gurcz;Gurczy;
Przychodów;Przychody;Przychód;
Kadłubowa;Kadłubowo;Kadłubowy;
Szczuplinek;Szczuplinki;Szczuplinka;
Bełcznej;Bełczna;Bełczny;
Trzygłowa;Trzygłów;Trzygłowy;
Marksewa;Marksewo;Marksewa;
Krywiatycz;Krywiatycze;Krywiatycz;
Poklękowa;Poklęków;Poklękowy;
Skarbków;Skarbki;Skarbek;
Lubodzieża;Lubodzież;Lubodzieża;
Klonowej;Klonowa;Klonowy;
Klonowa;Klonowo;Klonowy;
Kaczek;Kaczki;Kaczka;
Kębłowic;Kębłowice;Kębłowica;
Chotycz;Chotycze;Chotycz;
Czatolina;Czatolin;Czatolina;
Szonowic;Szonowice;Szonowica;
Łysomic;Łysomice;Łysomica;
Gardna;Gardno;Gardny;
Kociug;Kociugi;Kociuga;
Furmanów;Furmany;Furman;
Parzewa;Parzew;Parzewo;
Przepitek;Przepitki;Przepitka;
Łupin;Łupiny;Łupina;
Zdyszewic;Zdyszewice;Zdyszewica;
Więcborka;Więcbork;Więcborek;
Lekit;Lekity;Lekit;
Iwina;Iwin;Iwina;
Kielczan;Kielczany;Kielczan;
Sulejów;Suleje;Sulej;
Rajek;Rajki;Rajka;
Olsztyna;Olsztyn;Olsztyna;
Korytna;Korytno;Korytny;
Żyznowa;Żyznów;Żyznowy;
Tworkowa;Tworków;Tworkowy;
Kobielic;Kobielice;Kobielica;
Darginia;Dargiń;Darginia;
Patryk;Patryki;Patryk;
Mgowa;Mgowo;Mgowy;
Rzymian;Rzymiany;Rzymiana;
Chomranic;Chomranice;Chomranica;
Maśluch;Maśluchy;Maśluch;
Mrozów;Mrozy;Mróz;
Niegosławic;Niegosławice;Niegosławica;
Białęcina;Białęcino;Białęcina;
Olchowej;Olchowa;Olchowy;
Jaszowa;Jaszów;Jaszowy;
Pacanowic;Pacanowice;Pacanowica;
Golińska;Golińsk;Goliński;
Jordanek;Jordanki;Jordanka;
Żuków;Żuki;Żuk;
Przysiek;Przysieki;Przysiek;
Raciszowa;Raciszów;Raciszowy;
Śleszowa;Śleszów;Śleszowy;
Marszowa;Marszów;Marszowy;
Drawska;Drawsko;Drawski;
Siennicy;Siennica;Siennik;
Szczurów;Szczury;Szczur;
Posadowa;Posadów;Posadowy;
Kuszów;Kusze;Kusz;
Knurowa;Knurów;Knurowy;
Pniewitego;Pniewite;Pniewity;
Nieznanowic;Nieznanowice;Nieznanowica;
Kawczyna;Kawczyn;Kawczyna;
Snowidowa;Snowidowo;Snowidowy;
Kodnia;Kodeń;Kodni;
Kacprowic;Kacprowice;Kacprowica;
Strzydzewa;Strzydzew;Strzydzewo;
Małastowa;Małastów;Małastowy;
Machcina;Machcino;Machcina;
Robaw;Robawy;Robawa;
Jarczówka;Jarczówek;Jarczówka;
Husowa;Husów;Husowy;
Paska;Pasek;Paska;
Grójca;Grójec;Grójca;
Wyczechowa;Wyczechowo;Wyczechowy;
Leokadiowa;Leokadiów;Leokadiowy;
Rarwina;Rarwino;Rarwina;
Rowów;Rowy;Rów;
Byczenia;Byczeń;Byczenie;
Woroszył;Woroszyły;Woroszyła;
Mieszaków;Mieszaki;Mieszak;
Sędek;Sędki;Sędka;
Wop;Wopy;Wop;
Sadowej;Sadowa;Sadowy;
Żywocina;Żywocin;Żywocina;
Kałowic;Kałowice;Kałowica;
Podtrzciannny;Podtrzcianna;Podtrzciannny;
Wardęgowa;Wardęgowo;Wardęgowy;
Kobył;Kobyły;Kobyła;
Porąbek;Porąbki;Porąbek;
Zakrzewic;Zakrzewice;Zakrzewica;
