Dopełniacz;Mianownik;Wynik Stemmera
Boniowic;Boniowice;Boniowica;
Lubnowa;Lubnowo;Lubnowy;
Miłoszewa;Miłoszewo;Miłoszewać;
Robaszewa;Robaszew;Robaszewać;
Wartowic;Wartowice;Wartowica;
Żegiestowa;Żegiestów;Żegiestowy;
Szurpił;Szurpiły;Szurpić;
Smorczewa;Smorczewo;Smorczewać;
Chłaniowa;Chłaniów;Chłaniowy;
Dobrzelewic;Dobrzelewice;Dobrzelewica;
Karpin;Karpiny;Karpina;
Pleśnej;Pleśna;Pleśny;
Błądzikowa;Błądzikowo;Błądzikowy;
Pławów;Pławy;Pław;
Janinowa;Janinów;Janinowy;
Tczewa;Tczew;Tczewać;
Wierzbina;Wierzbin;Wierzbina;
Warzna;Warzno;Warzny;
Kurzy;Kurza;Kurzyć;
Cienkowic;Cienkowice;Cienkowica;
Łysek;Łyski;Łyska;
Przebendowa;Przebendów;Przebendowy;
Bielowicka;Bielowicko;Bielowicki;
Radoszewa;Radoszewo;Radoszewać;
Pława;Pławo;Pławy;
Giełczynka;Giełczynek;Giełczynka;
Nasielska;Nasielsk;Nasielski;
Stocka;Stock;Stocki;
Gont;Gonty;Gont;
Gniewkowa;Gniewkowo;Gniewkowy;
Kotnowa;Kotnowo;Kotnowy;
Awajek;Awajki;Awajka;
Wasilkowa;Wasilkowo;Wasilkowy;
Romanowa;Romanów;Romanowy;
Borzymina;Borzymin;Borzymina;
Zapałowa;Zapałów;Zapałowy;
Jugowej;Jugowa;Jugowy;
Żydowa;Żydowo;Żydowy;
Borzymia;Borzymie;Borzymiać;
Chruśnic;Chruśnice;Chruśnica;
Zofiowa;Zofiów;Zofiowy;
Rogalek;Rogalki;Rogalka;
Strzyżek;Strzyżki;Strzyżka;
Ozorzyc;Ozorzyce;Ozorzyca;
Koninka;Koninek;Koninka;
Grygrowa;Grygrów;Grygrowy;
Podkrasnego;Podkrasne;Podkrasny;
Pięt;Pięty;Pięta;
Kawli;Kawle;Kawl;
Augustopola;Augustopol;Augustopola;
Gorzekał;Gorzekały;Gorzekać;
Janoszyc;Janoszyce;Janoszyca;
Prusinowic;Prusinowice;Prusinowica;
Dobranowic;Dobranowice;Dobranowica;
Radomia;Radom;Radomia;
Obrzynowa;Obrzynowo;Obrzynowy;
Młodowic;Młodowice;Młodowica;
Dobrenic;Dobrenice;Dobrenica;
Dorotowa;Dorotowo;Dorotowy;
Pagorzyny;Pagorzyna;Pagorzyn;
Koszelewa;Koszelew;Koszelewać;
Karwic;Karwice;Karwica;
Olempina;Olempin;Olempinać;
Rzepcza;Rzepcze;Rzepczy;
Rudnej;Rudna;Rudny;
Joaniowa;Joaniów;Joaniowy;
Bieglowa;Bieglów;Bieglowy;
Karpia;Karp;Karpi;
Noskowa;Nosków;Noskowy;
Zgniłobłot;Zgniłobłoty;Zgniłobłoto;
Jarchlina;Jarchlino;Jarchlina;
Żołędowa;Żołędowo;Żołędowy;
Przybymierza;Przybymierz;Przybymierzać;
Danielowic;Danielowice;Danielowica;
Cedrowic;Cedrowice;Cedrowica;
Librantowej;Librantowa;Librantowy;
Lelechowa;Lelechów;Lelechowy;
Olendrów;Olendry;Olender;
Celinowa;Celinowo;Celinowy;
Radotek;Radotki;Radotka;
Cięćka;Cięćk;Cięćkać;
Belenia;Beleń;Belenie;
Wilkonic;Wilkonice;Wilkonica;
Dębin;Dębiny;Dębina;
Gołęczyny;Gołęczyna;Gołęczyny;
Kamaszy;Kamasze;Kamasz;
Iwaśksiek;Iwaśki;Iwaśksiek;
Krzewin;Krzewiny;Krzewina;
Chwaszczyna;Chwaszczyno;Chwaszczyna;
Bierzglina;Bierzglin;Bierzglina;
Szałego;Szałe;Szały;
Giedut;Gieduty;Gieduta;
Załachowa;Załachowo;Załachowy;
Sarnówka;Sarnówek;Sarnówka;
Antoninka;Antoninek;Antoninka;
Kącików;Kąciki;Kącik;
Pajewa;Pajewo;Pajewać;
Łazic;Łazice;Łazica;
Sączowa;Sączów;Sączowy;
Świerków;Świerki;Świerk;
Wszebor;Wszebory;Wszebor;
Łyskorni;Łyskornia;Łyskorny;
Roczyn;Roczyny;Roczyn;
Łążyna;Łążyn;Łążyna;
Topórka;Topórek;Topórka;
Głażewa;Głażewo;Głażewać;
Raniewa;Raniewo;Raniewać;
Ulasków;Ulaski;Ulask;
Niezdrowic;Niezdrowice;Niezdrowica;
Myszkowic;Myszkowice;Myszkowica;
Rutki;Rutka;Rutki;
Gadomskich;Gadomskie;Gadomski;
Braciszewa;Braciszewo;Braciszewać;
Szcześnik;Szcześniki;Szcześnik;
Przedborowic;Przedborowice;Przedborowica;
Stoków;Stoki;Stok;
Popielna;Popielno;Popielny;
Rzęsnej;Rzęsna;Rzęsny;
Stępnia;Stępień;Stępniać;
Książnic;Książnice;Książnica;
Sierosławia;Sierosław;Sierosławie;
Kraskowa;Krasków;Kraskowy;
Markajm;Markajmy;Markajma;
Jelonka;Jelonek;Jelonka;
Pyszkowa;Pyszkowo;Pyszkowy;
Karczyczyc;Karczyce;Karczyczyca;
Sochocina;Sochocin;Sochocina;
Myślęcinka;Myślęcinek;Myślęcinka;
Piszkowic;Piszkowice;Piszkowica;
Słomowa;Słomowo;Słomowy;
Brodowa;Brodowo;Brodowy;
Graczy;Gracze;Gracz;
Bosowic;Bosowice;Bosowica;
Stanisławek;Stanisławki;Stanisławka;
Mirakowa;Mirakowo;Mirakowy;
Zalesic;Zalesice;Zalesica;
Trzeciaków;Trzeciaki;Trzeciak;
Brodowego;Brodowe;Brodowy;
Jaworców;Jaworce;Jaworzec;
Kłosa;Kłos;Kłosy;
Gowidlina;Gowidlino;Gowidlina;
Bartlewa;Bartlewo;Bartlewać;
Karpacza;Karpacz;Karpaczać;
Jabłonowa;Jabłonów;Jabłonowy;
Obiecanowa;Obiecanowo;Obiecanowy;
Włodzimierzewa;Włodzimierzewo;Włodzimierzewać;
Kawic;Kawice;Kawica;
Zastrużnego;Zastrużne;Zastrużny;
Droniowic;Droniowice;Droniowica;
Zielęcina;Zielęcin;Zielęcina;
Borysławia;Borysław;Borysławiać;
Cholew;Cholewy;Cholewa;
Cienciska;Ciencisko;Cienciskać;
Zawody;Zawoda;Zawód;
Cichawki;Cichawka;Cichawki;
Knyszewicz;Knyszewicze;Knyszewicz;
Glin;Gliny;Glina;
Terenina;Terenin;Terenina;
Kołątajewa;Kołątajew;Kołątajewać;
Jerzyna;Jerzyn;Jerzynać;
Tereni;Terenia;Teren;
Wojen;Wojny;Wojna;
Moszowic;Moszowice;Moszowica;
Droszewa;Droszew;Droszewać;
Kiekrza;Kiekrz;Kiekrzać;
Wolskich;Wolskie;Wolski;
Łabuń;Łabunie;Łabunia;
Steklina;Steklin;Steklinać;
Kosnów;Kosny;Kosnowa;
Podłosienka;Podłosienek;Podłosienko;
Silna;Silno;Silny;
Małyszyna;Małyszyn;Małyszyna;
Suczek;Suczki;Suczek;
Magnic;Magnice;Magnica;
Makoszyna;Makoszyn;Makoszyna;
Mostów;Mosty;Most;
Bałdowa;Bałdowo;Bałdowy;
Pęchowa;Pęchowo;Pęchowy;
Mozgowa;Mozgowo;Mozgowy;
Borzęty;Borzęta;Borzęt;
Franka;Frank;Franka;
Bielkowa;Bielkowo;Bielkowy;
Siemianic;Siemianice;Siemianica;
Domaradzyna;Domaradzyn;Domaradzyna;
Nakli;Nakla;Naknąć;
Helenkowa;Helenków;Helenkowy;
Jagniewic;Jagniewice;Jagniewica;
Godzieszowej;Godzieszowa;Godzieszowy;
Duranowa;Duranów;Duranowy;
Musuł;Musuły;Musuć;
Kuźnic;Kuźnice;Kuźnica;
Sierek;Sierki;Sierka;
Łopusza;Łopusze;Łopusz;
Antonia;Antonie;Antonia;
Wielgiego;Wielgie;Wielgi;
Szorc;Szorce;Szorc;
Włoszanowa;Włoszanowo;Włoszanowy;
Lubiczyna;Lubiczyn;Lubiczyna;
Antonina;Antonin;Antonina;
Żółkowa;Żółków;Żółkowy;
Paców;Pace;Pac;
Zębowa;Zębowo;Zębowy;
Kunowej;Kunowa;Kunowy;
Hedwiżyna;Hedwiżyn;Hedwiżyna;
Rudnik;Rudniki;Rudnik;
Jasiona;Jasion;Jasiony;
Kunowa;Kunowo;Kunowy;
Chorzeszowa;Chorzeszów;Chorzeszowy;
Smuniewa;Smuniew;Smuniewać;
Dusocina;Dusocin;Dusocina;
Stawna;Stawno;Stawny;
Szyszkowa;Szyszków;Szyszkowy;
Zagrodników;Zagrodniki;Zagrodnik;
Gnuszyna;Gnuszyn;Gnuszyna;
Toporowic;Toporowice;Toporowica;
Babczowa;Babczów;Babczowy;
Dobruchowa;Dobruchów;Dobruchowy;
Broniszowic;Broniszowice;Broniszowica;
Barchowa;Barchów;Barchowy;
Jacni;Jacnia;Jacny;
Lubli;Lubla;Lubel;
Osego;Ose;Osy;
Boryszewa;Boryszewo;Boryszewać;
Plemiąt;Plemięta;Plemię;
Lubkowa;Lubków;Lubkowy;
Pruszowic;Pruszowice;Pruszowica;
Litwinek;Litwinki;Litwinka;
Ośnicy;Ośnica;Ośnik;
Sędziszowej;Sędziszowa;Sędziszowy;
Tuwalczewa;Tuwalczew;Tuwalczewać;
Zdrójna;Zdrójno;Zdrójny;
Kuchni;Kuchnia;Kuchny;
Głowińska;Głowińsk;Głowiński;
Gułtów;Gułtowy;Gułt;
Grzybowa;Grzybów;Grzybowa;
Sławianowa;Sławianowo;Sławianowy;
Feliksowa;Feliksów;Feliksowy;
Gierałtowa;Gierałtów;Gierałtowy;
Studzionek;Studzionki;Studzionek;
Jurandowa;Jurandowo;Jurandowy;
Wąchocka;Wąchock;Wąchocka;
Barchlina;Barchlin;Barchlina;
Zychorzyna;Zychorzyn;Zychorzynać;
Wydrowic;Wydrowice;Wydrowica;
Wilcza;Wilcze;Wilczać;
Dalechowic;Dalechowice;Dalechowica;
Niemścicic;Niemścice;Niemścicica;
Kołaczek;Kołaczki;Kołaczka;
Honiatyczek;Honiatyczki;Honiatyczka;
Dziwla;Dziwle;Dziwla;
Skęczniewa;Skęczniew;Skęczniewać;
Trębaczewa;Trębaczew;Trębaczewać;
Andrespola;Andrespol;Andrespole;
Raszczyczyc;Raszczyce;Raszczyczyca;
Żelaźni;Żelaźnia;Żelaźny;
Muszkowic;Muszkowice;Muszkowica;
Bodaków;Bodaki;Bodak;
Ślądkowic;Ślądkowice;Ślądkowica;
Godziszowa;Godziszów;Godziszowy;
Olszanek;Olszanki;Olszanka;
Siemkowa;Siemkowo;Siemkowy;
Kikołów;Kikoły;Kikół;
Rywałdzika;Rywałdzik;Rywałdziki;
Kierzlin;Kierzliny;Kierzlina;
Miczuł;Miczuły;Miczuć;
Kłucka;Kłucko;Kłucka;
Teresewa;Teresewo;Teresewać;
Bronnna;Bronno;Bronnny;
Rygoli;Rygol;Rygolić;
Słopska;Słopsk;Słopski;
Węsiór;Węsiory;Węsiór;
Bagińskich;Bagińskie;Bagiński;
Libidzy;Libidza;Libig;
Miechowej;Miechowa;Miechowy;
Grabka;Grabek;Grabka;
Byszowa;Byszów;Byszowy;
Mchowic;Mchowice;Mchowica;
Nosalewa;Nosalewo;Nosalewać;
Raciborza;Racibórz;Raciborze;
Borzym;Borzymy;Borzy;
Niechcicic;Niechcice;Niechcicica;
Charsznicy;Charsznica;Charsznik;
Dziwnówka;Dziwnówek;Dziwnówka;
Domysłowa;Domysłów;Domysłowy;
Serpelic;Serpelice;Serpelica;
Łysobyk;Łysobyki;Łysobyk;
Lusławic;Lusławice;Lusławica;
Podsędkowic;Podsędkowice;Podsędkowica;
Dargocicic;Dargocice;Dargocicica;
Tyczewa;Tyczewo;Tyczewać;
Kątnego;Kątne;Kątny;
Zapędowa;Zapędowo;Zapędowy;
Gulbit;Gulbity;Gulbit;
Ferdynandowa;Ferdynandów;Ferdynandowy;
Mariantowa;Mariantów;Mariantowy;
Osi;Oś;Oszy;
Brzezinek;Brzezinki;Brzezinka;
Janopola;Janopole;Janopola;
Gębarzowa;Gębarzów;Gębarzowy;
Kwiek;Kwieki;Kwiek;
Grzebska;Grzebsk;Grzebski;
Surał;Surały;Surać;
Będzenia;Będzeń;Będzenie;
Gocanówka;Gocanówko;Gocanówka;
Lubonieczka;Lubonieczek;Lubonieczka;
Żarnowa;Żarnowo;Żarnowy;
Dobiegniewia;Dobiegniew;Dobiegniewiać;
Miastkowa;Miastkowo;Miastkowy;
Golędzkiego;Golędzkie;Golędzki;
Bielowic;Bielowice;Bielowica;
Henrysina;Henrysin;Henrysina;
Opoczna;Opoczno;Opoczny;
Strucfonia;Strucfoń;Strucfonia;
Plewna;Plewno;Plewny;
Gąsowa;Gąsów;Gąsowy;
Gądowa;Gądów;Gądowy;
Gołoniw;Gołoniwy;Gołoniwo;
Postękalic;Postękalice;Postękalica;
Gadawy;Gadawa;Gadawy;
Chocieborza;Chociebórz;Chocieborze;
Leniewa;Leniewo;Leniewać;
Pierzaków;Pierzaki;Pierzak;
Lubkowa;Lubkowo;Lubkowy;
Chochorowic;Chochorowice;Chochorowica;
Retna;Retno;Retny;
Skierniewic;Skierniewice;Skierniewica;
Kotlinek;Kotlinki;Kotlinka;
Nepomucenowa;Nepomucenów;Nepomucenowy;
Gołyszyna;Gołyszyn;Gołyszyna;
Grodzenia;Grodzeń;Grodzenie;
Kisielowa;Kisielów;Kisielowy;
Szańkowa;Szańków;Szańkowy;
Pierławek;Pierławki;Pierławka;
Krzywego;Krzywe;Krzywy;
Grocholic;Grocholice;Grocholica;
Grzeszyna;Grzeszyn;Grzeszyna;
Kręcieszek;Kręcieszki;Kręcieszek;
Jeleńcza;Jeleńcz;Jeleńczy;
Jacentowa;Jacentów;Jacentowy;
Wyżnego;Wyżne;Wyżny;
Wyszewa;Wyszewo;Wyszewać;
Weryni;Werynia;Weryn;
Zbijewka;Zbijewek;Zbijewka;
Pilony;Pilona;Pilić;
Kopalina;Kopalino;Kopalina;
Strzelewa;Strzelewo;Strzelewać;
Sobniowa;Sobniów;Sobniowy;
Sienkiewicz;Sienkiewicze;Sienkiewicz;
Zarannnej;Zaranna;Zarannny;
Linówca;Linówiec;Linówca;
Ralewic;Ralewice;Ralewica;
Wygorzeli;Wygorzele;Wygorzeć;
Strzyżowic;Strzyżowice;Strzyżowica;
Żelowic;Żelowice;Żelowica;
Felinowa;Felinów;Felinowy;
Płoskiego;Płoskie;Płoski;
Chomęca;Chomęc;Chomęcać;
Kobylina;Kobylin;Kobylina;
Stroniewic;Stroniewice;Stroniewica;
Gruszek;Gruszki;Gruszka;
Małgorzatowa;Małgorzatów;Małgorzatow;
Lubenki;Lubenka;Lubenek;
Świerkówca;Świerkówiec;Świerkówca;
Dolinczan;Dolinczany;Dolinczan;
Rzemiechowa;Rzemiechów;Rzemiechowy;
Grobelek;Grobelki;Grobelka;
Gałązek;Gałązki;Gałązka;
Kopczan;Kopczany;Kopczan;
Bieniewa;Bieniewo;Bieniewać;
Krzyżówek;Krzyżówki;Krzyżówka;
Wieży;Wieża;Wież;
Zelgna;Zelgno;Zelgnać;
Osuszy;Osusz;Osuszyć;
Okołowic;Okołowice;Okołowica;
Grabowskich;Grabowskie;Grabowski;
Podgórek;Podgórki;Podgórek;
Kłóbki;Kłóbka;Kłóbek;
Korablewa;Korablew;Korablewać;
Cymbarku;Cymbark;Cymbarek;
Dalkowa;Dalków;Dalkowy;
Komnina;Komnino;Komnina;
Mołowistego;Mołowiste;Mołowisty;
Słustowa;Słustowo;Słustowy;
Nieledwi;Nieledew;Niele;
Beradza;Beradz;Beradzać;
Otalążki;Otalążka;Otalążek;
Cieklińska;Cieklińsko;Ciekliński;
Kawęczynka;Kawęczynek;Kawęczynka;
Wylewy;Wylewa;Wylew;
Śniadowa;Śniadowo;Śniadowy;
Młocka;Młock;Młocka;
Szarłata;Szarłat;Szarłata;
Krzcina;Krzcin;Krzcina;
Rzezawy;Rzezawa;Rzezawy;
Chrystkowa;Chrystkowo;Chrystkowy;
Koczerg;Koczergi;Koczerga;
Bawernicy;Bawernica;Bawernik;
Śledziejowic;Śledziejowice;Śledziejowica;
Mościczek;Mościczki;Mościczka;
Wielan;Wielany;Wielan;
Wieprzyc;Wieprzyce;Wieprzyca;
Krzyszkowic;Krzyszkowice;Krzyszkowica;
Bralina;Bralin;Bralina;
Łyczanej;Łyczana;Łyczany;
Sułkówka;Sułkówek;Sułkówka;
Romanowiec;Romanowce;Romanowiec;
Drochlina;Drochlin;Drochlina;
Rembieszowa;Rembieszów;Rembieszowy;
Gośniewic;Gośniewice;Gośniewica;
Trąbinka;Trąbinek;Trąbinka;
Potępy;Potępa;Potęp;
Usarzowa;Usarzów;Usarzowa;
Częstocicic;Częstocice;Częstocicica;
Dzigorzewa;Dzigorzew;Dzigorzewać;
Płaskocina;Płaskocin;Płaskocina;
Strzeszowic;Strzeszowice;Strzeszowica;
Tchórzna;Tchórzno;Tchórzny;
Zubrów;Zubry;Zubr;
Treszczotek;Treszczotki;Treszczotka;
Kawcza;Kawcze;Kawczy;
Muchocina;Muchocin;Muchocina;
Drwalewic;Drwalewice;Drwalewica;
Boczowa;Boczów;Boczowy;
Suchoręcza;Suchoręcz;Suchoręczać;
Gierałcicic;Gierałcice;Gierałcicica;
Mielżyna;Mielżyn;Mielżyna;
Podgacy;Podgace;Podgak;
Lichtajn;Lichtajny;Lichtajn;
Przyjaźni;Przyjaźnia;Przyjaźnić się;
Sulborowic;Sulborowice;Sulborowica;
Zakalinek;Zakalinki;Zakalinka;
Udrzynka;Udrzynek;Udrzynka;
Podmąchocicic;Podmąchocice;Podmąchocicica;
Kietrza;Kietrz;Kietrzać;
Mikołajewa;Mikołajewo;Mikołajewać;
Jarantowiczek;Jarantowiczki;Jarantowiczka;
Poniatowicz;Poniatowicze;Poniatowicz;
Rozgit;Rozgity;Rozgit;
Łubów;Łuby;Łub;
Kopydłowa;Kopydłowo;Kopydłowy;
Wandynowa;Wandynów;Wandynowy;
Głuchówka;Głuchówek;Głuchówka;
Baniek;Bańki;Bańka;
Rokutowa;Rokutów;Rokutowy;
Reczyna;Reczyn;Reczyna;
Byczowa;Byczów;Byczowy;
Baraków;Baraki;Barak;
Wielonka;Wielonek;Wielonka;
Rzęszyc;Rzęszyce;Rzęszyca;
Buraków;Buraki;Burak;
Ścigowa;Ścigów;Ścigowy;
Kałtek;Kałtki;Kałtka;
Chabowa;Chabowo;Chabowy;
Jóźwina;Jóźwin;Jóźwina;
Kosierzewa;Kosierzewo;Kosierzewać;
Kaptur;Kaptury;Kaptur;
Barnisławia;Barnisław;Barnisławiać;
Sobakówka;Sobakówek;Sobakówka;
Niemstowa;Niemstów;Niemstowy;
Wakarowa;Wakarowo;Wakarowy;
Mostowa;Mostowo;Mostowy;
Mamina;Mamino;Mamina;
Świętajna;Świętajno;Świętajny;
Goszowic;Goszowice;Goszowica;
Wiewiecka;Wiewiecko;Wiewiecki;
Ciochowic;Ciochowice;Ciochowica;
Runic;Runice;Runica;
Miłonowa;Miłonów;Miłonowy;
Bihal;Bihale;Bihala;
Obrębu;Obrąb;Obręb;
Kazimierkowa;Kazimierków;Kazimierkowy;
Sadowic;Sadowice;Sadowica;
Sukowatego;Sukowate;Sukowaty;
Garzewa;Garzew;Garzewać;
Świderek;Świderki;Świderek;
Rybalni;Rybalnia;Rybalny;
Piastowa;Piastowo;Piastowa;
Wonieścia;Wonieść;Wonieście;
Bowętowa;Bowętów;Bowętowy;
Janowa;Janowo;Janowy;
Chrosny;Chrosna;Chrosny;
Czewujewa;Czewujewo;Czewujewać;
Trzęśniewa;Trzęśniew;Trzęśniewać;
Łubnic;Łubnice;Łubnica;
Młogoszyna;Młogoszyn;Młogoszyna;
Strzembowa;Strzembowo;Strzembowy;
Gałajn;Gałajny;Gałajn;
Pałek;Pałki;Pałka;
Chrobot;Chroboty;Chrobot;
Morus;Morusy;Morus;
Letników;Letniki;Letnik;
Dobrzykowa;Dobrzykowo;Dobrzykowy;
Wodnicy;Wodnica;Wodnik;
Chojnowa;Chojnów;Chojnowy;
Pijanowa;Pijanów;Pijanowy;
Rzędziwojowic;Rzędziwojowice;Rzędziwojowica;
Cyganów;Cygany;Cygan;
Sulęczyna;Sulęczyno;Sulęczyna;
Suchoczasów;Suchoczasy;Suchoczas;
Golejowa;Golejów;Golejowy;
Piołunki;Piołunka;Piołunek;
Skwirzowej;Skwirzowa;Skwirzowy;
Kozarowa;Kozarów;Kozarowy;
Lipego;Lipe;Lipy;
Gałkowic;Gałkowice;Gałkowica;
Paprotni;Paprotnia;Paprotny;
Będkowa;Będków;Będkowy;
Szlagnowa;Szlagnowo;Szlagnowy;
Biard;Biardy;Biard;
Dobrejmyśli;Dobramyśl;Dobrejmyślić się;
Lutrowskiego;Lutrowskie;Lutrowski;
Karczewka;Karczewko;Karczewka;
Kujat;Kujaty;Kujata;
Gołunina;Gołunin;Gołunina;
Reska;Resko;Reska;
Krotoszyc;Krotoszyce;Krotoszyca;
Burgrabic;Burgrabice;Burgrabica;
Strzegowy;Strzegowa;Strzegowy;
Pińska;Pińsko;Piński;
Kiewłak;Kiewłaki;Kiewłak;
Szczepic;Szczepice;Szczepic;
Hoźnej;Hoźna;Hoźny;
Przewłok;Przewłoki;Przewłoka;
Duszna;Duszno;Duszny;
Minczewa;Minczewo;Minczewać;
Balcerowa;Balcerów;Balcerowy;
Małoszowa;Małoszów;Małoszowy;
Ostrowic;Ostrowice;Ostrowica;
Padniewka;Padniewko;Padniewka;
Plebanek;Plebanki;Plebanka;
Piotrkosic;Piotrkosice;Piotrkosica;
Przyspy;Przyspa;Przysep;
Karpisk;Karpiska;Karpisko;
Orzechówka;Orzechówko;Orzechówka;
Gościejewka;Gościejewko;Gościejewka;
Toczysk;Toczyska;Toczysko;
Reptowa;Reptowo;Reptowy;
Gorzkowic;Gorzkowice;Gorzkowica;
Moch;Mochy;Moch;
Zaborcza;Zaborcze;Zaborczy;
Polimoni;Polimonie;Polimon;
Bliżyc;Bliżyce;Bliżyca;
Bichniowa;Bichniów;Bichniowy;
Sompolna;Sompolno;Sompolny;
Lutowa;Lutowo;Lutowy;
Chrząstowa;Chrząstów;Chrząstowy;
Zubacz;Zubacze;Zubacz;
Skwar;Skwary;Skwar;
Trzcianek;Trzcianki;Trzcianka;
Krasek;Kraski;Kraska;
Grońska;Grońsko;Groński;
Radachowa;Radachowo;Radachowy;
Krzyżanowic;Krzyżanowice;Krzyżanowica;
Balik;Baliki;Balik;
Ozorowa;Ozorów;Ozorowy;
Jazgarzewa;Jazgarzew;Jazgarzewać;
Lubiatowa;Lubiatów;Lubiatowy;
Banina;Banino;Banina;
Lubiszyna;Lubiszyn;Lubiszyna;
Kłaczkowa;Kłaczkowo;Kłaczkowy;
Korzeszynka;Korzeszynek;Korzeszynka;
Bargłów;Bargły;Bargłów;
Wszerzeczy;Wszerzecz;Wszerzecze;
Pamięcicic;Pamięcice;Pamięcicica;
Rzystnowa;Rzystnowo;Rzystnowy;
Bachurów;Bachury;Bachur;
Turlejewa;Turlejewo;Turlejewać;
Tychowa;Tychowo;Tychować;
Wągrodna;Wągrodno;Wągrodny;
Podizdebna;Podizdebno;Podizdebny;
Wrotek;Wrotki;Wrotka;
Rynołt;Rynołty;Rynołt;
Niebrzyd;Niebrzydy;Niebrzyd;
Wilkostowa;Wilkostowo;Wilkostowy;
Trzebiełucha;Trzebiełuch;Trzebiełuchać;
Rzęczkowa;Rzęczkowo;Rzęczkowy;
Jełowej;Jełowa;Jełowy;
Dziektarzewa;Dziektarzew;Dziektarzewać;
Ignacowa;Ignaców;Ignacowy;
Ustkowa;Ustków;Ustkowy;
Świedziebni;Świedziebnia;Świedziebny;
Rzów;Rzy;Rz;
Malczowa;Malczów;Malczowy;
Nędzerzewa;Nędzerzew;Nędzerzewać;
Nagodzic;Nagodzice;Nagodzica;
Rząsin;Rząsiny;Rząsina;
Suliszewic;Suliszewice;Suliszewica;
Przepiórowa;Przepiórów;Przepiórowy;
Sokołów;Sokoły;Sokół;
Dólska;Dólsk;Dólski;
Rojkowa;Rojków;Rojkowy;
Brzysk;Brzyska;Brzysko;
Ogrodzonej;Ogrodzona;Ogrodzony;
Szklar;Szklary;Szklar;
Wagowa;Wagowo;Wagowy;
Jagodnicy;Jagodnica;Jagodnik;
Gołuszowic;Gołuszowice;Gołuszowica;
Siwiałki;Siwiałka;Siwiałek;
Starzyc;Starzyce;Starzyca;
Olszownicy;Olszownica;Olszownik;
Lichnowa;Lichnowo;Lichnowy;
Polic;Police;Polica;
Marian;Mariany;Marianin;
Nakor;Nakory;Nakora;
Jeżewic;Jeżewice;Jeżewica;
Chruszczyn;Chruszczyny;Chruszczyna;
Zaboreczna;Zaboreczno;Zaboreczny;
Śliwkowa;Śliwkowo;Śliwkowy;
Paczółtowic;Paczółtowice;Paczółtowica;
Strzyżmina;Strzyżmin;Strzyżmina;
Radowic;Radowice;Radowica;
Lichnów;Lichnowy;Lichen;
Czarnegobrodu;Czarnybród;Czarnegobród;
Wypalenisk;Wypaleniska;Wypalenisko;
Andrych;Andrychy;Andry;
Pruszewca;Pruszewiec;Pruszewc;
Puczyczyc;Puczyce;Puczyczyca;
Zaszczytowa;Zaszczytowo;Zaszczytowy;
Gutowa;Gutów;Gutowy;
Grabnowoli;Grabnowola;Grabnowolić;
Frąknowa;Frąknowo;Frąknować;
Tuchomia;Tuchom;Tuchomiać;
Rosina;Rosin;Rosina;
Reńska;Reńsko;Reński;
Bednar;Bednary;Bednar;
Sapowic;Sapowice;Sapowica;
Gdoli;Gdola;Gdolić;
Krzyżanówki;Krzyżanówka;Krzyżanówki;
Kroczyczyc;Kroczyce;Kroczyczyca;
Rytomoczydeł;Rytomoczydła;Rytomoczydło;
Żurawników;Żurawniki;Żurawnik;
Wąwelnicy;Wąwelnica;Wąwelnik;
Chodaków;Chodaki;Chodak;
Oczkowic;Oczkowice;Oczkowica;
Jełmunia;Jełmuń;Jełmunia;
Teresewa;Teresew;Teresewać;
Gockowic;Gockowice;Gockowica;
Zaolszynia;Zaolszynie;Zaolszyniać;
Łosienia;Łosień;Łosienie;
Godowa;Godowo;Godowy;
Czemiernik;Czemierniki;Czemiernik;
Duczek;Duczki;Duczek;
Mełna;Mełno;Mełny;
Godowy;Godowa;Godowy;
Zastruża;Zastruże;Zastrużać;
Żabina;Żabin;Żabina;
Łowiec;Łowce;Łowiec;
Gierłatowa;Gierłatowo;Gierłatowy;
Kostrzy;Kostrza;Kostrzyć;
Józefosławia;Józefosław;Józefosławie;
Leńcz;Leńcze;Leńczyć;
Mieszewa;Mieszewo;Mieszewać;
Bielewa;Bielewo;Bielewać;
Bielewicz;Bielewicze;Bielewicz;
Turośli;Turośl;Turóść;
Przykopki;Przykopka;Przykopki;
Jajczaków;Jajczaki;Jajczak;
Godlewa;Godlewo;Godlewać;
Trzebunia;Trzebuń;Trzebunia;
Bogaczewa;Bogaczewo;Bogaczewać;
Curyna;Curyn;Curyna;
Prusocina;Prusocin;Prusocina;
Śleszynka;Śleszynek;Śleszynka;
Leliwy;Leliwa;Leliwy;
Rąkcicic;Rąkcice;Rąkcicica;
Olszewy;Olszewa;Olszew;
Pamiętnej;Pamiętna;Pamiętny;
Lutka;Lutek;Lutki;
Gruntowic;Gruntowice;Gruntowica;
Koźlina;Koźlin;Koźlina;
Łabuch;Łabuchy;Łabuch;
Muniaczkowic;Muniaczkowice;Muniaczkowica;
Gradówka;Gradówek;Gradówka;
Zasonia;Zasonie;Zasoń;
Sowizdrzałów;Sowizdrzały;Sowizdrzał;
Kawna;Kawno;Kawny;
Rakowisk;Rakowiska;Rakowisko;
Rochowic;Rochowice;Rochowica;
Liciążnej;Liciążna;Liciążny;
Rajczyna;Rajczyn;Rajczyna;
Wartosławia;Wartosław;Wartosławie;
