Dopełniacz;Mianownik;Wynik Stemmera
Księginic;Księginice;Księginica;
Suchania;Suchań;Suchanie;
Lisowa;Lisowo;Lisowa;
Próchnówka;Próchnówko;Próchnówka;
Pułkownikowa;Pułkownikowo;Pułkownikowa;
Straduni;Stradunia;Stradun;
Płok;Płoki;Płok;
Zarzeczan;Zarzeczany;Zarzeczan;
Zajd;Zajdy;Zajda;
Świętoszyna;Świętoszyn;Świętoszyna;
Sędka;Sędek;Sędka;
Janikowa;Janików;Janikowa;
Szonowa;Szonów;Szonowa;
Orłowic;Orłowice;Orłowica;
Wołowa;Wołowo;Wołów;
Koszorowa;Koszorów;Koszorowa;
Ćwiklina;Ćwiklin;Ćwiklina;
Lachmirowic;Lachmirowice;Lachmirowica;
Malachina;Malachin;Malachina;
Marianek;Marianki;Marianka;
Poczernina;Poczernin;Poczernina;
Nidy;Nida;Nidy;
Janczewka;Janczewko;Janczewka;
Czartowa;Czartów;Czartowa;
Karniewa;Karniewo;Karniewa;
Zbyszkowa;Zbyszków;Zbyszkowa;
Borysławic;Borysławice;Borysławica;
Pupek;Pupki;Pupek;
Tłukom;Tłukomy;Tłuk;
Kijewic;Kijewice;Kijewica;
Paszkowa;Paszków;Paszkowa;
Płouszowic;Płouszowice;Płouszowica;
Sartowic;Sartowice;Sartowica;
Burniszek;Burniszki;Burniszek;
Jelitowa;Jelitów;Jelitowa;
Wyłudzina;Wyłudzin;Wyłudzina;
Takomyśla;Takomyśle;Takomyśla;
Szczypkowic;Szczypkowice;Szczypkowica;
Niegoszowic;Niegoszowice;Niegoszowica;
Tylic;Tylice;Tylica;
Kanclerzowic;Kanclerzowice;Kanclerzowica;
Wyglądał;Wyglądały;Wyglądał;
Piątkowa;Piątków;Piątkowa;
Piaseczna;Piaseczno;Piaseczna;
Krupina;Krupin;Krupina;
Radzanowa;Radzanowo;Radzanowa;
Szlembarka;Szlembark;Szlembarka;
Zgniłki;Zgniłka;Zgniłek;
Zawyk;Zawyki;Zawyk;
Skrobocina;Skrobocin;Skrobocina;
Kotkowa;Kotkowo;Kotkowa;
Swojczan;Swojczany;Swojczan;
Pietrusina;Pietrusin;Pietrusina;
Cierpic;Cierpice;Cierpic;
Jaszczurowy;Jaszczurowa;Jaszczurowy;
Żarek;Żarki;Żarka;
Czachorowa;Czachorowo;Czachorowa;
Stanisławic;Stanisławice;Stanisławica;
Cieszęcina;Cieszęcin;Cieszęcina;
Hetmanic;Hetmanice;Hetmanica;
Jeninka;Jeninek;Jeninka;
Rzepniewa;Rzepniewo;Rzepniewa;
Kluczborka;Kluczbork;Kluczborek;
Rysi;Rysie;Rys;
Krzywonosia;Krzywonoś;Krzywonosie;
Zagadek;Zagadki;Zagadka;
Zaryszyna;Zaryszyn;Zaryszyna;
Ksawercina;Ksawercin;Ksawercina;
Leszczyn;Leszczyny;Leszczyna;
Plutycz;Plutycze;Plutycz;
Wystoka;Wystok;Wystoka;
Mingos;Mingosy;Mingos;
Męczyna;Męczyn;Męczyna;
Jedla;Jedle;Jedel;
Rosolina;Rosolin;Rosolina;
Dargomyśla;Dargomyśl;Dargomyśla;
Gogolewa;Gogolewo;Gogolewa;
Płotów;Płoty;Płot;
Pałubina;Pałubin;Pałubina;
Rawek;Rawki;Rawka;
Zaczarnia;Zaczarnie;Zaczarnia;
Kuciejów;Kucieje;Kuciej;
Wierzejek;Wierzejki;Wierzejka;
Koniuszy;Koniusza;Koniuszy;
Strumian;Strumiany;Strumian;
Downiewa;Downiewo;Downiewa;
Bolejn;Bolejny;Bolejn;
Zasutowa;Zasutowo;Zasutowa;
Wicka;Wicko;Wicka;
Grubna;Grubno;Grubna;
Goczałkowa;Goczałkowo;Goczałkowa;
Wyborowa;Wyborów;Wyborowa;
Bartolina;Bartolin;Bartolina;
Raciborowa;Raciborów;Raciborowa;
Potrzebowa;Potrzebowo;Potrzebowa;
Wszemirowa;Wszemirów;Wszemirowa;
Wołkowian;Wołkowiany;Wołkowian;
Tuławek;Tuławki;Tuławka;
Tapina;Tapin;Tapina;
Sławęcinka;Sławęcinek;Sławęcinka;
Kłodnego;Kłodne;Kłodny;
Łopatek;Łopatki;Łopatka;
Przybranowa;Przybranowo;Przybranowa;
Sojów;Soje;Sój;
Chwalimia;Chwalim;Chwalimia;
Zębówca;Zębówiec;Zębówca;
Bogatek;Bogatki;Bogatek;
Czajna;Czajno;Czajna;
Orlisk;Orliska;Orlisko;
Koziczyna;Koziczyn;Koziczyna;
Wroczyn;Wroczyny;Wroczyna;
Łączek;Łączki;Łączka;
Zawieścicic;Zawieścice;Zawieścicica;
Pierożków;Pierożki;Pierożek;
Młynarzy;Młynarze;Młynarz;
Dobrosławówowa;Dobrosławów;Dobrosławówowa;
Wydrnego;Wydrne;Wydrny;
Poletył;Poletyły;Poletył;
Nowaczkowa;Nowaczkowo;Nowaczkowa;
Kukułowa;Kukułowo;Kukułów;
Siennna;Sienno;Siennna;
Świecichowa;Świecichowo;Świecichów;
Suchcicic;Suchcice;Suchcicica;
Sytek;Sytki;Sytka;
Klimontówka;Klimontówek;Klimontówka;
Żyrowy;Żyrowa;Żyrowy;
Gorzkowiczek;Gorzkowiczki;Gorzkowiczka;
Sulejewa;Sulejewo;Sulejewa;
Korczysk;Korczyska;Korczysko;
Zalewa;Zalewo;Zalewa;
Oględowa;Oględów;Oględowa;
Zajmy;Zajma;Zajem;
Chełmiczek;Chełmiczki;Chełmiczka;
Rynek;Rynki;Rynka;
Stradzewa;Stradzew;Stradzewo;
Zieni;Zienie;Zień;
Radunia;Raduń;Radunio;
Walkowa;Walków;Walkowa;
Konopczyna;Konopczyn;Konopczyna;
Koconi;Koconia;Kocoń;
Chróstna;Chróstno;Chróstna;
Dębowa;Dębów;Dębowa;
Słupi;Słupia;Słup;
Świerklan;Świerklany;Świerklan;
Zbrojewa;Zbrojewo;Zbrojewa;
Solinek;Solinki;Solinka;
Milejewa;Milejewo;Milejewa;
Bukówka;Bukówek;Bukówka;
Zarytego;Zaryte;Zaryty;
Młodzieszyna;Młodzieszyn;Młodzieszyna;
Golejewka;Golejewko;Golejewka;
Adamowa;Adamów;Adamowa;
Reginowa;Reginów;Reginowa;
Zieleni;Zielenie;Zieleń;
Deszczna;Deszczno;Deszczna;
Mienianian;Mieniany;Mienianian;
Sowina;Sowin;Sowina;
Dyl;Dyle;Dyl;
Marylki;Marylka;Marylek;
Barczkowic;Barczkowice;Barczkowica;
Podwola;Podwole;Podwola;
Bluszczowa;Bluszczów;Bluszczowa;
Pawłowicz;Pawłowicze;Pawłowicz;
Koszel;Koszele;Koszel;
Nowokornina;Nowokornino;Nowokornina;
Besiekier;Besiekiery;Besiekiera;
Maliszowa;Maliszów;Maliszowa;
Gałęzowa;Gałęzów;Gałęzowa;
Olęd;Olędy;Olęda;
Podlaszcza;Podlaszcze;Podlaszcz;
Teklina;Teklin;Teklina;
Podtymienia;Podtymień;Podtymienie;
Pęclina;Pęclin;Pęclina;
Konstantynowa;Konstantynowo;Konstantynowa;
Rusi;Ruś;Rusia;
Wudzyna;Wudzyn;Wudzyna;
Łazów;Łazy;Łaz;
Dymra;Dymer;Dymra;
Rękawczynka;Rękawczynek;Rękawczynka;
Czerc;Czerce;Czerc;
Kluska;Klusek;Kluska;
Dymka;Dymek;Dymka;
Mystek;Mystki;Mystka;
Ostrowąsów;Ostrowąsy;Ostrowąs;
Jagiełłły;Jagiełła;Jagiełłła;
Bedlenka;Bedlenko;Bedlenka;
Luszkówka;Luszkówko;Luszkówka;
Troszynka;Troszynek;Troszynka;
Brun;Bruny;Brun;
Łętkowa;Łętków;Łętkowa;
Chościszowic;Chościszowice;Chościszowica;
Kaźmierkowa;Kaźmierków;Kaźmierkowa;
Myszaków;Myszaki;Myszak;
Skrzyńska;Skrzyńsko;Skrzyńska;
Ostrowitka;Ostrowitko;Ostrowitek;
Skorodnicy;Skorodnica;Skorodnik;
Porczyn;Porczyny;Porczyna;
Banachów;Banachy;Banach;
Reguł;Reguły;Reguła;
Walił;Waliły;Waliła;
Paluchów;Paluchy;Paluch;
Myślątkowa;Myślątkowo;Myślątkowa;
Walerianowa;Walerianów;Walerianowa;
Łuszkowa;Łuszków;Łuszkowa;
Żytowiecka;Żytowiecko;Żytowiecek;
Wielbrandowa;Wielbrandowo;Wielbrandowa;
Mojsławic;Mojsławice;Mojsławica;
Kalinowic;Kalinowice;Kalinowica;
Wojska;Wojsk;Wojsko;
Łomaz;Łomazy;Łomaz;
Zwierżan;Zwierżany;Zwierżan;
Bogucicic;Bogucice;Bogucicica;
Burbiszek;Burbiszki;Burbiszek;
Dubiecka;Dubiecko;Dubiecek;
Szeszył;Szeszyły;Szeszyła;
Pszczółek;Pszczółki;Pszczółka;
Niekrasowa;Niekrasów;Niekrasowa;
Stradunia;Straduń;Stradunio;
Wydrzyna;Wydrzyn;Wydrzyna;
Niedziałek;Niedziałki;Niedziałek;
Rowisk;Rowiska;Rowisko;
Gniewoszowa;Gniewoszów;Gniewoszowa;
Strużyny;Strużyna;Strużyny;
Marszewca;Marszewiec;Marszewc;
Ilina;Ilino;Ilina;
Brokowa;Brokowo;Brokowa;
Pożarowa;Pożarów;Pożarowa;
Cisssów;Cisse;Cisss;
Kłodzka;Kłodzko;Kłodzka;
Płudnicy;Płudnica;Płudnik;
Trzebniowa;Trzebniów;Trzebniowa;
Brusin;Brusiny;Brusina;
Widna;Widno;Widna;
Ochraniewa;Ochraniew;Ochraniewa;
Kupina;Kupin;Kupina;
Brzozówka;Brzozówek;Brzozówka;
Strzelęcina;Strzelęcin;Strzelęcina;
Młotkowic;Młotkowice;Młotkowica;
Serafinowa;Serafinów;Serafinowa;
Rucewka;Rucewko;Rucewka;
Ochenk;Ochenki;Ochenk;
Rochowa;Rochowo;Rochów;
Naprusewa;Naprusewo;Naprusewa;
Wałycza;Wałycz;Wałycza;
Górna;Górno;Górna;
Ołtarzewa;Ołtarzew;Ołtarzewo;
Obłaczkowa;Obłaczkowo;Obłaczkowa;
Wiskitek;Wiskitki;Wiskitka;
Krępin;Krępiny;Krępina;
Tęczek;Tęczki;Tęczek;
Chwałowic;Chwałowice;Chwałowica;
Juniewicz;Juniewicze;Juniewicz;
Dalikowa;Dalików;Dalikowa;
Srokowa;Srokowo;Srokowa;
Daszowa;Daszów;Daszowa;
Lubiczowa;Lubiczów;Lubiczowa;
Chustek;Chustki;Chustka;
Borysewa;Borysew;Borysewa;
Karczem;Karczmy;Karcz;
Mateuszowa;Mateuszowo;Mateuszowa;
Wrońska;Wrońsko;Wrońska;
Gościejowic;Gościejowice;Gościejowica;
Czaszyna;Czaszyn;Czaszyna;
Maszt;Maszty;Maszt;
Łazówka;Łazówek;Łazówka;
Brąchnówka;Brąchnówko;Brąchnówka;
Ldzania;Ldzań;Ldzanie;
Gołkowa;Gołków;Gołkowa;
Krzymoszy;Krzymosze;Krzymosz;
Policzka;Policzko;Policzka;
Chwalibogowic;Chwalibogowice;Chwalibogowica;
Bnina;Bnin;Bnina;
Suwina;Suwin;Suwina;
Krzyżewka;Krzyżewko;Krzyżewka;
Wiejkowa;Wiejkowo;Wiejkowa;
Zakrzowa;Zakrzów;Zakrzowa;
Gorzewka;Gorzewko;Gorzewka;
Maciszewic;Maciszewice;Maciszewica;
Maził;Maziły;Maziła;
Zakulina;Zakulin;Zakulina;
Bogoniowic;Bogoniowice;Bogoniowica;
Malech;Malechy;Malecha;
Separowa;Separowo;Separowa;
Żuchowic;Żuchowice;Żuchowica;
Kuflewa;Kuflew;Kuflewa;
Godzięcina;Godzięcin;Godzięcina;
Strożysk;Strożyska;Strożysko;
Kobylanek;Kobylanki;Kobylanka;
Wołczyna;Wołczyno;Wołczyna;
Skrzypni;Skrzypnia;Skrzypień;
Noskowa;Noskowo;Noskowa;
Dzierwan;Dzierwany;Dzierwana;
Borut;Boruty;Borut;
Błotnicy;Błotnica;Błotnik;
Mułów;Muły;Muł;
Jaguszewic;Jaguszewice;Jaguszewica;
Jam;Jamy;Jam;
Konopek;Konopki;Konopek;
Iłówca;Iłówiec;Iłówca;
Kośmina;Kośmin;Kośmina;
Krzana;Krzan;Krzana;
Marczowa;Marczów;Marczowa;
Wołczyn;Wołczyny;Wołczyna;
Mokrzca;Mokrzec;Mokrzca;
Mąkolic;Mąkolice;Mąkolica;
Tropia;Tropie;Tropia;
Rywaczek;Rywaczki;Rywaczka;
Żurawic;Żurawice;Żurawica;
Janczew;Janczewy;Janczew;
Polesin;Polesiny;Polesina;
Nakieł;Nakły;Nakła;
Budoradza;Budoradz;Budoradza;
Bodzi;Bodzia;Bódź;
Nakomiad;Nakomiady;Nakomiada;
Drzewocin;Drzewociny;Drzewocina;
Przypisówki;Przypisówka;Przypisówki;
Małgorzacina;Małgorzacin;Małgorzacina;
Wrząsowic;Wrząsowice;Wrząsowica;
Kusowa;Kusowo;Kusowa;
Nakła;Nakło;Nakła;
Ramsowa;Ramsowo;Ramsowa;
Racendowa;Racendów;Racendowa;
Teofilek;Teofilki;Teofilka;
Żołnowa;Żołnowo;Żołnowa;
Maciejowa;Maciejów;Maciejowa;
Bertowa;Bertowo;Bertowa;
Jackowa;Jacków;Jackowa;
Krupocina;Krupocin;Krupocina;
Gwizdałek;Gwizdałki;Gwizdałek;
Dylągowy;Dylągowa;Dylągowy;
Fałkowic;Fałkowice;Fałkowica;
Rzędziszowic;Rzędziszowice;Rzędziszowica;
Rychnowa;Rychnowo;Rychnowa;
Garwolewa;Garwolewo;Garwolewa;
Przanowic;Przanowice;Przanowica;
Aleksandrowa;Aleksandrów;Aleksandrowa;
Łagówka;Łagówek;Łagówka;
Kwiecewa;Kwiecewo;Kwiecewa;
Żurawiec;Żurawce;Żurawiec;
Tulec;Tulce;Tulec;
Gardot;Gardoty;Gardota;
Niegowonic;Niegowonice;Niegowonica;
Białobok;Białoboki;Białobok;
Leonowicz;Leonowicze;Leonowicz;
Humięcina;Humięcino;Humięcina;
Umienina;Umienino;Umienina;
Nadborowa;Nadborowo;Nadborowa;
Klębowa;Klębów;Klębowa;
Szubina;Szubin;Szubina;
Krupic;Krupice;Krupic;
Dułów;Duły;Duł;
Galwieci;Galwiecie;Galwieć;
Wilkowa;Wilkowo;Wilkowa;
Kobułt;Kobułty;Kobułt;
Byłyczka;Byłyczek;Byłyczko;
Zaskala;Zaskale;Zaskal;
Czarmunia;Czarmuń;Czarmunia;
Gzowa;Gzowo;Gzowa;
Radziejewa;Radziejewo;Radziejewa;
Szarbi;Szarbia;Szarbi;
Parzyna;Parzyn;Parzyna;
Żukczyna;Żukczyn;Żukczyna;
Burlak;Burlaki;Burlak;
Królikowa;Królików;Królikowa;
Cichaw;Cichawy;Cichawa;
Młyńska;Młyńsko;Młyńska;
Bojar;Bojary;Bojar;
Bełcza;Bełcze;Bełcz;
Policht;Polichty;Polichta;
Płazowa;Płazów;Płazowa;
Węgoryt;Węgoryty;Węgoryt;
Żabik;Żabiki;Żabik;
Radzięcina;Radzięcin;Radzięcina;
Skierdów;Skierdy;Skierda;
Stroszków;Stroszki;Stroszek;
Owińsk;Owińska;Owińsko;
Śmiechowic;Śmiechowice;Śmiechowica;
Pęcherzy;Pęcherze;Pęcherz;
Drzecina;Drzecin;Drzecina;
Buszęcina;Buszęcin;Buszęcina;
Selwanówki;Selwanówka;Selwanówki;
Morakowa;Moraków;Morakowa;
Chłapowa;Chłapowo;Chłapowa;
Linkowa;Linków;Linkowa;
Wachowic;Wachowice;Wachowica;
Brych;Brychy;Bry;
Patrzykowa;Patrzyków;Patrzykowa;
Karowa;Karów;Karowa;
Skołyszyna;Skołyszyn;Skołyszyna;
Rudołowic;Rudołowice;Rudołowica;
Miłoradzic;Miłoradzice;Miłoradzica;
Kamierowa;Kamierowo;Kamierowa;
Stawinogi;Stawinoga;Stawinogi;
Dziećmiarowic;Dziećmiarowice;Dziećmiarowica;
Dowiat;Dowiaty;Dowiat;
Mienic;Mienice;Mienica;
Ogrobla;Ogroble;Ogrobla;
Kędrzyna;Kędrzyno;Kędrzyna;
Rynicy;Rynica;Rynik;
Zosinka;Zosinek;Zosinka;
Sędowa;Sędowo;Sędowa;
Otmic;Otmice;Otmica;
Próchenek;Próchenki;Próchenka;
Grodziczna;Grodziczno;Grodziczna;
Chocimina;Chocimino;Chocimina;
Kotfina;Kotfin;Kotfina;
Józefinowa;Józefinowo;Józefinowa;
Buczyny;Buczyna;Buczyny;
Wyszkowic;Wyszkowice;Wyszkowica;
Janaszowa;Janaszów;Janaszowa;
Jarantowic;Jarantowice;Jarantowica;
Sieruciowiec;Sieruciowce;Sieruciowiec;
Żukowa;Żuków;Żukowa;
Przygonia;Przygoń;Przygonia;
Łękińska;Łękińsko;Łękińska;
Bonarowa;Bonarów;Bonarowa;
Wymysłowic;Wymysłowice;Wymysłowica;
Ozierskich;Ozierskie;Ozierski;
Sobiekurska;Sobiekursk;Sobiekursko;
Klasztorka;Klasztorek;Klasztorka;
Buczyn;Buczyny;Buczyna;
Siedlimowa;Siedlimowo;Siedlimowa;
Kucharowa;Kucharowo;Kucharowa;
Wymysłowa;Wymysłów;Wymysłowo;
Kwasowa;Kwasowo;Kwasowa;
Gołosz;Gołosze;Gołosza;
Radówka;Radówek;Radówka;
Smolarzy;Smolarze;Smolarz;
Kraszyc;Kraszyce;Kraszyca;
Zrębic;Zrębice;Zrębica;
Płacht;Płachty;Płachta;
Łupawy;Łupawa;Łupaw;
Halas;Halasy;Halas;
Marynina;Marynino;Marynina;
Krzekotowic;Krzekotowice;Krzekotowica;
Regimina;Regimin;Regimina;
Raczyn;Raczyny;Raczyna;
Wojnowic;Wojnowice;Wojnowica;
Rzeniszowa;Rzeniszów;Rzeniszowa;
Podzakrzówka;Podzakrzówek;Podzakrzówka;
Osłonek;Osłonki;Osłonka;
Pawłowa;Pawłowo;Pawłów;
Harasiuk;Harasiuki;Harasiuk;
Chylina;Chylin;Chylina;
Oborczysk;Oborczyska;Oborczysko;
Peredyła;Peredyło;Peredyła;
Kumiały;Kumiała;Kumiał;
Michalczy;Michalcza;Michalcz;
Dańkowa;Dańków;Dańkowa;
Światoni;Światonia;Światon;
Dybowa;Dybowo;Dybowa;
Sadowa;Sadów;Sadowa;
Gądecza;Gądecz;Gądecze;
Płońska;Płońsko;Płońska;
Damasławka;Damasławek;Damasławka;
Sępolna;Sępolno;Sępolna;
Skokówka;Skokówko;Skokówka;
Wylatkowa;Wylatkowo;Wylatkowa;
Łosia;Łoś;Łosie;
Pościsz;Pościsze;Pościsza;
Joanina;Joanin;Joanina;
Łasiecznik;Łasieczniki;Łasiecznik;
Rabian;Rabiany;Rabianin;
Pustek;Pustki;Pustka;
Kapałowa;Kapałów;Kapałowa;
Brudnic;Brudnice;Brudnica;
Myszowic;Myszowice;Myszowica;
Swarzynic;Swarzynice;Swarzynica;
Morgowa;Morgowo;Morgowa;
Jeziorowa;Jeziorowo;Jeziorowa;
Brzęczkowic;Brzęczkowice;Brzęczkowica;
Lekartowa;Lekartów;Lekartowa;
Swochowa;Swochowo;Swochów;
Włoszakowic;Włoszakowice;Włoszakowica;
Turostówka;Turostówko;Turostówka;
Sulnikowa;Sulnikowo;Sulnikowa;
Młodzikówka;Młodzikówko;Młodzikówka;
Kalinkowa;Kalinków;Kalinkowa;
Nawiad;Nawiady;Nawiad;
Kcyni;Kcynia;Kcyn;
Dublan;Dublany;Dublan;
Jasiennnej;Jasienna;Jasiennna;
Broszek;Broszki;Broszka;
Kończysk;Kończyska;Kończysko;
Rątów;Rąty;Rąt;
Michałek;Michałki;Michałka;
Goślubia;Goślub;Goślubia;
Rogożewka;Rogożewek;Rogożewka;
Czarnopola;Czarnopole;Czarnopola;
Klekotowa;Klekotowo;Klekotowa;
Jackowic;Jackowice;Jackowica;
Łaznowa;Łaznów;Łaznowa;
Niszczyczyc;Niszczyce;Niszczyczyca;
Troszk;Troszki;Troszk;
Ciechanowa;Ciechanów;Ciechanowa;
Kanic;Kanice;Kanica;
Słodkowa;Słodków;Słodkowa;
Lewina;Lewin;Lewina;
Rybocicic;Rybocice;Rybocicica;
Bizorędek;Bizorędki;Bizorędka;
Barniewic;Barniewice;Barniewica;
Włóczysk;Włóczyska;Włóczysko;
Teodorów;Teodory;Teodór;
Klępska;Klępsk;Klępsko;
Modliborza;Modlibórz;Modliborze;
Zajączkowa;Zajączkowo;Zajączkowa;
Rzążewa;Rzążew;Rzążewa;
Jeziorka;Jeziorek;Jeziorko;
Wyhalewa;Wyhalew;Wyhalewa;
Stradlic;Stradlice;Stradlica;
Pilewic;Pilewice;Pilewica;
Kościeleczek;Kościeleczki;Kościeleczka;
Blizina;Blizin;Blizina;
Dobierzyna;Dobierzyn;Dobierzyna;
Tomczyna;Tomczyn;Tomczyna;
Żórawek;Żórawki;Żórawka;
Koiszkowa;Koiszków;Koiszkowa;
Rozstrzał;Rozstrzały;Rozstrzał;
Kamiony;Kamiona;Kamion;
Koskowa;Koskowo;Koskowa;
Kopciowic;Kopciowice;Kopciowica;
Gałdowa;Gałdowo;Gałdowa;
Dzików;Dziki;Dzik;
Przecznicy;Przecznica;Przecznik;
Świdnik;Świdniki;Świdnik;
Olchowa;Olchowo;Olchów;
Gołowierzchów;Gołowierzchy;Gołowierzch;
Borszyc;Borszyce;Borszyca;
Gryżewa;Gryżewo;Gryżewa;
Kierzna;Kierzno;Kierzna;
Siedlowa;Siedlów;Siedlowa;
Sanik;Saniki;Sanik;
Tomiczek;Tomiczki;Tomiczka;
Toczyłowa;Toczyłowo;Toczyłów;
Przyłękowa;Przyłęków;Przyłękowa;
Dziesławic;Dziesławice;Dziesławica;
Sławocina;Sławocin;Sławocina;
Hulcza;Hulcze;Hulcz;
Bogunowa;Bogunów;Bogunowa;
Ładaw;Ładawy;Ładawa;
Wężerowa;Wężerów;Wężerowa;
Karpicka;Karpicko;Karpicka;
Chrościcic;Chrościce;Chrościcica;
Panigródza;Panigródz;Panigródza;
Krośla;Krośle;Krośla;
Holik;Holiki;Holik;
Burca;Burzec;Burca;
Łankowic;Łankowice;Łankowica;
Skorupek;Skorupki;Skorupka;
Pieczarek;Pieczarki;Pieczarka;
Dzietrznik;Dzietrzniki;Dzietrznik;
Konradów;Konrady;Konrad;
Szymonki;Szymonka;Szymonek;
Doliwa;Doliwo;Doliwa;
Świerzowa;Świerzów;Świerzowa;
Drużbic;Drużbice;Drużbica;
Poznania;Poznań;Poznanie;
Grajewa;Grajewo;Grajewa;
Uciąża;Uciąż;Uciąża;
Doliw;Doliwy;Doliwa;
Bursztynowa;Bursztynowo;Bursztynowa;
Płoskowa;Płosków;Płoskowa;
Wopit;Wopity;Wopit;
Wlonic;Wlonice;Wlonica;
Skoczylasów;Skoczylasy;Skoczylas;
Gościcic;Gościce;Gościcica;
Ogonowa;Ogonowo;Ogonowa;
Frednowów;Frednowy;Frednów;
Chocieborowic;Chocieborowice;Chocieborowica;
Szczytnicy;Szczytnica;Szczytnik;
Boryszewa;Boryszew;Boryszewo;
Wiskitna;Wiskitno;Wiskitna;
Krąplewa;Krąplewo;Krąplewa;
Wężysk;Wężyska;Wężysko;
Maurycewa;Maurycew;Maurycewa;
Kiełczewa;Kiełczew;Kiełczewo;
Posucicic;Posucice;Posucicica;
Latyczyna;Latyczyn;Latyczyna;
Szczeki;Szczeka;Szczek;
Trzcianego;Trzciane;Trzciany;
Rukosina;Rukosin;Rukosina;
Czartos;Czartosy;Czartos;
Gostkowic;Gostkowice;Gostkowica;
Stawowiczek;Stawowiczki;Stawowiczka;
Chechła;Chechło;Chechła;
Brzezienka;Brzezienko;Brzezienka;
Wykowa;Wykowo;Wykowa;
Piasku;Piasek;Piasko;
Łoniewa;Łoniewo;Łoniewa;
Oleszek;Oleszki;Oleszka;
Saczyna;Saczyn;Saczyna;
Wasilczyk;Wasilczyki;Wasilczyk;
Wrzaw;Wrzawy;Wrzawa;
Winnicy;Winnica;Winnik;
Tromit;Tromity;Tromit;
Różanegostoku;Różanystok;Różanegostok;
Jędruszkowiec;Jędruszkowce;Jędruszkowiec;
Ługowisk;Ługowiska;Ługowisko;
Struniaw;Struniawy;Struniawa;
Sochów;Sochy;Soch;
Ziewanic;Ziewanice;Ziewanica;
Krowic;Krowice;Krowica;
Piszczatki;Piszczatka;Piszczatki;
Bochenia;Bocheń;Bochenie;
Szadzka;Szadzko;Szadzka;
Koryt;Koryta;Koryt;
Lorettta;Loretto;Lorettto;
Borska;Borsk;Borsko;
Nakielna;Nakielno;Nakielna;
Koziar;Koziary;Koziara;
Siedlewa;Siedlew;Siedlewa;
Koryta;Koryto;Koryta;
Brzeszcz;Brzeszcze;Brzeszcz;
Achrymowiec;Achrymowce;Achrymowiec;
Żurawia;Żurawie;Żuraw;
Gajewa;Gajew;Gajewa;
Jakimowic;Jakimowice;Jakimowica;
Wilkostowa;Wilkostów;Wilkostowa;
Lig;Ligi;Liga;
Gościęcina;Gościęcin;Gościęcina;
Sztabina;Sztabin;Sztabina;
Gajca;Gajec;Gajca;
Kopaniarzy;Kopaniarze;Kopaniarz;
Łachowiec;Łachowce;Łachowiec;
Sąsieczna;Sąsieczno;Sąsieczna;
Borzęcicic;Borzęcice;Borzęcicica;
Tymców;Tymce;Tymiec;
Okoninin;Okoniny;Okoninina;
Twardowic;Twardowice;Twardowica;
Łasic;Łasice;Łasica;
Piotrkowiczek;Piotrkowiczki;Piotrkowiczka;
Kruszwina;Kruszwin;Kruszwina;
Jasienia;Jasień;Jasienie;
Choszczowa;Choszczów;Choszczowa;
Witankowa;Witankowo;Witankowa;
Kniewa;Kniewo;Kniewa;
Mdzewka;Mdzewko;Mdzewka;
Wałowic;Wałowice;Wałowica;
Żelkówka;Żelkówko;Żelkówka;
Drogomiłowic;Drogomiłowice;Drogomiłowica;
Szpęgawska;Szpęgawsk;Szpęgawsko;
Nielepic;Nielepice;Nielepic;
Podostrówka;Podostrówek;Podostrówka;
Otłoczyna;Otłoczyn;Otłoczyna;
Olszowic;Olszowice;Olszowica;
Bowyczyn;Bowyczyny;Bowyczyn;
Dukaczewa;Dukaczew;Dukaczewo;
Niedrzakowa;Niedrzaków;Niedrzakowa;
Zarośla;Zarośle;Zarośla;
Grodzonowic;Grodzonowice;Grodzonowica;
Lubianek;Lubianki;Lubianka;
Giżewa;Giżewo;Giżewa;
Kurnędza;Kurnędz;Kurnędza;
Salomonki;Salomonka;Salomonek;
Żerocina;Żerocin;Żerocina;
Gółkowa;Gółkowo;Gółkowa;
Wawrzeńczyczyc;Wawrzeńczyce;Wawrzeńczyczyca;
Rolantowic;Rolantowice;Rolantowica;
Zdziechowy;Zdziechowa;Zdziechów;
Jegielnicy;Jegielnica;Jegielnik;
Pierszczewka;Pierszczewko;Pierszczewka;
Strużek;Strużki;Strużka;
Sędzina;Sędzin;Sędzina;
Grzymiszewa;Grzymiszew;Grzymiszewo;
Gałczynka;Gałczynek;Gałczynka;
Wąbnic;Wąbnice;Wąbnica;
Wielichowa;Wielichowo;Wielichów;
Zięblic;Zięblice;Zięblica;
Jamboreka;Jamborek;Jamboreka;
Waniewa;Waniewo;Waniewa;
Błażkowa;Błażków;Błażkowa;
Unieradza;Unieradz;Unieradza;
Sołdan;Sołdany;Sołdan;
Brzeźnia;Brzeźnio;Brzeźnia;
Turowic;Turowice;Turowica;
Studzienek;Studzienki;Studzienka;
Żurawiej;Żurawia;Żurawa;
Warszewic;Warszewice;Warszewica;
Mroczna;Mroczno;Mroczna;
Biszczy;Biszcza;Biszcze;
Szetlewa;Szetlew;Szetlewa;
Luboradza;Luboradz;Luboradza;
Siamoszyc;Siamoszyce;Siamoszyca;
Zdrojewa;Zdrojewo;Zdrojewa;
Giętlewa;Giętlewo;Giętlewa;
Julianpola;Julianpol;Julianpole;
Żychlina;Żychlin;Żychlina;
