Dopełniacz;Mianownik;Wynik Stemmera
Gałkowic Starych;Gałkowice Stare;Gałkowica Stary
Nowej Wsi Malborskiej;Nowa Wieś Malborska;Nowy Wszy Malborski
Pawłowa Skockiego;Pawłowo Skockie;Pawłowy Skocki
Chrzelic;Chrzelice;Chrzelica
Lekaszyna;Lekaszyn;Lekaszyna
Słowików;Słowiki;Słowik
Kolonii Żabina;Kolonia Żabin;Kolonia Żabina
Pieradeł;Pieradła;Pieradło
Kamienia Wielkiego;Kamień Wielki;Kamienie Wielki
Topólczy;Topólcza;Topólczy
Gadowskich Holendrów;Gadowskie Holendry;Gadowski Holender
Cybulic Dużych;Cybulice Duże;Cybulica Duży
Dziecinina;Dziecinin;Dziecinina
Dziarnowa;Dziarnów;Dziarnowy
Ogórków;Ogórki;Ogórek
Jadwinowa;Jadwinów;Jadwinowy
Kozowa;Kozów;Kozowy
Remiszewa;Remiszew;Remiszewo
Dąbrowy Tomaszowskiej;Dąbrowa Tomaszowska;Dąbrowa Tomaszowski
Kolonii Świętego;Kolonia Święte;Kolonia Święty
Kraszowa;Kraszów;Kraszowy
Kaliszan-Kolonii;Kaliszany-Kolonia;Kaliszan-Kolonia
Biórkowa Wielkiego;Biórków Wielki;Biórkowy Wielki
Boru Zapilskiego;Bór Zapilski;Bor Zapilski
Zielonej-Tartaku;Zielona-Tartak;Zielony-Tartak
Meca;Mec;Meca
Rdułtowic;Rdułtowice;Rdułtowica
Matyszczyków;Matyszczyki;Matyszczyk
Międzyrzeca Podlaskiego;Międzyrzec Podlaski;Międzyrzeca Podlaski
Koźniewa Średniego;Koźniewo Średnie;Koźniewa Średni
Woli Zagojskiej Dolnej;Wola Zagojska Dolna;Wol Zagojski Dolny
Lewickich;Lewickie;Lewicki
Orłowa;Orłów;Orłowy
Łuszkowa;Łuszkowo;Łuszkowy
Starych Grochów;Stare Grochy;Stary Groch
Szerokiego Kamienia;Szeroki Kamień;Szeroki Kamienie
Łęska;Łęsko;Łęski
Chajewa-Kolonii;Chajew-Kolonia;Chajewa-Kolonia
Zubowa;Zubowo;Zubowy
Ostrowa Krzyckiego;Ostrowo Krzyckie;Ostrowy Krzycki
Tykadłowa;Tykadłów;Tykadłowy
Linowa-Kolonii;Linów-Kolonia;Linowy-Kolonia
Nowego Gąsewa;Nowe Gąsewo;Nowy Gąsewa
Windykajm;Windykajmy;Windykajma
Berdychowa;Berdychów;Berdychowy
Dobrynia Dużego;Dobryń Duży;Dobrynia Duży
Wólki Kikolskiej;Wólka Kikolska;Wólka Kikolski
Świlczy;Świlcza;Świlczy
Siostrzytowa;Siostrzytów;Siostrzytowy
Brzezin-Janowiąt;Brzeziny-Janowięta;Brzezina-Janowię
Mirowa Nowego;Mirów Nowy;Mirowy Nowy
Konieńca;Koniec;Konieniec
Torunia;Toruń;Torunia
Sitkowa;Sitkowo;Sitkowy
Gniewinka;Gniewinko;Gniewinka
Wólki Rokickiej;Wólka Rokicka-Kolonia;Wólki Rokicki
Tłokini Małej;Tłokinia Mała;Tłokini Mały
Dolan;Dolany;Dolana
Nowego Uścimowa;Nowy Uścimów;Nowy Uścimowy
Dębienia;Dębień;Dębienie
Dzierżanowa;Dzierżanowo;Dzierżanowy
Matiaszowa;Matiaszów;Matiaszowy
Świerży-Kolonii;Świerże-Kolonia;Świerża-Kolonia
Mierzanowa;Mierzanów;Mierzanowy
Kropiwna;Kropiwno;Kropiwny
Żywca;Żywiec;Żywca
Biesowa;Biesowo;Biesowy
Żelaznej Nowej;Żelazna Nowa;Żelazny Nowy
Wziąchowa Wielkiego;Wziąchowo Wielkie;Wziąchowy Wielki
Woli Gałeckiej;Wola Gałecka;Wol Gałecki
Michałowa-Grabiny;Michałów-Grabina;Michałowy-Grabina
Daszów;Dasze;Dasz
Kolonii Łubina Kościelnego;Kolonia Łubin Kościelny;Kolonia Łubina Kościelny
Perzyc;Perzyce;Perzyca
Dzieżek;Dzieżki;Dzieżka
Szczepkowa-Kukiełek;Szczepkowo-Kukiełki;Szczepkowy-Kukiełka
Ogorzelewa;Ogorzelewo;Ogorzelew
Wysieradza;Wysieradz;Wysieradza
Kołaków-Kwasów;Kołaki-Kwasy;Kołak-Kwas
Markotowa Dużego;Markotów Duży;Markotowy Duży
Gostchorzy;Gostchorz;Gostchor
Woli Dziankowskiej;Wola Dziankowska;Wol Dziankowski
Bieszkowa Dolnego;Bieszków Dolny;Bieszkowy Dolny
Boraszyc Małych;Boraszyce Małe;Boraszyca Mały
Płociczna;Płociczno;Płociczny
Nowych Domów;Nowe Domy;Nowy Dom
Ulatowa-Adamów;Ulatowo-Adamy;Ulatowy-Adam
Rożniatowic;Rożniatowice;Rożniatowica
Będźmierowic;Będźmierowice;Będźmierowica
Bojana;Bojano;Bojan
Kuźnicy Zagrzebskiej;Kuźnica Zagrzebska;Kuźnica Zagrzebski
Trzecianowa-Osiedla;Trzecianów-Osiedle;Trzecianowy-Osiedle
Olszewa-Przyborowa;Olszewo-Przyborowo;Olszewo-Przyborowy
Marchewek;Marchewki;Marchewka
Kuchar Borowych;Kuchary Borowe;Kuchar Borowy
Kleczy Górnej;Klecza Górna;Klecz Górny
Piławy Górnej;Piława Górna;Piławy Górny
Bojan;Bojany;Bojan
Dobropola;Dobropole;Dobropola
Kolonii Popielżyna Dolnego;Kolonia Popielżyn Dolny;Kolonia Popielżyna Dolny
Wierzbicy Pańskiej;Wierzbica Pańska;Wierzbica Pański
Henryszewa;Henryszew;Henryszewo
Mzdowa;Mzdowo;Mzdowy
Sortyki;Sortyka;Sortyk
Taszowa;Taszów;Taszowy
Obroczy;Obrocz;Obroczy
Ośniszczewka;Ośniszczewko;Ośniszczewka
Grążowic;Grążowice;Grążowica
Woli Jachowej;Wola Jachowa;Wol Jachowy
Słaborowic;Słaborowice;Słaborowica
Laskówka;Laskówko;Laskówka
Wisznic;Wisznice;Wisznica
Gintra;Gintro;Gintra
Lubczynka;Lubczynek;Lubczynka
Opinogóry Górnej;Opinogóra Górna;Opinogóra Górny
Krężnej-Kolonii;Krężna-Kolonia;Krężny-Kolonia
Krasewa;Krasew;Krasewa
Węgrzec;Węgrzce;Węgrzec
Biadaszki;Biadaszka;Biadaszek
Kolonii Klukowa;Kolonia Klukowo;Kolonia Klukowy
Tarnawki Drugiej;Tarnawka Druga;Tarnawka Drugi
Biadaszek;Biadaszki;Biadaszek
Podborska;Podborsko;Podborski
Zgłobic;Zgłobice;Zgłobica
Dobrzyniewa Kościelnego;Dobrzyniewo Kościelne;Dobrzyniewa Kościelny
Wilczogóry, Kolonii;Wilczogóra, Kolonia;Wilczogóry, Kolonia
Kolonii Łęczeszyckiej;Kolonia Łęczeszycka;Kolonia Łęczeszycki
Myszakowa;Myszaków;Myszakowy
Nowej Jabłony;Nowa Jabłona;Nowy Jabłona
Wrociszewa;Wrociszew;Wrociszewo
Kosina;Kosin;Kosina
Lipiec;Lipce;Lipiec
Moszyc;Moszyce;Moszyca
Wiesiółki;Wiesiółka;Wiesiółek
Budziszynka;Budziszynek;Budziszynka
Soból;Sobole;Soból
Wilczenieńca Boguckiego;Wilczeniec Bogucki;Wilczenieniec Bogucki
Nowokolnego;Nowokolno;Nowokolny
Głuchołaz;Głuchołazy;Głuchołaz
Somaninin;Somaniny;Somaninina
Nowego Gorzycka;Nowe Gorzycko;Nowy Gorzycki
Stróżewa;Stróżewo;Stróżewa
Laskowa;Lasków;Laskowy
Czarkowa;Czarkowo;Czarkowy
Kłokęcina;Kłokęcin;Kłokęcina
Głogówka;Głogówko;Głogówka
Mlecz;Mlecze;Mlecz
Garwoła;Garwół;Garwoł
Zawierzbia;Zawierzbie;Zawierzbia
Korzeniaków;Korzeniaki;Korzeniak
Łagiewnik Małych;Łagiewniki Małe;Łagiewnik Mały
Kuchm-Kuców;Kuchmy-Kuce;Kuchma-Kuc
Chąśna;Chąśno;Chąśny
Gąsiorówka;Gąsiorówek;Gąsiorówka
Kolonii Łatany Małej;Kolonia Łatana Mała;Kolonia Łatany Mały
Siecieborowic;Siecieborowice;Siecieborowica
Kolonii Gogolewa;Kolonia Gogolewo;Kolonia Gogolewa
Gołębic;Gołębice;Gołębica
Glebisk;Glebiska;Glebisko
Miejsca Odrzańskiego;Miejsce Odrzańskie;Miejsce Odrzański
Bab Górnych;Baby Górne;Bab Górny
Dziuchowa;Dziuchów;Dziuchowy
Kościernicy;Kościernica;Kościernik
Bałdzkiego Pieca;Bałdzki Piec;Bałdzki Piecy
Mirkowic;Mirkowice;Mirkowica
Niegibalic;Niegibalice;Niegibalica
Bogusławek Małych;Bogusławki Małe;Bogusławka Mały
Kolonii Pomianowa;Kolonia Pomianowo;Kolonia Pomianowy
Gącza;Gącz;Gącze
Czesławina;Czesławin;Czesławina
Rostkowa-Orszymowic;Rostkowo-Orszymowice;Rostkowy-Orszymowica
Jaworzni Fabrycznej;Jaworznia Fabryczna;Jaworzeń Fabryczny
Starego Dębska;Stary Dębsk;Stary Dębski
Rudy Łańcuckiej;Ruda Łańcucka;Ruda Łańcucki
Okolenieńca;Okoleniec;Okolenieniec
Potencjanowa;Potencjanów;Potencjanowy
Mątów Wielkich;Mątowy Wielkie-Kolonia;Mątów Wielki
Woli Mikorskiej;Wola Mikorska;Wol Mikorski
Starych Łepków;Stare Łepki;Stary Łepek
Wysokich Dębów;Wysokie Dęby;Wysoki Dąb
Błędostowa;Błędostowo;Błędostowy
Płudów;Płudy;Płudowa
Pielaszowa;Pielaszów;Pielaszowy
Dozin;Doziny;Dozina
Kasprowa;Kasprowo;Kasprowy
Szczepanowic;Szczepanowice;Szczepanowica
Jazdowiczek;Jazdowiczki;Jazdowiczka
Trzemeszna Lubuskiego;Trzemeszno Lubuskie;Trzemeszny Lubuski
Janowa Podlaskiego;Janów Podlaski;Janowy Podlaski
Nowej Wsi;Nowa Wieś-Dmochy;Nowej Wszy
Woli Drwińskiej;Wola Drwińska;Wol Drwiński
Biernowa;Biernów;Biernowy
Wymykowa;Wymykowo;Wymykowy
Zbożennny;Zbożenna;Zbożennny
Krzesławic;Krzesławice;Krzesławica
Pruski Małej;Pruska Mała;Pruski Mały
Drzazg;Drzazgi;Drzazga
Młodolina;Młodolino;Młodolina
Nettty-Folwarku;Netta-Folwark;Nettta-Folwark
Radzik Małych;Radziki Małe;Radzik Mały
Dalewa;Dalewo;Dalewa
Zador;Zadory;Zador
Przybynina;Przybynin;Przybynina
Strzęboszowa;Strzęboszów;Strzęboszowy
Kulowa;Kulowo;Kulowy
Morun;Moruny;Morun
Lipiej Góry;Lipia Góra;Lipi Góry
Pięczkowa;Pięczkowo;Pięczkowy
Olszynieńca;Olszyniec;Olszynieniec
Wityn;Wityny;Wityna
Starych Stoków;Stare Stoki;Stary Stok
Kolonii Piekar;Kolonia Piekary;Kolonia Piekar
Tuchomia;Tuchomie;Tuchomia
Kiwit;Kiwity;Kiwit
Mierzynowa;Mierzynów;Mierzynowy
Twardosławic;Twardosławice;Twardosławica
Pilichówka;Pilichówko;Pilichówka
Teratyna;Teratyn;Teratyna
Izdebna;Izdebno;Izdebny
Borków Sokolskich;Borki Sokolskie;Borek Sokolski
Pliskowa-Kolonii;Plisków-Kolonia;Pliskowy-Kolonia
Rybojadów;Rybojady;Rybojad
Dalabuszek;Dalabuszki;Dalabuszek
Dolistowa Nowego;Dolistowo Nowe;Dolistowy Nowy
Porąb Kupieńskich;Poręby Kupieńskie;Porąb Kupieński
Bialskiego Pola;Bialskie Pole;Bialski Pola
Samolubia;Samolubie;Samolubia
Zdrowej;Zdrowa;Zdrowy
Kłoniczek;Kłoniczki;Kłoniczka
Wakułowicz;Wakułowicze;Wakułowicz
Płonczyna;Płonczyn;Płonczyna
Chruszczobrodu-Piasków;Chruszczobród-Piaski;Chruszczobród-Piasek
Królikowic;Królikowice;Królikowica
Klukowa-Kolonii;Klukowo-Kolonia;Klukowy-Kolonia
Śliwnicy;Śliwnica;Śliwnik
Komorna;Komorno;Komorny
Komornej;Komorna;Komorny
Kałmuk;Kałmuki;Kałmuk
Jeleniego Pola;Jelenie Pole;Jeleni Pola
Zaręb-Kramek;Zaręby-Kramki;Zaręba-Kramka
Ołpin;Ołpiny;Ołpina
Nowego Miasta;Nowe Miasto;Nowy Miasty
Chojewa;Chojewo;Chojewa
Woli Brzeźniowskiej;Wola Brzeźniowska;Wol Brzeźniowski
Kondrat;Kondraty;Kondrat
Twarogów-Wypych;Twarogi-Wypychy;Twaróg-Wypy
Wrocenia;Wroceń;Wrocenie
Adamowa Rososkiego;Adamów Rososki;Adamowy Rososki
Niemieryczowa;Niemieryczów;Niemieryczowy
Jaty;Jata;Jaty
Prażmowa;Prażmów;Prażmowy
Kryszkowic;Kryszkowice;Kryszkowica
Biernatowa;Biernatowo;Biernatowy
Mikołajowej;Mikołajowa;Mikołajowy
Kolonii Górnej Żurawicy;Kolonia Górna Żurawica;Kolonia Górny Żurawica
Redcza Wielkiego;Redecz Wielki-Wieś;Redcza Wielki
Horczaków;Horczaki;Horczak
Suków;Sukowy;Suk
Ciszy;Cisza;Cisz
Gaików;Gaiki;Gaik
Ligoty Turawskiej;Ligota Turawska;Ligot Turawski
Sokołów-Jaźwin;Sokoły-Jaźwiny;Sokół-Jaźwina
Łosinnna;Łosinno;Łosinnny
Rzeczyczyc;Rzeczyce;Rzeczyczyca
Woli Tłomakowej;Wola Tłomakowa;Wol Tłomakowy
Bogusławic-Kolonii;Bogusławice-Kolonia;Bogusławica-Kolonia
Woli Bokrzyckiej;Wola Bokrzycka;Wol Bokrzycki
Woli Przewłockiej;Wola Przewłocka;Wol Przewłocki
Wiktorówka;Wiktorówek;Wiktorówka
Łowna;Łowno;Łowny
Czach-Kołaków;Czachy-Kołaki;Cz-Kołak
Kościelnej Wsi;Kościelna Wieś;Kościelny Wszy
Idzikowic;Idzikowice;Idzikowica
Milwina;Milwino;Milwin
Lubni;Lubnia;Lubny
Przemykowa;Przemyków;Przemykowy
Zalesia-Wypych;Zalesie-Wypychy;Zaleś-Wypy
Pęzy;Pęza;Pęzy
Kunika;Kunik;Kunika
Kunina;Kunin;Kunina
Lelit;Lelity;Lelit
Gruty;Gruta;Gruty
Golanki Górnej;Golanka Górna;Golanka Górny
Bzitego;Bzite;Bzity
Pakosławia;Pakosław;Pakosławie
Radźków;Radźki;Radźk
Skibna;Skibno;Skibny
Kujakowic Górnych;Kujakowice Górne;Kujakowica Górny
Jaroszewa Biskupiego;Jaroszewo Biskupie;Jaroszewo Biskupi
Chmielenia;Chmieleń;Chmielenie
Woli Grzymalinej;Wola Grzymalina;Wol Grzymalin
Budzienia;Budzień;Budzienie
Opatówka;Opatówek;Opatówka
Wierzchłowców;Wierzchłowce;Wierzchłowiec
Baranich Gór;Baranie Góry;Barani Gór
Łodzinki Górnej;Łodzinka Górna;Łodzinki Górny
Kolonii Karwówowa;Kolonia Karwów;Kolonia Karwówowy
Psar Witowskich;Psary Witowskie;Psar Witowski
Kicin;Kiciny;Kicina
Giżyna;Giżyno;Giżyna
Mochla;Mochle;Mochla
Hukowicz;Hukowicze;Hukowicz
Jarochówka;Jarochówek;Jarochówka
Psar-Podłazów;Psary-Podłazy;Psar-Podłaz
Jodłowa;Jodłów;Jodłowy
Białogórzynka;Białogórzynko;Białogórzynka
Trzcińska;Trzcińsk;Trzciński
Lipienic;Lipienice;Lipienica
Mochowa;Mochowo;Mochowy
Dębiczka;Dębiczek;Dębiczka
Małaszowic;Małaszowice;Małaszowica
Czyżowa Szlacheckiego;Czyżów Szlachecki;Czyżowa Szlachecki
Miechowic Oławskich;Miechowice Oławskie;Miechowica Oławski
Lubanic;Lubanice;Lubanica
Szarłatowa;Szarłatów;Szarłatowy
Rosanowa;Rosanów;Rosanowy
Starego Słonego;Stare Słone;Stary Słony
Abramowic Prywatnych;Abramowice Prywatne;Abramowica Prywatny
Przylaska;Przylasek;Przylaska
Kniaziówki;Kniaziówka;Kniaziówki
Trzeszyna;Trzeszyn;Trzeszyna
Czerwonej Karczmy;Czerwona Karczma;Czerwony Karczma
Czerwonki Szlacheckiej;Czerwonka Szlachecka;Czerwonka Szlachecki
Starego Kałęczyna;Stary Kałęczyn;Stary Kałęczyna
Lucina;Lucin;Lucina
Lucimia;Lucim;Lucimia
Mściwuj;Mściwuje;Mściwuj
Łączek Brzeskich;Łączki Brzeskie;Łączka Brzeski
Kolonii Kameduł;Kolonia Kameduły;Kolonia Kameduła
Wodzina Prywatnego;Wodzin Prywatny;Wodzina Prywatny
Paprosa;Papros;Paproso
Wojciechowic Dużych;Wojciechowice Duże;Wojciechowica Duży
Srocka Małego;Srocko Małe;Srock Mały
Zagrodna;Zagrodno;Zagrodny
Bożejewic;Bożejewice;Bożejewica
Świdr Kościelnych;Świdry Kościelne;Świdra Kościelny
Wólki Kożuchowskiej;Wólka Kożuchowska;Wólka Kożuchowski
Łobżan;Łobżany;Łobżan
Nowych Staroźrebów;Nowe Staroźreby;Nowy Staroźreb
Zawoi;Zawoje;Zawoja
Benic;Benice;Benica
Mijanowa;Mijanowo;Mijanowy
Bydłowej;Bydłowa;Bydłowy
Krzepiszyna;Krzepiszyn;Krzepiszyna
Piskorzówka;Piskorzówek;Piskorzówka
Suchanówka;Suchanówko;Suchanówka
Tomkowic;Tomkowice;Tomkowica
Chmielka;Chmielek;Chmielka
Cieszacina Małego;Cieszacin Mały;Cieszacina Mały
Zieni;Zienie;Ziony
Kretlewa;Kretlewo;Kretlew
Linieńca;Liniec;Linieniec
Kuźnicy Kaszewskiej;Kuźnica Kaszewska;Kuźnica Kaszewski
Kisielewa;Kisielewo;Kisielew
Duczowa Małego;Duczów Mały;Duczowy Mały
Święcan;Święcany;Święcan
Żukowa Pierwszego;Żuków Pierwszy;Żukowy Pierwszy
Borek Wielbarskich;Borki Wielbarskie;Borka Wielbarski
Niewina Starego;Niewino Stare;Niewina Stary
Kozigo Pola;Kozie Pole;Koziga Pola
Żdżarek;Żdżarki;Żdżarka
Podlesia;Podlesie;Podleś
Mazowszan;Mazowszany;Mazowszan
Więckowa;Więcków;Więckowy
Krępkowic;Krępkowice;Krępkowica
Radolina;Radolin;Radolina
Płocina;Płocin;Płocina
Wielogłów;Wielogłowy;Wielogłów
Baranówka;Baranówko;Baranówka
Jaskółowa;Jaskółowo;Jaskółowy
Grzegórzek;Grzegórzki;Grzegórzek
Siecieborzyc;Siecieborzyce;Siecieborzyca
Kowalewic Włościańskich;Kowalewice Włościańskie;Kowalewica Włościański
Kopic;Kopice;Kopica
Ćwiklic;Ćwiklice;Ćwiklica
Czapli-Andrelewicz;Czaple-Andrelewicze;Czapli-Andrelewicz
Zdrojek;Zdrojki;Zdrojka
Starych Komaszyc;Stare Komaszyce;Stary Komaszyca
Gostyni;Gostynie;Gostynia
Piotrowej;Piotrowa;Piotrowy
Glinek Mokrych;Glinki Mokre;Glinka Mokry
Piotrowa;Piotrowo;Piotrowy
Gierczyczyc;Gierczyce;Gierczyczyca
Gostynina;Gostynin;Gostynina
Jordanowa Śląskiego;Jordanów Śląski;Jordanowy Śląski
Grąpy;Grąpa;Grąpy
Powałkowic;Powałkowice;Powałkowica
Woli Rzeczyckiej;Wola Rzeczycka;Wol Rzeczycki
Morska;Morsk;Morski
Wanikajm;Wanikajmy;Wanikajma
Tkaczewa;Tkaczew;Tkaczewo
Wierzchucy Nagórnej;Wierzchuca Nagórna;Wierzchuk Nagórny
Wyszonek Kościelnych;Wyszonki Kościelne;Wyszonka Kościelny
Bonowa;Bonów;Bonowy
Pakosławska;Pakosławsko;Pakosławski
Klusin;Klusiny;Klusin
Szembor;Szembory;Szembor
Nowego Bartkowa;Nowy Bartków;Nowy Bartkowy
Borszewic Kolejowych;Borszewice Kolejowe;Borszewica Kolejowy
Małocina;Małocin;Małocina
Gumnisk Wielkich;Gumniska Wielkie;Gumnisko Wielki
Góry Bałdrzychowskiej;Góra Bałdrzychowska-Kolonia;Góry Bałdrzychowski
Nowego Żeńska;Nowe Żeńsko;Nowy Żeński
Kliszna;Kliszno;Kliszny
Udrycz-Kolonii;Udrycze-Kolonia;Udrycz-Kolonia
Opalanek;Opalanki;Opalanka
Płutowa;Płutowo;Płutowy
Krzywanic-Trojan;Krzywanice-Trojany;Krzywanica-Trojan
Bierzwiennny Krótkiej;Bierzwienna Krótka;Bierzwiennny Krótki
Brulin;Bruliny;Brulina
Korycisk;Koryciska;Korycisk
Korycisk;Koryciski;Korycisk
Wielenina-Kolonii;Wielenin-Kolonia;Wielenina-Kolonia
Wrześna;Wrześno;Wrześny
Łowkowic;Łowkowice;Łowkowica
Langanek;Langanki;Langanek
Kośnej;Kośna;Kośny
Pierkunowa;Pierkunowo;Pierkunowy
Stasina Dolnego;Stasin Dolny;Stasina Dolny
Kolonii Stocka;Kolonia Stock;Kolonia Stocki
Żmudzi;Żmudź;Żmudzie
Łubic;Łubice;Łubica
Drochowa Górnego;Drochów Górny;Drochowy Górny
Choczewka;Choczewko;Choczewka
Kryska;Krysk;Kryska
Boguszek;Boguszki;Boguszka
Małego Jodła;Małe Jodło;Mały Jodły
Bobrowników;Bobrowniki;Bobrownik
Drochówki za Rąbieżem;Drochówka za Rąbieżem;Drochówka zy Rąbież
Sulęcinka;Sulęcinek;Sulęcinka
Osowa Dużego;Osowo Duże;Osowy Duży
Starych Karmonek;Stare Karmonki;Stary Karmonka
Mchawy;Mchawa;Mchawy
Ściborowa;Ściborowo;Ściborowy
Heliodorowa;Heliodorowo;Heliodorowy
Kolechowic-Folwarku;Kolechowice-Folwark;Kolechowica-Folwark
Nowej Bystrzycy;Nowa Bystrzyca;Nowy Bystrzyca
Paszyna;Paszyn;Paszyna
Mucharzewa;Mucharzew;Mucharzewo
Kolonii pod Lasem;Kolonia pod Lasem;Kolonia poda Las
Głobi;Głobie;Głob
Repek;Repki;Repka
Szymocicic;Szymocice;Szymocicica
Szylen-Osady;Szyleny-Osada;Szylen-Osada
Goręczyna-Wybudowań;Goręczyno-Wybudowania;Goręczyna-Wybudowanie
Bagiczy;Bagicz;Bagiczy
Skajbot;Skajboty;Skajbot
Gonnnego Małego;Gonne Małe;Gonnny Mały
Kolonii Szczepankowa;Kolonia Szczepankowo;Kolonia Szczepankowy
Moskiewiec;Moskiewce;Moskiewiec
Cieślina;Cieślin;Cieślina
Gostycyna;Gostycyn;Gostycyna
Ciecholubia;Ciecholub;Ciecholubia
Głupiejewa;Głupiejew;Głupiejewa
Kolonii Treszczotek;Kolonia Treszczotki;Kolonia Treszczotka
Prandocina;Prandocin;Prandocina
Bartoszek;Bartoszki;Bartoszek
Bud Porajskich;Budy Porajskie;Buda Porajski
Brukalic;Brukalice;Brukalica
Galczyczyc;Galczyce;Galczyczyca
Ściegien;Ściegny;Ściegno
Wierzchucina Królewskiego;Wierzchucin Królewski;Wierzchucina Królewski
Cieszyc;Cieszyce;Cieszyca
Okrągłej;Okrągła;Okrągły
Okrągłego;Okrągłe;Okrągły
Grzymka;Grzymek;Grzymka
Zabłotciec;Zabłotce;Zabłotciec
Koszajn;Koszajny;Koszajn
Mieleszek-Kolonii;Mieleszki-Kolonia;Mieleszka-Kolonia
Skorocicic;Skorocice;Skorocicica
Kolonii Połapina;Kolonia Połapin;Kolonia Połapina
Bitkowa;Bitkowo;Bitkowy
Krześlina;Krześlin;Krześlina
Czarnegostoku;Czarnystok;Czarnegostok
Borka;Borek;Borka
Wałcza;Wałcz;Wałczy
Połęcka;Połęcko;Połęcki
Żukowa Drugiego;Żuków Drugi;Żukowy Drugi
Babek Gąseckich;Babki Gąseckie;Babka Gąsecki
Gromek;Gromki;Gromka
Skorzowa;Skorzów;Skorzowy
Podładzina;Podładzin;Podładzina
Targoni;Targonie;Targon
Chomiąży Szlacheckiej;Chomiąża Szlachecka;Chomiąża Szlachecki
Lewina Kłodzkiego;Lewin Kłodzki;Lewina Kłodzki
Izbisk;Izbiska;Izbisko
Tyniewicz Dużych;Tyniewicze Duże;Tyniewicz Duży
Rynarcicic;Rynarcice;Rynarcicica
Śmiardowa Złotowskiego;Śmiardowo Złotowskie;Śmiardowy Złotowski
Julianek;Julianki;Julianka
Starego Gierałtowa;Stary Gierałtów;Stary Gierałtowy
Zegrzynka;Zegrzynek;Zegrzynka
Wziąchowa;Wziąchów;Wziąchowy
Osowa Starego;Osowo Stare;Osowy Stary
Sawina;Sawino;Sawina
Zastowa Polanowskiego;Zastów Polanowski;Zastowy Polanowski
Osędowic;Osędowice;Osędowica
Skarkiszek;Skarkiszki;Skarkiszka
Podkrólówka;Podkrólówek;Podkrólówka
Wielebnowa;Wielebnów;Wielebnowy
Błędówka;Błędówko;Błędówka
Kolonii Grabowa;Kolonia Grabowo;Kolonia Grabowy
Międzyrzecza Dolnego;Międzyrzecze Dolne;Międzyrzecze Dolny
Siemiątkowa-Recht;Siemiątkowo-Rechty;Siemiątkowy-Recht
Niemienic-Kolonii;Niemienice-Kolonia;Niemienica-Kolonia
Kolonii Klewinowa;Kolonia Klewinowo;Kolonia Klewinowy
Cieszacina Wielkiego;Cieszacin Wielki;Cieszacina Wielki
Prokolna;Prokolno;Prokolny
Wólki Kokosiej;Wólka Kokosia;Wólka Kokosiej
Eliaszuków;Eliaszuki;Eliaszuk
Rudawy;Rudawa;Rudawy
Mierzenieńca;Mierzeniec;Mierzenieniec
Annopola Starego;Annopole Stare;Annopola Stary
Dolska;Dolsko;Dolski
Brześcia Nowego;Brzeście Nowe;Brzeście Nowy
Kolonii Dąbrowy Białogardzkiej;Kolonia Dąbrowa Białogardzka;Kolonia Dąbrowa Białogardzki
Zabostówa Dużego;Zabostów Duży;Zabostówa Duży
Olkowic;Olkowice;Olkowica
Wólki Zatorskiej;Wólka Zatorska;Wólka Zatorski
Boleszowa;Boleszów;Boleszowy
Bądź;Bądze;Bądź
Sokołowska;Sokołowsko;Sokołowski
Długoszynka;Długoszynek;Długoszynka
Nowych Łąk;Nowe Łąki;Nowy Łąk
Skrajniwy;Skrajniwa;Skrajniwy
Radziechowic Drugich;Radziechowice Drugie;Radziechowica Drugi
Hańczowej;Hańczowa;Hańczowy
Rudy Żurawieckiej;Ruda Żurawiecka;Ruda Żurawiecki
Błonaw;Błonawy;Błonawa
Ryni;Rynie;Ryni
Jarząbkowic;Jarząbkowice;Jarząbkowica
Milejowic-Kolonii;Milejowice-Kolonia;Milejowica-Kolonia
Mniszkowa;Mniszków;Mniszkowy
Długiego Nowego;Długie Nowe;Długi Nowy
Koźmina Wielkopolskiego;Koźmin Wielkopolski;Koźmina Wielkopolski
Liszkówka;Liszkówko;Liszkówka
Kolonii Bobolic;Kolonia Bobolice;Kolonia Bobolica
Więsławic;Więsławice;Więsławica
Człopków;Człopki;Człopek
Kisin;Kisiny;Kisina
Tworkowizny Oraczewskiej;Tworkowizna Oraczewska;Tworkowizna Oraczewski
Rzędziszowic;Rzędziszowice;Rzędziszowica
Uniechowa;Uniechowo;Uniechowy
Hureczka;Hureczko;Hureczka
Ganitajn;Ganitajny;Ganitajn
Łagiew;Łagwy;Łagiew
Chrząstawy Wielkiej;Chrząstawa Wielka;Chrząstawa Wielki
Zapustka;Zapustek;Zapustka
Jezior Wielkich;Jeziory Wielkie;Jezioro Wielki
Sikor;Sikory;Sikora
Białobrzezia;Białobrzezie;Białobrzeź
Biedaszek Małych;Biedaszki Małe;Biedaszek Mały
Kwiatkowic-Lasu;Kwiatkowice-Las;Kwiatkowica-Las
Wonnnej;Wonna;Wonnny
Sikory;Sikora;Sikory
Przydróżka;Przydróżek;Przydróżka
Celin Szlacheckich;Celiny Szlacheckie;Celina Szlachecki
Łęk Królewskich;Łęki Królewskie;Łęk Królewski
Lisewa Malborskiego;Lisewo Malborskie;Lisewa Malborski
Korczmina;Korczmin;Korczmina
Ostrowa-Kani;Ostrów-Kania;Ostrowy-Kany
