Dopełniacz;Mianownik;Wynik Stemmera
Dębienia;Dębień;Dębienie
Dzierżanowa;Dzierżanowo;Dzierżanowa
Matiaszowa;Matiaszów;Matiaszowa
Świerży-Kolonii;Świerże-Kolonia;Świerża-Kolonia
Mierzanowa;Mierzanów;Mierzanowa
Kropiwna;Kropiwno;Kropiwna
Żywca;Żywiec;Żywca
Biesowa;Biesowo;Biesowa
Wziąchowa Wielkiego;Wziąchowo Wielkie;Wziąchów Wielki
Woli Gałeckiej;Wola Gałecka;Wol Gałecka
Michałowa-Grabiny;Michałów-Grabina;Michałowa-Grabina
Daszów;Dasze;Dasz
Kolonii Łubina Kościelnego;Kolonia Łubin Kościelny;Kolonia Łubina Kościelny
Perzyc;Perzyce;Perzyca
Dzieżek;Dzieżki;Dzieżka
Szczepkowa-Kukiełek;Szczepkowo-Kukiełki;Szczepkowa-Kukiełka
Ogorzelewa;Ogorzelewo;Ogorzelew
Wysieradza;Wysieradz;Wysieradza
Kołaków-Kwasów;Kołaki-Kwasy;Kołak-Kwas
Markotowa Dużego;Markotów Duży;Markotowa Duży
Gostchorzy;Gostchorz;Gostchor
Woli Dziankowskiej;Wola Dziankowska;Wol Dziankowska
Bieszkowa Dolnego;Bieszków Dolny;Bieszkowa Dolny
Boraszyc Małych;Boraszyce Małe;Boraszyca Mała
Płociczna;Płociczno;Płociczna
Nowych Domów;Nowe Domy;Nowy Dom
Ulatowa-Adamów;Ulatowo-Adamy;Ulatow-Adam
Rożniatowic;Rożniatowice;Rożniatowica
Będźmierowic;Będźmierowice;Będźmierowica
Bojana;Bojano;Bojan
Trzecianowa-Osiedla;Trzecianów-Osiedle;Trzecianowa-Osiedle
Olszewa-Przyborowa;Olszewo-Przyborowo;Olszewo-Przyborowa
Marchewek;Marchewki;Marchewka
Kuchar Borowych;Kuchary Borowe;Kuchar Borowa
Kleczy Górnej;Klecza Górna;Klecz Górna
Piławy Górnej;Piława Górna;Piławy Górna
Bojan;Bojany;Bojan
Dobropola;Dobropole;Dobropola
Kolonii Popielżyna Dolnego;Kolonia Popielżyn Dolny;Kolonia Popielżyna Dolny
Henryszewa;Henryszew;Henryszewo
Mzdowa;Mzdowo;Mzdowa
Sortyki;Sortyka;Sortyk
Taszowa;Taszów;Taszowa
Obroczy;Obrocz;Obrocze
Ośniszczewka;Ośniszczewko;Ośniszczewka
Grążowic;Grążowice;Grążowica
Woli Jachowej;Wola Jachowa;Wol Jachowa
Słaborowic;Słaborowice;Słaborowica
Laskówka;Laskówko;Laskówka
Wisznic;Wisznice;Wisznica
Gintra;Gintro;Gintra
Lubczynka;Lubczynek;Lubczynka
Krasewa;Krasew;Krasewa
Węgrzec;Węgrzce;Węgrzec
Biadaszki;Biadaszka;Biadaszek
Kolonii Klukowa;Kolonia Klukowo;Kolonia Klukowa
Biadaszek;Biadaszki;Biadaszek
Zgłobic;Zgłobice;Zgłobica
Dobrzyniewa Kościelnego;Dobrzyniewo Kościelne;Dobrzyniewa Kościelny
Wilczogóry, Kolonii;Wilczogóra, Kolonia;Wilczogóry, Kolonia
Myszakowa;Myszaków;Myszakowa
Wrociszewa;Wrociszew;Wrociszewo
Kosina;Kosin;Kosina
Lipiec;Lipce;Lipiec
Moszyc;Moszyce;Moszyca
Wiesiółki;Wiesiółka;Wiesiółek
Budziszynka;Budziszynek;Budziszynka
Soból;Sobole;Soból
Wilczenieńca Boguckiego;Wilczeniec Bogucki;Wilczenieniec Bogucki
Nowokolnego;Nowokolno;Nowokolny
Głuchołaz;Głuchołazy;Głuchołaz
Somaninin;Somaniny;Somaninina
Nowego Gorzycka;Nowe Gorzycko;Nowy Gorzycek
Stróżewa;Stróżewo;Stróżewa
Laskowa;Lasków;Laskowa
Czarkowa;Czarkowo;Czarkowa
Kłokęcina;Kłokęcin;Kłokęcina
Głogówka;Głogówko;Głogówka
Mlecz;Mlecze;Mlecz
Garwoła;Garwół;Garwoł
Zawierzbia;Zawierzbie;Zawierzbia
Korzeniaków;Korzeniaki;Korzeniak
Łagiewnik Małych;Łagiewniki Małe;Łagiewnik Mała
Kuchm-Kuców;Kuchmy-Kuce;Kuchma-Kuc
Chąśna;Chąśno;Chąśna
Gąsiorówka;Gąsiorówek;Gąsiorówka
Kolonii Łatany Małej;Kolonia Łatana Mała;Kolonia Łatan Mała
Siecieborowic;Siecieborowice;Siecieborowica
Kolonii Gogolewa;Kolonia Gogolewo;Kolonia Gogolewa
Gołębic;Gołębice;Gołębica
Glebisk;Glebiska;Glebisko
Miejsca Odrzańskiego;Miejsce Odrzańskie;Miejsce Odrzański
Wróblewa;Wróblew;Wróblewa
Bab Górnych;Baby Górne;Bab Górny
Kościernicy;Kościernica;Kościernik
Mirkowic;Mirkowice;Mirkowica
Niegibalic;Niegibalice;Niegibalica
Bogusławek Małych;Bogusławki Małe;Bogusławka Mała
Kolonii Pomianowa;Kolonia Pomianowo;Kolonia Pomianowa
Gącza;Gącz;Gącze
Czesławina;Czesławin;Czesławina
Rostkowa-Orszymowic;Rostkowo-Orszymowice;Rostkowa-Orszymowica
Jaworzni Fabrycznej;Jaworznia Fabryczna;Jaworzeń Fabryczna
Starego Dębska;Stary Dębsk;Stary Dębsko
Okolenieńca;Okoleniec;Okolenieniec
Potencjanowa;Potencjanów;Potencjanowa
Mątów Wielkich;Mątowy Wielkie-Kolonia;Mątów Wielki
Woli Mikorskiej;Wola Mikorska;Wol Mikorska
Starych Łepków;Stare Łepki;Stara Łepek
Wysokich Dębów;Wysokie Dęby;Wysoki Dąb
Błędostowa;Błędostowo;Błędostowa
Płudów;Płudy;Płudowa
Pielaszowa;Pielaszów;Pielaszowa
Dozin;Doziny;Dozina
Kasprowa;Kasprowo;Kasprowa
Szczepanowic;Szczepanowice;Szczepanowica
Jazdowiczek;Jazdowiczki;Jazdowiczka
Trzemeszna Lubuskiego;Trzemeszno Lubuskie;Trzemeszna Lubuski
Janowa Podlaskiego;Janów Podlaski;Janowa Podlaski
Nowej Wsi;Nowa Wieś-Dmochy;Nowej Ws
Woli Drwińskiej;Wola Drwińska;Wol Drwińska
Biernowa;Biernów;Biernowa
Wymykowa;Wymykowo;Wymykowa
Zbożennny;Zbożenna;Zbożennna
Krzesławic;Krzesławice;Krzesławica
Drzazg;Drzazgi;Drzazga
Młodolina;Młodolino;Młodolina
Nettty-Folwarku;Netta-Folwark;Nettta-Folwark
Radzik Małych;Radziki Małe;Radzik Mała
Dalewa;Dalewo;Dalewa
Zador;Zadory;Zador
Przybynina;Przybynin;Przybynina
Strzęboszowa;Strzęboszów;Strzęboszowa
Kulowa;Kulowo;Kulowa
Morun;Moruny;Morun
Lipiej Góry;Lipia Góra;Lipa Gór
Pięczkowa;Pięczkowo;Pięczkowa
Olszynieńca;Olszyniec;Olszynieniec
Wityn;Wityny;Wityna
Starych Stoków;Stare Stoki;Stara Stok
Kolonii Piekar;Kolonia Piekary;Kolonia Piekar
Tuchomia;Tuchomie;Tuchomia
Kiwit;Kiwity;Kiwit
Mierzynowa;Mierzynów;Mierzynowa
Twardosławic;Twardosławice;Twardosławica
Pilichówka;Pilichówko;Pilichówka
Teratyna;Teratyn;Teratyna
Izdebna;Izdebno;Izdebna
Borków Sokolskich;Borki Sokolskie;Borek Sokolski
Pliskowa-Kolonii;Plisków-Kolonia;Pliskowa-Kolonia
Rybojadów;Rybojady;Rybojad
Dalabuszek;Dalabuszki;Dalabuszek
Dolistowa Nowego;Dolistowo Nowe;Dolistowa Nowy
Porąb Kupieńskich;Poręby Kupieńskie;Porąb Kupieński
Bialskiego Pola;Bialskie Pole;Bialski Pola
Samolubia;Samolubie;Samolubia
Kłoniczek;Kłoniczki;Kłoniczka
Wakułowicz;Wakułowicze;Wakułowicz
Płonczyna;Płonczyn;Płonczyna
Chruszczobrodu-Piasków;Chruszczobród-Piaski;Chruszczobród-Piasek
Królikowic;Królikowice;Królikowica
Klukowa-Kolonii;Klukowo-Kolonia;Klukowa-Kolonia
Śliwnicy;Śliwnica;Śliwnik
Komorna;Komorno;Komorn
Kałmuk;Kałmuki;Kałmuk
Jeleniego Pola;Jelenie Pole;Jeleni Pola
Zaręb-Kramek;Zaręby-Kramki;Zaręba-Kramka
Ołpin;Ołpiny;Ołpina
Nowego Miasta;Nowe Miasto;Nowy Miasto
Chojewa;Chojewo;Chojewa
Woli Brzeźniowskiej;Wola Brzeźniowska;Wol Brzeźniowska
Kondrat;Kondraty;Kondrat
Twarogów-Wypych;Twarogi-Wypychy;Twaróg-Wypy
Wrocenia;Wroceń;Wrocenie
Adamowa Rososkiego;Adamów Rososki;Adamowa Rososki
Niemieryczowa;Niemieryczów;Niemieryczowa
Jaty;Jata;Jat
Prażmowa;Prażmów;Prażmowa
Kryszkowic;Kryszkowice;Kryszkowica
Biernatowa;Biernatowo;Biernatow
Redcza Wielkiego;Redecz Wielki-Wieś;Redcza Wielki
Horczaków;Horczaki;Horczak
Suków;Sukowy;Suk
Ciszy;Cisza;Cisz
Gaików;Gaiki;Gaik
Ligoty Turawskiej;Ligota Turawska;Ligot Turawska
Sokołów-Jaźwin;Sokoły-Jaźwiny;Sokół-Jaźwina
Łosinnna;Łosinno;Łosinnna
Rzeczyczyc;Rzeczyce;Rzeczyczyca
Woli Tłomakowej;Wola Tłomakowa;Wol Tłomakowa
Bogusławic-Kolonii;Bogusławice-Kolonia;Bogusławica-Kolonia
Woli Bokrzyckiej;Wola Bokrzycka;Wol Bokrzycka
Woli Przewłockiej;Wola Przewłocka;Wol Przewłocka
Wiktorówka;Wiktorówek;Wiktorówka
Łowna;Łowno;Łown
Czach-Kołaków;Czachy-Kołaki;Cz-Kołak
Kościelnej Wsi;Kościelna Wieś;Kościelna Ws
Idzikowic;Idzikowice;Idzikowica
Milwina;Milwino;Milwin
Lubni;Lubnia;Lubny
Przemykowa;Przemyków;Przemykowa
Zalesia-Wypych;Zalesie-Wypychy;Zaleś-Wypy
Pęzy;Pęza;Pęzy
Kunika;Kunik;Kunika
Kunina;Kunin;Kunina
Lelit;Lelity;Lelit
Gruty;Gruta;Grut
Bzitego;Bzite;Bzity
Pakosławia;Pakosław;Pakosławie
Radźków;Radźki;Radźk
Skibna;Skibno;Skibna
Kujakowic Górnych;Kujakowice Górne;Kujakowica Górny
Jaroszewa Biskupiego;Jaroszewo Biskupie;Jaroszewo Biskupi
Chmielenia;Chmieleń;Chmielenie
Woli Grzymalinej;Wola Grzymalina;Wol Grzymalina
Budzienia;Budzień;Budzienie
Opatówka;Opatówek;Opatówka
Wierzchłowców;Wierzchłowce;Wierzchłowiec
Baranich Gór;Baranie Góry;Baranicha Gór
Łodzinki Górnej;Łodzinka Górna;Łodzinki Górna
Kolonii Karwówowa;Kolonia Karwów;Kolonia Karwówowa
Psar Witowskich;Psary Witowskie;Psar Witowski
Kicin;Kiciny;Kicina
Giżyna;Giżyno;Giżyna
Mochla;Mochle;Mochla
Hukowicz;Hukowicze;Hukowicz
Jarochówka;Jarochówek;Jarochówka
Psar-Podłazów;Psary-Podłazy;Psar-Podłaz
Białogórzynka;Białogórzynko;Białogórzynka
Trzcińska;Trzcińsk;Trzcińska
Lipienic;Lipienice;Lipienica
Mochowa;Mochowo;Mochów
Dębiczka;Dębiczek;Dębiczka
Małaszowic;Małaszowice;Małaszowica
Czyżowa Szlacheckiego;Czyżów Szlachecki;Czyżowa Szlachecki
Miechowic Oławskich;Miechowice Oławskie;Miechowica Oławski
Lubanic;Lubanice;Lubanica
Szarłatowa;Szarłatów;Szarłatow
Rosanowa;Rosanów;Rosanowa
Starego Słonego;Stare Słone;Stary Słony
Abramowic Prywatnych;Abramowice Prywatne;Abramowica Prywatne
Przylaska;Przylasek;Przylaska
Kniaziówki;Kniaziówka;Kniaziówki
Trzeszyna;Trzeszyn;Trzeszyna
Starego Kałęczyna;Stary Kałęczyn;Stary Kałęczyna
Lucina;Lucin;Lucina
Lucimia;Lucim;Lucimia
Mściwuj;Mściwuje;Mściwuj
Łączek Brzeskich;Łączki Brzeskie;Łączka Brzeski
Kolonii Kameduł;Kolonia Kameduły;Kolonia Kameduła
Wodzina Prywatnego;Wodzin Prywatny;Wodzina Prywatny
Paprosa;Papros;Paproso
Wojciechowic Dużych;Wojciechowice Duże;Wojciechowica Duży
Srocka Małego;Srocko Małe;Srock Mały
Zagrodna;Zagrodno;Zagrodna
Bożejewic;Bożejewice;Bożejewica
Świdr Kościelnych;Świdry Kościelne;Świdra Kościelny
Łobżan;Łobżany;Łobżan
Nowych Staroźrebów;Nowe Staroźreby;Nowy Staroźreb
Zawoi;Zawoje;Zawoja
Benic;Benice;Benica
Mijanowa;Mijanowo;Mijanowa
Krzepiszyna;Krzepiszyn;Krzepiszyna
Piskorzówka;Piskorzówek;Piskorzówka
Suchanówka;Suchanówko;Suchanówka
Tomkowic;Tomkowice;Tomkowica
Chmielka;Chmielek;Chmielka
Cieszacina Małego;Cieszacin Mały;Cieszacina Mały
Zieni;Zienie;Zień
Kretlewa;Kretlewo;Kretlewa
Linieńca;Liniec;Linieniec
Kisielewa;Kisielewo;Kisielew
Duczowa Małego;Duczów Mały;Duczowa Mały
Święcan;Święcany;Święcan
Żukowa Pierwszego;Żuków Pierwszy;Żukowa Pierwszy
Borek Wielbarskich;Borki Wielbarskie;Borka Wielbarski
Niewina Starego;Niewino Stare;Niewina Stary
Kozigo Pola;Kozie Pole;Koziga Pola
Żdżarek;Żdżarki;Żdżarka
Podlesia;Podlesie;Podleś
Mazowszan;Mazowszany;Mazowszan
Więckowa;Więcków;Więckowa
Krępkowic;Krępkowice;Krępkowica
Radolina;Radolin;Radolina
Płocina;Płocin;Płocina
Wielogłów;Wielogłowy;Wielogłów
Baranówka;Baranówko;Baranówka
Jaskółowa;Jaskółowo;Jaskółów
Grzegórzek;Grzegórzki;Grzegórzek
Siecieborzyc;Siecieborzyce;Siecieborzyca
Kowalewic Włościańskich;Kowalewice Włościańskie;Kowalewica Włościański
Kopic;Kopice;Kopica
Ćwiklic;Ćwiklice;Ćwiklica
Czapli-Andrelewicz;Czaple-Andrelewicze;Czapla-Andrelewicz
Zdrojek;Zdrojki;Zdrojka
Starych Komaszyc;Stare Komaszyce;Stara Komaszyca
Gostyni;Gostynie;Gostynia
Glinek Mokrych;Glinki Mokre;Glinka Mokry
Piotrowa;Piotrowo;Piotrowa
Gierczyczyc;Gierczyce;Gierczyczyca
Gostynina;Gostynin;Gostynina
Jordanowa Śląskiego;Jordanów Śląski;Jordanowa Śląski
Grąpy;Grąpa;Grąp
Powałkowic;Powałkowice;Powałkowica
Woli Rzeczyckiej;Wola Rzeczycka;Wol Rzeczycka
Morska;Morsk;Morsko
Wanikajm;Wanikajmy;Wanikajma
Tkaczewa;Tkaczew;Tkaczewo
Wierzchucy Nagórnej;Wierzchuca Nagórna;Wierzchuk Nagórna
Wyszonek Kościelnych;Wyszonki Kościelne;Wyszonka Kościelny
Bonowa;Bonów;Bonowa
Klusin;Klusiny;Klusina
Szembor;Szembory;Szembor
Nowego Bartkowa;Nowy Bartków;Nowy Bartkowa
Borszewic Kolejowych;Borszewice Kolejowe;Borszewica Kolejowe
Małocina;Małocin;Małocina
Gumnisk Wielkich;Gumniska Wielkie;Gumnisko Wielki
Góry Bałdrzychowskiej;Góra Bałdrzychowska-Kolonia;Góry Bałdrzychowska
Nowego Żeńska;Nowe Żeńsko;Nowy Żeńska
Kliszna;Kliszno;Kliszna
Udrycz-Kolonii;Udrycze-Kolonia;Udrycz-Kolonia
Opalanek;Opalanki;Opalanka
Płutowa;Płutowo;Płutowa
Krzywanic-Trojan;Krzywanice-Trojany;Krzywanica-Trojan
Bierzwiennny Krótkiej;Bierzwienna Krótka;Bierzwiennna Krótka
Brulin;Bruliny;Brulina
Korycisk;Koryciska;Korycisk
Korycisk;Koryciski;Korycisk
Wielenina-Kolonii;Wielenin-Kolonia;Wielenina-Kolonia
Wrześna;Wrześno;Wrześna
Łowkowic;Łowkowice;Łowkowica
Langanek;Langanki;Langanek
Pierkunowa;Pierkunowo;Pierkunowa
Stasina Dolnego;Stasin Dolny;Stasina Dolny
Kolonii Stocka;Kolonia Stock;Kolonia Stocka
Żmudzi;Żmudź;Żmudzie
Łubic;Łubice;Łubica
Choczewka;Choczewko;Choczewka
Kryska;Krysk;Kryska
Boguszek;Boguszki;Boguszka
Małego Jodła;Małe Jodło;Mały Jodło
Bobrowników;Bobrowniki;Bobrownik
Drochówki za Rąbieżem;Drochówka za Rąbieżem;Drochówka ze Rąbież
Sulęcinka;Sulęcinek;Sulęcinka
Osowa Dużego;Osowo Duże;Osowa Duży
Starych Karmonek;Stare Karmonki;Stara Karmonka
Ściborowa;Ściborowo;Ściborowa
Heliodorowa;Heliodorowo;Heliodorowa
Kolechowic-Folwarku;Kolechowice-Folwark;Kolechowica-Folwark
Paszyna;Paszyn;Paszyna
Mucharzewa;Mucharzew;Mucharzewo
Kolonii pod Lasem;Kolonia pod Lasem;Kolonia poda Las
Głobi;Głobie;Głob
Repek;Repki;Repka
Szymocicic;Szymocice;Szymocicica
Szylen-Osady;Szyleny-Osada;Szylen-Osada
Goręczyna-Wybudowań;Goręczyno-Wybudowania;Goręczyna-Wybudowanie
Bagiczy;Bagicz;Bagiczy
Skajbot;Skajboty;Skajbot
Gonnnego Małego;Gonne Małe;Gonnny Mały
Kolonii Szczepankowa;Kolonia Szczepankowo;Kolonia Szczepankowa
Moskiewiec;Moskiewce;Moskiewiec
Cieślina;Cieślin;Cieślina
Gostycyna;Gostycyn;Gostycyna
Ciecholubia;Ciecholub;Ciecholubia
Głupiejewa;Głupiejew;Głupiejewa
Kolonii Treszczotek;Kolonia Treszczotki;Kolonia Treszczotka
Prandocina;Prandocin;Prandocina
Bartoszek;Bartoszki;Bartoszek
Bud Porajskich;Budy Porajskie;Buda Porajski
Brukalic;Brukalice;Brukalica
Galczyczyc;Galczyce;Galczyczyca
Ściegien;Ściegny;Ściegno
Wierzchucina Królewskiego;Wierzchucin Królewski;Wierzchucina Królewski
Cieszyc;Cieszyce;Cieszyca
Okrągłego;Okrągłe;Okrągły
Grzymka;Grzymek;Grzymka
Zabłotciec;Zabłotce;Zabłotciec
Koszajn;Koszajny;Koszajn
Mieleszek-Kolonii;Mieleszki-Kolonia;Mieleszka-Kolonia
Skorocicic;Skorocice;Skorocicica
Kolonii Połapina;Kolonia Połapin;Kolonia Połapina
Bitkowa;Bitkowo;Bitkowa
Krześlina;Krześlin;Krześlina
Czarnegostoku;Czarnystok;Czarnegostok
Borka;Borek;Borka
Połęcka;Połęcko;Połęcka
Żukowa Drugiego;Żuków Drugi;Żukowa Drugi
Babek Gąseckich;Babki Gąseckie;Babka Gąsecki
Gromek;Gromki;Gromka
Skorzowa;Skorzów;Skorzowa
Podładzina;Podładzin;Podładzina
Targoni;Targonie;Targon
Lewina Kłodzkiego;Lewin Kłodzki;Lewina Kłodzki
Izbisk;Izbiska;Izbisko
Tyniewicz Dużych;Tyniewicze Duże;Tyniewicz Duży
Rynarcicic;Rynarcice;Rynarcicica
Śmiardowa Złotowskiego;Śmiardowo Złotowskie;Śmiardowa Złotowski
Julianek;Julianki;Julianka
Starego Gierałtowa;Stary Gierałtów;Stary Gierałtowa
Zegrzynka;Zegrzynek;Zegrzynka
Osowa Starego;Osowo Stare;Osowa Stary
Sawina;Sawino;Sawina
Zastowa Polanowskiego;Zastów Polanowski;Zastowa Polanowski
Osędowic;Osędowice;Osędowica
Skarkiszek;Skarkiszki;Skarkiszka
Podkrólówka;Podkrólówek;Podkrólówka
Wielebnowa;Wielebnów;Wielebnowa
Błędówka;Błędówko;Błędówka
Kolonii Grabowa;Kolonia Grabowo;Kolonia Grabowa
Międzyrzecza Dolnego;Międzyrzecze Dolne;Międzyrzecze Dolny
Siemiątkowa-Recht;Siemiątkowo-Rechty;Siemiątkowa-Recht
Niemienic-Kolonii;Niemienice-Kolonia;Niemienica-Kolonia
Kolonii Klewinowa;Kolonia Klewinowo;Kolonia Klewinowa
Cieszacina Wielkiego;Cieszacin Wielki;Cieszacina Wielki
Prokolna;Prokolno;Prokolna
Wólki Kokosiej;Wólka Kokosia;Wólka Kokosiej
Eliaszuków;Eliaszuki;Eliaszuk
Mierzenieńca;Mierzeniec;Mierzenieniec
Annopola Starego;Annopole Stare;Annopola Stary
Dolska;Dolsko;Dolska
Brześcia Nowego;Brzeście Nowe;Brzeście Nowy
Zabostówa Dużego;Zabostów Duży;Zabostówa Duży
Olkowic;Olkowice;Olkowica
Boleszowa;Boleszów;Boleszowa
Bądź;Bądze;Bądź
Długoszynka;Długoszynek;Długoszynka
Nowych Łąk;Nowe Łąki;Nowy Łąk
Radziechowic Drugich;Radziechowice Drugie;Radziechowica Drugie
Błonaw;Błonawy;Błonawa
Ryni;Rynie;Ryni
Jarząbkowic;Jarząbkowice;Jarząbkowica
Milejowic-Kolonii;Milejowice-Kolonia;Milejowica-Kolonia
Mniszkowa;Mniszków;Mniszkowa
Długiego Nowego;Długie Nowe;Długi Nowy
Koźmina Wielkopolskiego;Koźmin Wielkopolski;Koźmina Wielkopolski
Liszkówka;Liszkówko;Liszkówka
Kolonii Bobolic;Kolonia Bobolice;Kolonia Bobolica
Więsławic;Więsławice;Więsławica
Człopków;Człopki;Człopek
Kisin;Kisiny;Kisina
Rzędziszowic;Rzędziszowice;Rzędziszowica
Uniechowa;Uniechowo;Uniechów
Hureczka;Hureczko;Hureczka
Ganitajn;Ganitajny;Ganitajn
Łagiew;Łagwy;Łagiew
Zapustka;Zapustek;Zapustka
Jezior Wielkich;Jeziory Wielkie;Jezioro Wielki
Sikor;Sikory;Sikora
Białobrzezia;Białobrzezie;Białobrzeź
Biedaszek Małych;Biedaszki Małe;Biedaszek Mała
Kwiatkowic-Lasu;Kwiatkowice-Las;Kwiatkowica-Las
Wonnnej;Wonna;Wonnna
Sikory;Sikora;Sikory
Przydróżka;Przydróżek;Przydróżka
Celin Szlacheckich;Celiny Szlacheckie;Celina Szlachecki
Łęk Królewskich;Łęki Królewskie;Łęk Królewski
Lisewa Malborskiego;Lisewo Malborskie;Lisewa Malborski
Korczmina;Korczmin;Korczmina
Ostrowa-Kani;Ostrów-Kania;Ostrowa-Kan
Radostowa;Radostów;Radostowa
Krosny-Wsi;Krosna-Wieś;Krosna-Ws
Bud Opożdżewskich;Budy Opożdżewskie;Buda Opożdżewski
Pamiętowa;Pamiętowo;Pamiętowa
Przyłusek;Przyłuski;Przyłuska
Nowosiółek Kardynalskich;Nowosiółki Kardynalskie;Nowosiółek Kardynalski
Starych Gałek;Stare Gałki;Stara Gałka
Zator;Zatory;Zator
Godlewa-Kolonii;Godlewo-Kolonia;Godlewa-Kolonia
Bielikowa;Bielikowo;Bielikowa
Wierzchucy Nadbużnej;Wierzchuca Nadbużna;Wierzchuk Nadbużna
Zbylutowa;Zbylutów;Zbylutowa
Parchlin;Parchliny;Parchlina
Nacpolska;Nacpolsk;Nacpolska
Paczyna;Paczyn;Paczyna
Kłączna;Kłączno;Kłączna
Świelina;Świelino;Świelina
Szramowa;Szramowo;Szramowa
Krogul;Krogule;Krogula
Pieniężna Pierwszego;Pieniężno Pierwsze;Pieniężna Pierwszy
Prełuków;Prełuki;Prełuk
Twardowic;Twardowice;Twardowica
Konopisk;Konopiska;Konopisko
Nowego Piegłowa;Nowe Piegłowo;Nowy Piegłów
Borzymia;Borzym;Borzymia
Wydrzna;Wydrzno;Wydrzna
Wierzbówki;Wierzbówka;Wierzbówki
Bogut-Milczek;Boguty-Milczki;Bogut-Milczek
Drynek;Drynki;Drynka
Radwanowa;Radwanów;Radwanowa
Miłonic;Miłonice;Miłonica
Chyszówek;Chyszówki;Chyszówka
Parchlina;Parchlino;Parchlina
Skierek;Skierki;Skierka
Zdziesławic;Zdziesławice;Zdziesławica
Uniejewa;Uniejewo;Uniejewa
Zbiczna;Zbiczno;Zbiczna
Widryn;Widryny;Widryna
Szczawina;Szczawin;Szczawina
Piławek;Piławki;Piławka
Nowego Nosarzewa;Nowe Nosarzewo;Nowy Nosarzewo
Dziewiątli;Dziewiątle;Dziewiątla
Turkowa;Turków;Turkowa
Karłowic;Karłowice;Karłowica
Smugów;Smugi;Smug
Budziczny;Budziczna;Budziczny
Żółwina;Żółwin;Żółwina
Dziedziul;Dziedziule;Dziedziula
Dargoszewka;Dargoszewko;Dargoszewka
Skaryszewa;Skaryszew;Skaryszewo
Piroga;Piróg;Piroga
Osnówki-Wyrąb;Osnówka-Wyręby;Osnówka-Wyrąb
Kumiałki;Kumiałka;Kumiałek
Porąb Starych;Poręby Stare;Porąb Stara
Steniatyna-Kolonii;Steniatyn-Kolonia;Steniatyna-Kolonia
Krukówka;Krukówek;Krukówka
Zochcina;Zochcin;Zochcina
Nowej Wsi Lęborskiej;Nowa Wieś Lęborska;Nowa Ws Lęborska
Brzękowic Górnych;Brzękowice Górne;Brzękowica Górny
Knoryd;Knorydy;Knoryd
Maćkowicz;Maćkowicze;Maćkowicz
Mieliczek;Mieliczki;Mieliczka
Żelkowa;Żelków;Żelkowa
Kolonii Nieznanic;Kolonia Nieznanice;Kolonia Nieznanica
Stryjna;Stryjno;Stryjna
Dobrzelowa;Dobrzelów;Dobrzelowa
Borczyna;Borczyn;Borczyna
Oporzyna;Oporzyn;Oporzyna
Łysej Góry;Łysa Góra;Łysej Gór
Pakoszówki;Pakoszówka;Pakoszówki
Olszowej-Piasków;Olszowa-Piaski;Olszowa-Piasek
Mokrzesza;Mokrzesz;Mokrzesza
Szemielina;Szemielino;Szemielina
Rotembarka-Wybudowania;Rotembark-Wybudowanie;Rotembarka-Wybudowanie
Zdyni;Zdynia;Zdyn
Masłońskiego;Masłońskie;Masłoński
Kiepojci;Kiepojcie;Kiepojć
Kolonii Łeknicy;Kolonia Łeknica;Kolonia Łeknik
Lelewa;Lelewo;Lelew
Kolonii Kizielan;Kolonia Kizielany;Kolonia Kizielan
Wierznowic;Wierznowice;Wierznowica
Woli Błędowej;Wola Błędowa;Wol Błędowa
Mokrych Ogrodów;Mokre Ogrody;Mokry Ogród
Kijowic;Kijowice;Kijowica
Obiszówka;Obiszówek;Obiszówka
Lisków;Liski;Lisk
Borzęcina;Borzęcino;Borzęcina
Nowego Barkoczyna;Nowy Barkoczyn;Nowy Barkoczyna
Przejazdowa;Przejazdowo;Przejazdowa
Nas;Nasy;Nas
Gaci Leśnej;Gać Leśna;Gat Leśna
Łątczyna;Łątczyn;Łątczyna
Bałachów;Bałachy;Bałach
Kępy Nagnajewskiej;Kępa Nagnajewska;Kęp Nagnajewska
Żerdzin;Żerdziny;Żerdzina
Brwinowa;Brwinów;Brwinowa
Zemborzyna Drugiego;Zemborzyn Drugi;Zemborzyna Drugi
Kolonii Lgoty;Kolonia Lgota;Kolonia Lgot
Sokołowego Kąta;Sokołowy Kąt;Sokołowe Kąt
Mostek;Mostki;Mostka
Gozdkowa;Gozdków;Gozdkowa
Wargawki Młodej;Wargawka Młoda;Wargawki Młoda
Niemierzyc;Niemierzyce;Niemierzyca
Kalinowic Górnych;Kalinowice Górne;Kalinowica Górny
Wilkostowa;Wilkostowo;Wilkostowa
Iwonia;Iwonie;Iwonia
Malczowa;Malczów;Malczowa
Rudni;Rudnia;Rudnie
Kupienina;Kupienin;Kupienina
Chmielewka;Chmielewko;Chmielewka
Warpech Starych;Warpechy Stare;Warpech Stara
Rzgowa;Rzgów;Rzgowa
Kartkowa;Kartkowo;Kartkowa
Mielna;Mielno;Mielna
Uchylska;Uchylsko;Uchylska
Strzelec Klasztornych;Strzelce Klasztorne;Strzelec Klasztorne
Trzebieni;Trzebienie;Trzebień
Starego Drawska;Stare Drawsko;Stary Drawsko
Kolonii Wyczółek;Kolonia Wyczółki;Kolonia Wyczółek
Witulina-Kolonii;Witulin-Kolonia;Witulina-Kolonia
