Dopełniacz;Mianownik;Wynik Stemmera
Pokudłanego;Pokudłane;Pokudłany;CAB 
Nieznia;Nieznań;Nieznia;ADACBAA 
Gostomi;Gostomia;Gostomy;CAB 
Kolonii Brziec;Kolonia Brzeźce;Kolonia Brziec;ADACBAA ABAAAB 
Szwagrowa;Szwagrowo;Szwagrowa;ADACCAA 
Żmigródka;Żmigródek;Żmigródka;ADAB 
Poręby Dolnej;Poręba Dolna;Porąb Dolna;ACAAAAA ADACCBA 
Rumejek;Rumejki;Rumejka;ADAB 
Kulan;Kulany;Kulan;ACAAAAA 
Ziempniowa Dolnego;Ziempniów Dolny;Ziempniowa Dolny;ADACCAA CAB 
Mokrzyc Dworskich;Mokrzyce Dworskie;Mokrzyca Dworski;ADACABB CBA 
Przydroża Małego;Przydroże Małe;Przydroże Mały;AEBAB CAB 
Lubniewic;Lubniewice;Lubniewica;ADACABB 
Bokinki Królewskiej;Bokinka Królewska;Bokinek Królewska;ABAC ADACCBB 
Kolonii Kuniczek;Kolonia Kuniczki;Kolonia Kuniczka;ADACBAA ADAB 
Kolonii Koceran;Kolonia Kocerany;Kolonia Koceran;ADACBAA AAADAA 
Wilczkowic;Wilczkowice;Wilczkowica;ADACABB 
Rogoźnicy-Kolonii;Rogoźnica-Kolonia;Rogoźnik-Kolonia;AAACBA ADACBAA 
Prawiednik-Kolonii;Prawiedniki-Kolonia;Prawiednik-Kolonia;ACABBA ADACBAA 
Szadówka;Szadówko;Szadówka;ADAB 
Bukowiec;Bukowce;Bukowiec;ACACBC 
Wólki Sokołowskiej k. Wólki Niedźwiedzkiej;Wólka Sokołowska k. Wólki Niedźwiedzkiej;Wólka Sokołowska k. Wólka Niedźwiedzka;ADAB ADACCBB AEBAA ADAB ADACCBB 
Starych Ślepców;Stare Ślepce;Stara Ślepiec;CAA ABAAAB 
Zawartek;Zawartki;Zawartek;ACABA 
Baczyńskich;Baczyńscy;Baczyński;ADACCBB 
Sosnowa;Sosnowo;Sosnowa;ADAAA 
Kolonii Osin Górnych;Kolonia Osiny Górne;Kolonia Osina Górny;ADACBAA ADAAA AAEC 
Wielkiej Debrzy;Wielka Debrza;Wielka Debrze;ADACCBB AEBAB 
Hub Mieczewskich;Huby Mieczewskie;Hub Mieczewski;ACAAAAA CBA 
Pod Warpalice;Pod Warpalice;Poda Warpalika;ADAAA ADAB 
Siedlikowa;Siedlików;Siedlikowa;ADACCAA 
Drzyzdówek;Drzyzdówki;Drzyzdówka;ADAB 
Nowych Szpaków;Nowe Szpaki;Nowy Szpak;CAB ABAC 
Tłumnego;Tłumne;Tłumny;AAEC 
Sakowa;Sakowo;Sakowa;CAB 
Godziszki;Godziszka;Godziszek;ACABBA 
Kolonii ul. Grodzieński;Kolonia ul. Grodzieńskiej;Kolonia ul. Grodzieński;ADACBAA AEBAA CBA 
Małych Książek;Małe Książki;Mała Książka;ADACCBA ADAB 
Kolonii Koce-Piskułów;Kolonia Koce-Piskuły;Kolonii Koka-Piskuł;ADAB ACAAAAA 
Borka Kamiennnego;Borek Kamienny;Borka Kamiennny;ADAB AAEC 
Dobrocina;Dobrocin;Dobrocina;ADAAA 
Osiedla Solnej Góry;Osiedle Solna Góra;Osiedle Solna Gór;BDA ADACCBA ACAAAAA 
Przyśnicy;Przyśnica;Przyśnik;AAACBA 
Na Prochowni;Na Prochowni;Ne Prochownia;AEBAA ADACBAA 
Kolimag;Kolimagi;Kolimago;AEAAAA 
Gryglów;Grygle;Grygl;AAABAB 
Na Grobli;Na Grobli;Ne Grobla;AEBAA ADACBAA 
Starego Gostkowa;Stary Gostków;Stary Gostkowa;CAA CAB 
Nieborowa Wschodniego;Nieborów Wschodni-Brygidów;Nieborowa Wschodni;AAFC 
Ustowa;Ustowo;Ustowa;CAB 
Tumpit;Tumpity;Tumpit;ACAAAAA 
Pod Marianowo;Pod Marianowo;Poda Marianowa;ADAAA ADACCAA 
Oficerek;Oficerki;Oficerek;AAAAB 
Ciężkowiczek;Ciężkowiczki;Ciężkowiczka;ADAB 
Dołu od Siedlisk;Dół od Siedlisk;Dół od Siedlisko;ACAAAAA ACAAAAA AEAAAA 
Gońskiej Łąki;Gońska Łąka;Gońska Łąk;ADACCBB ACABBA 
Rumoki-Uciekai;Rumoka-Uciekaje;Rumok-Uciekaja;ACABBA ADACBAA 
Golian-Parceli;Goliany-Parcela;Golian-Parcela;ACAAAAA ADACBABA 
Szczukowa;Szczukowo;Szczukowa;CAB 
Siwik;Siwiki;Siwik;ABAC 
Giluszek;Giluszki;Giluszka;ADAB 
Radzanówka;Radzanówek;Radzanówka;ADAB 
Sicisk;Siciska;Sicisk;ACABA 
Paprocina;Paprocin;Paprocina;ADAAA 
Kolonii Lewałda Wielkiego;Kolonia Lewałd Wielki;Kolonia Lewałda Wielki;ADACBAA ADAAA CBA 
Bożegodaru;Bożydar;Bożegodar;ACAAAAA 
Domaszowic;Domaszowice;Domaszowica;ADACABB 
Kęblin;Kębliny;Kęblin;ACAAAAA 
Lelowa;Lelów;Lelowa;CAB 
Leskowskiego;Leskowskie;Leskowski;CBA 
Małego Żywczańskiego;Małe Żywczańskie;Mały Żywczański;CAB CBA 
Kolonii Skomoroch Małych;Kolonia Skomorochy Małe;Kolonia Skomoroch Mała;ADACBAA ACAAAB ADACCBA 
Kandydatów;Kandydaty;Kandydat;AAADAA 
Somianki-Parceli;Somianka-Parcele;Somianka-Parcela;ADAB ADACBABA 
Wągła;Wągieł;Wągła;ADAAA 
Kolonii Rumów;Kolonia Rumy;Kolonia Rum;ADACBAA ACAAAAA 
Buchażewa;Buchażewo;Buchażewa;ADAAA 
Chrap Gorzyczańskich;Chrapy Gorzyczańskie;Chrap Gorzyczański;ACAAAAA CBA 
Sławoszynka;Sławoszynko;Sławoszynka;ADAB 
Po Szosie Ożarowskiej;Po Szosie Ożarowskiej;Pa Szos Ożarowska;ADAB ACAAAAA ADACCBB 
Kościejowa;Kościejów;Kościejowa;CAB 
Piotrowa-Krzywokół;Piotrowo-Krzywokoły;Piotrowa-Krzywokół;ADACCAA ACAAAAA 
Kolonii Kamieniec-Rowkńca;Kolonia Kamieniec-Rowki;Kolonii Kamieniec-Rowkniec;ACACBC AAACBA 
Kolonii Zabiele-Pili;Kolonia Zabiele-Piliki;Kolonii Zabiel-Pil;ADCAAA ABAABA 
Bolesławowa;Bolesławowo;Bolesławowa;ADAAA 
Mężenina;Mężenin;Mężenina;ADAAA 
Kolonii Skitna;Kolonia Skitno;Kolonia Skitna;ADACBAA ADACCBA 
Wierzchęcina;Wierzchęcino;Wierzchęcina;ADAAA 
Woli Moszczenickiej;Wola Moszczenicka;Wol Moszczenicka;ACACAA CBA 
Księżopola-Smolak;Księżopole-Smolaki;Księżopola-Smolak;ADACBAA ACABBA 
Paproci;Paprocie;Paproć;ADCAAA 
Borkowa Małego;Borkowo Małe;Borkowa Mały;CAB CAB 
Małej Łąki;Mała Łąka;Mała Łąk;CAB ACABBA 
Matał;Matały;Matał;ACAAAAA 
Rudzienka-Kolonii;Rudzienko-Kolonia;Rudzienka-Kolonia;ADAB ADACBAA 
Pod Kierkutem;Pod Kierkutem;Poda Kierkut;ADAAA ACAAAAA 
Pieczonek;Pieczonki;Pieczonka;ADAB 
Ku Brześciu;Ku Brześciu;Ke Brześć;AEBAA AAAAB 
Robaczkowa;Robaczkowo;Robaczkowa;CAB 
Śliwnicy Górnej;Śliwnica Górna;Śliwnik Górna;AAACBA ADACCBA 
Do Stopków;Do Stopków;Da Stopek;ADAB ACABBA 
Mirowa;Mirowo;Mirowa;ADACCAA 
Pawlikowic;Pawlikowice;Pawlikowica;ADACABB 
Przymiarek Górnych;Przymiarki Górne;Przymiarka Górny;ADAB AAEC 
Kotuńskiej Drogi;Kotuńska Droga;Kotuńska Dróg;ADACCBB ACABA 
Banku;Bank;Banek;ACABBA 
Michalców;Michalcowie;Michalec;AAACAAAA 
Kani Polskiej;Kania Polska;Kan Polska;AAADAA ADACCBB 
Zwałów;Zwały;Zwał;ACAAAAA 
Kawęczyna ŚwiaNowego;Kawęczyn-Nowy Świat;Kawęczyna ŚwiaNowy;CAB 
Dymitrowa Małego;Dymitrów Mały;Dymitrowa Mały;ADACCAA CAB 
Mochnatego;Mochnate;Mochnaty;CAB 
Kosej Drogi;Kosa Droga;Kosej Dróg;ACACACB ACABA 
Glinianej Góry;Gliniana Góra;Gliniana Gór;CAB ACAAAAA 
Górnego Boru;Górny Bór;Górny Bor;CAB ACAAAAA 
Starych Szerzaw;Stare Szerzawy;Stara Szerzawa;CAA ADAAA 
Maszkowic-Bud;Maszkowice-Budy;Maszkowica-Buda;ADACABB ADAAA 
Dalechowic;Dalechowice;Dalechowica;ADACABB 
Karnkowa;Karnków;Karnkowa;CAB 
Wilimowa;Wilimowo;Wilimowa;ADAAA 
Mykanowa-Kolonii;Mykanów-Kolonia;Mykanowa-Kolonia;ADACCAA ADACBAA 
Jeziorek Zabartowskich;Jeziorki Zabartowskie;Jeziorko Zabartowski;AEAAAA CBA 
Osiedla Partyzantów;Osiedle Partyzantów;Osiedle Partyzant;BDA AAADAA 
Izaków;Izaki;Izak;ABAC 
Gojów;Goje;Gój;ACACACB 
Głogówka Królewskiego;Głogówko Królewskie;Głogówka Królewski;ADAB CBA 
Piask Wielkich;Piaski Wielkie;Piasko Wielki;AEAAAA CBA 
Pod Gatką;Pod Gatką;Poda Gatka;ADAAA ADAB 
Przeździatki-Leśniczówki;Przeździatka-Leśniczówka;Przeździatki-Leśniczówka;AGBA ADAB 
Małej Wsi;Mała Wieś;Mała Ws;CAB AAADAA 
W Ługu;W Ługu;W Ług;AEBAA ACABA 
Na Koźle;Na Koźle;Ne Kozioł;AEBAA CBB 
Tarczyna;Tarczyn;Tarczyna;ADAAA 
Karczunków;Karczunki;Karczunek;ACABA 
Górskiej Wsi;Górska Wieś;Górska Ws;ADACCBB AAADAA 
Wrocisławic;Wrocisławice;Wrocisławica;ADACABB 
Pod Jeziorem;Pod Jeziorem;Poda Jezioro;ADAAA AEAAAB 
Cadowa;Cadów;Cadowa;CAB 
Szczepowa;Szczepów;Szczepowa;CAB 
Krajkowa;Krajków;Krajkowa;CAB 
Marciniaków;Marciniaki;Marciniak;ABAC 
Kolonii Mociesz;Kolonia Mociesze;Kolonia Mociesza;ADACBAA ADACABB 
Kramska-Pola;Kramsk-Pole;Kramsko-Pola;AEAAAA ADACBAA 
Pętkowa;Pętków;Pętkowa;CAB 
Przybysławskiego;Przybysławskie;Przybysławski;CBA 
Osiedla Jana Kochanowskiego;Osiedle Jana Kochanowskiego;Osiedle Jan Kochanowski;BDA AAADAA CBA 
Barnimia;Barnimie;Barnimia;ADACBAA 
Gołębiowa Szlacheckiego;Gołębiów Szlachecki;Gołębiowa Szlachecki;ADACCAA CBA 
Radeł;Radła;Radło;AEAAAB 
Rydzewa;Rydzew;Rydzewo;AEAAAB 
Prochowa;Prochowo;Prochów;ACAABAA 
Pieńkniek Karlińskich;Pieńki Karlińskie;Pieńkńka Karliński;ADAB ADACCBB 
Piotrowic Nyskich;Piotrowice Nyskie;Piotrowica Nyski;ADACABB CBA 
Koziego Rogu;Kozi Róg;Kozia Rog;AABAA AAACBA 
Suczkowa;Suczków;Suczkowa;CAB 
Chmielewa Małego;Chmielewo Małe;Chmielew Mały;AAADAA CAB 
Wymysł;Wymysły;Wymysł;ACAAAAA 
Gródzi Trzecich;Gródzie Trzecie;Gródzia Trzeci;ADACBAA AAFA 
Bludzia Małego;Bludzie Małe;Bludzie Mały;AEBAC CAB 
Mylina;Mylin;Mylina;ADAAA 
Mierzwina Małego;Mierzwin Mały;Mierzwina Mały;ADAAA CAB 
Jaczkowa;Jaczków;Jaczkowa;CAB 
Ołdaków-Stefanowa;Ołdaki-Stefanowo;Ołdak-Stefanowa;AAACBA ADACCAA 
Kłudna Górnego;Kłudno Górne;Kłudna Górny;ADACCBA CAB 
Mojżeszowa;Mojżeszów;Mojżeszowa;ADACCAA 
Nowego Grannnego;Nowe Granne;Nowy Grannny;CAB AAEC 
Mirków;Mirki;Mirek;ACABBA 
Zastani;Zastań;Zastani;ACF 
Warlubia-Wybudowania;Warlubie-Wybudowanie;Warlubia-Wybudowanie;AGDB AEBAA 
Jagatowa;Jagatowo;Jagatow;ACAABAA 
Kobylin;Kobyliny;Kobylina;ADAAA 
Pieruszyc;Pieruszyce;Pieruszyca;ADACABB 
Orszewic;Orszewice;Orszewica;ADACABB 
Rożnów;Rożny;Rożen;ACAABAA 
Nowin Zbirowskich;Nowiny Zbirowskie;Nowina Zbirowski;ADAAA CBA 
Adamkowa;Adamkowo;Adamkowa;CAB 
Gierlachowa Bliższego;Gierlachów Bliższy;Gierlachów Bliższe;ACAABAA AEBBB 
Sitkowa;Sitków;Sitkowa;CAB 
Burzynieńca;Burzyniec;Burzynieniec;ACACBC 
Wybranowa;Wybranowo;Wybranowa;ADACCAA 
Kielochówki;Kielochówka;Kielochówek;ACABA 
Mieżychoda;Mieżychód;Mieżychoda;ADAAA 
Kaczórek;Kaczórki;Kaczórka;ADAB 
Galewa;Galew;Galewa;BDA 
Pełcznicy;Pełcznica;Pełcznik;AAACBA 
Wałów;Wały;Wał;ACAAAAA 
Siernicz-Gajówki;Siernicze-Gajówka;Siernicz-Gajówka;AAABAB ADAB 
Uzarzewa-Hub;Uzarzewo-Huby;Uzarzewo-Hub;AEAAAB ACAAAAA 
Krajewa Małego;Krajewo Małe;Krajewa Mały;ADAAA CAB 
Źródeł Małych;Źródła Małe;Źródło Mała;AEAAAB ADACCBA 
Jasnej Góry;Jasna Góra;Jasna Gór;CAB ACAAAAA 
Dębina;Dębino;Dębina;ADAAA 
Woli Prosperowej;Wola Prosperowa;Wol Prosperowa;ACACAA ADACCAA 
Goszczędzy;Goszczędza;Goszczęga;AABCA 
Katarzynowa;Katarzynów;Katarzynowa;CAB 
Kolonii Ganów;Kolonia Gany;Kolonia Gan;ADACBAA ACAAAAA 
Psiej Górki;Psia Górka;Psiej Górka;AAABAB ADAB 
Starzechowic Dolnych;Starzechowice Dolne;Starzechowica Dolny;ADACABB CAB 
Osiedla Legionów Dąbrowskieg;Osiedle Legionów Dąbrowskiego;Osiedle Legion Dąbrowskieg;BDA ACAAAAA ACABA 
Borsuczyn;Borsuczyny;Borsuczyna;ADAAA 
Modrzewka;Modrzewek;Modrzewko;AEAAAA 
Na Biskupce;Na Biskupce;Ne Biskupka;AEBAA ADAB 
Powodowa Drugiego;Powodów Drugi;Powodowa Drugi;ADAAA CBA 
Kolonii Bądkowa;Kolonia Bądków;Kolonia Bądkowa;ADACBAA CAB 
Sawina;Sawin;Sawina;ADAAA 
Drożanek;Drożanki;Drożanka;ADAB 
Dworszowic Kościelne-Kolonych;Dworszowice Kościelne-Kolonia;Dworszowic Kościelna-Kolony;CAB CAB 
Góry Siewierskiej;Góra Siewierska;Gór Siewierska;ACAAAAA ADACCBB 
Rotysk;Rotyska;Rotysko;AEAAAA 
Oterek;Oterki;Oterka;ADAB 
Starej Wsi Pierwszej;Stara Wieś Pierwsza;Stara Ws Pierwsza;CAA AAADAA CAB 
Łabiszyna-Wsi;Łabiszyn-Wieś;Łabiszyna-Ws;ADAAA AAADAA 
Starych Budzisk;Stare Budziska;Stara Budzisko;CAA AEAAAA 
Siekierna-Podmieścia;Siekierno-Podmieście;Siekierna-Podmieście;ADACCBA AEBAA 
Kulzowa;Kulzów;Kulzowa;ADACCAA 
Maradza;Maradz;Maradza;ADACAA 
Sowiarki;Sowiarka;Sowiarek;AAADBA 
Małych Przymiarek;Małe Przymiarki;Mała Przymiarka;ADACCBA ADAB 
Kobysewa;Kobysewo;Kobysewa;ADAAA 
Pod Kiczerą;Pod Kiczerą;Poda Kiczera;ADAAA ADAAA 
Częstoborowic;Częstoborowice;Częstoborowica;ADACABB 
Nowej Rokitnicy;Nowa Rokitnica;Nowa Rokitnik;ADACCAA AAACBA 
Raciniewa;Raciniewo;Raciniewa;ADAAA 
Orliczka;Orliczko;Orliczka;ADAB 
Pod Wycinkami;Pod Wycinkami;Poda Wycinek;ADAAA ACABBA 
Osiedla Dąbrowskiego;Osiedle Dąbrowskiego;Osiedle Dąbrowski;BDA CBA 
Majkowic;Majkowice;Majkowica;ADACABB 
Lech;Lechy;Lech;ACAAAB 
Młodzieszyna-Osady;Młodzieszyn-Osada;Młodzieszyna-Osada;ADAAA ADAAA 
Fałkowa;Fałków;Fałkowa;CAB 
Łośnicy-Kolonii;Łośnica-Kolonia;Łośnik-Kolonia;AAACBA ADACBAA 
Siernik-Lasu;Sierniki-Las;Siernik-Las;ACABBA ACAAAAA 
Gutowca-Wybudowań;Gutowiec-Wybudowania;Gutowiec-Wybudowanie;ACACBC AEBAA 
Pęcławic-Parceli;Pęcławice-Parcele;Pęcławica-Parcela;ADACABB ADACBABA 
Cienkiego;Cienkie;Cienki;CBA 
Łęk Dużych;Łęki Duże;Łęk Duży;ACABA AAEA 
Zimnochów-Susłów;Zimnochy-Susły;Zimnoch-Suseł;ACAAAB ABABAAA 
Wąsosza;Wąsosze;Wąsosz;ACACBBA 
Roli Komycka;Rola Kamycko;Rol Komycka;ACACAA ADAB 
Ściurków;Ściurki;Ściurek;ACABBA 
Osiedla Czecha;Osiedle Czecha;Osiedle Czech;BDA ACAABB 
Kuropatnik;Kuropatniki;Kuropatnik;ACABBA 
Główiewa;Główiew;Główiewa;ADAAA 
Lembarga;Lembarg;Lembargo;AEAAAA 
Udzielówki;Udzielówka;Udzielówki;AGBA 
Tamtego Brzegu;Tamten Brzeg;Tamty Brzeg;CAB ACABA 
Matyldowa Małego;Matyldów Mały;Matyldowa Mały;ADAAA CAB 
Radzynia;Radzyń;Radzynia;AEBAA 
Służowa;Służów;Służowa;CAB 
Tuli;Tule;Tula;ADACBABA 
Czepielina;Czepielin;Czepielina;ADAAA 
Skomlina Pierwszego;Skomlin Pierwszy;Skomlina Pierwszy;ADAAA CAB 
Rabic;Rabice;Rabica;ADACABB 
Kolonii Łączna;Kolonia Łączno;Kolonia Łączna;ADACBAA ADACCBA 
Gajówki;GajówkaTrzebiatów;Gajówka;ADAB 
Rychłocicic;Rychłocice;Rychłocicica;ADACABB 
Polana;Polano;Polana;CAB 
Podgłębinia;Podgłębinie;Podgłębinia;ADACBAA 
Ciepienia;Ciepień;Ciepienie;AEBAA 
Solnicy;Solnica;Solnik;AAACBA 
Polany;Polana;Polan;ACAAAAA 
Piwonic-Wschodu;Piwonice-Wschód;Piwonica-Wschód;ADACABB ACAAAAA 
Teolina;Teolin;Teolina;ADAAA 
Mszczęcina;Mszczęcin;Mszczęcina;ADAAA 
Kłodzin;Kłodziny;Kłodzina;ADAAA 
Polan;Polany;Polana;ADAAA 
Gołaichy;Gołaicha;Gołaich;ACAAAB 
Grygusi;Grygusie;Grygus;AAADAA 
Na Dole-Dole StronDrugiej;Na Dole-Druga Strona;Na Dol-Dole StronDruga;ACACAA CBA 
Wołynia;Wołyń;Wołynia;ADACBABA 
Strachocicic;Strachocice;Strachocicica;ADACABB 
Starych Górnik;Stare Górniki;Stara Górnik;CAA AAACBA 
Rososznicy;Rososznica;Rososznik;AAACBA 
Wierzejek;Wierzejki;Wierzejka;ADAB 
Szklarczyków;Szklarczyki;Szklarczyk;ABAC 
Jankowa Drugiego;Janków Drugi;Jankowa Drugi;CAB CBA 
Adolfowa;Adolfów;Adolfowa;ADACCAA 
Orchota;Orchot;Orchota;ADAAA 
Surmaczów;Surmacze;Surmacz;ACACACB 
Ganczarki;Ganczarka;Ganczarki;ADAB 
Uniedrożyna;Uniedrożyn;Uniedrożyna;ADAAA 
Grzegorzowic Wielkich;Grzegorzowice Wielkie;Grzegorzowica Wielki;ADACABB CBA 
Górnych Kałek;Górne Kałki;Górny Kałka;AAEC ADAB 
Bylina;Bylino;Bylina;ADAAA 
Wrzecionowa;Wrzecionów;Wrzecionowa;CAB 
Lasków Lubuskich;Laski Lubuskie;Lasek Lubuski;ACABA CBA 
Jagiełłłów;Jagiełły;Jagiełłła;AABABA 
Teklina;Teklin;Teklina;ADAAA 
Mieszołek;Mieszołki;Mieszołek;ACABBA 
Jenkowic;Jenkowice;Jenkowica;ADACABB 
Jagiełłły;Jagiełła;Jagiełłła;AABABA 
Kościelnik;Kościelniki;Kościelnik;ACABBA 
Budek Żelazowskich;Budki Żelazowskie;Budek Żelazowski;ABAC CBA 
Młynarskich;Młynarskie;Młynarski;CBA 
Wybudowania Odrowskiego;Wybudowanie Odrowskie;Wybudowanie Odrowski;AEBAA CBA 
Bylinów;Byliny;Bylin;ACAAAAA 
Kłuśna;Kłuśno;Kłuśna;ADAAA 
Śniatowa;Śniatowo;Śniatow;ACAABAA 
Wyganek;Wyganki;Wyganek;ADAB 
Markowic;Markowice;Markowica;ADACABB 
Skawinek;Skawinki;Skawinka;ADAB 
Markajm;Markajmy;Markajma;ADAAA 
Brudni;Brudnia;Brudzień;ACACBAA 
Mąkolna-Gór;Mąkolno-Góry;Mąkolna-Gór;CAB ACAAAAA 
Wrotkowic;Wrotkowice;Wrotkowica;ADACABB 
Pobaski;Pobaska;Pobasek;AAADBA 
Drzewocin;Drzewociny;Drzewocina;ADAAA 
Wojtyniowa;Wojtyniów;Wojtyniowa;ADACCAA 
Ostrowy;Ostrowa;Ostrów;ACAAAAA 
Prusów;Prusy;Prus;ABABAAA 
Szmaji;Szmaje;Szmaja;ADACBAA 
Galczyczek;Galczyczki;Galczyczka;ADAB 
Kolonii w Dole;Kolonia w Dole;Kolonia w Dol;ADACBAA AEBAA ACACAA 
Czelina;Czelin;Czelina;ADAAA 
Karczmaruchy;Karczmarucha;Karczmaruch;ADAAA 
Brzezińskich Holendrów;Brzezińskie Holendry;Brzeziński Holender;ADACCBB AAACAAAB 
Kolonii Krasnoborek;Kolonia Krasnoborki;Kolonia Krasnoborek;ADACBAA ACABBA 
Podolszyn;Podolszyny;Podolszyna;ADAAA 
Działu Południowego;Dział Południowy;Dział Południowe;ACAAAAA AEBBB 
Niwek Książęcych;Niwki Książęce;Niwek Książęcy;ABAC CAA 
Bekrów;Bekry;Bekier;ACAAAAA 
Mierzowa;Mierzów;Mierzowa;ADACCAA 
Przytuł Nowych;Przytuły Nowe;Przytuł Nowy;ACAAAAA CAB 
Kolonii Kosut;Kolonia Kosuty;Kolonia Kosut;ADACBAA ACAAAAA 
Golubek-Cegielni;Golubki-Cegielnia;Golubka-Cegielnia;ADAB ADACBAA 
Cieszek;Cieszki;Cieszek;ACABA 
Przydatek;Przydatki;Przydatek;ACABA 
Słomowa;Słomowo;Słomowa;ADAAA 
Gostycyna-Wybudowania;Gostycyn-Wybudowanie;Gostycyna-Wybudowanie;ADAAA AEBAA 
Niedrzakówka;Niedrzakówek;Niedrzakówka;ADAB 
Wierzchoniowa;Wierzchoniów;Wierzchoniowa;ADACCAA 
Bołtryk;Bołtryki;Bołtryk;AAACBA 
Cewic;Cewice;Cewica;ADACABB 
Mogiłowa;Mogiłowo;Mogiłów;ABABAAA 
Kilani;Kilania;Kilan;AAADAA 
Pałecznicy-Kolonii;Pałecznica-Kolonia;Pałecznik-Kolonia;AAACBA ADACBAA 
Czumażówki;Czumażówka;Czumażówki;ADAB 
Perkowa Górnego;Perkowo Górne;Perkowa Górny;CAB CAB 
Jarużyna;Jarużyn;Jarużyna;ADAAA 
Sieraków;Sierakowy;Sierak;ACABBA 
Woli Zambrzyckiej;Wola Zambrzycka;Wol Zambrzycka;ACACAA CBA 
Przemiłowa;Przemiłowo;Przemiłów;ABABAAA 
Wroczyn;Wroczyny;Wroczyna;ADAAA 
Wyryk;Wyryki;Wyryk;AAACBA 
Osiedla Norwida;Osiedle Norwida;Osiedle Norwid;BDA ABABAAA 
U Adamczyka;U Adamczyka;U Adamczyk;AEBAA ABAC 
Postolina;Postolin;Postolina;ADAAA 
Bajdów;Bajdy;Bajd;ACAAAAA 
Dadzina;Dadzin;Dadzina;ADAAA 
Rozniszewa;Rozniszew;Rozniszewo;AEAAAB 
Wandalina;Wandalin;Wandalina;ADAAA 
Koziegłówek-Leśniczówki;Koziegłówki-Leśniczówka;Koziegłówka-Leśniczówka;ADAB ADAB 
Zarusinek;Zarusinki;Zarusinka;ADAB 
Nowych Leszczyn;Nowe Leszczyny;Nowy Leszczyna;CAB ADAAA 
Rogowic;Rogowice;Rogowica;ADACABB 
Soboty;Sobota;Sobot;ACAABAA 
Garbnik;Garbniki;Garbnik;ACABBA 
Lisiej Jamy;Lisia Jama;Lisiej Jam;AAABAB ACAAAAA 
Krasowa;Krasów;Krasowa;ADACCAA 
Sulkowa-Barian;Sulkowo-Bariany;Sulkowa-Barianin;ADAAA AAABBA 
Pod Wyrębem;Pod Wyrębem;Poda Wyrąb;ADAAA ACAAAAA 
Róż;Róże;Róż;BCCA 
Wolska;Wolsko;Wolska;ADACCBB 
Pod Modrzewiami;Pod Modrzewiami;Poda Modrzew;ADAAA ACACBAA 
Ilkowic;Ilkowice;Ilkowica;ADACABB 
Bestwina;Bestwin;Bestwina;ADAAA 
Bysławka;Bysławek;Bysławka;ADAB 
Mystkówca-Kalinówki;Mystkówiec-Kalinówka;Mystkówca-Kalinówka;AABCBB ADAB 
Białynina-Podboru;Białynin-Podbór;Białynina-Podbór;ADAAA ACAAAAA 
Chrostowa-Zalesia;Chrostowo-Zalesie;Chrostowa-Zaleś;CAB AAABAB 
Wolwanowic;Wolwanowice;Wolwanowica;ADACABB 
Moraw Wielkich;Morawy Wielkie;Morawa Wielki;BBCA CBA 
Emilina;Emilin;Emilina;ADAAA 
Sorców;Sorce;Sorca;AABCBB 
Ślazowa;Ślazowo;Ślazowa;ADACCAA 
Kławek;Kławki;Kławka;ADAB 
Skrzeszewa Żukowskiego;Skrzeszewo Żukowskie;Skrzeszewo Żukowski;AEAAAB CBA 
Grzybian;Grzybiany;Grzybianin;AAABBA 
Sawic-Bronisz;Sawice-Bronisze;Sawica-Bronisz;ADACABB ACACBBA 
Brodacz;Brodacze;Brodacz;ABAAC 
Borynia;Boryń;Borynia;ADACBABA 
Siwego Osiedla;Siwe Osiedle;Siwy Osiedle;AAEC BDA 
Osiedla 27 Stycznia;Osiedle 27 Stycznia;Osiedle 27 Styczeń;BDA AEBAA ACACBAA 
Do Siekacza;Do Siekacza;Da Siekacz;ADAB ACACBBA 
Parczowiec;Parczowce;Parczowiec;ABAAAB 
Jordanowa;Jordanowo;Jordanowa;ADACCAA 
Zawady Książęcej;Zawada Książęca;Zawada Książęca się;ADAAA CAA 
Gościeradza;Gościeradz;Gościeradza;ADACAA 
Nagórek-Judyc;Nagórki-Judyce;Nagórek-Judyca;ACABBA ADACABB 
Srogowa Górnego;Srogów Górny;Srogowa Górny;CAB CAB 
Maszek k. Wojciechowa;Maszki k. Wojciechowa;Maszka k. Wojciechów;ADAB AEBAA ACAABAA 
Święcka;Święcko;Święcka;ADAB 
Niekłania Małego;Niekłań Mały;Niekłanie Mały;AEBAA CAB 
Będzina;Będzino;Będzina;ADAAA 
Soszyc;Soszyce;Soszyca;ADACABB 
Karnowa;Karnowo;Karnowa;ADAAA 
Cichego Środkowego;Ciche Środkowe;Cichy Środkowy;CAB CAB 
Zarębek Drugich;Zarębki Drugie;Zarębek Drugie;ACABBA AGCF 
Podpołosek;Podpołoski;Podpołoska;ADAB 
Pod Kiczorką;Pod Kiczorką;Poda Kiczorka;ADAAA ADAB 
Jabłonowa;Jabłonów;Jabłonowa;CAB 
Białej Drogi;Biała Droga;Biała Dróg;CAB ACABA 
Woli Kopcowej;Wola Kopcowa;Wol Kopcowa;ACACAA ADACCAA 
Kępy Mysiakowskiej;Kępa Mysiakowska;Kęp Mysiakowska;ACAAAAA ADACCBB 
Na Sieńsku;Na Sieńsku;Ne Sieńsko;AEBAA AEAAAA 
