Dopełniacz;Mianownik;Wynik Stemmera
Doliny-Źródła;Dolina-Źródło;Dolina-Źródło;ADAAA AEAAAB 
Zachmiela;Zachmiel;Zachmiel;ABAABA 
Radogoszcza;Radogoszcz;Radogoszcz;AAAAB 
Połęcza;Połęcze;Połęcze;AEBAB 
Szczytu;Szczyt;Szczyt;ACAAAAA 
Niżniej Blachówki;Niżnia Blachówka;Niżnia Blachówka;ADACCBB ADAB 
Zielonej Budy;Zielona Buda;Zielona Buda;CAB ADAAA 
Choczni Dolnej;Chocznia Dolna;Chocznia Dolna;ADACBAA ADACCBA 
Nowosielca;Nowosielec;Nowosielec;AAACBA 
Głębokiego Ruczaju;Głęboki Ruczaj;Głęboki Ruczaj;CBA ACACACB 
Słodowego Młyna;Słodowy Młyn;Słodowy Młyn;CAB ACAABAA 
Sokólnika;Sokólnik;Sokólnik;ACABBA 
Chebzia;Chebzie;Chebzie;AEBAC 
Mąkowarska;Mąkowarsko;Mąkowarsko;AEAAAA 
Wośkówki;Wośkówka;Wośkówka;ADAB 
Krzywowólki;Krzywowólka;Krzywowólka;ADAB 
Żakowej;Żakowa;Żakowa;CAB 
Dulczówki;Dulczówka;Dulczówka;ADAB 
Czułowa-Papierni;Czułów-Papiernia;Czułów-Papiernia;ABABAAA ADACBAA 
Pielni;Pielnia;Pielnia;ADACBAA 
Śniatowej;Śniatowa;Śniatowa;ADACCAA 
Ogrodu;Ogród;Ogród;ACAAAAA 
Modrza;Modrze;Modrze;AEBAB 
Suszówki;Suszówka;Suszówka;ADAB 
Przesady Jawornickiej;Przesada Jawornicka;Przesada Jawornicka;ADAAA CBA 
Czekaja Pniowskiego;Czekaj Pniowski;Czekaj Pniowski;AAABAB CBA 
Tewikla;Tewikiel;Tewikiel;ACACBAA 
Jąkowej;Jąkowa;Jąkowa;CAB 
Karlina;Karlin;Karlin;ABABAAA 
Wólki Zabudowskiej;Wólka Zabudowska;Wólka Zabudowska;ADAB ADACCBB 
Zakęcia;Zakęcie;Zakęcie;AEBAA 
Feledówki;Feledówka;Feledówka;ADAB 
Górki Kościejowskiej;Górka Kościejowska;Górka Kościejowska;ADAB ADACCBB 
Ujejsca;Ujejsce;Ujejsce;AEBAA 
Obrowca;Obrowiec;Obrowiec;ACACBC 
Centralnej Kolonii;Centralna Kolonia;Centralna Kolonia;ADACCBA ADACBAA 
Borku Strzelińskiego;Borek Strzeliński;Borek Strzeliński;ACABBA AAFB 
Chocza;Chocz;Chocz;ACACBBA 
Kolonii Ostoi;Kolonia Ostoja;Kolonia Ostoja;ADACBAA ADACBAA 
Ryczonia;Ryczoń;Ryczoń;ABAABA 
Brączewa;Brączewo;Brączewo;AEAAAB 
Dobrynki;Dobrynka;Dobrynka;ADAB 
Ziębrza;Ziębrze;Ziębrze;AEBAB 
Hadykówki;Hadykówka;Hadykówka;ADAB 
Wrzącej-Lasu;Wrząca-Las;Wrząca-Las;CAA ACAAAAA 
Żelgoszczy;Żelgoszcz;Żelgoszcz;ACACAB 
Pyrowej;Pyrowa;Pyrowa;ADACCAA 
Inoujścia;Inoujście;Inoujście;AEBAA 
Stargardu Gubińskiego;Stargard Gubiński;Stargard Gubiński;ACAAAAA AAFB 
Gierza;Gierz;Gierz;ACACBBA 
Grubki;Grubka;Grubka;ADAB 
Zbelutki-Garbacza;Zbelutka-Garbacz;Zbelutka-Garbacz;ADAB ABAAC 
Sulerzyża;Sulerzyż;Sulerzyż;ACACBBA 
Majdanu Abramowskiego;Majdan Abramowski;Majdan Abramowski;ACAAAAA CBA 
Hajnówki;Hajnówka;Hajnówka;ADAB 
Czołnochowa;Czołnochów;Czołnochów;ACAABAA 
Wólki Bieleckiej;Wólka Bielecka;Wólka Bielecka;ADAB CBA 
Micherdówki;Micherdówka;Micherdówka;ADAB 
Kuźnicy Lubieckiej;Kuźnica Lubiecka;Kuźnica Lubiecka;ADACABB CBA 
Klatki;Klatka;Klatka;ADAB 
Faustianki;Faustianka;Faustianka;ADAB 
Jasinowych;Jasinowe;Jasinowe;AEBBB 
Wolności;Wolność;Wolność;ADCCA 
Wyżniej Łabowej;Wyżnia Łabowa;Wyżnia Łabowa;ADACCBB CAB 
Podśmigla;Podśmigiel;Podśmigiel;ABAABA 
Sitnickiej;Sitnicka;Sitnicka;CBA 
Nowej Retki;Nowa Retka;Nowa Retka;ADACCAA ADAB 
Kalugi;Kaluga;Kaluga;ADAB 
Moskwy;Moskwa;Moskwa;ADAAA 
Wólki Bielińskiej;Wólka Bielińska;Wólka Bielińska;ADAB ADACCBB 
Kolonii Wrzesiny;Kolonia Wrzesina;Kolonia Wrzesina;ADACBAA ADAAA 
Szkodnej;Szkodna;Szkodna;CAB 
Radgoszczy;Radgoszcz;Radgoszcz;ACACAB 
Cieleburzyny;Cieleburzyna;Cieleburzyna;ADAAA 
Rytla-Tartaku;Rytel-Tartak;Rytel-Tartak;ABAABA ACABBA 
Kraja;Kraj;Kraj;AAABAB 
Łomczewa;Łomczewo;Łomczewo;AEAAAB 
Suchowa;Suchów;Suchów;ACAABAA 
Karasia;Karaś;Karaś;ABAABA 
Krasu;Kras;Kras;ACAAAAA 
Gorgoszewa;Gorgoszewo;Gorgoszewo;AEAAAB 
Sarnowej;Sarnowa;Sarnowa;ADACCAA 
Broczyny;Broczyna;Broczyna;ADAAA 
Nowego Podlesia;Nowy Podleś;Nowy Podleś;CAB AAABAB 
Stanisławia;Stanisławie;Stanisławie;AEBAC 
Gółek;Gółka;Gółka;ADAB 
Łęcza;Łęcze;Łęcze;AEBAB 
Włosieni;Włosień;Włosień;ABAABA 
Sianożca;Sianożec;Sianożec;ABAAAB 
Osiedla Miłosny;Osiedle Miłosna;Osiedle Miłosna;BDA ADAAA 
Pniewia;Pniewie;Pniewie;AEBAC 
Wólki Profeckiej;Wólka Profecka;Wólka Profecka;ADAB CBA 
Ciarki;Ciarka;Ciarka;ADAB 
Szynkielewa;Szynkielew;Szynkielew;AAADAA 
Drugiej Kolonii;Druga Kolonia;Druga Kolonia;CBA ADACBAA 
Pełchu;Pełch;Pełch;ACAAAB 
Szafarni;Szafarnia;Szafarnia;ADACBAA 
Norwegii;Norwegia;Norwegia;ADACBAA 
Wólki Łyszkowskiej;Wólka Łyszkowska;Wólka Łyszkowska;ADAB ADACCBB 
Siecieminka;Siecieminek;Siecieminek;ACABBA 
Kropiwnika;Kropiwnik;Kropiwnik;ACABBA 
Kolonii Rutkowszczyzny;Kolonia Rutkowszczyzna;Kolonia Rutkowszczyzna;ADACBAA ADAAA 
Przeździedzy;Przeździedza;Przeździedza;ADACABB 
Osiedla Laskowskiej;Osiedle Laskowska;Osiedle Laskowska;BDA ADACCBB 
Kociego Majdanu;Koci Majdan;Koci Majdan;AAFA ACAAAAA 
Kurzętnika-Wybudowania;Kurzętnik-Wybudowanie;Kurzętnik-Wybudowanie;ACABBA AEBAA 
Niksowizny;Niksowizna;Niksowizna;ADAAA 
Starej Grzybowszczyzny;Stara Grzybowszczyzna;Stara Grzybowszczyzna;CAA ADAAA 
Lubca-Parceli;Lubiec-Parcela;Lubiec-Parcela;ABAAAB ADACBABA 
Strójnika;Strójnik;Strójnik;ACABBA 
Grzybska;Grzybsko;Grzybsko;AEAAAA 
Kolonii Dębinki;Kolonia Dębinka;Kolonia Dębinka;ADACBAA ADAB 
Wólki Proszewskiej;Wólka Proszewska;Wólka Proszewska;ADAB ADACCBB 
Kłosika;Kłosik;Kłosik;ACABBA 
Staszowej;Staszowa;Staszowa;ADACCAA 
Szerokiej;Szeroka;Szeroka;ADACCBB 
Podjanowszczyzny;Podjanowszczyzna;Podjanowszczyzna;ADAAA 
Kowalczykowej;Kowalczykowa;Kowalczykowa;CAB 
Szerokiego;Szeroki;Szeroki;CBA 
Dwugajówki;Dwugajówka;Dwugajówka;ADAB 
Wólki Wręckiej;Wólka Wręcka;Wólka Wręcka;ADAB CBA 
Wysmyka;Wysmyk;Wysmyk;ACABBA 
Kostropca;Kostropiec;Kostropiec;ACACBC 
Legbąda;Legbąd;Legbąd;ABABAAA 
Parceli Południowej;Parcela Południowa;Parcela Południowa;ADACBABA ADACCAA 
Marolówki;Marolówka;Marolówka;ADAB 
Żabki;Żabka;Żabka;ADAB 
Łychowa Gościeradowskiego;Łychów Gościeradowski;Łychów Gościeradowski;ACAABAA CBA 
Kolonii Gwdy Wielkiej;Kolonia Gwda Wielka;Kolonia Gwda Wielka;ADACBAA ADAAA ADACCBB 
Osiedla Chopina;Osiedle Chopina;Osiedle Chopina;BDA ADAAA 
Ujazdu;Ujazd;Ujazd;ACAAAAA 
Podedwora;Podedwór;Podedwór;ACAABAA 
Katrynki;Katrynka;Katrynka;ABAC 
Dobronia Małego;Dobroń Mały;Dobroń Mały;ABAABA CAB 
Wypaleniska;Wypalenisko;Wypalenisko;AEAAAA 
Wierzchociny;Wierzchocina;Wierzchocina;ADAAA 
Polichny Drugiej;Polichna Druga;Polichna Druga;ADAAA CBA 
Podybia;Podybie;Podybie;AEBAC 
Stoczka Łukowskiego;Stoczek Łukowski;Stoczek Łukowski;ACABBA CBA 
Turbacza;Turbacz;Turbacz;ABAAC 
Nowej Skarbkowej;Nowa Skarbkowa;Nowa Skarbkowa;ADACCAA CAB 
Chociszewa;Chociszewo;Chociszewo;AEAAAB 
Rycerki Dolnej;Rycerka Dolna;Rycerka Dolna;ADAB ADACCBA 
Głębokiego Jaru;Głęboki Jar;Głęboki Jar;CBA ACAAAAA 
Lasonia;Lasoń;Lasoń;ABAABA 
Złotego Potoku;Złoty Potok;Złoty Potok;CAB ACABA 
Osiedla Jeziornej;Osiedle Jeziorna;Osiedle Jeziorna;BDA ADACCBA 
Nieszkodnej;Nieszkodna;Nieszkodna;CAB 
Polonisza;Polonisz;Polonisz;ACACBBA 
Lunarii;Lunaria;Lunaria;ADACBAA 
Młynka Dobreńskiego;Młynek Dobreński;Młynek Dobreński;ACABBA CBA 
Mysiakowca;Mysiakowiec;Mysiakowiec;ACACBC 
Latczyny;Latczyna;Latczyna;ADAAA 
Wólki Mędrzechowskiej;Wólka Mędrzechowska;Wólka Mędrzechowska;ADAB ADACCBB 
Ciopana;Ciopan;Ciopan;ABABAAA 
Dybałówki;Dybałówka;Dybałówka;ADAB 
Wólki Nurzeckiej;Wólka Nurzecka;Wólka Nurzecka;ADAB CBA 
Kipicy;Kipica;Kipica;ADACABB 
Koszarawy;Koszarawa;Koszarawa;ADAAA 
Pyszki;Pyszka;Pyszka;ADAB 
Kępowej;Kępowa;Kępowa;CAB 
Nowosiedla;Nowosiedle;Nowosiedle;BDA 
Zaguźnicy;Zaguźnica;Zaguźnica;ADACABB 
Kocienia;Kocień;Kocień;ACACBAA 
Gajdówki;Gajdówka;Gajdówka;ADAB 
Zagórza;Zagórze;Zagórze;AEBAB 
Celiny;Celina;Celina;ADAAA 
Brzozowego Ługu;Brzozowy Ług;Brzozowy Ług;CAB ACABA 
Mirka;Mirek;Mirek;ABAC 
Bekieszy;Bekiesza;Bekiesza;ADACABB 
Salomei;Salomea;Salomea;ADACBAA 
Suchego Lasu;Suchy Las;Suchy Las;CAB ACAAAAA 
Skałbani;Skałbania;Skałbania;ADACBABA 
Tylwicy-Kolonii;Tylwica-Kolonia;Tylwica-Kolonia;ADACABB ADACBAA 
Brodku;Brodek;Brodek;ACABBA 
Wieliwiszczyzny;Wieliwiszczyzna;Wieliwiszczyzna;ADAAA 
Podmieścia;Podmieście;Podmieście;AEBAA 
Gwizdka;Gwizdek;Gwizdek;ACABBA 
Kuźnicy Lechowej;Kuźnica Lechowa;Kuźnica Lechowa;ADACABB ADACCAA 
Olszycy;Olszyca;Olszyca;ADACABB 
Sosnowca;Sosnowiec;Sosnowiec;ABAAAB 
Starej Chudoby;Stara Chudoba;Stara Chudoba;CAA ADAAA 
Polakowej Kolonii;Polakowa Kolonia;Polakowa Kolonia;CAB ADACBAA 
Poniatowej-Kolonii;Poniatowa-Kolonia;Poniatowa-Kolonia;ADACCAA ADACBAA 
Osowego;Osowe;Osowe;AEBBB 
Osowy;Osowa;Osowa;ADAAA 
Sakówki;Sakówka;Sakówka;ADAB 
Czubicy;Czubica;Czubica;ADACABB 
Wylezina;Wylezin;Wylezin;AAADAA 
Zabłota;Zabłoto;Zabłoto;AEAAAB 
Knapówki;Knapówka;Knapówka;ADAB 
Jantaru-Leśniczówki;Jantar-Leśniczówka;Jantar-Leśniczówka;ACAAAAA ADAB 
Misińcówki;Misińcówka;Misińcówka;ADAB 
Ogarówki;Ogarówka;Ogarówka;ADAB 
Szatanowej;Szatanowa;Szatanowa;ADACCAA 
Niklówki;Niklówka;Niklówka;ADAB 
Szyndziela;Szyndziel;Szyndziel;AAABCA 
Nowego Patoku;Nowy Patok;Nowy Patok;CAB ACABA 
Poddziału;Poddział;Poddział;ACAAAAA 
Sowizny;Sowizna;Sowizna;ADAAA 
Poćwiardówki;Poćwiardówka;Poćwiardówka;ADAB 
Garbatki;Garbatka;Garbatka;ADAB 
Głobikówki;Głobikówka;Głobikówka;ADAB 
Rzeszówki;Rzeszówka;Rzeszówka;ADAB 
Przystajni-Folwarku;Przystajnia-Folwark;Przystajnia-Folwark;ADACBAA ACABA 
Stasiakówki;Stasiakówka;Stasiakówka;ADAB 
Helenówki;Helenówka;Helenówka;ADAB 
Kurtówki;Kurtówka;Kurtówka;ADAB 
Hamulki;Hamulka;Hamulka;ADAB 
Dziwny;Dziwna;Dziwna;ADAAA 
Dziewierzewa;Dziewierzewo;Dziewierzewo;AEAAAB 
Kadłubu;Kadłub;Kadłub;ACAAAAA 
Szczupliniaka;Szczupliniak;Szczupliniak;ACABBA 
Aleksandrii Pierwszej;Aleksandria Pierwsza;Aleksandria Pierwsza;ADACBAA CAB 
Fiukówki;Fiukówka;Fiukówka;ADAB 
Stachówki Górnej;Stachówka Górna;Stachówka Górna;ADAB ADACCBA 
Gospodarza;Gospodarz;Gospodarz;AAABD 
Spokojnej;Spokojna;Spokojna;ADACCBA 
Dulnówki;Dulnówka;Dulnówka;ADAB 
Kopaniny Kaliszańskiej;Kopanina Kaliszańska;Kopanina Kaliszańska;ADAAA ADACCBB 
Reputki;Reputka;Reputka;ABAC 
Koszarki Drogowej;Koszarka Drogowa;Koszarka Drogowa;ADAB CAB 
Wieczystej;Wieczysta;Wieczysta;CAB 
Mitręgówki;Mitręgówka;Mitręgówka;ADAB 
Podoliny;Podolina;Podolina;ADAAA 
Tłuczykąta;Tłuczykąt;Tłuczykąt;ACAABAA 
Charściny;Charścina;Charścina;ADAAA 
Komorzewa;Komorzewo;Komorzewo;AEAAAB 
Głuszewa;Głuszewo;Głuszewo;AEAAAB 
Kruhela Małego;Kruhel Mały;Kruhel Mały;AAABCA CAB 
Obłosa;Obłos;Obłos;ACAABAA 
Kłodawy;Kłodawa;Kłodawa;ADAAA 
Jasieńczyka;Jasieńczyk;Jasieńczyk;ACABBA 
Patelni;Patelnia;Patelnia;ADACBAA 
Zbrudzewa;Zbrudzewo;Zbrudzewo;AEAAAB 
Kolonii Bąkowej;Kolonia Bąkowa;Kolonia Bąkowa;ADACBAA CAB 
Giełpsza;Giełpsz;Giełpsz;AAABD 
Podtrzcianki;Podtrzcianka;Podtrzcianka;ADAB 
Żelaznego Mostu;Żelazny Most;Żelazny Most;CAB ACAAAAA 
Wilkowej;Wilkowa;Wilkowa;CAB 
Klimka;Klimek;Klimek;ACABBA 
Wyżnego Pagórka;Wyżny Pagórek;Wyżny Pagórek;CAB ACABBA 
Podkopaniny;Podkopanina;Podkopanina;ADAAA 
Olszówki Dolnej;Olszówka Dolna;Olszówka Dolna;ADAB ADACCBA 
Spaleniska;Spalenisko;Spalenisko;AEAAAA 
Łucki;Łucka;Łucka;ADAB 
Starej Leśnej;Stara Leśna;Stara Leśna;CAA ADACCBA 
Nowego Majdanu;Nowy Majdan;Nowy Majdan;CAB ACAAAAA 
Majdanu Dolnego;Majdan Dolny;Majdan Dolny;ACAAAAA CAB 
Dobarzu;Dobarz;Dobarz;AAABD 
Mączyświatu;Mączyświat;Mączyświat;ACAABAB 
Bystrzycy Kłodzkiej;Bystrzyca Kłodzka;Bystrzyca Kłodzka;ADACABB ADACCBB 
Góraszki;Góraszka;Góraszka;ADAB 
Majdanu Skordiowskiego;Majdan Skordiowski;Majdan Skordiowski;ACAAAAA CBA 
Leśnickiego Młyna;Leśnicki Młyn;Leśnicki Młyn;CBA ACAABAA 
Kolonii Zaborowia;Kolonia Zaborowie;Kolonia Zaborowie;ADACBAA AEBAC 
Tadeuszówki Małej;Tadeuszówka Mała;Tadeuszówka Mała;ADAB CAB 
Szumlesia Szlacheckiego;Szumleś Szlachecki;Szumleś Szlachecki;AAABAB CBA 
Kolonii od Kuchar;Kolonia od Kuchar;Kolonia od Kuchar;ADACBAA ACAAAAA AAACAAAC 
Siwicy;Siwica;Siwica;ADACABB 
Zamiechowa;Zamiechów;Zamiechów;ACAABAA 
Piły-Młyna;Piła-Młyn;Piła-Młyn;ADAAA ACAABAA 
Babickiego;Babicki;Babicki;CBA 
Wiertelowej Dolnej;Wiertelowa Dolna;Wiertelowa Dolna;CAB ADACCBA 
Kokoca;Kokoc;Kokoc;ACACBC 
Judzianki;Judzianka;Judzianka;ADAB 
Wypchaju;Wypchaj;Wypchaj;ABAAAB 
Tarnawy Górnej;Tarnawa Górna;Tarnawa Górna;ADAAA ADACCBA 
Paradowszczyzny;Paradowszczyzna;Paradowszczyzna;ADAAA 
Młyna Radłów;Młyn Radły;Młyn Radły;ACAABAA AGAB 
Rudy-Pająka;Ruda-Pająk;Ruda-Pająk;ADAAA ABAC 
Dudorówki;Dudorówka;Dudorówka;ADAB 
Czyżówki;Czyżówka;Czyżówka;ADAB 
Macieczyny;Macieczyna;Macieczyna;AABCBAA 
Przyrzecza;Przyrzecze;Przyrzecze;AEBAB 
Maciejowca;Maciejowiec;Maciejowiec;ACACBC 
Joniny;Jonina;Jonina;ADAAA 
Pękalówki;Pękalówka;Pękalówka;ADAB 
Szyszkowca;Szyszkowiec;Szyszkowiec;ABAAAB 
Rzeczki;Rzeczka;Rzeczka;ADAB 
Czachorówki;Czachorówka;Czachorówka;ADAB 
Kolonii Średniej;Kolonia Średnia;Kolonia Średnia;ADACBAA CBB 
Siołkowej;Siołkowa;Siołkowa;CAB 
Ruchocinka;Ruchocinek;Ruchocinek;ACABBA 
Brzezowicy;Brzezowica;Brzezowica;ADACABB 
Bigosówki;Bigosówka;Bigosówka;ADAB 
Dejówki;Dejówka;Dejówka;ADAB 
Rogiedli;Rogiedle;Rogiedle;BBCA 
Niżniego Zarębka;Niżni Zarębek;Niżni Zarębek;AAFC ACABBA 
Lubomina;Lubomin;Lubomin;ACAABAA 
Reymontówki;Reymontówka;Reymontówka;ADAB 
Struszewa;Struszewo;Struszewo;AEAAAB 
Gniewu;Gniew;Gniew;ACAAAAA 
Gzichowa;Gzichów;Gzichów;ACAABAA 
Rybkówki;Rybkówka;Rybkówka;ADAB 
Golczewa;Golczewo;Golczewo;AEAAAB 
Powieszona;Powieszon;Powieszon;ACAABAA 
Bargowia;Bargowie;Bargowie;AEBAC 
Szelestu;Szelest;Szelest;ACAAAAA 
Golimówki;Golimówka;Golimówka;ADAB 
Wieżycy;Wieżyca;Wieżyca;ADACABB 
Starej Piły;Stara Piła;Stara Piła;CAA ADAAA 
Marydołu;Marydół;Marydół;ACAAAAA 
Rudy-Czernika;Ruda-Czernik;Ruda-Czernik;ADAAA ACABBA 
Senatorówki;Senatorówka;Senatorówka;ADAB 
Wólki Zastawskiej;Wólka Zastawska;Wólka Zastawska;ADAB ADACCBB 
Chełstu-Wschodu;Chełst-Wschód;Chełst-Wschód;ACAAAAA ACAAAAA 
Dzielnicy Boguszyckiej;Dzielnica Boguszycka;Dzielnica Boguszycka;ADACABB CBA 
Śliwkuli;Śliwkula;Śliwkula;ADACBABA 
Krystynki;Krystynka;Krystynka;ADAB 
Tarpna;Tarpno;Tarpno;AEAAAB 
Machowa;Machów;Machów;ACAABAA 
Wyrwy;Wyrwa;Wyrwa;ADAAA 
Muru;Mur;Mur;ACAAAAA 
Wielkiego Dołu;Wielki Dół;Wielki Dół;CBA ACAAAAA 
Suwajowej;Suwajowa;Suwajowa;CAB 
Palarzówki;Palarzówka;Palarzówka;ADAB 
Borkowizny Dolnej;Borkowizna Dolna;Borkowizna Dolna;ADAAA ADACCBA 
Zamkówki;Zamkówka;Zamkówka;ADAB 
Kolonii Wiatracznej;Kolonia Wiatraczna;Kolonia Wiatraczna;ADACBAA ADACCBA 
Świniego Rowu;Świni Rów;Świni Rów;AAFC ACAAAAA 
Belgradu;Belgrad;Belgrad;ACAAAAA 
Budzówki;Budzówka;Budzówka;ADAB 
Łekna;Łekno;Łekno;AEAAAB 
Świerży;Świerża;Świerża;ADACABB 
Wewierza;Wewierz;Wewierz;ABAAC 
Końcóweka;Końcówek;Końcówek;ACABBA 
Bezku Dębińskiego;Bezek Dębiński;Bezek Dębiński;ACABBA AAFB 
Złotowizny;Złotowizna;Złotowizna;ADAAA 
Habdasówki;Habdasówka;Habdasówka;ADAB 
Łabnówki;Łabnówka;Łabnówka;ADAB 
Orła;Orło;Orło;AEAAAB 
Lipki-Podborza;Lipka-Podborze;Lipka-Podborze;ADAB AEBAB 
Koszarkówki;Koszarkówka;Koszarkówka;ADAB 
Kolonii Burdąga;Kolonia Burdąg;Kolonia Burdąg;ADACBAA ACABBA 
Rynku Północnego;Rynek Północny;Rynek Północny;ABAC CAB 
Kapustowej;Kapustowa;Kapustowa;CAB 
Wólki Jurkowej;Wólka Jurkowa;Wólka Jurkowa;ADAB CAB 
Placencji;Placencja;Placencja;ADACBAA 
Handlarki;Handlarka;Handlarka;ADAB 
Chabska;Chabsko;Chabsko;CBA 
Ściborówki;Ściborówka;Ściborówka;ADAB 
Liwośki;Liwośka;Liwośka;ADAB 
Kolonii Kawałka;Kolonia Kawałek;Kolonia Kawałek;ADACBAA ACABBA 
Parysa;Parys;Parys;AAADAA 
Zucielca;Zucielec;Zucielec;ABAAAB 
Rezlerki;Rezlerka;Rezlerka;ADAB 
Górnej Słociny;Górna Słocina;Górna Słocina;ADACCBA ADAAA 
Szczotkowia;Szczotkowie;Szczotkowie;AEBAC 
Lipowiny;Lipowina;Lipowina;ADAAA 
Dębówki;Dębówka;Dębówka;ADAB 
Świerkówki;Świerkówka;Świerkówka;ADAB 
Pruchnej-Dworca;Pruchna-Dworzec;Pruchna-Dworzec;ADACCBA ACACBC 
Tyrawy Wołoskiej;Tyrawa Wołoska;Tyrawa Wołoska;ADAAA ADACCBB 
Będzieszewa;Będzieszewo;Będzieszewo;AEAAAB 
Kędzierówki;Kędzierówka;Kędzierówka;ADAB 
Sobkowizny;Sobkowizna;Sobkowizna;ADAAA 
Irenówki;Irenówka;Irenówka;ADAB 
Kolonii Chorzew;Kolonia Chorzew;Kolonia Chorzew;ADACBAA ACAAAAA 
Czarnakowizny;Czarnakowizna;Czarnakowizna;ADAAA 
Kozielska;Kozielsko;Kozielsko;AEAAAA 
Kościelnicy;Kościelnica;Kościelnica;ADACABB 
Bączkowca;Bączkowiec;Bączkowiec;ABAAAB 
Stołecznej;Stołeczna;Stołeczna;CAB 
Oślaka;Oślak;Oślak;ABAC 
Małej Kępiny;Mała Kępina;Mała Kępina;CAB ADAAA 
Zawady Nowej;Zawada Nowa;Zawada Nowa;ADAAA ADACCAA 
Wielbina;Wielbin;Wielbin;ABABAAA 
Przylepki;Przylepka;Przylepka;ADAB 
Karczowizny;Karczowizna;Karczowizna;ADAAA 
Złotego Lasu;Złoty Las;Złoty Las;CAB ACAAAAA 
Chełmu;Chełm;Chełm;ACAAAAA 
Jasionnej-Folwarku;Jasionna-Folwark;Jasionna-Folwark;CAB ACABA 
Kozicy;Kozica;Kozica;ADACABB 
Jeziora;Jezioro;Jezioro;AEAAAB 
Krzewa;Krzewo;Krzewo;AEAAAB 
Paczyny;Paczyna;Paczyna;AABCBAA 
Wojtasówki;Wojtasówka;Wojtasówka;ADAB 
Kolonii Lachówki;Kolonia Lachówka;Kolonia Lachówka;ADACBAA ADAB 
Bobowej-Miasta;Bobowa-Miasto;Bobowa-Miasto;CAB AEAAAB 
Załawia;Załawie;Załawie;AEBAC 
Golonki;Golonka;Golonka;ADAB 
Wojtowiczówki;Wojtowiczówka;Wojtowiczówka;ADAB 
Wiatrówki;Wiatrówka;Wiatrówka;ADAB 
Ołowianki;Ołowianka;Ołowianka;ADAB 
Sypytki;Sypytka;Sypytka;ADAB 
Przedłęzia;Przedłęzie;Przedłęzie;AEBAC 
Brzozowej Smugi;Brzozowa Smuga;Brzozowa Smuga;ADACCAA ADAB 
Dybawki;Dybawka;Dybawka;ADAB 
Giemniówki;Giemniówka;Giemniówka;ADAB 
Kolonii Piotraszewa;Kolonia Piotraszewo;Kolonia Piotraszewo;ADACBAA AEAAAB 
Osetnika;Osetnik;Osetnik;ABAC 
Kadzi;Kadź;Kadź;BBCA 
Portowej;Portowa;Portowa;CAB 
Zatwardzia;Zatwardzie;Zatwardzie;AEBAC 
Trębowca Dużego;Trębowiec Duży;Trębowiec Duży;ABAAAB AAEA 
Międzygórza;Międzygórze;Międzygórze;AEBAA 
Filówki;Filówka;Filówka;ADAB 
Od Rusinowa;Od Rusinowa;Od Rusinowa;ACAAAAA ADAAA 
Miedźnej;Miedźna;Miedźna;ADACCBA 
Ignatowizny;Ignatowizna;Ignatowizna;ADAAA 
Kocikowej;Kocikowa;Kocikowa;ADACCAA 
Dunkowej;Dunkowa;Dunkowa;CAB 
Sztynortu Małego;Sztynort Mały;Sztynort Mały;ACAAAAA CAB 
Pustelnikowej;Pustelnikowa;Pustelnikowa;ADACCAA 
Miejskiej Dąbrowy;Miejska Dąbrowa;Miejska Dąbrowa;ADACCBB ADAAA 
Ruksa-Młyna;Ruks-Młyn;Ruks-Młyn;ABABAAA ACAABAA 
Niżowej;Niżowa;Niżowa;CAB 
Podmorawicy;Podmorawica;Podmorawica;ADACABB 
Miłowca;Miłowiec;Miłowiec;ACACBC 
Wymysłowa;Wymysłowo;Wymysłowo;AEAAAB 
Niezgody;Niezgoda;Niezgoda;ADAAA 
Tywęz;Tywęzy;Tywęzy;AGAAA 
Utrówki;Utrówka;Utrówka;ADAB 
Teodorówki;Teodorówka;Teodorówka;ADAB 
Żurkowej;Żurkowa;Żurkowa;CAB 
Kozłowca;Kozłowiec;Kozłowiec;ACACBC 
Koźbiałówki;Koźbiałówka;Koźbiałówka;ADAB 
Nikodemówki;Nikodemówka;Nikodemówka;ADAB 
Przywidza;Przywidz;Przywidz;AAABAB 
Czyżewki;Czyżewka;Czyżewka;ADAB 
Domaradzkiej Kuźni;Domaradzka Kuźnia;Domaradzka Kuźnia;ADACCBB ADACBAA 
Krężnicy;Krężnica;Krężnica;ADACABB 
Fiślerówki;Fiślerówka;Fiślerówka;ADAB 
Pierwoszewa;Pierwoszewo;Pierwoszewo;AEAAAB 
Partecznika;Partecznik;Partecznik;ACABBA 
Starego Pawłowa;Stary Pawłów;Stary Pawłów;CAA ABABAAA 
Sławki Małej;Sławka Mała;Sławka Mała;ADAB CAB 
Wrzeszewa;Wrzeszewo;Wrzeszewo;AEAAAB 
Secówki;Secówka;Secówka;ADAB 
Zawady Starej;Zawada Stara;Zawada Stara;ADAAA CAA 
Dzieczewa;Dzieczewo;Dzieczewo;AEAAAB 
Gruszkowej;Gruszkowa;Gruszkowa;CAB 
Chostki;Chostka;Chostka;ADAB 
Machajowej;Machajowa;Machajowa;CAB 
Dąbrowy Białostockiej;Dąbrowa Białostocka;Dąbrowa Białostocka;ADAAA CBA 
Praszki;Praszka;Praszka;ADAB 
Madlówki;Madlówka;Madlówka;ADAB 
Podsigły;Podsigła;Podsigła;ADAAA 
