Dopełniacz;Mianownik
Drogoradza;Drogoradz
Kleszczel;Kleszczele
Gręzówki;Gręzówka
Bzówca;Bzówiec
Kotek;Kotki
Dobronia;Dobroń
Repczyczyc;Repczyce
Konstantyna;Konstantyn
Unikowa;Unikowo
Rokiciny;Rokicina
Rzerzęczyczyc;Rzerzęczyce
Miłkowic;Miłkowice
Łężkowic;Łężkowice
Jaskry;Jaskra
Dziurdziołów;Dziurdzioły
Krawców;Krawce
Różkowa;Różkowo
Dębska;Dębsk
Radziejowej;Radziejowa
Drogoszewa;Drogoszewo
Niewierowa;Niewierowo
Dziechlina;Dziechlino
Bysiny;Bysina
Błogosławia;Błogosławie
Sobącza;Sobącz
Żółtek;Żółtki
Bodziejowic;Bodziejowice
Kuszewa;Kuszewo
Człekówki;Człekówka
Chorchos;Chorchosy
Proszkowic;Proszkowice
Rochówka;Rochówek
Powielina;Powielin
Rogóżki;Rogóżka
Rogóżek;Rogóżki
Koniczynki;Koniczynka
Białoskór;Białoskóry
Rozbitówki;Rozbitówka
Glińska;Glińsk
Ciepłowód;Ciepłowody
Szczekocin;Szczekociny
Boluminka;Boluminek
Olszaków;Olszaki
Domatkowa;Domatków
Szczodrzejewa;Szczodrzejewo
Spędoszyna;Spędoszyn
Haćkciek;Haćki
Piesna;Piesno
Czartówka;Czartówek
Chajczyn;Chajczyny
Skroblaków;Skroblaki
Palczowic;Palczowice
Dobrzyjałowa;Dobrzyjałowo
Grymiaczek;Grymiaczki
Gorzanki;Gorzanka
Kadzidła;Kadzidło
Zadworza;Zadworze
Kornego;Korne
Wiktoryna;Wiktoryn
Horodnianian;Horodniany
Mikut;Mikuty
Szli;Szla
Radkowic;Radkowice
Kacperówki;Kacperówka
Wrzosków;Wrzoski
Brzegu;Brzeg
Cięćka;Cięćk
Wojewodzina;Wojewodzin
Redzikowa;Redzikowo
Liniewka;Liniewko
Korolówki;Korolówka
Droszowa;Droszów
Polnicy;Polnica
Misiadli;Misiadla
Stańczyków;Stańczyki
Grębocicic;Grębocice
Wąchocka;Wąchock
Oleśnik;Oleśniki
Kikołów;Kikoły
Horodka;Horodek
Kryłowa;Kryłów
Otrocza;Otrocz
Moch;Mochy
Chocicza;Chocicz
Popioł;Popioły
Wojniak;Wojniaki
Tymawy;Tymawa
Gościkowa;Gościkowo
Dziektarzewa;Dziektarzewo
Kałtek;Kałtki
Wojakowej;Wojakowa
Bowętowa;Bowętów
Raciszyna;Raciszyn
Zbyczyny;Zbyczyna
Goraja;Goraj
Wiejkówka;Wiejkówko
Słonina;Słonin
Drożdżowa;Drożdżów
Nędzerzewa;Nędzerzew
Strzyżmina;Strzyżmin
Mokobód;Mokobody
Młynkowa;Młynkowo
Jeziorki;Jeziorka
Jeziorek;Jeziorki
Jeziorka;Jeziorko
Kozodrzy;Kozodrza
Janiewic;Janiewice
Kąkolewa;Kąkolewo
Boguchwałowic;Boguchwałowice
Grazymowa;Grazymowo
Świątnik;Świątniki
Suchostrugi;Suchostruga
Pniewitego;Pniewite
Bełsznicy;Bełsznica
Plewniaka;Plewniak
Siechnic;Siechnice
Kowies;Kowiesy
Bzowca;Bzowiec
Kikoła;Kikół
Mąkoszyna;Mąkoszyn
Łęk;Łęki
Popowa;Popowo
Tyśmienicy;Tyśmienica
Faszcz;Faszcze
Łęki;Łęka
Słaboszewa;Słaboszewo
Łuczynowa;Łuczynów
Postołowa;Postołowo
Dominiczyna;Dominiczyn
Piotrkówka;Piotrkówek
Łochyni;Łochynia
Drużbina;Drużbin
Kulowa;Kulów
Warłowa;Warłów
Samsieczna;Samsieczno
Łojewa;Łojewo
Babianki;Babianka
Sędzimirowa;Sędzimirów
Halinina;Halinin
Kijowa;Kijów
Ciechrza;Ciechrz
Zimnicy;Zimnica
Koryczan;Koryczany
Zahoczewia;Zahoczewie
Kołoszyna;Kołoszyn
Gajnika;Gajnik
Bryk;Bryki
Moczalca;Moczalec
Strzelni;Strzelnia
Gajówki;Gajówka
Skrzelewa;Skrzelew
Podbuszyc;Podbuszyce
Gajówek;Gajówki
Cychr;Cychry
Młynnnego;Młynne
Wronów;Wronowy
Parkoczewa;Parkoczewo
Mroczkowej;Mroczkowa
Rosolina;Rosolin
Tarkawicy;Tarkawica
Wronowa;Wronowo
Owczegłów;Owczegłowy
Zelgniewa;Zelgniewo
Nowokornina;Nowokornino
Kłudna;Kłudno
Sobaniowa;Sobaniów
Astachowic;Astachowice
Trzebniowa;Trzebniów
Niedyszyny;Niedyszyna
Stoszewa;Stoszewo
Pozezdrza;Pozezdrze
Swędkowa;Swędkowo
Żurawic;Żurawice
Żurawicy;Żurawica
Wrońca;Wroniec
Węgorzyna;Węgorzyn
Jaromierza;Jaromierz
Skokowej;Skokowa
Bolci;Bolcie
Zasowa;Zasów
Kobuziów;Kobuzie
Rybocicic;Rybocice
Gęsińca;Gęsiniec
Seweryna;Seweryn
Krowic;Krowice
Krowicy;Krowica
Młodzikowa;Młodzikowo
Majmławek;Majmławki
Miechcina;Miechcin
Wojczyczyc;Wojczyce
Kotowskiego;Kotowskie
Paskud;Paskudy
Brzekińca;Brzekiniec
Kielchinowa;Kielchinów
Tłuściećca;Tłuściec
Gumnowic;Gumnowice
Brzuśni;Brzuśnia
Ogrójec;Ogrójce
Brzuśnika;Brzuśnik
Stróżnej;Stróżna
Witoldzina;Witoldzin
Piątkowic;Piątkowice
Terech;Terechy
Mieczysławówki;Mieczysławówka
Dziankówka;Dziankówek
Redak;Redaki
Wysina;Wysin
Męczenina;Męczenino
Księżaka;Księżak
Masłowa;Masłów
Cekowa;Ceków
Zakępia;Zakępie
Siekierzyc;Siekierzyce
Kujaw;Kujawy
Warszkowa;Warszkowo
Przywilcza;Przywilcz
Licht;Lichty
Brzeziczek;Brzeziczki
Kujawy;Kujawa
Zawiszowa;Zawiszów
Klocówki;Klocówka
Trojaczkowic;Trojaczkowice
Świryd;Świrydy
Maliszewa;Maliszew
Stabieńszczyzny;Stabieńszczyzna
Rzadkowa;Rzadkowo
Tomaszówki;Tomaszówka
Wystoka;Wystok
Lasowca;Lasowiec
Karkowa;Karkowo
Rzężaw;Rzężawy
Koszoł;Koszoły
Kotła;Kocieł
Pyz;Pyzy
Rącznej;Rączna
Kalichowszczyzny;Kalichowszczyzna
Franek;Franki
Werejec;Werejce
Letnina;Letnin
Zubrzyc;Zubrzyce
Radymna;Radymno
Husinki;Husinka
Niebędzina;Niebędzino
Brzuchani;Brzuchania
Sieradzic;Sieradzice
Pobołowic;Pobołowice
Jaroszowic;Jaroszowice
Łabędziewa;Łabędziewo
Kumiałtowic;Kumiałtowice
Siemianowa;Siemianów
Żelisławia;Żelisław
Słabkowic;Słabkowice
Ciechlina;Ciechlin
Kłonowa;Kłonowo
Kawczyna;Kawczyno
Zamku;Zamek
Trzyciąża;Trzyciąż
Wołuczy;Wołucza
Kochania;Kochań
Mozgowiny;Mozgowina
Tworzyjanowa;Tworzyjanów
Drogomyśla;Drogomyśl
Baranowa;Baranów
Kleszczówki;Kleszczówka
Łebieńca;Łebieniec
Rańska;Rańsko
Solinki;Solinka
Dłużniewic;Dłużniewice
Giewartowa;Giewartów
Pelnika;Pelnik
Dzielina;Dzielin
Pruszcza;Pruszcz
Szczurawic;Szczurawice
Ochoży;Ochoża
Gietrzwałdu;Gietrzwałd
Kiełpina;Kiełpino
Sypitek;Sypitki
Marzęcina;Marzęcino
Miszor;Miszory
Orzeszkowa;Orzeszkowo
Jurowiec;Jurowce
Zborówka;Zborówko
Rozalina;Rozalin
Osoli;Osola
Stopnicy;Stopnica
Zaczerlan;Zaczerlany
Żelechlinka;Żelechlinek
Różanowic;Różanowice
Uniesławia;Uniesław
Szyszkowa;Szyszków
Ślęcina;Ślęcin
Kiersztanówka;Kiersztanówko
Klekotnej;Klekotna
Jarandowa;Jarandowo
Skwar;Skwary
Kwakowa;Kwakowo
Ełku;Ełk
Wielimowa;Wielimowo
Kostrzynka;Kostrzynek
Dębionki;Dębionka
Mesznej;Meszna
Kłębanowic;Kłębanowice
Meszna;Meszno
Antoniny;Antonina
Legardy;Legarda
Chlebowa;Chlebowo
Ryczek;Ryczki
Trzeboszowic;Trzeboszowice
Bukowna;Bukowno
Bukownej;Bukowna
Kałuż;Kałuże
Jarczechowa;Jarczechowo
Jarotek;Jarotki
Chełstowa;Chełstowo
Toni;Tonia
Bystrza;Bystrze
Peńskich;Peńskie
Tonina;Tonin
Będziechowa;Będziechów
Patoku;Patok
Pasymia;Pasym
Wierzchu;Wierzch
Spławiec;Spławce
Sobianowic;Sobianowice
Osnowa;Osnowo
Lafajetowa;Lafajetowo
Lubachowa;Lubachów
Muniakowic;Muniakowice
Biłgoraja;Biłgoraj
Gadek;Gadki
Gadki;Gadka
Chomic;Chomice
Klembowa;Klembów
Skorczowa;Skorczów
Wylanu;Wylan
Kwasowa;Kwasowo
Jońca;Joniec
Wartowic;Wartowice
Doręgowic;Doręgowice
Zacisza;Zacisze
Suchoraby;Suchoraba
Nieledwi;Nieledew
Grobel;Groble
Grobli;Grobla
Jagodni;Jagodnia
Jagodnika;Jagodnik
Truszczanka;Truszczanek
Pinczyna;Pinczyn
Cudnowa;Cudnów
Kokoszczyna;Kokoszczyn
Płaskiej;Płaska
Spędów;Spędy
Parszczyczyc;Parszczyce
Ogorzelca;Ogorzelec
Luborczy;Luborcza
Stępocicic;Stępocice
Wieszyna;Wieszyno
Janowicz;Janowicze
Knowia;Knowie
Zatorowizny;Zatorowizna
Księżowoli;Księżowola
Warsztów;Warszty
Wałdowa;Wałdowo
Samic;Samice
Trab;Traby
Polulul;Polule
Rożek;Rożki
Michowa;Michów
Weskajm;Weskajmy
Radacza;Radacz
Suchego;Suche
Rozdziałów;Rozdziały
Pięćmorgów;Pięćmorgi
Bieczewa;Bieczewo
Bąblinka;Bąblinek
Marklowic;Marklowice
Wyrowa;Wyrów
Santoczna;Santoczno
Czarnkowia;Czarnkowie
Podrzeczan;Podrzeczany
Dodatków;Dodatki
Chrustów;Chrusty
Bięcina;Bięcino
Lecki;Lecka
Szczepidła;Szczepidło
Zborowa;Zborowo
Błaszkowa;Błaszków
Poluniec;Poluńce
Nagórzanek;Nagórzanki
Piekielnika;Piekielnik
Połczyna;Połczyno
Niemiec;Niemce
Niemcza;Niemcz
Kochlewa;Kochlew
Szarlejki;Szarlejka
Jurowlan;Jurowlany
Juhany;Juhana
Zaboru;Zabór
Kościanek;Kościanki
Mętlewa;Mętlew
Borzejewa;Borzejewo
Kościanki;Kościanka
Jaszczołt;Jaszczołty
Jasnopola;Jasnopole
Skórzewa;Skórzewo
Skórzewy;Skórzewa
Galominka;Galominek
Turkołówki;Turkołówka
Rabaliny;Rabalina
Polamów;Polamy
Włynic;Włynice
Turzonki;Turzonka
Skórkowic;Skórkowice
Szczodrowa;Szczodrów
Bożanowa;Bożanów
Chrośnicy;Chrośnica
Grębanina;Grębanin
Grażyny;Grażyna
Legnicy;Legnica
Witkowa;Witkowo
Szumiącej;Szumiąca
Fiedorowizny;Fiedorowizna
Tomin;Tominy
Wyszyny;Wyszyna
Jadwigowa;Jadwigowo
Szczecna;Szczecno
Ciółkowa;Ciółkowo
Prądzonki;Prądzonka
Zachwiejowa;Zachwiejów
Pstrowa;Pstrowo
Wistki;Wistka
Chrostkowa;Chrostkowo
Maleszowej;Maleszowa
Wyczółkowa;Wyczółkowo
Sobowidza;Sobowidz
Brzozowej;Brzozowa
Sieprawek;Sieprawki
Brzozowa;Brzozowo
Kowalowiec;Kowalowce
Jegławek;Jegławki
Janikowic;Janikowice
Lipowicy;Lipowica
Ciszycy;Ciszyca
Międzygórza;Międzygórz
Troszyna;Troszyn
Andrzejewa;Andrzejewo
Możdżeni;Możdżenie
Buchałowa;Buchałów
Jedlic;Jedlice
Poręb;Poręby
Zofiewa;Zofiewo
Próli;Próle
Poręby;Poręba
Pozowic;Pozowice
Chudzowic;Chudzowice
Lambertowa;Lambertowo
Radziborza;Radzibórz
Mytarzy;Mytarz
Orzelca;Orzelec
Bielska;Bielsko
Opoczek;Opoczki
Wąglikowic;Wąglikowice
Opoczki;Opoczka
Okręgu;Okręg
Sierpówka;Sierpówko
Ludźmierza;Ludźmierz
Ciemiętnik;Ciemiętniki
Wrzącej;Wrząca
Wylazłowa;Wylazłów
Siciarza;Siciarz
Niepli;Niepla
Siwkowic;Siwkowice
Kuligowa;Kuligów
Słomina;Słomin
Woryn;Woryny
Walinnny;Walinna
Moniak;Moniaki
Bożejewka;Bożejewko
Łęgut;Łęguty
Gozdowic;Gozdowice
Nienawiszcza;Nienawiszcz
Miedzierzy;Miedzierza
Tarnówki;Tarnówka
Miliszew;Miliszewy
Tarnówka;Tarnówko
Oblasów;Oblasy
Sytek;Sytki
Perkowic;Perkowice
Dobrzejewic;Dobrzejewice
Piątku;Piątek
Węży;Węże
Węży;Węża
Radzimowic;Radzimowice
Radzieszyna;Radzieszyn
Rybowa;Rybowo
Ostrykołu;Ostrykół
Piskorzów;Piskorze
Łomnicy;Łomnica
Roguska;Rogusko
Kęcerzyna;Kęcerzyn
Suminy;Sumina
Rutkowszczyzny;Rutkowszczyzna
Raszelek;Raszelki
Żelewa;Żelewo
Korczycowa;Korczyców
Sułówka;Sułówek
Igłowic;Igłowice
Wróblówki;Wróblówka
Ruska;Rusko
Mikułowej;Mikułowa
Baranów;Barany
Boszkowa;Boszkowo
Dalborowic;Dalborowice
Kołacinka;Kołacinek
Urbańszczyzny;Urbańszczyzna
Wierzejewic;Wierzejewice
Radunka;Radunek
Strzegomka;Strzegomek
Glinek;Glinki
Malni;Malnia
Ciemniewka;Ciemniewko
Glinki;Glinka
Wójcina;Wójcin
Wójcika;Wójcik
Sobiemyśla;Sobiemyśl
Filipowic;Filipowice
Naterek;Naterki
Kamilewa;Kamilew
Wielobłot;Wielobłota
Chrzelic;Chrzelice
Lekaszyna;Lekaszyn
Słowików;Słowiki
Pieradeł;Pieradła
Topólczy;Topólcza
Dziecinina;Dziecinin
Dziarnowa;Dziarnów
Ogórków;Ogórki
Jadwinowa;Jadwinów
Kozowa;Kozów
Remiszewa;Remiszew
Kraszowa;Kraszów
Nierybna;Nierybno
Zastawek;Zastawki
Kostrogaju;Kostrogaj
Meca;Mec
Kotarszyna;Kotarszyn
Rdułtowic;Rdułtowice
Lewickich;Lewickie
Orłowa;Orłów
Łuszkowa;Łuszkowo
Łęska;Łęsko
Zubowa;Zubowo
Posiadał;Posiadały
Tykadłowa;Tykadłów
Barcikowa;Barcikowo
Pliskowoli;Pliskowola
Windykajm;Windykajmy
Berdychowa;Berdychów
Świlczy;Świlcza
Siostrzytowa;Siostrzytów
Osowca;Osowiec
Werechań;Werechanie
Końca;Koniec
Torunia;Toruń
Sitkowa;Sitkowo
Gniewinka;Gniewinko
Dolan;Dolany
Podborowa;Podborowo
Dzierżanowa;Dzierżanowo
Matiaszowa;Matiaszów
Mierzanowa;Mierzanów
Kropiwna;Kropiwno
Korzenicy;Korzenica
Żywca;Żywiec
Biesowa;Biesowo
Czeputki;Czeputka
Daszów;Dasze
Perzyc;Perzyce
Dzieżek;Dzieżki
Markowizny;Markowizna
Niewiatrowic;Niewiatrowice
Ogorzelewa;Ogorzelewo
Wysieradza;Wysieradz
Cerkwicy;Cerkwica
Gostchorzy;Gostchorz
Płociczna;Płociczno
Rożniatowic;Rożniatowice
Będźmierowic;Będźmierowice
Bojana;Bojano
Zdanów;Zdany
Marchewek;Marchewki
Niegowici;Niegowić
Bojan;Bojany
Dobropola;Dobropole
Szczawy;Szczawa
Henryszewa;Henryszew
Mzdowa;Mzdowo
Sortyki;Sortyka
Taszowa;Taszów
Szparek;Szparki
Ośniszczewka;Ośniszczewko
Sinołęki;Sinołęka
Słaborowic;Słaborowice
Goryszewa;Goryszewo
Laskówka;Laskówko
Wisznic;Wisznice
Aleksandrii;Aleksandria
Gintra;Gintro
Lubczynka;Lubczynek
Powiadaczy;Powiadacze
Krasewa;Krasew
Węgrzec;Węgrzce
Biadaszki;Biadaszka
Biadaszek;Biadaszki
Podborska;Podborsko
Niedźwiedzy;Niedźwiedza
Myszakowa;Myszaków
Wrociszewa;Wrociszew
Kosina;Kosin
Lipiec;Lipce
Moszyc;Moszyce
Wiesiółki;Wiesiółka
Budziszynka;Budziszynek
Soból;Sobole
Nowokolnego;Nowokolno
Głuchołaz;Głuchołazy
Somaninin;Somaniny
Chudaczewa;Chudaczewo
Stróżewa;Stróżewo
Laskowa;Lasków
Czarkowa;Czarkowo
Kłokęcina;Kłokęcin
Głogówka;Głogówko
Mlecz;Mlecze
Garwoła;Garwół
Zawierzbia;Zawierzbie
Korzeniaków;Korzeniaki
Czarkowego;Czarkowy
Chąśna;Chąśno
Gąsiorówka;Gąsiorówek
Siecieborowic;Siecieborowice
Gołębic;Gołębice
Grzywnika;Grzywnik
Wróblewa;Wróblew
Dziuchowa;Dziuchów
Kościernicy;Kościernica
Mirkowic;Mirkowice
Sułocinka;Sułocinek
Niegibalic;Niegibalice
Chwarzenka;Chwarzenko
Gącza;Gącz
Krzykacza;Krzykacz
Olzy;Olza
Czesławina;Czesławin
Kopi;Kopie
Kamiennika;Kamiennik
Okoleńca;Okoleniec
Potencjanowa;Potencjanów
Tolkowca;Tolkowiec
Rogaczewa;Rogaczewo
Firlusa;Firlus
Wolwarku;Wolwark
Błędostowa;Błędostowo
Płudów;Płudy
Świnobrodu;Świnobród
Pielaszowa;Pielaszów
Dozin;Doziny
Kasprowa;Kasprowo
Szczepanowic;Szczepanowice
Jazdowiczek;Jazdowiczki
Pogranicza;Pogranicze
Równej;Równa
Biernowa;Biernów
Wymykowa;Wymykowo
Zbożennny;Zbożenna
Krzesławic;Krzesławice
Drzazg;Drzazgi
Młodolina;Młodolino
Dalewa;Dalewo
Antoniewa;Antoniew
Przybynina;Przybynin
Strzęboszowa;Strzęboszów
Kałka;Kałek
Morun;Moruny
Biadaczewa;Biadaczew
Pięczkowa;Pięczkowo
Olszyńca;Olszyniec
Wityn;Wityny
Tuchomia;Tuchomie
Kiwit;Kiwity
Mierzynowa;Mierzynów
Twardosławic;Twardosławice
Pilichówka;Pilichówko
Teratyna;Teratyn
Izdebna;Izdebno
Żukowic;Żukowice
Sławikowa;Sławików
Rybojadów;Rybojady
Dalabuszek;Dalabuszki
Błońca;Błoniec
Kłoniczek;Kłoniczki
Wakułowicz;Wakułowicze
Płonczyna;Płonczyn
Kłyżowa;Kłyżów
Królikowic;Królikowice
Śliwnicy;Śliwnica
Piszewa;Piszewo
Komorna;Komorno
Komornej;Komorna
Kałmuk;Kałmuki
Narewki;Narewka
Ołpin;Ołpiny
Chojewa;Chojewo
Kondrat;Kondraty
Przyjezierza;Przyjezierze
Wrocenia;Wroceń
Rosin;Rosiny
Niemieryczowa;Niemieryczów
Jaty;Jata
Prażmowa;Prażmów
Biernatowa;Biernatowo
Mikołajowej;Mikołajowa
Rąkcicic;Rąkcice
Suków;Sukowy
Ciszy;Cisza
Gaików;Gaiki
Łosinnna;Łosinno
Ksawerów;Ksawery
Wiktorówka;Wiktorówek
Łowna;Łowno
Wierzbnicy;Wierzbnica
Milwina;Milwino
Lubni;Lubnia
Przemykowa;Przemyków
Minięt;Minięta
Pęzy;Pęza
Nowodworu;Nowodwór
Kunika;Kunik
Kunina;Kunin
Lelit;Lelity
Gruty;Gruta
Pęz;Pęzy
Bzitego;Bzite
Pakosławia;Pakosław
Radźków;Radźki
Skibna;Skibno
Sulechowa;Sulechów
Bierzyna;Bierzyn
Chmielenia;Chmieleń
Budzienia;Budzień
Opatówka;Opatówek
Wierzchłowców;Wierzchłowce
Świątkowizny;Świątkowizna
Kicin;Kiciny
Giżyna;Giżyno
Pierania;Pieranie
Kiciny;Kicina
Mochla;Mochle
Hukowicz;Hukowicze
Tereszewa;Tereszewo
Jarochówka;Jarochówek
Jodłowa;Jodłów
Rurzycy;Rurzyca
Białogórzynka;Białogórzynko
Trzcińska;Trzcińsk
Lipienicy;Lipienica
Lipienic;Lipienice
Mochowa;Mochowo
Dębiczka;Dębiczek
Krężołka;Krężołek
Małaszowic;Małaszowice
Mórki;Mórka
Gąszczyka;Gąszczyk
Lubanic;Lubanice
Szarłatowa;Szarłatów
Rosanowa;Rosanów
Ostrowia;Ostrowie
Ciesznowa;Ciesznów
Przytulanki;Przytulanka
Trzeszyna;Trzeszyn
Lucina;Lucin
Lucimia;Lucim
Mściwuj;Mściwuje
Czartowca;Czartowiec
Paprosa;Papros
Zagrodna;Zagrodno
Bożejewic;Bożejewice
Łobżan;Łobżany
Berezy;Bereza
Zawoi;Zawoje
Tarasu;Taras
Benic;Benice
Chmielewa;Chmielew
Mijanowa;Mijanowo
Bydłowej;Bydłowa
Krzepiszyna;Krzepiszyn
Piskorzówka;Piskorzówek
Suchanówka;Suchanówko
Tomkowic;Tomkowice
Chmielka;Chmielek
Zieni;Zienie
Kretlewa;Kretlewo
Lińca;Liniec
Kisielewa;Kisielewo
Święcan;Święcany
Wyrzeki;Wyrzeka
Żdżarek;Żdżarki
Podlesia;Podlesie
Łącznika;Łącznik
Mazowszan;Mazowszany
Płocia;Płocie
Więckowa;Więcków
Krępkowic;Krępkowice
Głęboczka;Głęboczek
Radolina;Radolin
Płocina;Płocin
Świerczka;Świerczek
Baranówka;Baranówko
Jaskółowa;Jaskółowo
Grzegórzek;Grzegórzki
Grzanki;Grzanka
Siczek;Siczki
Kopic;Kopice
Ćwiklic;Ćwiklice
Zdrojek;Zdrojki
Warszówki;Warszówka
Gostyni;Gostynie
Piotrowej;Piotrowa
Piotrowa;Piotrowo
Gierczyczyc;Gierczyce
Gostynina;Gostynin
Zaostrowia;Zaostrów
Grąpy;Grąpa
Powałkowic;Powałkowice
Morska;Morsk
Wanikajm;Wanikajmy
Tkaczewa;Tkaczew
Bonowa;Bonów
Pakosławska;Pakosławsko
Klusin;Klusiny
Szembor;Szembory
Wielkanocy;Wielkanoc
Ignalina;Ignalin
Bononii;Bononia
Myśliny;Myślina
Suliszowa;Suliszów
Małocina;Małocin
Bachusa;Bachus
Wierchlesia;Wierchlesie
Kliszna;Kliszno
Mielnika;Mielnik
Opalanek;Opalanki
Płutowa;Płutowo
Ratoszyna;Ratoszyn
Opalanki;Opalanka
Brulin;Bruliny
Korycisk;Koryciska
Korycisk;Koryciski
Wrześna;Wrześno
Łowkowic;Łowkowice
Langanek;Langanki
Kośnej;Kośna
Pierkunowa;Pierkunowo
Szczawnicy;Szczawnica
Żmudzi;Żmudź
Łubic;Łubice
Choczewka;Choczewko
Kryska;Krysk
Chebdzia;Chebdzie
Boguszek;Boguszki
Bobrownik;Bobrowniki
Sulęcinka;Sulęcinek
Mchawy;Mchawa
Ściborowa;Ściborowo
Heliodorowa;Heliodorowo
Jerzwałdu;Jerzwałd
Chorupnika;Chorupnik
Paszyna;Paszyn
Mucharzewa;Mucharzew
Głobi;Głobie
Repek;Repki
Szymocicic;Szymocice
Bagiczy;Bagicz
Swoszowej;Swoszowa
Trzcianek;Trzcianki
Moskiewiec;Moskiewce
Gackich;Gackie
Gostycyna;Gostycyn
Boduszewa;Boduszewo
Ciecholubia;Ciecholub
Głupiejewa;Głupiejew
Chojniaka;Chojniak
Bartoszek;Bartoszki
Poszewki;Poszewka
Brukalic;Brukalice
Galczyczyc;Galczyce
Krzepocinka;Krzepocinek
Miłogoszczy;Miłogoszcz
Cieszyc;Cieszyce
Okrągłej;Okrągła
Okrągłego;Okrągłe
Grzymka;Grzymek
Zabłotciec;Zabłotce
Koszajn;Koszajny
Skorocicic;Skorocice
Bitkowa;Bitkowo
Krześlina;Krześlin
Czarnegostoku;Czarnystok
Borku;Borek
Wałcza;Wałcz
Połęcka;Połęcko
Gromek;Gromki
Skorzowa;Skorzów
Sokula;Sokule
Targoni;Targonie
Izbisk;Izbiska
Rynarcicic;Rynarcice
Zdrzewna;Zdrzewno
Julianek;Julianki
Zegrzynka;Zegrzynek
Wziąchowa;Wziąchów
Julianki;Julianka
Sawina;Sawino
Osędowic;Osędowice
Skarkiszek;Skarkiszki
Podkrólówka;Podkrólówek
Wielebnowa;Wielebnów
Błędówka;Błędówko
Zbyszewa;Zbyszewo
Kwiliny;Kwilina
Prokolna;Prokolno
Eliaszuków;Eliaszuki
Rudawy;Rudawa
Chrząchówka;Chrząchówek
Wilkowiska;Wilkowisko
Jaszczwi;Jaszczew
Boleszowa;Boleszów
Bądź;Bądze
Sokołowska;Sokołowsko
Długoszynka;Długoszynek
Parwarku;Parwark
Skrajniwy;Skrajniwa
Hańczowej;Hańczowa
Błonaw;Błonawy
Ryni;Rynie
Ryni;Rynia
Mniszkowa;Mniszków
Brzózki;Brzózka
Liszkówka;Liszkówko
Więsławic;Więsławice
Człopków;Człopki
Kisin;Kisiny
Sypanicy;Sypanica
Suchyni;Suchynia
Wiciny;Wicina
Uniechowa;Uniechowo
Hureczka;Hureczko
Ganitajn;Ganitajny
Wartosławia;Wartosław
Rycerzewka;Rycerzewko
Sikorza;Sikorz
Sikor;Sikory
Białobrzezia;Białobrzezie
Wonnnej;Wonna
Sikory;Sikora
Przydróżka;Przydróżek
Kudrawki;Kudrawka
Rudniska;Rudnisko
Korczmina;Korczmin
Soblówki;Soblówka
Radostowa;Radostów
Pamiętowa;Pamiętowo
Przyłusek;Przyłuski
Mikówki;Mikówka
Zator;Zatory
Bielikowa;Bielikowo
Zbylutowa;Zbylutów
Strzemeszny;Strzemeszna
Nacpolska;Nacpolsk
Paczyna;Paczyn
Kłączna;Kłączno
Promnika;Promnik
Świelina;Świelino
Szramowa;Szramowo
Porębu;Porąb
Krogul;Krogule
Wojtkowej;Wojtkowa
Twardowic;Twardowice
Konopisk;Konopiska
Zawodzia;Zawodzie
Ministrówki;Ministrówka
Borzymia;Borzym
Wydrzna;Wydrzno
Wierzbówki;Wierzbówka
Kleśnika;Kleśnik
Zadobrza;Zadobrze
Drynek;Drynki
Radwanowa;Radwanów
Miłonic;Miłonice
Chyszówek;Chyszówki
Posejanki;Posejanka
Skierek;Skierki
Zdziesławic;Zdziesławice
Szczawina;Szczawin
Piławek;Piławki
Bolesławówowa;Bolesławów
Smugi;Smuga
Karłowic;Karłowice
Smug;Smugi
Żółwina;Żółwin
Dziedziul;Dziedziule
Sąborza;Sąborze
Dargoszewka;Dargoszewko
Skaryszewa;Skaryszew
Piroga;Piróg
Kumiałki;Kumiałka
Szeromina;Szeromin
Krukówka;Krukówek
Zochcina;Zochcin
Lewandowszczyzny;Lewandowszczyzna
Niestoi;Niestoja
Tropia;Tropie
Brzozy;Brzoza
Skurowej;Skurowa
Maćkowicz;Maćkowicze
Mieliczek;Mieliczki
Dziegciarni;Dziegciarnia
Bogdanek;Bogdanki
Stryjna;Stryjno
Dobrzelowa;Dobrzelów
Bogdanki;Bogdanka
Borczyna;Borczyn
Oporzyna;Oporzyn
Piłatki;Piłatka
Pakoszówki;Pakoszówka
Mokrzesza;Mokrzesz
Szemielina;Szemielino
Dralin;Draliny
Parzewni;Parzewnia
Zdyni;Zdynia
Zadwórza;Zadwórze
Masłońskiego;Masłońskie
Kiepojci;Kiepojcie
Lelewa;Lelewo
Murowanki;Murowanka
Wierznowic;Wierznowice
Mietlicy;Mietlica
Kijowic;Kijowice
Robczyska;Robczysko
Pisza;Pisz
Obiszówka;Obiszówek
Brzostków;Brzostki
Lisek;Liski
Borzęcina;Borzęcino
Przejazdowa;Przejazdowo
Centawy;Centawa
Żerdziny;Żerdzina
Nas;Nasy
Łątczyna;Łątczyn
Bałachów;Bałachy
Nockowej;Nockowa
Rzezawy;Rzezawa
Żerdzin;Żerdziny
Brwinowa;Brwinów
Proboszczowa;Proboszczów
Żydomic;Żydomice
Mostków;Mostki
Gozdkowa;Gozdków
Leśmierza;Leśmierz
Niemierzyc;Niemierzyce
