Dopełniacz;Mianownik
Przedzamcza;Przedzamcze
Suchostrugi;Suchostruga
Krukowca;Krukowiec
Barnasiów;Barnasie
Kamieńczyc;Kamieńczyce
Grodnicy;Grodnica
Knapików;Knapiki
Jarychowa;Jarychowo
Widnicy;Widnica
Bełsznicy;Bełsznica
Mokrowoli;Mokrowola
Plewniaka;Plewniak
Siechnic;Siechnice
Modraku;Modrak
Bzowca;Bzowiec
Kikoła;Kikół
Mąkoszyna;Mąkoszyn
Sławkowa;Sławków
Łęków;Łęki
Popowa;Popowo
Tyśmienicy;Tyśmienica
Faszcz;Faszcze
Łęki;Łęka
Rotnowa;Rotnowo
Pikujdowej;Pikujdowa
Busiówki;Busiówka
Spaczniaka;Spaczniak
Postołowa;Postołowo
Dominiczyna;Dominiczyn
Szubienic;Szubienice
Łapacza;Łapacz
Łochyni;Łochynia
Drużbina;Drużbin
Ganderów;Ganderowie
Porębników;Porębniki
Przykazy;Przykaza
Mikołaja;Mikołaj
Wili;Wila
Kulowa;Kulów
Warłowa;Warłów
Wyścigów;Wyścigi
Samsieczna;Samsieczno
Łojewa;Łojewo
Walaszek;Walaszki
Babianki;Babianka
Dotrzymy;Dotrzyma
Wiatrów;Wiatry
Wandynowa;Wandynowo
Sędzimirowa;Sędzimirów
Rogulewa;Rogulewo
Halinina;Halinin
Kijowa;Kijów
Ciechrza;Ciechrz
Zimnicy;Zimnica
Goślinowa;Goślinowo
Koryczan;Koryczany
Gardawic;Gardawice
Kumiaścia;Kumiaście
Zahoczewia;Zahoczewie
Zaciszowa;Zaciszów
Małolepszej;Małolepsza
Kołoszyna;Kołoszyn
Pogwizdołu;Pogwizdoł
Włodzimierzyka;Włodzimierzyk
Dziczkówki;Dziczkówka
Gajnika;Gajnik
Ugacia;Ugacie
Sugajna;Sugajno
Szymonków;Szymonkowie
Moczalca;Moczalec
Strzelni;Strzelnia
Strączkówki;Strączkówka
Lubomirki;Lubomirka
Gajówki;Gajówka
Skrzelewa;Skrzelew
Podbuszyc;Podbuszyce
Gajówek;Gajówki
Cychr;Cychry
Młynnego;Młynne
Bernalówki;Bernalówka
Witorzy;Witorza
Rogownicy;Rogownica
Parkoczewa;Parkoczewo
Jajconki;Jajconka
Mroczkowej;Mroczkowa
Rosolina;Rosolin
Tarkawicy;Tarkawica
Opiesinka;Opiesinek
Wronowa;Wronowo
Jargiełów;Jargieły
Wronowej;Wronowa
Owczegłów;Owczegłowy
Zelgniewa;Zelgniewo
Iląga;Iląg
Zarymnia;Zarymnie
Nowokornina;Nowokornino
Padołówki;Padołówka
Kłudna;Kłudno
Sobaniowa;Sobaniów
Rychłowca;Rychłowiec
Podworca;Podworzec
Astachowic;Astachowice
Daniszewic;Daniszewice
Niedyszyny;Niedyszyna
Podborza;Podbórz
Stoszewa;Stoszewo
Pozezdrza;Pozezdrze
Zygmuntówki;Zygmuntówka
Swędkowa;Swędkowo
Żurawic;Żurawice
Żurawicy;Żurawica
Krzemendy;Krzemenda
Dźwiersztyn;Dźwiersztyny
Wrońca;Wroniec
Czarki;Czarka
Węgorzyna;Węgorzyn
Kudlikówki;Kudlikówka
Jaromierza;Jaromierz
Gwizdacza;Gwizdacz
Szkotnika;Szkotnik
Zatartacza;Zatartacze
Skokowej;Skokowa
Szkotni;Szkotnia
Czyżniaw;Czyżniawy
Bolci;Bolcie
Dzierżączki;Dzierżączka
Pomocnego;Pomocne
Szlacheckiego;Szlachecki
Kobuziów;Kobuzie
Rybocicic;Rybocice
Kobieli;Kobiel
Gęsińca;Gęsiniec
Osogóry;Osogóra
Seweryna;Seweryn
Krowic;Krowice
Kulawków;Kulawki
Krowicy;Krowica
Młodzikowa;Młodzikowo
Majmławek;Majmławki
Okus;Okusy
Siwej;Siwa
Stasików;Stasiki
Miechcina;Miechcin
Wojczyc;Wojczyce
Hal;Hale
Adamczyków;Adamczyki
Bystrka;Bystrek
Mamrzynki;Mamrzynka
Kotowskich;Kotowskie
Woźnicowa;Woźniców
Ziemkówy;Ziemkówa
Paskud;Paskudy
Brzekińca;Brzekiniec
Tyrkla;Tyrkiel
Kielchinowa;Kielchinów
Bzurówki;Bzurówka
Putyrówki;Putyrówka
Tłuśćca;Tłuściec
Gumnowic;Gumnowice
Wartuli;Wartule
Brzuśni;Brzuśnia
Ogrójec;Ogrójce
Brzuśnika;Brzuśnik
Gniazdka;Gniazdek
Stróżnej;Stróżna
Strzyżyna;Strzyżyno
Kiczery;Kiczera
Wodniska;Wodnisko
Lichosytowej;Lichosytowa
Piątkowic;Piątkowice
Terech;Terechy
Mieczysławówki;Mieczysławówka
Zofiewa;Zofiewo
Dziankówka;Dziankówek
Redak;Redaki
Szmulek;Szmulki
Wysina;Wysin
Męczenina;Męczenino
Ogrodnictwa;Ogrodnictwo
Księżaka;Księżak
Masłowa;Masłów
Sneli;Snele
Korfantowa;Korfantów
Cekowa;Ceków
Chyloni;Chylonia
Zakępia;Zakępie
Podpiaszcza;Podpiaszcze
Gołębiowa;Gołębiowo
Siekierzyc;Siekierzyce
Brzoziaka;Brzoziak
Kujaw;Kujawy
Studniara;Studniar
Warszkowa;Warszkowo
Przywilcza;Przywilcz
Licht;Lichty
Pokusy;Pokusa
Szwałka;Szwałk
Kujawy;Kujawa
Zawiszowa;Zawiszów
Klocówki;Klocówka
Argentyny;Argentyna
Osadników;Osadniki
Pokornego;Pokorne
Trojaczkowic;Trojaczkowice
Elżbieciakówki;Elżbieciakówka
Dunajczysk;Dunajczyska
Świryd;Świrydy
Pieroga;Pieróg
Szkawranów;Szkawrany
Maliszewa;Maliszew
Kędzierzyna;Kędzierzyn
Kamyc;Kamyce
Rzadkowa;Rzadkowo
Gródzy;Gródza
Czernicznik;Czerniczniki
Bocianka;Bocianek
Grobelczyka;Grobelczyk
Wiewca;Wiewiec
Tomaszówki;Tomaszówka
Notecka;Notecko
Kaptarza;Kaptarz
Foszczkówki;Foszczkówka
Dziatków;Dziatki
Dzieranowa;Dzieranów
Karkowa;Karkowo
Rzężaw;Rzężawy
Koszoł;Koszoły
Kotła;Kocieł
Pyz;Pyzy
Czawórki;Czawórka
Wałka;Wałek
Ordona;Ordon
Kalichowszczyzny;Kalichowszczyzna
Franków;Franki
Werejec;Werejce
Letnina;Letnin
Wysmolcy;Wysmolce
Wielołęki;Wielołęka
Stankówki;Stankówka
Radymna;Radymno
Paremki;Paremka
Rynsztoków;Rynsztoki
Husinki;Husinka
Jelitek;Jelitki
Walątkowa;Walątkowo
Rozalinka;Rozalinek
Niebędzina;Niebędzino
Brzuchani;Brzuchania
Raszyc;Raszyce
Sieradzic;Sieradzice
Pobołowic;Pobołowice
Perkucia;Perkuć
Kornagów;Kornagi
Guzików;Guziki
Jaroszowic;Jaroszowice
Łabędziewa;Łabędziewo
Kumiałtowic;Kumiałtowice
Rżysk;Rżyska
Żeleźni;Żeleźnia
Żelisławia;Żelisław
Słabkowic;Słabkowice
Ciechlina;Ciechlin
Kłonowa;Kłonowo
Parszywin;Parszywiny
Włodykowa;Włodykowo
Kawczyna;Kawczyno
Międzygaja;Międzygaj
Trzyciąża;Trzyciąż
Wołuczy;Wołucza
Senisławic;Senisławice
Słowika;Słowik
Sarbi;Sarbia
Pokrzywianki;Pokrzywianka
Chytrówki;Chytrówka
Pawlina;Pawlin
Przeskoku;Przeskok
Drogomyśla;Drogomyśl
Żegot;Żegoty
Stasiowego;Stasiowe
Stasiowej;Stasiowa
Kleszczówki;Kleszczówka
Łebieńca;Łebieniec
Rańska;Rańsko
Solinki;Solinka
Zaczopek;Zaczopki
Giewartowa;Giewartów
Pelnika;Pelnik
Muszyny;Muszyna
Zapolnika;Zapolnik
Białoniowej;Białoniowa
Pruszcza;Pruszcz
Szczurawic;Szczurawice
Ochoży;Ochoża
Karniszewic;Karniszewice
Pałączek;Pałączki
Gietrzwałdu;Gietrzwałd
Kiełpina;Kiełpino
Hondrasek;Hondraski
Kłucjasza;Kłucjasz
Korczewa;Korczew
Łasinka;Łasinek
Zubruli;Zubrula
Marzęcina;Marzęcino
Królewin;Królewiny
Osicyny;Osicyna
Miszor;Miszory
Orzeszkowa;Orzeszkowo
Jurowiec;Jurowce
Cerkliny;Cerklina
Warmuzicy;Warmuzica
Jelitkowa;Jelitkowo
Rozalina;Rozalin
Osoli;Osola
Nopłatków;Nopłatki
Zamostków;Zamostki
Stopnicy;Stopnica
Grodkówka;Grodkówko
Zagórzak;Zagórzaki
Marety;Mareta
Zaczerlan;Zaczerlany
Szulborza;Szulborze
Grodkówki;Grodkówka
Iwnik;Iwniki
Miłaczek;Miłaczki
Różanowic;Różanowice
Kroczkówki;Kroczkówka
Trawki;Trawka
Szyszkowa;Szyszków
Ślęcina;Ślęcin
Kiersztanówka;Kiersztanówko
Klekotnej;Klekotna
Brzezaka;Brzezak
Jarandowa;Jarandowo
Zytochy;Zytocha
Skwar;Skwary
Golizny;Golizna
Kwakowa;Kwakowo
Ełku;Ełk
Popielówki;Popielówka
Hanasów;Hanasy
Sałapatkówki;Sałapatkówka
Bidy;Bida
Aleksandrynowa;Aleksandrynów
Mesznego;Meszne
Dębionki;Dębionka
Mesznej;Meszna
Kłębanowic;Kłębanowice
Grucek;Grucki
Antoninin;Antoniny
Cichogrądu;Cichogrąd
Antoniny;Antonina
Buchwaldu;Buchwald
Ryczki;Ryczka
Legardy;Legarda
Chlebowa;Chlebowo
Pieniężnicy;Pieniężnica
Najbrówki;Najbrówka
Trzeboszowic;Trzeboszowice
Bukowna;Bukowno
Bukownej;Bukowna
Kałuż;Kałuże
Wydzierna;Wydzierno
Korczy;Korcze
Załaz;Załazy
Korczy;Korcza
Naroża;Naroże
Jarotek;Jarotki
Chełstowa;Chełstowo
Toni;Tonia
Bystrza;Bystrze
Hipolitowa;Hipolitowo
Tonina;Tonin
Będziechowa;Będziechów
Borcoka;Borcok
Patoka;Patok
Pasymia;Pasym
Dziekańskiej;Dziekańska
Wierzchu;Wierzch
Spławiec;Spławce
Sobianowic;Sobianowice
Rytelowizny;Rytelowizna
Osnowa;Osnowo
Lafajetowa;Lafajetowo
Lubachowa;Lubachów
Mietelki;Mietelka
Muniakowic;Muniakowice
Biłgoraju;Biłgoraj
Gadek;Gadki
Zamościańskiego;Zamościański
Gadki;Gadka
Chomic;Chomice
Nadzamcza;Nadzamcze
Rzykt;Rzykty
Kajpedy;Kajpeda
Klembowa;Klembów
Lisuń;Lisunie
Zaczerniczników;Zaczerniczniki
Dziadaka;Dziadak
Wylanu;Wylan
Podkorchowa;Podkorchów
Kwasowa;Kwasowo
Sidzisk;Sidziska
Jońca;Joniec
Drwalewa;Drwalewo
Bańkówki;Bańkówka
Mariensztatu;Mariensztat
Tarnawatki;Tarnawatka
Szkilówki;Szkilówka
Przydziałek;Przydziałki
Doręgowic;Doręgowice
Zasanicy;Zasanica
Zaciszy;Zacisza
Witonia;Witoń
Zacisza;Zacisze
Suchoraby;Suchoraba
Branówki;Branówka
Filipina;Filipin
Poddziadowia;Poddziadowie
Grobli;Groble
Grobli;Grobla
Jagodni;Jagodnia
Jagodnika;Jagodnik
Podniedźwiedzia;Podniedźwiedzie
Pachtarni;Pachtarnia
Truszczanka;Truszczanek
Pinczyna;Pinczyn
Kisewka;Kisewko
Pochniewa;Pochniewo
Cudnowa;Cudnów
Kokoszczyna;Kokoszczyn
Kobylarki;Kobylarka
Płaskiej;Płaska
Spędów;Spędy
Besarabówki;Besarabówka
Psińca;Psiniec
Parszczyc;Parszczyce
Głebokiego;Głebokie
Ogorzelca;Ogorzelec
Luborczy;Luborcza
Stępocicic;Stępocice
Wieszyna;Wieszyno
Rakowniewic;Rakowniewice
Centurii;Centuria
Chodówki;Chodówka
Szlaku;Szlak
Janowicz;Janowicze
Knowia;Knowie
Wiktusina;Wiktusin
Zatorowizny;Zatorowizna
Księżowoli;Księżowola
Grónowa;Grónowo
Warsztów;Warszty
Wałdowa;Wałdowo
Podrabaliny;Podrabalina
Staroniwy;Staroniwa
Samic;Samice
Kruczyna;Kruczyn
Wygnanan;Wygnany
Polulul;Polule
Szarowicz;Szarowicze
Bajerek;Bajerki
Rożków;Rożki
Suchego;Suchy
Glapek;Glapki
Michowa;Michów
Weskajm;Weskajmy
Knyszowa;Knyszów
Radacza;Radacz
Tkaczówki;Tkaczówka
Suchego;Suche
Rzakty;Rzakta
Dobiejewa;Dobiejewo
Pięćmorgów;Pięćmorgi
Bodziochów;Bodziochy
Krasnowoli;Krasnowola
Bieczewa;Bieczewo
Bąblinka;Bąblinek
Gazdówki;Gazdówka
Wyrogu;Wyróg
Marklowic;Marklowice
Kokoszkowa;Kokoszków
Wyrowa;Wyrów
Santoczna;Santoczno
Czarnkowia;Czarnkowie
Hubertowa;Hubertów
Podstawek;Podstawki
Podrzeczan;Podrzeczany
Dodatków;Dodatki
Salwatora;Salwator
Wartówki;Wartówka
Chrustów;Chrusty
Stolarzówki;Stolarzówka
Bięcina;Bięcino
Wylęgarni;Wylęgarnia
Lecki;Lecka
Szczepidła;Szczepidło
Zborowa;Zborowo
Pasowego;Pasowe
Wilhelminy;Wilhelmina
Skomlina;Skomlin
Błaszkowa;Błaszków
Podtopoli;Podtopole
Poluniec;Poluńce
Nagórzanek;Nagórzanki
Piekielnika;Piekielnik
Połczyna;Połczyno
Niemiec;Niemce
Mącznego;Mączne
Helichy;Helicha
Niemcza;Niemcz
Kochlewa;Kochlew
Niemców;Niemcy
Mączna;Mączno
Polkowszczyzny;Polkowszczyzna
Stawnicy;Stawnica
Jurowlan;Jurowlany
Juhany;Juhana
Trupienia;Trupień
Zaboru;Zabór
Kościanek;Kościanki
Mętlewa;Mętlew
Borzejewa;Borzejewo
Kościanki;Kościanka
Jaszczołt;Jaszczołty
Krysewa;Krysewo
Kobierna;Kobierno
Rokoli;Rokola
Jasnopola;Jasnopole
Ziętka;Ziętek
Skórzewa;Skórzewo
Skórzewy;Skórzewa
Galominka;Galominek
Turkołówki;Turkołówka
Rabaliny;Rabalina
Witty;Witta
Troszczeńców;Troszczeńce
Polamów;Polamy
Włynic;Włynice
Turzonki;Turzonka
Skórkowic;Skórkowice
Szczodrowa;Szczodrów
Bożanowa;Bożanów
Rozumic;Rozumice
Chrośnicy;Chrośnica
Grębanina;Grębanin
Jazowego;Jazowe
Grażyny;Grażyna
Anczykówki;Anczykówka
Legnicy;Legnica
Witkowa;Witkowo
Szumiącej;Szumiąca
Bińkówki;Bińkówka
Kalenty;Kalenta
Fiedorowizny;Fiedorowizna
Dobrzeczyn;Dobrzeczyny
Tominów;Tominy
Jadwigowa;Jadwigowo
Ogerny;Ogerna
Szczecna;Szczecno
Czartowni;Czartownia
Żabiaka;Żabiak
Ochmanowca;Ochmanowiec
Ciółkowa;Ciółkowo
Prądzonki;Prądzonka
Wistek;Wistki
Zachwiejowa;Zachwiejów
Palestyny;Palestyna
Osichów;Osichy
Wistki;Wistka
Chrostkowa;Chrostkowo
Mołczan;Mołczany
Maleszowej;Maleszowa
Wyczółkowa;Wyczółkowo
Roźwienicy;Roźwienica
Sobowidza;Sobowidz
Ławecznego;Ławeczne
Brzozowej;Brzozowa
Sieprawek;Sieprawki
Ławeczna;Ławeczno
Ostropy;Ostropa
Brzozowa;Brzozowo
Kowalowiec;Kowalowce
Bachórki;Bachórka
Bołczów;Bołczy
Stenina;Stenin
Cymbałowa;Cymbałowo
Jegławek;Jegławki
Janikowic;Janikowice
Lipowicy;Lipowica
Ciszycy;Ciszyca
Skonala;Skonal
Dworusów;Dworusy
Szlagów;Szlagi
Wroniej;Wronia
Międzygórza;Międzygórz
Jagustynowa;Jagustynowo
Troszyna;Troszyn
Andrzejewa;Andrzejewo
Kaluszek;Kaluszki
Buchałowa;Buchałów
Jedlic;Jedlice
Prawdzica;Prawdzic
Porąb;Poręby
Bieżanowa;Bieżanów
Mikulczyc;Mikulczyce
Duszówki;Duszówka
Koszutówki;Koszutówka
Wądołków;Wądołki
Dziesiątej;Dziesiąta
Próli;Próle
Poręby;Poręba
Podlelowia;Podlelowie
Przyczy;Przycze
Krzętli;Krzętle
Kurdybanowa;Kurdybanów
Młynkowa;Młynków
Zgrzebiska;Zgrzebisko
Józefeka;Józefek
Głębuczka;Głębuczek
Lambertowa;Lambertowo
Grandu;Grand
Brzuścin;Brzuściny
Lastoczki;Lastoczka
Hornikówki;Hornikówka
Radziborza;Radzibórz
Mytarzy;Mytarz
Zabawia;Zabawie
Orzelca;Orzelec
Bielska;Bielsko
Sztremlarowa;Sztremlarowo
Opoczek;Opoczki
Wąglikowic;Wąglikowice
Opoczki;Opoczka
Krzczonowa;Krzczonów
Domaczki;Domaczka
Wyżyc;Wyżyce
Sierpówka;Sierpówko
Ludźmierza;Ludźmierz
Ciemiętnik;Ciemiętniki
Ocypla;Ocypel
Roguświni;Roguświnia
Tałachów;Tałachy
Wyszopola;Wyszopole
Zakręgu;Zakrąg
Wylazłowa;Wylazłów
Zdorkowa;Zdorkowo
Szafarzy;Szafarze
Siciarza;Siciarz
Niepli;Niepla
Siwkowic;Siwkowice
Kuligowa;Kuligów
Gryziakówki;Gryziakówka
Słomina;Słomin
Kwieciszowa;Kwieciszów
Woryn;Woryny
Gajd;Gajdy
Płoszczyny;Płoszczyna
Bożejewka;Bożejewko
Łęgut;Łęguty
Gozdowic;Gozdowice
Nienawiszcza;Nienawiszcz
Miedzierzy;Miedzierza
Tarnówki;Tarnówka
Tarnówek;Tarnówki
Miliszew;Miliszewy
Tarnówka;Tarnówko
Oblasów;Oblasy
Wolwinowa;Wolwinów
Sytek;Sytki
Perkowic;Perkowice
Dobrzejewic;Dobrzejewice
Piątku;Piątek
Oblasku;Oblask
Warmiaka;Warmiak
Adelajdy;Adelajda
Węży;Węże
Broniek;Brońki
Węży;Węża
Bunczowca;Bunczowiec
Okołu;Okół
Dolańskówki;Dolańskówka
Radzieszyna;Radzieszyn
Wojciakówki;Wojciakówka
Marchewkowej;Marchewkowa
Czworaków;Czworaki
Ostrykołu;Ostrykół
Grzegorzewa;Grzegorzewo
Piskorzy;Piskorze
Łomnicy;Łomnica
Kałęcza;Kałęcz
Dziemian;Dziemiany
Kęcerzyna;Kęcerzyn
Suminy;Sumina
Skrzynówek;Skrzynówki
Rutkowszczyzny;Rutkowszczyzna
Raszelek;Raszelki
Wąstrów;Wąstry
Neli;Nela
Zamazurza;Zamazurze
Wojsówki;Wojsówka
Żelewa;Żelewo
Korczycowa;Korczyców
Wybowa;Wybowo
Chwalkowic;Chwalkowice
Żygląga;Żygląg
Podjahońki;Podjahońka
Mazurkowskiego;Mazurkowski
Siedliczek;Siedliczki
Zgoniska;Zgonisko
Sułówka;Sułówek
Kamieńskiej;Kamieńska
Igłowic;Igłowice
Wróblówek;Wróblówki
Latawcowej;Latawcowa
Kamieńska;Kamieńsko
Rusków;Ruski
Ruska;Rusko
Mikułowej;Mikułowa
Flakowizny;Flakowizna
Baranów;Barany
Boszkowa;Boszkowo
Dalborowic;Dalborowice
Rubic;Rubice
Kołacinka;Kołacinek
Popardówki;Popardówka
Paciepa;Paciep
Urbańszczyzny;Urbańszczyzna
Wierzejewic;Wierzejewice
Radunka;Radunek
Strzegomka;Strzegomek
Koralówki;Koralówka
Glinek;Glinki
Domków;Domki
Malni;Malnia
Ciemniewka;Ciemniewko
Poloka;Polok
Koralówek;Koralówki
Glinki;Glinka
Wójcina;Wójcin
Siegniewia;Siegniew
Wójcika;Wójcik
Krywlan;Krywlany
Czułówka;Czułówek
Golasowej;Golasowa
Putki;Putka
Filipowic;Filipowice
Naterek;Naterki
Kamilewa;Kamilew
Skoroszów;Skoroszowy
Wielobłot;Wielobłota
Wielgierzówki;Wielgierzówka
Sigoci;Sigoć
Chrzelic;Chrzelice
Lekaszyna;Lekaszyn
Słowików;Słowiki
Pieradeł;Pieradła
Rzeźnicy;Rzeźnica
Topólczy;Topólcza
Kalatówek;Kalatówki
Dziecinina;Dziecinin
Dziarnowa;Dziarnów
Małgorzyc;Małgorzyce
Ogórków;Ogórki
Załomskiego;Załomskie
Jadwinowa;Jadwinów
Kozowa;Kozów
Filusiówki;Filusiówka
Remiszewa;Remiszew
Kraszowa;Kraszów
Starzyna;Starzyn
Tarnowoli;Tarnowola
Pychowic;Pychowice
Tuchorzyńca;Tuchorzyniec
Przybyszynka;Przybyszynek
Ślewczyny;Ślewczyna
Sterny;Sterna
Krzenowisk;Krzenowiska
Zastawek;Zastawki
Pisarówki;Pisarówka
Kostrogaju;Kostrogaj
Mecu;Mec
Kotarszyna;Kotarszyn
Rdułtowic;Rdułtowice
Matyszczyków;Matyszczyki
Lewickich;Lewickie
Orłowa;Orłów
Łuszkowa;Łuszkowo
Karkulówki;Karkulówka
Łęska;Łęsko
Krzesinek;Krzesinki
Zubowa;Zubowo
Karaskowa;Karaskowo
Hasewia;Hasewie
Barcikowa;Barcikowo
Pliskowoli;Pliskowola
Chań;Chanie
Kierpnika;Kierpnik
Windykajm;Windykajmy
Berdychowa;Berdychów
Świlczy;Świlcza
Siostrzytowa;Siostrzytów
Grzybów;Grzyby
Osowca;Osowiec
Werechań;Werechanie
Przysieczek;Przysieczki
Końca;Koniec
Torunia;Toruń
Sitkowa;Sitkowo
Gniewinka;Gniewinko
Dolan;Dolany
Podborowa;Podborowo
Dzierżanowa;Dzierżanowo
Matiaszowa;Matiaszów
Klauzówki;Klauzówka
Mierzanowa;Mierzanów
Kropiwna;Kropiwno
Korzenicy;Korzenica
Żywca;Żywiec
Biesowa;Biesowo
Orlicy;Orlica
Czeputki;Czeputka
Prusaków;Prusaki
Sasków;Saski
Jaświł;Jaświły
Daszów;Dasze
Hnatkowic;Hnatkowice
Orlicza;Orlicz
Ilińska;Ilińsko
Dzieżek;Dzieżki
Kirkizówki;Kirkizówka
Markowizny;Markowizna
Bogulina;Bogulin
Niewiatrowic;Niewiatrowice
Błaszczaków;Błaszczaki
Ogorzelewa;Ogorzelewo
Wysieradza;Wysieradz
Wielowicza;Wielowicz
Jesionkówki;Jesionkówka
Sternówki;Sternówka
Wandzlów;Wandzlowie
Cerkwicy;Cerkwica
Rybieńca;Rybieniec
Kapkazu;Kapkaz
Płociczna;Płociczno
Pomielina;Pomielin
Wyszowatych;Wyszowate
Rożniatowic;Rożniatowice
Będźmierowic;Będźmierowice
Bojana;Bojano
Sarek;Sarki
Marchewki;Marchewka
Zdanów;Zdany
Marchewek;Marchewki
Zajączkówka;Zajączkówko
Bojan;Bojany
Dobropola;Dobropole
Kagańca;Kaganiec
Szczawy;Szczawa
Warmuża;Warmuż
Ukazowego;Ukazowe
Henryszewa;Henryszew
Dziergowcy;Dziergowce
Mzdowa;Mzdowo
Doryszowa;Doryszów
Sortyki;Sortyka
Taszowa;Taszów
Obroczy;Obrocz
Ośniszczewka;Ośniszczewko
Grążowic;Grążowice
Słaborowic;Słaborowice
Goryszewa;Goryszewo
Parcelantów;Parcelanty
Podgrabowca;Podgrabowiec
Laskówka;Laskówko
Wisznic;Wisznice
Pozastodola;Pozastodole
Aleksandrii;Aleksandria
Gintra;Gintro
Lubczynka;Lubczynek
Powiadaczy;Powiadacze
Chorynowej;Chorynowa
Krasewa;Krasew
Stołążka;Stołążek
Węgrzec;Węgrzce
Biadaszki;Biadaszka
Przewroci;Przewrocia
Biadaszek;Biadaszki
Wrodków;Wrodki
Wasągów;Wasągi
Podborska;Podborsko
Ściętka;Ściętek
Szreńska;Szreńsk
Dymusów;Dymusy
Janczurówki;Janczurówka
Niedźwiedzy;Niedźwiedza
Myszakowa;Myszaków
Wrociszewa;Wrociszew
Kosina;Kosin
Lipiec;Lipce
Moszyc;Moszyce
Kozarek;Kozarki
Wiesiółki;Wiesiółka
Ochabicy;Ochabica
Kierdonów;Kierdony
Budziszynka;Budziszynek
Soból;Sobole
Chabejówki;Chabejówka
Kaletnika;Kaletnik
Nowokolnego;Nowokolno
Głuchołaz;Głuchołazy
Poddziewinia;Poddziewinie
Mantyk;Mantyki
Somaninin;Somaniny
Chudaczewa;Chudaczewo
Stróżewa;Stróżewo
Kapuścisk;Kapuściska
Laskowa;Lasków
Łukaszkówki;Łukaszkówka
Paruszowca;Paruszowiec
Czarkowa;Czarkowo
Kłokęcina;Kłokęcin
Głogówka;Głogówko
Mleczy;Mlecze
Garwoła;Garwół
Głogówki;Głogówka
Czajowej;Czajowa
Zawierzbia;Zawierzbie
Korzeniaków;Korzeniaki
Czarkowego;Czarkowy
Adwokatowa;Adwokatowo
Chąśna;Chąśno
Gąsiorówka;Gąsiorówek
Siecieborowic;Siecieborowice
Pągówka;Pągówek
Sordyli;Sordyle
Gołębic;Gołębice
Grzywnika;Grzywnik
Wróblewa;Wróblew
Dziuchowa;Dziuchów
Kościernicy;Kościernica
Mirkowic;Mirkowice
Sułocinka;Sułocinek
Niegibalic;Niegibalice
Chwarzenka;Chwarzenko
Gącza;Gącz
Krzykacza;Krzykacz
Olzy;Olza
Czesławina;Czesławin
Niklowizny;Niklowizna
Figlówki;Figlówka
Kopi;Kopie
Kamiennika;Kamiennik
Zakrajów;Zakraje
Czerwonkowych;Czerwonkowie
Figlówek;Figlówki
Terebina;Terebin
Przeciszewka;Przeciszewko
Okoleńca;Okoleniec
Potencjanowa;Potencjanów
Kłokoczyc;Kłokoczyce
Tolkowca;Tolkowiec
Węgliszczaka;Węgliszczak
Rogaczewa;Rogaczewo
Firlusa;Firlus
Podwólcy;Podwólce
Wolwarku;Wolwark
Gwoszówki;Gwoszówka
Zapopradzia;Zapopradzie
Błędostowa;Błędostowo
Toroszyna;Toroszyn
Płudów;Płudy
Świnobrodu;Świnobród
Pielaszowa;Pielaszów
Magnusz;Magnusze
Kasprowa;Kasprowo
Szczepanowic;Szczepanowice
Równego;Równe
Jazdowiczek;Jazdowiczki
Chorążowej;Chorążowa
Pogranicza;Pogranicze
Wodziłek;Wodziłki
Januszówki;Januszówka
Kałuży;Kałuża
Równej;Równa
Chyr;Chyry
Wołoszyn;Wołoszyny
Biernowa;Biernów
Wymykowa;Wymykowo
Zbożenny;Zbożenna
Krzesławic;Krzesławice
Drzazgi;Drzazga
Opławca;Opławiec
Wycisłówki;Wycisłówka
Drzazg;Drzazgi
Płosy;Płosa
Młodolina;Młodolino
Zakrzypopia;Zakrzypopie
Dalewa;Dalewo
Pryszczowa;Pryszczowo
Przybynina;Przybynin
Stadionu;Stadion
Strzęboszowa;Strzęboszów
Kałka;Kałek
Kulowa;Kulowo
Sobieszowa;Sobieszów
Morun;Moruny
Namiętów;Namięty
Pustyni;Pustynia
Pięczkowa;Pięczkowo
Pertkówki;Pertkówka
Krzysiów;Krzysie
Olszyńca;Olszyniec
Wityn;Wityny
Pilichówki;Pilichówka
Tuchomia;Tuchomie
Kiwit;Kiwity
Mierzynowa;Mierzynów
Twardosławic;Twardosławice
Pilichówka;Pilichówko
Teratyna;Teratyn
Pogwizdowej;Pogwizdowa
Izdebna;Izdebno
Żukowic;Żukowice
Cielcowej;Cielcowa
Sławikowa;Sławików
Mrózkówki;Mrózkówka
Rybojadów;Rybojady
Dalabuszek;Dalabuszki
Błońca;Błoniec
Markowoli;Markowola
Samolubia;Samolubie
Kłoniczek;Kłoniczki
Wakułowicz;Wakułowicze
Płonczyna;Płonczyn
Kłyżowa;Kłyżów
Królikowic;Królikowice
Rosłońców;Rosłońce
Rokitniaka;Rokitniak
Piszewa;Piszewo
Zawerchów;Zawerchy
Komorna;Komorno
Komorny;Komorna
Kałmuk;Kałmuki
Komornego;Komorne
Trępek;Trępki
Narewki;Narewka
Ołpin;Ołpiny
Chropani;Chropań
Chojewa;Chojewo
Kondrat;Kondraty
Przyjezierza;Przyjezierze
Bośni;Bośnia
Wrocenia;Wroceń
Rosin;Rosiny
Niemieryczowa;Niemieryczów
Jaty;Jata
Prażmowa;Prażmów
Kotacza;Kotacz
