Dopełniacz;Mianownik
Wódek;Wódki
Zagrobeli;Zagrobela
Kupiec;Kupce
Mnichusa;Mnichus
Misanów;Misany
Bisagów;Bisagi
Magrety;Magreta
Zamłynia;Zamłynie
Podawacza;Podawacz
Suchodanieńca;Suchodaniec
Zelgoszczy;Zelgoszcz
Kruków;Kruki
Iwanisk;Iwaniska
Maziar;Maziary
Spóli;Spóle
Skuł;Skuły
Paryi;Paryje
Spikory;Spikora
Głębokiego;Głębokie
Sieruciowiec;Sieruciowce
Gaisk;Gaiska
Brudzenia;Brudzeń
Zalbek;Zalbki
Zadwórza;Zadwórz
Szczebrzusza;Szczebrzusz
Boconieńca;Boconiec
Wojnowiczek;Wojnowiczki
Piekacia;Piekacie
Kałuża;Kałuż
Poborcza;Poborcze
Płotków;Płotki
Tobułków;Tobułki
Hipolitów;Hipolity
Kośmidrów;Kośmidry
Klas;Klasy
Parowów;Parowie
Ładzynia;Ładzyń
Małoniża;Małoniż
Ułomia;Ułomie
Przedpola;Przedpole
Zaborczyn;Zaborczyny
Gołębinieńca;Gołębiniec
Węglenieńca;Węgleniec
Darczyczyc;Darczyce
Zadworymia;Zadworym
Szyndzików;Szyndziki
Niedźwiadnego;Niedźwiadne
Batogów;Batogi
Błąkał;Błąkały
Zakokocia;Zakokocie
Oszczywilka;Oszczywilk
Pniowych;Pniowe
Grudzi;Grudzie
Zapotocza;Zapotocze
Kłębików;Kłębiki
Zemłów;Zemły
Wielicza;Wielicz
Prażek;Prażki
Brzezin;Brzeziny
Drogoboszcza;Drogoboszcz
Witobla;Witobel
Łajsu;Łajs
Nadroby;Nadroba
Sierockiego;Sierockie
Juraszków;Juraszki
Tocznabiela;Tocznabiel
Łowczy;Łowcza
Poraja;Poraj
Rewala;Rewal
Budzowów;Budzowie
Bachorzy;Bachorza
Bachorza;Bachorze
Rui;Ruja
Proboszczowskiego;Proboszczowskie
Podwala;Podwal
Różanegostoku;Różanystok
Lili;Lila
Jarogniewia;Jarogniewie
Grębienia;Grębień
Modzel;Modzele
Dudzicza;Dudzicze
Grzywnego;Grzywne
Prebendy;Prebenda
Holendrów;Holendry
Bagin;Baginy
Marchat;Marchaty
Opyp;Opypy
Kornacicic;Kornacice
Piwatek;Piwatki
Górzysk;Górzyska
Polańszczyków;Polańszczyki
Milejczyczyc;Milejczyce
Brdy;Brda
Kąpia;Kąpie
Sadyby;Sadyba
Jerozolimy;Jerozolima
Lubowierza;Lubowierz
Strzygonieńca;Strzygoniec
Zajek;Zajki
Poraża;Poraż
Długiej;Długa
Praczów;Pracze
Krążkowów;Krążkowy
Samborca;Samborzec
Podwału;Podwał
Skrodzkiego;Skrodzkie
Czuchleb;Czuchleby
Czatoży;Czatoża
Borsuków;Borsuki
Sędziwojewa;Sędziwojewo
Wojtokiemi;Wojtokiemie
Łukowiska;Łukowisko
Osysek;Osyski
Czekanki;Czekanka
Rytków;Rytki
Podkumowia;Podkumowie
Wępił;Wępiły
Paździorów;Paździory
Śliza;Śliz
Łazdojów;Łazdoje
Dyrków;Dyrki
Spyrków;Spyrki
Hałasu;Hałas
Jaćmierza;Jaćmierz
Suli;Sul
Grzegorzy;Grzegorze
Cielemęca;Cielemęc
Obłazów;Obłazy
Mortąga;Mortąg
Prawomyśla;Prawomyśl
Wymoju;Wymój
Patrii;Patria
Lubaszek;Lubaszki
Zakierchala;Zakierchale
Zawywarza;Zawywarze
Kowalszczenia;Kowalszczenie
Zapopława;Zapopław
Kruszek;Kruszki
Szelechów;Szelechy
Łańca;Łańce
Marancji;Marancja
Wyskoci;Wyskoć
Soćkciek;Soćki
Rzędów;Rzędy
Załużków;Załużki
Stypuł;Stypuły
Pitropu;Pitrop
Drewianków;Drewianki
Krekol;Krekole
Skarp;Skarpy
Kadłubca;Kadłubiec
Rózi;Rózia
Klimasz;Klimasze
Romot;Romoty
Skarpy;Skarpa
Śliwówowa;Śliwów
Magnuszowiczek;Magnuszowiczki
Wygorzela;Wygorzel
Bezuli;Bezula
Melejd;Melejdy
Chrzepty;Chrzepta
Siei;Sieje
Podleszcza;Podleszcze
Pabisków;Pabiski
Szwedów;Szwedy
Suci;Suć
Tuczap;Tuczapy
Dziwów;Dziwy
Szkudaju;Szkudaj
Dobropola;Dobropol
Reczula;Reczul
Zawist;Zawisty
Cielupek;Cielupki
Stróżek;Stróżki
Bąsz;Bąsze
Biskupca;Biskupiec
Cimoch;Cimochy
Apolonii;Apolonia
Kukurant;Kukuranty
Pacanów;Pacany
Czesławówowa;Czesławów
Krzetli;Krzetle
Mocarnych;Mocarne
Czepielików;Czepieliki
Jadeszek;Jadeszki
Rólek;Rólki
Malców;Malce
Ducek;Ducki
Gucia;Gucie
Podzosinia;Podzosinie
Giżałek;Giżałki
Wywozów;Wywozy
Goliat;Goliaty
Psuja;Psuj
Kiełcza;Kiełcze
Zagajewiczek;Zagajewiczki
Sokali;Sokale
Biedzin;Biedziny
Moczarów;Moczary
Jarmuł;Jarmuły
Przytułek;Przytułki
Sekwestru;Sekwestr
Klenkora;Klenkor
Kręgów;Kręgi
Durąga;Durąg
Kąpiela;Kąpiel
Trutych;Trute
Kawalców;Kawalce
Gogola;Gogol
Borczyn;Borczyny
Badzisków;Badziski
Gabrysia;Gabryś
Węcica;Węcic
Sieragów;Sieragi
Bielek;Bielki
Kamerunu;Kamerun
Nadziałowców;Nadziałowcy
Wariackiej;Wariacka
Młynieńca;Młyniec
Wsoli;Wsola
Moskulików;Moskuliki
Serbii;Serbia
Przededworza;Przededworze
Dobrogost;Dobrogosty
Babinieńca;Babiniec
Podpiekła;Podpiekło
Zagrobla;Zagroble
Górali;Górale
Radoszowów;Radoszowy
Grabskiego;Grabskie
Reszeci;Reszecie
Strzeżysławia;Strzeżysław
Zaolszyn;Zaolszyny
Klewin;Klewiny
Rasków;Raski
Frysztaka;Frysztak
Janków;Janki
Dobrocicic;Dobrocice
Kutył;Kutyły
Stożnego;Stożne
Morderowicz;Morderowicze
Słonawej;Słonawa
Jeszkotel;Jeszkotle
Szyszkowów;Szyszkowie
Słonaw;Słonawy
Wołczychy;Wołczycha
Jeruzal;Jeruzale
Gostomia;Gostomie
Pokudłanego;Pokudłane
Wychodnego;Wychodne
Nieznia;Nieznań
Gostomi;Gostomia
Rumejek;Rumejki
Kasparusa;Kasparus
Bukowiec;Bukowce
Korotybia;Korotybie
Zawartek;Zawartki
Baczyńskich;Baczyńscy
Wojtaszowia;Wojtaszowie
Horbu;Horb
Tłumnego;Tłumne
Wałyczyka;Wałyczyk
Odkrzasu;Odkrzas
Przerycia;Przerycie
Wachu;Wach
Kolimag;Kolimagi
Gryglów;Grygle
Zawichostu;Zawichost
Oficerek;Oficerki
Sokala;Sokal
Lubelskiej;Lubelska
Ciężkowiczek;Ciężkowiczki
Celu;Cel
Siwik;Siwiki
Szembruka;Szembruk
Giluszek;Giluszki
Sicisk;Siciska
Dragacza;Dragacz
Bożegodaru;Bożydar
Kęblin;Kębliny
Leskowskiego;Leskowskie
Kandydatów;Kandydaty
Wągła;Wągieł
Bolesławowa;Bolesławowo
Paproci;Paprocie
Czertezów;Czertezy
Matał;Matały
Łysokań;Łysokanie
Banku;Bank
Michalców;Michalcowie
Roszczepu;Roszczep
Zwałów;Zwały
Mochnatego;Mochnate
Wyszczekanki;Wyszczekanka
Błogoszczy;Błogoszcz
Gojów;Goje
Świesza;Świesz
Karczunków;Karczunki
Rudunku;Rudunek
Przybysławskiego;Przybysławskie
Barnimia;Barnimie
Puca;Puc
Radeł;Radła
Zgórza;Zgórze
Wymysł;Wymysły
Harenzowia;Harenzowie
Mirków;Mirki
Zastani;Zastań
Kobylin;Kobyliny
Rożnów;Rożny
Burzynieńca;Burzyniec
Mieżychoda;Mieżychód
Kaczórek;Kaczórki
Budomierza;Budomierz
Wałów;Wały
Pasuli;Pasula
Goszczędzy;Goszczędza
Chobotu;Chobot
Borsuczyn;Borsuczyny
Lubogoszczy;Lubogoszcz
Rotysk;Rotyska
Oterek;Oterki
Frankamionki;Frankamionka
Maradza;Maradz
Lech;Lechy
Cienkiego;Cienkie
Zawygonu;Zawygon
Wąsosza;Wąsosze
Ściurków;Ściurki
Kuropatnik;Kuropatniki
Lembarga;Lembarg
Radzynia;Radzyń
Tuli;Tule
Gajówki;GajówkaTrzebiatów
Rychłocicic;Rychłocice
Krasnobrodu;Krasnobród
Podgłębinia;Podgłębinie
Ciepienia;Ciepień
Kłodzin;Kłodziny
Gołaichy;Gołaicha
Grygusi;Grygusie
Wołynia;Wołyń
Strachocicic;Strachocice
Wierzejek;Wierzejki
Szklarczyków;Szklarczyki
Orchota;Orchot
Gracucha;Gracuch
Surmaczów;Surmacze
Jagiełłłów;Jagiełły
Mieszołek;Mieszołki
Jagiełłły;Jagiełła
Kościelnik;Kościelniki
Młynarskich;Młynarskie
Bylinów;Byliny
Zableszy;Zablesze
Markajm;Markajmy
Drzewocin;Drzewociny
Prusów;Prusy
Szmaji;Szmaje
Galczyczek;Galczyczki
Karczmaruchy;Karczmarucha
Podolszyn;Podolszyny
Stołąża;Stołąż
Bekrów;Bekry
Cieszek;Cieszki
Przydatek;Przydatki
Bołtryk;Bołtryki
Choruli;Chorula
Sieraków;Sierakowy
Wroczyn;Wroczyny
Wyryk;Wyryki
Pukla;Pukiel
Bajdów;Bajdy
Sperendy;Sperenda
Soboty;Sobota
Garbnik;Garbniki
Róż;Róże
Sorców;Sorce
Emilii;Emilia
Arkadii;Arkadia
Fermy;Ferma
Brodacz;Brodacze
Borynia;Boryń
Parczowiec;Parczowce
Kolejowego;Kolejowe
Gościeradza;Gościeradz
Podpołosek;Podpołoski
Przyczy;Przycz
Garbochy;Garbocha
Pulek;Pulki
Zdziarca;Zdziarzec
Dziego;Dzielowy
Chałupnego;Chałupne
Panewnik;Panewniki
Balcera;Balcer
Pałcza;Pałcz
Polkowiczek;Polkowiczki
Drabineka;Drabinek
Pałcka;Pałck
Zieleni;Zielenie
Grębów;Gręby
Drwali;Drwale
Kiersin;Kiersiny
Domosławia;Domosław
Zadziorów;Zadziory
Kołysek;Kołyski
Jakubców;Jakubce
Toczków;Toczki
Sicia;Sicie
Sici;Sicia
Kiekrza;Kiekrz
Gniewosza;Gniewosz
Ofiary;Ofiara
Kosnów;Kosny
Jangrota;Jangrot
Tobiaszy;Tobiasze
Kładów;Kłady
Dańczypola;Dańczypol
Jackowców;Jackowce
Wacławowa;Wacławowo
Zakolejek;Zakolejki
Kiernozi;Kiernozia
Chomca;Chomiec
Macierzysza;Macierzysz
Woryt;Woryty
Podstawia;Podstawie
Dworów;Dwory
Ługu;Ług
Podula;Podule
Haczysk;Haczyska
Zamościa;Zamoście
Przesmyku;Przesmyk
Lginia;Lgiń
Grabin;Grabiny
Żyw;Żywy
Bierytów;Bieryty
Czerwińca;Czerwiniec
Nakla;Nakle
Zielonych;Zielone
Wodyni;Wodynie
Nawiad;Nawiady
Kalku;Kalk
Prahy;Praha
Szkatułki;Szkatułka
Trebienia;Trebień
Dębskich;Dębskie
Zasania;Zasanie
Podbelnia;Podbelnie
Szewczyków;Szewczyki
Zamaja;Zamaje
Wilczyn;Wilczyny
Przyciesia;Przyciesie
Podmorusów;Podmorusy
Rykał;Rykały
Potrzasku;Potrzask
Uciesza;Uciesze
Nadpolubickiej;Nadpolubicka
Babin;Babiny
Kąkolu;Kąkol
Orgileszczaka;Orgileszczak
Manieczek;Manieczki
Jarnostawia;Jarnostaw
Okopów;Okopy
Bezrzecza;Bezrzecze
Tarnobrzega;Tarnobrzeg
Płoszczyczyc;Płoszczyce
Zrąbca;Zrąbiec
Boconia;Bocoń
Rotembarku;Rotembark
Zaropia;Zaropie
Liskowatego;Liskowate
Ślusarzy;Ślusarze
Łuczajów;Łuczaje
Sułek;Sułki
Kamieńca;Kamieńc
Burkat;Burkaty
Żabojadów;Żabojady
Brzozogaju;Brzozogaj
Sznurów;Sznury
Dziewięczyczyc;Dziewięczyce
Zaśpicz;Zaśpicze
Bokocia;Bokocie
Szczepaniuka;Szczepaniuk
Grabiec;Grabce
Zabielnego;Zabielne
Chociczy;Chocicza
Żdżaru;Żdżar
Bobrowisk;Bobrowiska
Kudłacza;Kudłacz
Rosochacza;Rosochacz
Kozubów;Kozuby
Łajs;Łajsy
Zegrza;Zegrze
Wodziradza;Wodziradz
Kuczwał;Kuczwały
Mielniczego;Mielnicze
Traczów;Tracze
Zazielenia;Zazieleń
Miękkkiego;Miękkie
Sandomierza;Sandomierz
Biernik;Bierniki
Kałdusa;Kałdus
Podbukowia;Podbukowie
Słomczyczyc;Słomczyce
Przeory;Przeora
Przedewsi;Przedewś
Ogidla;Ogidel
Lenartów;Lenarty
Sanoczków;Sanoczki
Mordelów;Mordele
Mrzygłodów;Mrzygłody
Ślepek;Ślepki
Zadworu;Zadwór
Kuśnia;Kuśnie
Ceglisk;Cegliska
Zajedla;Zajedle
Wilkowyi;Wilkowyja
Wilczy;Wilcza
Niedonia;Niedoń
Zaścienia;Zaścienie
Grabczoka;Grabczok
Święcienieńca;Święcieniec
Podbramek;Podbramki
Zamieścia;Zamieście
Czartoryi;Czartoryja
Wójcicic;Wójcice
Łężczaka;Łężczak
Głuszca;Głuszec
Tułazów;Tułazy
Szeszył;Szeszyły
Serwitutów;Serwituty
Hutek;Hutki
Krzyżaka;Krzyżak
Międzyłęża;Międzyłęż
Skrzypnego;Skrzypne
Wrzosowa;Wrzosowa
Karbca;Karbiec
Psurza;Psurze
Gurbicz;Gurbicze
Monetek;Monetki
Jagodnego;Jagodne
Niedojadów;Niedojady
Zadków;Zadki
Wej;Wesoła
Otrębus;Otrębusy
Maż;Maże
Zatyk;Zatyki
Swarzędza;Swarzędz
Poddanego;Poddane
Tułwin;Tułwiny
Pinkasowia;Pinkasowie
Nawozów;Nawozy
Wieprzków;Wieprzki
Babul;Babule
Mołodiatycz;Mołodiatycze
Buciorów;Buciory
Libeta;Libet
Romalin;Romaliny
Ciepuchy;Ciepucha
Kamienia;Kamień
Iwaniszek;Iwaniszki
Brenioków;Brenioki
Gronieńca;Groniec
Trosk;Troski
Witolubia;Witolub
Jenorajścia;Jenorajście
Piętacza;Piętacz
Bombli;Bombla
Błaszczyków;Błaszczyki
Podcisssów;Podcisse
Moczarek;Moczarki
Przysów;Przysowy
Walatków;Walatki
Puchów;Puchy
Podlutynia;Podlutynie
Skopania;Skopanie
Zwierek;Zwierki
Grabowczyka;Grabowczyk
Sierszenisk;Sierszeniska
Lubca;Lubiec
Grabowego;Grabowe
Mrowców;Mrowcowie
Staniochów;Staniochy
Zakrzewia;Zakrzewie
Walin;Waliny
Kędziorów;Kędziory
Winnogóry;Winnogóra
Szarlocinieńca;Szarlociniec
Potycza;Potycz
Bródzek;Bródzki
Rzyczek;Rzyczki
Kudypek;Kudypki
Ściborza;Ściborze
Strzyż;Strzyże
Faronów;Farony
Równinin;Równiny
Podklasztorza;Podklasztorze
Szczuczarza;Szczuczarz
Popielar;Popielary
Chotla;Chotel
Sejw;Sejwy
Ruszelczyczyc;Ruszelczyce
Zapasiecza;Zapasiecze
Dębinieńca;Dębiniec
Nowinieńca;Nowiniec
Rant;Ranty
Podchojnego;Podchojne
Kurzaczów;Kurzacze
Kotli;Kotla
Rodowin;Rodowiny
Lasot;Lasoty
Poszczyn;Poszczyny
Modziela;Modziel
Daniela;Daniel
Danieńka;Daniek
Zamośników;Zamośniki
Danieńca;Daniec
Krakusa;Krakus
Mirogniewia;Mirogniew
Wojsk;Wojska
Redła;Redło
Podekrza;Podekrze
Gąsiora;Gąsior
Owczarek;Owczarki
Koczajów;Koczaje
Kożuszków;Kożuszki
Rakołup;Rakołupy
Capłap;Capłapy
Augam;Augamy
Marchotu;Marchot
Mikoszek;Mikoszki
Ryczy;Rycza
Kownatek;Kownatki
Balcarków;Balcarki
Hektarów;Hektary
Brodźców;Brodźce
Cieszyn;Cieszyny
Zatoru;Zator
Podbaby;Podbaba
Kamincy;Kamince
Podwia;Podwie
Gwiździn;Gwiździny
Żeroni;Żeronie
Kryp;Krypy
Jadachów;Jadachy
Przechodów;Przechody
Narojek;Narojki
Grabienieńca;Grabieniec
Hoczwi;Hoczew
Nacmierza;Nacmierz
Pełczy;Pełcza
Knapów;Knapy
Głosek;Głoska
Maślanich;Maślani
Mutnego;Mutne
Podgroni;Podgronie
Śliwowa;Śliwowo
Komańczy;Komańcza
Odrzywołu;Odrzywół
Ladorudza;Ladorudz
Biecza;Biecz
Blękwitu;Blękwit
Mażucia;Mażucie
Stukola;Stukol
Wyszyn;Wyszyny
Róklasu;Róklas
Gardyn;Gardyny
Granicznego;Graniczne
Dzięcioła;Dzięcioł
Bachorza;Bachórz
Podlesieśca;Podlesiec
Kurników;Kurniki
Pizdurów;Pizdury
Pekinu;Pekin
Zapoprzecznego;Zapoprzeczne
Fiukał;Fiukały
Giław;Giławy
Łopianu;Łopian
Pogąstów;Pogąsty
Tyrolu;Tyrol
Saletry;Saletra
Czachurek;Czachurki
Buczydła;Buczydło
Miernicckich;Mierniccy
Wołkun;Wołkuny
Górowych;Górowychy
Łąkorza;Łąkorz
Kończyczyc;Kończyce
Pieszowoli;Pieszowola
Płąchaw;Płąchawy
Koloniśctów;Koloniści
Witów;Witowy
Jasiów;Jasie
Ociętego;Ocięte
Zachardzinia;Zachardzinie
Zajania;Zajanie
Rozgart;Rozgarty
Lubaszcza;Lubaszcz
Zarostów;Zarosty
Janowięt;Janowięta
Babilonu;Babilon
Ramców;Ramce
Trzebul;Trzebule
Wągrody;Wągroda
Wityń;Witynie
Myśliborza;Myślibórz
Godosza;Godosz
Hetmańczyków;Hetmańczyki
Przeczaka;Przeczak
Młynków;Młynki
Wieprzenieńca;Wieprzeniec
Pirów;Pirowy
Jareka;Jarek
Bazyńskiego;Bazyńskie
Podłosinia;Podłosinie
Półrzecza;Półrzecze
Strumyka;Strumyk
Kocin;Kociny
Kobylaty;Kobylata
Krównik;Krówniki
Orłowiec;Orłowce
Gieraliszek;Gieraliszki
Cyrhli;Cyrhla
Młyńczysk;Młyńczyska
Wincenty;Wincenta
Białotula;Białotul
Kuśnierzy;Kuśnierze
Kikusza;Kikusz
Truskolasu;Truskolas
Uciekajki;Uciekajka
Gołdapi;Gołdap
Prałkowiec;Prałkowce
Nalepek;Nalepki
Zakobylaka;Zakobylak
Stachowców;Stachowcy
Mysłak;Mysłaki
Giełozichy;Giełozicha
Winiarek;Winiarki
Karnatów;Karnaty
Czepczorów;Czepczory
Hrastów;Hrasty
Ogrojca;Ogrojec
Kasztala;Kasztal
Mościcic;Mościce
Pipał;Pipały
Fenedyku;Fenedyk
Rozwadzy;Rozwadza
Pipały;Pipała
Fortepianu;Fortepian
Pożarek;Pożarki
Sialisiokuli;Sialisiokula
Lubienia;Lubień
Kiczyczyc;Kiczyce
Sągoli;Sągole
Drahli;Drahle
Bromierzyka;Bromierzyk
Szylin;Szyliny
Więcemierza;Więcemierz
Rzewnia;Rzewnie
Kamienistego;Kamieniste
Niemczy;Niemcza
Polwa;Pole
Polów;Pola
Słonowiczek;Słonowiczki
Łobza;Łobez
Zakamienia;Zakamień
Wrocieryża;Wrocieryż
Łuszczy;Łuszcze
Załąk;Załąki
Cielądza;Cielądz
Molucha;Moluch
Aniołków;Aniołki
Skuz;Skuze
Borzych;Borzychy
Zajemcza;Zajemcze
Rzycków;Rzycki
Pucicic;Pucice
Skrzeczenieńca;Skrzeczeniec
Maudy;Mauda
Sowizdrzałów;Sowizdrzały
Dorazu;Doraz
Szydła;Szydło
Bożenia;Bożeń
Gródzi;Gródzie
Boru;Bór
Brunswałdu;Brunswałd
Ptasznik;Ptaszniki
Łętowego;Łętowe
Cupli;Cuple
Sąpłat;Sąpłaty
Bezedni;Bezednie
Starniczek;Starniczki
Zajasienia;Zajasienie
Zasana;Zasan
Kaptur;Kaptury
Zapaci;Zapać
Stegien;Stegny
Kter;Ktery
Świńcza;Świńcz
Korpacza;Korpacz
Czarniża;Czarniż
Jelcza;Jelcz
Zaździebulich;Zaździebulichy
Westerplatte;Westerplatte
Wiercienia;Wiercień
Zaróża;Zaróże
Starzysk;Starzyska
Psin;Psiny
Mokasu;Mokas
Barnimia;Barnim
Pucheł;Puchły
Zajezierza;Zajezierze
Janczurów;Janczury
Sarysów;Saryse
Spichlerzy;Spichlerze
Podklucza;Podklucze
Dziemion;Dziemiony
Łabędzia;Łabędź
Recza;Recz
Łubniaka;Łubniak
Zagory;Zagora
Strzeleczek;Strzeleczki
Kunów;Kuny
Klekotek;Klekotki
Radowskich;Radowskie
Duraju;Duraj
Gawlinieńca;Gawliniec
Skarszyn;Skarszyny
Bicza;Bicz
Zofiboru;Zofibór
Zapotoku;Zapotok
Józefów;Józefy
Jagusichy;Jagusicha
Żebrek;Żebrki
Zrazimia;Zrazim
Niezdary;Niezdara
Kampinosu;Kampinos
Piestrzca;Piestrzec
Hajduków;Hajduki
Kamionacza;Kamionacz
Zjawienia;Zjawienie
Oświęcimia;Oświęcim
Poducia;Poducie
Goster;Gostery
Kosobońcy;Kosobońce
Tafił;Tafiły
Zagat;Zagaty
Kantora;Kantor
Chuchaja;Chuchaj
Rybin;Rybiny
Brzyszowego;Brzyszowe
Janasków;Janaski
Łabęd;Łabędy
Skalitów;Skality
Poddolin;Poddoliny
Wyźrała;Wyźrał
Półwsia;Półwsie
Serwitur;Serwitury
Grobi;Grobia
Grobia;Grobie
Krutli;Krutla
Klepek;Klepki
Janinóowa;Janinów
Śniecisk;Śnieciska
Łysek;Łyski
Lutrowskiego;Lutrowskie
Rądla;Rądel
Strzyżek;Strzyżki
Porbad;Porbady
Kwartnik;Kwartniki
Augustopola;Augustopol
Łynieńca;Łyniec
Prawdy;Prawda
Smolińców;Smolińce
Litanii;Litania
Bańboru;Bańbór
Hamrów;Hamry
Szlacheckich;Szlacheckie
Rąbienia;Rąbień
Dębczaka;Dębczak
Kamaszy;Kamasze
Przyskoku;Przyskok
Wszebór;Wszebory
Świecia;Świecie
Koszarek;Koszarki
Petrus;Petrusy
Szarowoli;Szarowola
Kretek;Kretki
Szumek;Szumki
Węchadłowskiego;Węchadłowskie
Jaworców;Jaworce
Karceram;Karceramy
Krzyżyków;Krzyżyki
Chrycków;Chrycki
Knyszewicz;Knyszewicze
Glin;Gliny
Wojen;Wojny
Skupniów;Skupnie
Suczek;Suczki
Chotylubi;Chotylubia
Podjurza;Podjurze
Poddębicza;Poddębicz
Antonii;Antonia
Łopusza;Łopusze
Antonia;Antonie
Napłatków;Napłatki
Aleksicz;Aleksicze
Jarominów;Jarominy
Piasków;Piaskowy
Karczmisk;Karczmiska
Podkaszczora;Podkaszczor
Niemścicic;Niemścice
Nicwałdu;Nicwałd
Honiatyczek;Honiatyczki
Bahoników;Bahoniki
Półchleba;Półchleb
Miczułów;Miczuły
Pleśnianków;Pleśnianki
Wolborza;Wolbórz
Lisikrza;Lisikierz
Kreczek;Kreczki
Libidzy;Libidza
Gaworca;Gaworzec
Tarasiuk;Tarasiuki
Kubaszczyków;Kubaszczyki
Kupa;Kup
Kuropca;Kuropiec
Łysobyków;Łysobyki
Stachurów;Stachurzy
Surał;Surały
Dziarników;Dziarniki
Nazieleńcniec;Nazieleńce
Kornaji;Kornaje
Wojtasów;Wojtase
Wojtasów;Wojtasy
Powibia;Powibe
Wygorzeli;Wygorzele
Śródmieścia;Śródmieście
Wieży;Wieża
Zdziętaw;Zdziętawy
Tarnoskały;Tarnoskała
Grabowskich;Grabowskie
Podgórek;Podgórki
Dębniaku;Dębniak
Wypnichy;Wypnicha
Mołowistego;Mołowiste
Beradza;Beradz
Kochów;Kochy
Modłowia;Modłowie
Miłoszów;Miłosze
Gębów;Gęby
Fidorów;Fidory
Skrzatków;Skrzatki
Wygnania;Wygnanie
Skoczylasu;Skoczylas
Częstocicic;Częstocice
Nyguta;Nygut
Jezierzysk;Jezierzyska
Gierałcicic;Gierałcice
Snozy;Snoza
Snóz;Snozy
Wydmuchowia;Wydmuchowie
Gołystoku;Gołystok
Kartuz;Kartuzy
Leklowych;Leklowy
Taradajek;Taradajki
Podwołkusznego;Podwołkuszne
Zapory;Zapora
Barnisławia;Barnisław
Stobojów;Stoboje
Dula;Dule
Kabatek;Kabatki
Stochów;Stochy
Jachoszów;Jachosze
Blusów;Blusy
Tarapaty;Tarapata
Pałków;Pałki
Kozisza;Kozisz
Olkusza;Olkusz
Cyganów;Cygany
Łokcia;Łokieć
Klon;Klony
Gardziołek;Gardziołki
Biard;Biardy
Dobrejmyśli;Dobramyśl
Zakolei;Zakoleje
Podpowieszona;Podpowieszon
Podłącza;Podłącze
Wysieczy;Wysiecz
Roczyn;Roczyny
Locania;Locanie
Prędkiej;Prędka
Toczysk;Toczyska
Podkrępia;Podkrępie
Żugieni;Żugienie
Wszerzeczy;Wszerzecz
Stachów;Stachy
Zasiadek;Zasiadki
Bihal;Bihale
Pakotulska;Pakotulsko
Brodnik;Brodniki
Bizji;Bizja
Wyszymieścia;Wyszymieście
Lichnów;Lichnowy
Wołczastych;Wołczaste
Wanacji;Wanacja
Grabnowoli;Grabnowola
Hołodysek;Hołodyska
Gulkajm;Gulkajmy
Bednar;Bednary
Gdoli;Gdola
Wilczorudy;Wilczoruda
Krużlackiej;Krużlacka
Żurawników;Żurawniki
Kodrania;Kodrań
Zbróżek;Zbróżki
Zaolszynia;Zaolszynie
Łosienia;Łosień
Duczek;Duczki
Jacków;Jackowie
Podłowoci;Podłowocie
Turośli;Turośl
Sopot;Sopoty
Przykopków;Przykopki
Niegowici;Niegowić
Słotwin;Słotwiny
Hajzder;Hajzdry
Okola;Okole
Lubażnych;Lubażne
Zabaszty;Zabaszta
Zasonia;Zasonie
Sulin;Suliny
Goszczyczyc;Goszczyce
Hejtusa;Hejtus
Kowanieńca;Kowaniec
Gładyszek;Gładyszki
Stępni;Stępnie
Dołków;Dołki
Podrochal;Podrochale
Krymek;Krymki
Dołu;Dól
Niemieckiej;Niemiecka
Leleszek;Leleszki
Wszewilków;Wszewilki
Zahańcza;Zahańcze
Kochłów;Kochłowy
Rajchów;Rajchy
Moszczanieńca;Moszczaniec
Magoni;Magonie
Kemp;Kempy
Podcabai;Podcabaje
Pachnowoli;Pachnowola
Czochrynia;Czochryń
Kuczek;Kuczki
Jamczyn;Jamczyny
Kasolików;Kasoliki
Balbuzów;Balbuzy
Szyldaka;Szyldak
Banachów;Banachy
Drzewicza;Drzewicz
Jasnosza;Jasnosz
Normy;Norma
Cieciorek;Cieciorki
Józefosławia;Józefosław
Krzysztoforii;Krzysztoforia
Kawca;Kawec
Kaczek;Kaczki
Podrybin;Podrybiny
Łupin;Łupiny
Sulejów;Suleje
Cegielni;Cegielnie
Sioła;Sioło
Mrozów;Mrozy
Strzebowisk;Strzebowiska
Gołej;Goła
Kuszów;Kusze
Kodnia;Kodeń
Sprzęcicic;Sprzęcice
Rupińskich;Rupińskie
Druzdałów;Druzdały
Zor;Zory
Sędek;Sędki
Międzyrzecza;Międzyrzecz
Cedrów;Cedry
Kadyk;Kadyki
Zaopłotek;Zaopłotki
Łękobud;Łękobudy
Partacza;Partacz
Spólników;Spólniki
Otrzęsia;Otrzęsie
Annopola;Annopol
Rojków;Rojki
Chodorek;Chodorki
Wiżgór;Wiżgóry
Podkosacza;Podkosacze
Olchowiec;Olchowce
Szymcza;Szymcze
Jamnik;Jamniki
Korzkwów;Korzkwy
Głupoń;Głuponie
Chwałków;Chwałki
Małobądza;Małobądz
Stajków;Stajki
Kukieł;Kukły
Jeńkniek;Jeńki
Kukły;Kukła
Śliwiczek;Śliwiczki
Bazylowych;Bazylowe
Lubochy;Lubocha
Chełmińskiego;Chełmińskie
Rzycht;Rzychty
Rownia;Rowień
Zakuczeni;Zakuczenie
Zamiedzy;Zamiedza
Izdebek;Izdebki
