Dopełniacz;Mianownik;Wynik Stemmera
Korzkwów;Korzkwy;Korzkw;
Przydatków;Przydatki;Przydatek;
Kolankowa;Kolankowo;Kolankowy;
Grądzik;Grądziki;Grądzik;
Warmątowic;Warmątowice;Warmątowica;
Chwałek;Chwałki;Chwałka;
Beniowej;Beniowa;Beniowy;
Małobądza;Małobądz;Małobądzać;
Stryczowic;Stryczowice;Stryczowica;
Pałowa;Pałowo;Pałowy;
Gęślic;Gęślice;Gęślica;
Kukieł;Kukły;Kukła;
Jeniek;Jeńki;Jeńka;
Kukły;Kukła;Kuc;
Krążkówka;Krążkówko;Krążkówka;
Śliwiczek;Śliwiczki;Śliwiczka;
Skorzewa;Skorzewo;Skorzewać;
Sicinek;Sicinki;Sicinek;
Lubochy;Lubocha;Luboch;
Pomietowa;Pomietów;Pomietowy;
Sylwerynowa;Sylwerynów;Sylwerynowy;
Chośnicy;Chośnica;Chośnik;
Czarnoborska;Czarnoborsko;Czarnoborski;
Chojnówka;Chojnówek;Chojnówka;
Szymonkowa;Szymonków;Szymonkowy;
Izdebek;Izdebki;Izdebka;
Chynowa;Chynowo;Chynowy;
Chynowy;Chynowa;Chynowy;
Walentynowa;Walentynów;Walentynowy;
Gręblina;Gręblin;Gręblina;
Wielowiczka;Wielowiczek;Wielowiczka;
Ułanów;Ułany;Ułan;
Wańkowej;Wańkowa;Wańkowy;
Słajszewa;Słajszewo;Słajszewać;
Chrząblic;Chrząblice;Chrząblica;
Jakuszowej;Jakuszowa;Jakuszowy;
Strzebieszewa;Strzebieszew;Strzebieszewać;
Węglina;Węglin;Węglina;
Sierpca;Sierpc;Sierpec;
Wszechświętych;Wszechświęte;Wszechświęty;
Owśnic;Owśnice;Owśnica;
Grzymał;Grzymały;Grzymać;
Starowic;Starowice;Starowica;
Kaczkówka;Kaczkówko;Kaczkówka;
Grzymały;Grzymała;Grzymać;
Pieniążek;Pieniążki;Pieniążek;
Bałtruci;Bałtrucie;Bałtruty;
Godaw;Godawy;Godawa;
Skrzydlic;Skrzydlice;Skrzydlica;
Klaudyna;Klaudyn;Klaudyna;
Niebocka;Niebocko;Niebocka;
Krosnowej;Krosnowa;Krosnowy;
Krosnowa;Krosnowo;Krosnowa;
Cisewia;Cisewie;Cisewiać;
Młodochowa;Młodochów;Młodochować;
Milska;Milsko;Milski;
Ćwikowa;Ćwików;Ćwikowy;
Konopnicy;Konopnica;Konopnik;
Wildka;Wildek;Wildka;
Jarosławska;Jarosławsko;Jarosławski;
Siemion;Siemiony;Siemię;
Arciechówka;Arciechówek;Arciechówka;
Uściszowic;Uściszowice;Uściszowica;
Kociszewa;Kociszew;Kociszewać;
Grzegorzewic;Grzegorzewice;Grzegorzewica;
Żulic;Żulice;Żulica;
Sarnowic;Sarnowice;Sarnowica;
Pokrytek;Pokrytki;Pokrytka;
Wiesiołowa;Wiesiołów;Wiesiołowy;
Wieńkowa;Wieńkowo;Wieńkowy;
Stepnicy;Stepnica;Stepnik;
Dziaduszyc;Dziaduszyce;Dziaduszyca;
Wąwelna;Wąwelno;Wąwelny;
Wielan;Wielany;Wielan;
Roska;Rosko;Roska;
Chrustowic;Chrustowice;Chrustowica;
Skórzna;Skórzno;Skórzny;
Stębarku;Stębark;Stębarek;
Sancygniowa;Sancygniów;Sancygniowy;
Turkowów;Turkowy;Turków;
Skrzeszewa;Skrzeszew;Skrzeszewać;
Borzykowy;Borzykowa;Borzykowy;
Krokocicic;Krokocice;Krokocicica;
Turkowa;Turkowo;Turkowy;
Koleśnego;Koleśne;Koleśny;
Ciechowic;Ciechowice;Ciechowica;
Głudnej;Głudna;Głudny;
Machnacza;Machnacz;Machnaczać;
Cyprian;Cypriany;Cyprianin;
Kisielewa;Kisielew;Kisielewać;
Kusiąt;Kusięta;Kusiąt;
Chartowa;Chartów;Chartowy;
Zagorzyc;Zagorzyce;Zagorzyca;
Wytoki;Wytoka;Wytok;
Kłosówka;Kłosówko;Kłosówka;
Gertrudowa;Gertrudów;Gertrudowa;
Popiołków;Popiołki;Popiołek;
Wieruszyc;Wieruszyce;Wieruszyca;
Ładzina;Ładzin;Ładzina;
Nętkowa;Nętkowo;Nętkowy;
Koszewka;Koszewko;Koszewka;
Parzna;Parzno;Parzny;
Kakonina;Kakonin;Kakonina;
Kołkowa;Kołków;Kołkowy;
Zadworzan;Zadworzany;Zadworzanin;
Boleszyna;Boleszyn;Boleszyna;
Altony;Altona;Alton;
Nadmy;Nadma;Nadm;
Bytomca;Bytomiec;Bytomca;
Magdy;Magda;Magd;
Granic;Granice;Granica;
Fabianek;Fabianki;Fabianka;
Jodłówki;Jodłówka;Jodłówki;
Golbic;Golbice;Golbica;
Klwatów;Klwaty;Klwat;
Proszkowa;Proszkowo;Proszkowy;
Borzysławic;Borzysławice;Borzysławica;
Kopiny;Kopina;Kopiny;
Kiączyna;Kiączyn;Kiączyna;
Żelewca;Żelewiec;Żelewca;
Żyznowa;Żyznów;Żyznowy;
Wielądek;Wielądki;Wielądek;
Ciołków;Ciołki;Ciołek;
Wilkowiczek;Wilkowiczki;Wilkowiczka;
Żalęcina;Żalęcino;Żalęcina;
Trawnik;Trawniki;Trawnik;
Fitowa;Fitowo;Fitowy;
Rozworzyna;Rozworzyn;Rozworzynać;
Bychawy;Bychawa;Bychawy;
Mijakowa;Mijakowo;Mijakowy;
Dziardonic;Dziardonice;Dziardonica;
Drewnowa;Drewnowo;Drewnowy;
Żołędzina;Żołędzin;Żołędzina;
Gorzuch;Gorzuchy;Gorzuch;
Popowlan;Popowlany;Popowlan;
Odolanowa;Odolanów;Odolanowy;
Trzebienic;Trzebienice;Trzebienica;
Goszczowy;Goszczowa;Goszczowy;
Tatowa;Tatów;Tatowy;
Mszany;Mszana;Mszać;
Mszana;Mszano;Mszany;
Cielętnik;Cielętniki;Cielętnik;
Bartnicy;Bartnica;Bartnik;
Chodnowa;Chodnów;Chodnowa;
Wyrówna;Wyrówno;Wyrównać;
Grzępy;Grzępa;Grzęp;
Piskorowa;Piskorów;Piskorowy;
Borawego;Borawe;Borawy;
Komór;Komory;Komór;
Gruczna;Gruczno;Gruczny;
Krzecka;Krzecko;Krzecki;
Podzakrzówka;Podzakrzówek;Podzakrzówka;
Grzęp;Grzępy;Grzępić;
Straduni;Stradunia;Stradun;
Łęczenka;Łęczenko;Łęczenka;
Świętoszyna;Świętoszyn;Świętoszyna;
Dzierzązny;Dzierzązna;Dzierzązny;
Koszorowa;Koszorów;Koszorowy;
Marianek;Marianki;Marianka;
Seredzic;Seredzice;Seredzica;
Kiełbic;Kiełbice;Kiełbica;
Pupek;Pupki;Pupek;
Batowa;Batowo;Batowy;
Kijewic;Kijewice;Kijewica;
Burniszek;Burniszki;Burniszek;
Wyłudzina;Wyłudzin;Wyłudzina;
Sławska;Sławsko;Sławski;
Szymonowa;Szymonowo;Szymonowy;
Piaseczna;Piaseczno;Piaseczny;
Radzanowa;Radzanowo;Radzanowy;
Piasecznej;Piaseczna;Piaseczny;
Nawt;Nawty;Nawt;
Pierocicic;Pierocice;Pierocicica;
Cieszęcina;Cieszęcin;Cieszęcina;
Zielonowa;Zielonowo;Zielonowy;
Bałdrzychowa;Bałdrzychów;Bałdrzychować;
Plutycz;Plutycze;Plutyczyć;
Jedli;Jedle;Jeść;
Wicka;Wicko;Wicki;
Goczałkowa;Goczałkowo;Goczałkowy;
Bartolina;Bartolin;Bartolina;
Wołkowian;Wołkowiany;Wołkowian;
Klarewa;Klarewo;Klarewa;
Tereni;Terenia;Teren;
Smarkowa;Smarków;Smarkowy;
Czajna;Czajno;Czajny;
Obojnej;Obojna;Obojny;
Łączek;Łączki;Łączka;
Zawieścicic;Zawieścice;Zawieścicica;
Suchcicic;Suchcice;Suchcicica;
Kuraszewa;Kuraszew;Kuraszewać;
Gorzkowiczek;Gorzkowiczki;Gorzkowiczka;
Zalewa;Zalewo;Zalewać;
Worszyn;Worszyny;Worszyn;
Jabłecznej;Jabłeczna;Jabłeczny;
Potryt;Potryty;Potryt;
Sulinowa;Sulinowo;Sulinowy;
Świerklan;Świerklany;Świerklan;
Elganowa;Elganowo;Elganowy;
Dyl;Dyle;Dyl;
Marylki;Marylka;Marylek;
Koszel;Koszele;Koszel;
Maliszowa;Maliszów;Maliszowy;
Niesulic;Niesulice;Niesulica;
Pacynowa;Pacynowo;Pacynowy;
Podtymienia;Podtymień;Podtymienie;
Łazów;Łazy;Łaz;
Dymra;Dymer;Dymra;
Dymka;Dymek;Dymka;
Ostrowąsów;Ostrowąsy;Ostrowąs;
Gdakowa;Gdakowo;Gdakowy;
Kwasowa;Kwasów;Kwasowy;
Porczyn;Porczyny;Porczyna;
Reguł;Reguły;Reguła;
Przybranówka;Przybranówek;Przybranówka;
Łomaz;Łomazy;Łomaz;
Burbiszek;Burbiszki;Burbiszek;
Twardej;Twarda;Twardy;
Stradunia;Straduń;Stradunio;
Pilchówka;Pilchówko;Pilchówka;
Brokowa;Brokowo;Brokowy;
Pasierb;Pasierby;Pasierb;
Kłodzka;Kłodzko;Kłodzki;
Pierska;Piersko;Pierski;
Brusin;Brusiny;Brusin;
Parceli;Parcele;Parcela;
Kupina;Kupin;Kupina;
Ranachowa;Ranachów;Ranachowy;
Obidzy;Obidza;Obig;
Ołtarzewa;Ołtarzew;Ołtarzewać;
Gościejowic;Gościejowice;Gościejowica;
Ldzania;Ldzań;Ldzanie;
Kręgu;Krąg;Kręg;
Chwalibogowic;Chwalibogowice;Chwalibogowica;
Krosewa;Krosewo;Krosewać;
Zbierkowa;Zbierkowo;Zbierkowy;
Skorodnego;Skorodne;Skorodny;
Separowa;Separowo;Separowy;
Rozynowa;Rozynów;Rozynowy;
Strzalin;Strzaliny;Strzalina;
Tuszyna;Tuszyn;Tuszyna;
Brudzynia;Brudzyń;Brudzyniać;
Małgorzacina;Małgorzacin;Małgorzacinać;
Kusowa;Kusowo;Kusowy;
Leśnej;Leśna;Leśny;
Maciejowa;Maciejów;Maciejowy;
Klonowa;Klonowo;Klonowy;
Lęgniszewa;Lęgniszewo;Lęgniszewać;
Kwiecewa;Kwiecewo;Kwiecewa;
Leonowicz;Leonowicze;Leonowicz;
Klębowa;Klębów;Klębowy;
Tokarek;Tokarki;Tokarka;
Chościszowic;Chościszowice;Chościszowica;
Smolanka;Smolanek;Smolanka;
Skłob;Skłoby;Skłobać;
Ła;Łańsk;Ły;
Radziejewa;Radziejewo;Radziejewać;
Łozic;Łozice;Łozica;
Przyborowic;Przyborowice;Przyborowica;
Bełcza;Bełcze;Bełczy;
Węgoryt;Węgoryty;Węgoryt;
Skierdów;Skierdy;Skierda;
Śmiechowic;Śmiechowice;Śmiechowica;
Drzecina;Drzecin;Drzecinać;
Szczawnego;Szczawne;Szczawny;
Brych;Brychy;Bry;
Karowa;Karów;Karowy;
Sułaszewa;Sułaszewo;Sułaszewać;
Dowiat;Dowiaty;Dowiat;
Kędrzyna;Kędrzyno;Kędrzynać;
Sławy;Sława;Sławy;
Robit;Robity;Robit;
Józefinowa;Józefinowo;Józefinowy;
Buczyny;Buczyna;Buczyny;
Bonarowa;Bonarów;Bonarowy;
Baranek;Baranki;Baranek;
Klasztorka;Klasztorek;Klasztorka;
Buczyn;Buczyny;Buczyna;
Siedlimowa;Siedlimowo;Siedlimowy;
Kożuch;Kożuchy;Kożuch;
Płacht;Płachty;Płachta;
Łupawy;Łupawa;Łupawy;
Krzekotowic;Krzekotowice;Krzekotowica;
Rzeniszowa;Rzeniszów;Rzeniszowy;
Osłonek;Osłonki;Osłonka;
Oborczysk;Oborczyska;Oborczysko;
Sadowa;Sadów;Sadowy;
Spław;Spławy;Spław;
Joanina;Joanin;Joanina;
Pustek;Pustki;Pustka;
Pęszyna;Pęszyno;Pęszyna;
Myszowic;Myszowice;Myszowica;
Jeziorowa;Jeziorowo;Jeziorowy;
Swochowa;Swochowo;Swochować;
Włoszakowic;Włoszakowice;Włoszakowica;
Pruchnowa;Pruchnowo;Pruchnowy;
Kcyni;Kcynia;Kcyn;
Kunic;Kunice;Kunica;
Broszek;Broszki;Broszka;
Kończysk;Kończyska;Kończysko;
Kunicy;Kunica;Kunik;
Goślubia;Goślub;Goślubiać;
Jackowic;Jackowice;Jackowica;
Stójła;Stójło;Stójć;
Słodkowa;Słodków;Słodkowy;
Wicewa;Wicewo;Wicewa;
Zajączkowa;Zajączkowo;Zajączkowy;
Jeziorka;Jeziorek;Jeziorko;
Radachowa;Radachów;Radachowy;
Rozstrzał;Rozstrzały;Rozstrzał;
Przychowa;Przychów;Przychować;
Ośniszczewa;Ośniszczewo;Ośniszczewać;
Kamiony;Kamiona;Kamić;
Rutki;Rutka;Rutki;
Rutek;Rutki;Rutka;
Karpicka;Karpicko;Karpicki;
Księżna;Księżno;Księżny;
Burca;Burzec;Burca;
Skorupek;Skorupki;Skorupka;
Dzietrznik;Dzietrzniki;Dzietrznik;
Świerzowa;Świerzów;Świerzowy;
Morynia;Moryń;Morynia;
Skoczylasów;Skoczylasy;Skoczylas;
Komierówka;Komierówko;Komierówka;
Mierzejewa;Mierzejewo;Mierzejewać;
Kiełczewa;Kiełczew;Kiełczewać;
Posucicic;Posucice;Posucicica;
Szczeki;Szczeka;Szczek;
Czartos;Czartosy;Czartos;
Gostkowic;Gostkowice;Gostkowica;
Rozstajnego;Rozstajne;Rozstajny;
Oleszek;Oleszki;Oleszka;
Saczyna;Saczyn;Saczyna;
Wrzaw;Wrzawy;Wrzawa;
Wilczowoli;Wilczowola;Wilczowolić;
Braciejowej;Braciejowa;Braciejowy;
Lorettta;Loretto;Lorettto;
Borska;Borsk;Borski;
Słowaka;Słowak;Słowaki;
Lig;Ligi;Liga;
Rus;Rusy;Rus;
Łachowiec;Łachowce;Łachowiec;
Borzęcicic;Borzęcice;Borzęcicica;
Zabełcza;Zabełcze;Zabełczy;
Choszczowa;Choszczów;Choszczowy;
Brochowa;Brochów;Brochowy;
Spytajn;Spytajny;Spytajn;
Poledna;Poledno;Polednać;
Niedrzakowa;Niedrzaków;Niedrzakowy;
Zarośla;Zarośle;Zarośla;
Luciąży;Luciąża;Luciążyć;
Zarośli;Zarośla;Zarosnąć;
Lądów;Lądy;Ląd;
Salna;Salno;Salny;
Żerocina;Żerocin;Żerocina;
Zwonowic;Zwonowice;Zwonowica;
Matyjaszek;Matyjaszki;Matyjaszek;
Gajownik;Gajowniki;Gajownik;
Rzyczkowa;Rzyczkowo;Rzyczkowy;
Karpna;Karpno;Karpny;
Nużewa;Nużewo;Nużewać;
Kopojna;Kopojno;Kopojny;
Śleszowic;Śleszowice;Śleszowica;
Jodłowic;Jodłowice;Jodłowica;
Porytego;Poryte;Poryty;
Popielaw;Popielawy;Popielawa;
Gwizda;Gwizd;Gwizda;
Gardzienia;Gardzień;Gardzienie;
Myślakowic;Myślakowice;Myślakowica;
Kowalewic;Kowalewice;Kowalewica;
Gotelpia;Gotelp;Gotelpia;
Niegowa;Niegów;Niegowy;
Jaworzyny;Jaworzyna;Jaworzyn;
Ludomirowa;Ludomirowo;Ludomirowy;
Darowa;Darów;Darowy;
Jaraczewa;Jaraczewo;Jaraczewać;
Tarnówczyna;Tarnówczyn;Tarnówczyna;
Przytyk;Przytyki;Przytyk;
Piastoszyna;Piastoszyn;Piastoszyna;
Zdonkowa;Zdonków;Zdonkowy;
Makowskich;Makowskie;Makowski;
Min;Miny;Mina;
Stromca;Stromiec;Stromca;
Józefiny;Józefina;Józefiny;
Setnik;Setniki;Setnik;
Stróżewka;Stróżewko;Stróżewka;
Żelichowa;Żelichowo;Żelichowy;
Tolkmit;Tolkmity;Tolkmit;
Kopyłowa;Kopyłów;Kopyłowy;
Konojad;Konojady;Konojad;
Kacpur;Kacpury;Kacpura;
Wierśni;Wierśnie;Wierśny;
Nacławia;Nacław;Nacławiać;
Otmianowa;Otmianowo;Otmianowy;
Ściejowic;Ściejowice;Ściejowica;
Kosaków;Kosaki;Kosak;
Koźmina;Koźmin;Koźmina;
Rusinowic;Rusinowice;Rusinowica;
Ćwiętalki;Ćwiętalka;Ćwiętalk;
Otwocka;Otwock;Otwocka;
Łaszowa;Łaszów;Łaszowy;
Świtał;Świtały;Świtać;
Winnnej;Winna;Winnny;
Kukinki;Kukinka;Kukinek;
Hutkowa;Hutków;Hutkowy;
Taniecznicy;Taniecznica;Taniecznik;
Kotów;Koty;Kot;
Budziaków;Budziaki;Budziak;
Ryszewka;Ryszewek;Ryszewka;
Otówka;Otówko;Otówka;
Morzewa;Morzewo;Morzewać;
Bilczewa;Bilczew;Bilczewać;
Złotek;Złotki;Złotek;
Wituni;Witunia;Witunić;
Kolbud;Kolbudy;Kolbuda;
Stefanowa;Stefanów;Stefanowy;
Kołodziejek;Kołodziejki;Kołodziejka;
Beszowej;Beszowa;Beszowy;
Ciumicz;Ciumicze;Ciumiczyć;
Pławina;Pławin;Pławina;
Wałek;Wałki;Wałka;
Strzałkowej;Strzałkowa;Strzałkowy;
Strzałkowa;Strzałkowo;Strzałkowy;
Wipsowa;Wipsowo;Wipsowy;
Maksa;Maks;Maksa;
Grąblewa;Grąblewo;Grąblewać;
Przećmina;Przećmino;Przećmina;
Panoszowa;Panoszów;Panoszowy;
Siedliszowic;Siedliszowice;Siedliszowica;
Szczawinka;Szczawinek;Szczawinka;
Russówka;Russówek;Russówka;
Blunak;Blunaki;Blunak;
Sobiesiernia;Sobiesiernie;Sobiesiernia;
Dobromierzyc;Dobromierzyce;Dobromierzyca;
Ujazdka;Ujazdek;Ujazdko;
Warcisławia;Warcisław;Warcisławiać;
Brądów;Brądy;Brąd;
Modlibogowic;Modlibogowice;Modlibogowica;
Skorzeszyc;Skorzeszyce;Skorzeszyca;
Guzków;Guzki;Guzek;
Juncewa;Juncewo;Juncewa;
Łebienia;Łebień;Łebienie;
Sworonia;Sworoń;Sworonia;
Malty;Malta;Malt;
Otoczyna;Otoczyn;Otoczynać;
Nekli;Nekla;Nec;
Łąkiego;Łąkie;Łąki;
Jacznik;Jaczniki;Jacznik;
Dmuchowa;Dmuchowo;Dmuchów;
Sośnicy;Sośnica;Sośnik;
Mydlitej;Mydlita;Mydlity;
Gniewiec;Gniewce;Gniewiec;
Dziubków;Dziubki;Dziubek;
Mrokocina;Mrokocin;Mrokocina;
Czempisza;Czempisz;Czempiszać;
Ciągniszów;Ciągnisze;Ciągnisz;
Znaniewa;Znaniewo;Znaniewać;
Drohojowa;Drohojów;Drohojowy;
Wydrnego;Wydrne;Wydrny;
Gozda;Gozd;Gozdać;
Wydrny;Wydrna;Wydrny;
Podkonarza;Podkonarze;Podkonarz;
Trzeszczkowa;Trzeszczkowo;Trzeszczkowy;
Kramarzewa;Kramarzewo;Kramarzewać;
Szóstaków;Szóstaki;Szóstak;
Bogdałowa;Bogdałów;Bogdałowy;
Byczków;Byczki;Byczek;
Gamowa;Gamów;Gamowy;
Ralewic;Ralewice;Ralewica;
Krzydłowic;Krzydłowice;Krzydłowica;
Klugajn;Klugajny;Klugajn;
Golenic;Golenice;Golenica;
Pradeł;Pradła;Pradło;
Stępowa;Stępów;Stępowy;
Badrzychowic;Badrzychowice;Badrzychowica;
Dominic;Dominice;Dominica;
Woźbina;Woźbin;Woźbina;
Potuł;Potuły;Potuł;
Pęczniewa;Pęczniew;Pęczniewać;
Marcinkowic;Marcinkowice;Marcinkowica;
Jaworek;Jaworki;Jaworek;
Bogdan;Bogdany;Bogdan;
Różyna;Różyn;Różyna;
Nieboczów;Nieboczowy;Niebocz;
Siedlakowic;Siedlakowice;Siedlakowica;
Osuch;Osuchy;Osucha;
Żabokrzeków;Żabokrzeki;Żabokrzek;
Kleszczówka;Kleszczówek;Kleszczówka;
Marlinowa;Marlinowo;Marlinowy;
Podczachów;Podczachy;Podczach;
Osusznicy;Osusznica;Osusznik;
Szyc;Szyce;Szyca;
Werblini;Werblinia;Werblinić;
Lgoty;Lgota;Lgot;
Pląskowa;Pląskowo;Pląskowy;
Mieczownicy;Mieczownica;Mieczownik;
Ujazdówka;Ujazdówek;Ujazdówka;
Biechówka;Biechówko;Biechówka;
Piskorzowa;Piskorzów;Piskorzowy;
Adamierza;Adamierz;Adamierzać;
Stefankowic;Stefankowice;Stefankowica;
Tuliłowa;Tuliłów;Tuliłowy;
Jadamowa;Jadamowo;Jadamowy;
Bażan;Bażany;Bażan;
Krotoszyc;Krotoszyce;Krotoszyca;
Gogołowa;Gogołów;Gogołowy;
Spytkowic;Spytkowice;Spytkowica;
Kuszyna;Kuszyn;Kuszyna;
Wilczan;Wilczany;Wilczan;
Głuchowa;Głuchowo;Głuchowy;
Podbiela;Podbiele;Podbielać;
Fajnowa;Fajnów;Fajnowy;
Celejowa;Celejów;Celejowy;
Puszczykowa;Puszczykowo;Puszczykowy;
Niesulowa;Niesulów;Niesulowy;
Klęki;Klęka;Klęk;
Ćmielowa;Ćmielów;Ćmielowy;
Płaciszewa;Płaciszewo;Płaciszewać;
Plucicic;Plucice;Plucicica;
Jamin;Jaminy;Jamina;
Chromina;Chromin;Chrominać;
Popielówka;Popielówek;Popielówka;
Buchałowic;Buchałowice;Buchałowica;
Karwina;Karwin;Karwina;
Skryhiczyna;Skryhiczyn;Skryhiczyna;
Karwia;Karwie;Karwiać;
Gwoździc;Gwoździce;Gwoździca;
Cichego;Ciche;Cichy;
Cwalinek;Cwalinki;Cwalinka;
Cykówca;Cykówiec;Cykówca;
Trupla;Trupel;Truplać;
Rysiowic;Rysiowice;Rysiowica;
Dalek;Dalki;Dalka;
Plenowa;Plenowo;Plenowy;
Radomeka;Radomek;Radomekać;
Cichów;Cichy;Cich;
Witeradowa;Witeradów;Witeradowy;
Kronina;Kronin;Kronina;
Pratkowic;Pratkowice;Pratkowica;
Żurowej;Żurowa;Żurowy;
Toś;Tosie;ć;
Tosina;Tosin;Tosina;
Mojkowa;Mojkowo;Mojkowy;
Uradza;Uradz;Uradzać;
Stwolna;Stwolno;Stwolny;
Rybionka;Rybionek;Rybionka;
Zaburza;Zaburze;Zaburzać;
Kościesz;Kościesze;Kośść;
Samborska;Samborsko;Samborski;
Wierzchosławiczek;Wierzchosławiczki;Wierzchosławiczek;
Sulistrowic;Sulistrowice;Sulistrowica;
Staropola;Staropol;Staropola;
Siejkowa;Siejkowo;Siejkowy;
Błennny;Błenna;Błennny;
Moczydeł;Moczydły;Moczydło;
Popielewka;Popielewko;Popielewka;
Woroniego;Woronie;Woroni;
Piotrkowiczek;Piotrkowiczki;Piotrkowiczka;
Melonka;Melonek;Melonka;
Moczydeł;Moczydła;Moczydło;
Ilna;Ilno;Ilny;
Drogowel;Drogowle;Drogowela;
Nieborzy;Nieborza;Nieborze;
Biełegokału;Białykał;Biełegokał;
Mniszka;Mniszek;Mniszka;
Zgojewa;Zgojewo;Zgojewać;
Mniszewa;Mniszew;Mniszewać;
Dud;Dudy;Duda;
Danówka;Danówek;Danówka;
Walichnów;Walichnowy;Walichen;
Wronkowa;Wronkowo;Wronkowy;
Człopów;Człopy;Człop;
Czarnówczyna;Czarnówczyn;Czarnówczyna;
Zgorzałowa;Zgorzałowo;Zgorzałowy;
Kromszewic;Kromszewice;Kromszewica;
Sahrynia;Sahryń;Sahrynia;
Paarów;Paary;Paar;
Wąsoszków;Wąsoszki;Wąsoszek;
Zasadek;Zasadki;Zasadka;
Nowogardka;Nowogardek;Nowogardka;
Brończan;Brończany;Brończan;
Nagoszyna;Nagoszyn;Nagoszyna;
Człopy;Człopa;Człop;
Miękowa;Miękowo;Miękowy;
Koślawego;Koślawe;Koślawy;
Stanów;Stany;Stan;
Baborówka;Baborówko;Baborówka;
Wilszni;Wilsznia;Wilszny;
Pławniowic;Pławniowice;Pławniowica;
Setropia;Setropie;Setropia;
Borzyszkowa;Borzyszkowo;Borzyszkowy;
Waganowic;Waganowice;Waganowica;
Borzyszków;Borzyszkowy;Borzyszek;
Przydawek;Przydawki;Przydawka;
Rzemieniewic;Rzemieniewice;Rzemieniewica;
Proszowic;Proszowice;Proszowica;
Samławek;Samławki;Samławka;
Goździna;Goździn;Goździna;
Szurkowa;Szurkowo;Szurkowy;
Hłudna;Hłudno;Hłudny;
Goździ;Goździe;Goździć;
Adamus;Adamusy;Adamus;
Hubenic;Hubenice;Hubenica;
Kaźmierzewa;Kaźmierzewo;Kaźmierzewać;
Wydryniwy;Wydryniwa;Wydryniwy;
Śniadowa;Śniadowo;Śniadowy;
Nałab;Nałaby;Nałabić;
Krutynia;Krutyń;Krutynia;
Ortowic;Ortowice;Ortowica;
Drzeżewa;Drzeżewo;Drzeżewać;
Godzieb;Godzieby;Godziebo;
Wielina;Wielin;Wielina;
Żakowic;Żakowice;Żakowica;
Cieciszowa;Cieciszów;Cieciszowy;
Wylan;Wylany;Wylan;
Silnicy;Silnica;Silnik;
Rębiechowa;Rębiechowo;Rębiechowy;
Bieniowiec;Bieniowce;Bieniowiec;
Bogdanowa;Bogdanowo;Bogdanowy;
Michałkowic;Michałkowice;Michałkowica;
Karczówki;Karczówka;Karczówki;
Kietlic;Kietlice;Kietlica;
Pstrokonia;Pstrokonie;Pstrokoń;
Dołuja;Dołuje;Dołujać;
Pluskoty;Pluskota;Pluskot;
Iskry;Iskra;Iskier;
Pilchowic;Pilchowice;Pilchowica;
Ocina;Ocin;Ocinać;
Poniatowicz;Poniatowicze;Poniatowicz;
Sierbowic;Sierbowice;Sierbowica;
Gligów;Gligi;Glig;
Lechanic;Lechanice;Lechanica;
Rudenki;Rudenka;Rudenki;
Parczowa;Parczów;Parczowy;
Staświn;Staświny;Staświn;
Łowczyk;Łowczyki;Łowczyk;
Hostynnnego;Hostynne;Hostynnny;
Genowefy;Genowefa;Genowef;
Wojnowa;Wojnowo;Wojnowy;
Uniejowa;Uniejów;Uniejowy;
Jarkowa;Jarkowo;Jarkowy;
Bełwina;Bełwin;Bełwina;
Radiówka;Radiówek;Radiówka;
Leokadiewa;Leokadiew;Leokadiewać;
Nasiegniewa;Nasiegniewo;Nasiegniewać;
Grzechotek;Grzechotki;Grzechotka;
Kowar;Kowary;Kowar;
Mieczyna;Mieczyno;Mieczyna;
Opatówca;Opatówiec;Opatówca;
Celinowa;Celinów;Celinowy;
Niedarzyna;Niedarzyno;Niedarzynać;
Bartoszyc;Bartoszyce;Bartoszyca;
Zrębic;Zrębice;Zrębica;
Jeleśni;Jeleśnia;Jeleśnić;
Raczynowa;Raczynów;Raczynowy;
Jegla;Jegiel;Jegel;
Pogant;Poganty;Pogant;
Brzostowa;Brzostów;Brzostowy;
Żabikowa;Żabikowo;Żabikowy;
Barczącej;Barcząca;Barczący;
Leonardowa;Leonardów;Leonardowy;
Kandyt;Kandyty;Kandyt;
Cetyni;Cetyń;Cetyn;
Kęszyna;Kęszyn;Kęszyna;
Konarzyn;Konarzyny;Konarzyna;
Osiekowa;Osiekowo;Osiekowy;
Jelni;Jelnia;Jelny;
Mirocicic;Mirocice;Mirocicica;
Jędrzejewa;Jędrzejewo;Jędrzejewać;
Gryglak;Gryglaki;Gryglak;
Gryfic;Gryfice;Gryfica;
Goszyc;Goszyce;Goszyca;
Gockowa;Gockowo;Gockowy;
Polatycz;Polatycze;Polatyczyć;
Mierzęcina;Mierzęcin;Mierzęcina;
Młyńskiego;Młyńskie;Młyński;
Miłostowa;Miłostowo;Miłostowy;
Lelowic;Lelowice;Lelowica;
Lewinka;Lewinko;Lewinka;
Kruszyn;Kruszyny;Kruszyna;
Pieszkowa;Pieszkowo;Pieszkowy;
Wiktorówka;Wiktorówko;Wiktorówka;
Łęczyny;Łęczyna;Łęczyny;
Iwanowa;Iwanowo;Iwanowy;
Zarudek;Zarudki;Zarudka;
Połajewa;Połajewo;Połajewać;
Chrzczonowic;Chrzczonowice;Chrzczonowica;
Folwarków;Folwarki;Folwark;
Paszkowa;Paszków;Paszkowy;
