Dopełniacz;Mianownik;Wynik Stemmera
Mlecz;Mlecze;Mlecz;
Garwoła;Garwół;Garwoł;
Zawierzbia;Zawierzbie;Zawierzbia;
Korzeniaków;Korzeniaki;Korzeniak;
Chąśna;Chąśno;Chąśny;
Gąsiorówka;Gąsiorówek;Gąsiorówka;
Siecieborowic;Siecieborowice;Siecieborowica;
Gołębic;Gołębice;Gołębica;
Dziuchowa;Dziuchów;Dziuchowy;
Kościernicy;Kościernica;Kościernik;
Mirkowic;Mirkowice;Mirkowica;
Niegibalic;Niegibalice;Niegibalica;
Chwarzenka;Chwarzenko;Chwarzenka;
Gącza;Gącz;Gącze;
Czesławina;Czesławin;Czesławina;
Potencjanowa;Potencjanów;Potencjanowy;
Błędostowa;Błędostowo;Błędostowy;
Płudów;Płudy;Płudowa;
Pielaszowa;Pielaszów;Pielaszowy;
Dozin;Doziny;Dozina;
Kasprowa;Kasprowo;Kasprowy;
Szczepanowic;Szczepanowice;Szczepanowica;
Jazdowiczek;Jazdowiczki;Jazdowiczka;
Równej;Równa;Równy;
Biernowa;Biernów;Biernowy;
Wymykowa;Wymykowo;Wymykowy;
Zbożennny;Zbożenna;Zbożennny;
Krzesławic;Krzesławice;Krzesławica;
Drzazg;Drzazgi;Drzazga;
Młodolina;Młodolino;Młodolina;
Dalewa;Dalewo;Dalewa;
Antoniewa;Antoniew;Antoniewa;
Przybynina;Przybynin;Przybynina;
Strzęboszowa;Strzęboszów;Strzęboszowy;
Kałka;Kałek;Kałka;
Morun;Moruny;Morun;
Biadaczewa;Biadaczew;Biadaczewo;
Pięczkowa;Pięczkowo;Pięczkowy;
Wityn;Wityny;Wityna;
Tuchomia;Tuchomie;Tuchomia;
Kiwit;Kiwity;Kiwit;
Mierzynowa;Mierzynów;Mierzynowy;
Twardosławic;Twardosławice;Twardosławica;
Pilichówka;Pilichówko;Pilichówka;
Teratyna;Teratyn;Teratyna;
Izdebna;Izdebno;Izdebny;
Żukowic;Żukowice;Żukowica;
Sławikowa;Sławików;Sławikowy;
Rybojadów;Rybojady;Rybojad;
Dalabuszek;Dalabuszki;Dalabuszek;
Błońca;Błoniec;Błońce;
Kłoniczek;Kłoniczki;Kłoniczka;
Wakułowicz;Wakułowicze;Wakułowicz;
Płonczyna;Płonczyn;Płonczyna;
Kłyżowa;Kłyżów;Kłyżowy;
Królikowic;Królikowice;Królikowica;
Śliwnicy;Śliwnica;Śliwnik;
Komorna;Komorno;Komorny;
Komornej;Komorna;Komorny;
Kałmuk;Kałmuki;Kałmuk;
Ołpin;Ołpiny;Ołpina;
Chojewa;Chojewo;Chojewa;
Kondrat;Kondraty;Kondrat;
Wrocenia;Wroceń;Wrocenie;
Niemieryczowa;Niemieryczów;Niemieryczowy;
Jaty;Jata;Jaty;
Prażmowa;Prażmów;Prażmowy;
Biernatowa;Biernatowo;Biernatowy;
Mikołajowej;Mikołajowa;Mikołajowy;
Rąkcicic;Rąkcice;Rąkcicica;
Suków;Sukowy;Suk;
Ciszy;Cisza;Cisz;
Gaików;Gaiki;Gaik;
Łosinnna;Łosinno;Łosinnny;
Ksawerów;Ksawery;Ksawer;
Wiktorówka;Wiktorówek;Wiktorówka;
Łowna;Łowno;Łowny;
Wierzbnicy;Wierzbnica;Wierzbnik;
Milwina;Milwino;Milwin;
Lubni;Lubnia;Lubny;
Przemykowa;Przemyków;Przemykowy;
Pęzy;Pęza;Pęzy;
Kunika;Kunik;Kunika;
Kunina;Kunin;Kunina;
Lelit;Lelity;Lelit;
Gruty;Gruta;Gruty;
Bzitego;Bzite;Bzity;
Pakosławia;Pakosław;Pakosławie;
Radźków;Radźki;Radźk;
Skibna;Skibno;Skibny;
Sulechowa;Sulechów;Sulechowy;
Bierzyna;Bierzyn;Bierzyna;
Chmielenia;Chmieleń;Chmielenie;
Budzienia;Budzień;Budzienie;
Opatówka;Opatówek;Opatówka;
Wierzchłowców;Wierzchłowce;Wierzchłowiec;
Kicin;Kiciny;Kicina;
Giżyna;Giżyno;Giżyna;
Mochla;Mochle;Mochla;
Hukowicz;Hukowicze;Hukowicz;
Jarochówka;Jarochówek;Jarochówka;
Jodłowa;Jodłów;Jodłowy;
Białogórzynka;Białogórzynko;Białogórzynka;
Trzcińska;Trzcińsk;Trzciński;
Lipienic;Lipienice;Lipienica;
Mochowa;Mochowo;Mochowy;
Dębiczka;Dębiczek;Dębiczka;
Małaszowic;Małaszowice;Małaszowica;
Lubanic;Lubanice;Lubanica;
Szarłatowa;Szarłatów;Szarłatowy;
Rosanowa;Rosanów;Rosanowy;
Ciesznowa;Ciesznów;Ciesznowy;
Trzeszyna;Trzeszyn;Trzeszyna;
Lucina;Lucin;Lucina;
Lucimia;Lucim;Lucimia;
Mściwuj;Mściwuje;Mściwuj;
Paprosa;Papros;Paproso;
Zagrodna;Zagrodno;Zagrodny;
Bożejewic;Bożejewice;Bożejewica;
Łobżan;Łobżany;Łobżan;
Zawoi;Zawoje;Zawoja;
Benic;Benice;Benica;
Mijanowa;Mijanowo;Mijanowy;
Bydłowej;Bydłowa;Bydłowy;
Krzepiszyna;Krzepiszyn;Krzepiszyna;
Piskorzówka;Piskorzówek;Piskorzówka;
Suchanówka;Suchanówko;Suchanówka;
Tomkowic;Tomkowice;Tomkowica;
Chmielka;Chmielek;Chmielka;
Zieni;Zienie;Ziony;
Kretlewa;Kretlewo;Kretlew;
Kisielewa;Kisielewo;Kisielew;
Święcan;Święcany;Święcan;
Wyrzeki;Wyrzeka;Wyrzek;
Żdżarek;Żdżarki;Żdżarka;
Podlesia;Podlesie;Podleś;
Mazowszan;Mazowszany;Mazowszan;
Więckowa;Więcków;Więckowy;
Krępkowic;Krępkowice;Krępkowica;
Radolina;Radolin;Radolina;
Płocina;Płocin;Płocina;
Baranówka;Baranówko;Baranówka;
Jaskółowa;Jaskółowo;Jaskółowy;
Grzegórzek;Grzegórzki;Grzegórzek;
Siczek;Siczki;Siczka;
Kopic;Kopice;Kopica;
Ćwiklic;Ćwiklice;Ćwiklica;
Zdrojek;Zdrojki;Zdrojka;
Gostyni;Gostynie;Gostynia;
Piotrowej;Piotrowa;Piotrowy;
Piotrowa;Piotrowo;Piotrowy;
Gierczyczyc;Gierczyce;Gierczyczyca;
Gostynina;Gostynin;Gostynina;
Zaostrowia;Zaostrów;Zaostrowie;
Grąpy;Grąpa;Grąpy;
Powałkowic;Powałkowice;Powałkowica;
Morska;Morsk;Morski;
Wanikajm;Wanikajmy;Wanikajma;
Tkaczewa;Tkaczew;Tkaczewo;
Bonowa;Bonów;Bonowy;
Pakosławska;Pakosławsko;Pakosławski;
Klusin;Klusiny;Klusin;
Szembor;Szembory;Szembor;
Ignalina;Ignalin;Ignalina;
Suliszowa;Suliszów;Suliszowy;
Małocina;Małocin;Małocina;
Wierchlesia;Wierchlesie;Wierchleś;
Kliszna;Kliszno;Kliszny;
Opalanek;Opalanki;Opalanka;
Płutowa;Płutowo;Płutowy;
Ratoszyna;Ratoszyn;Ratoszyna;
Brulin;Bruliny;Brulina;
Korycisk;Koryciska;Korycisk;
Korycisk;Koryciski;Korycisk;
Wrześna;Wrześno;Wrześny;
Łowkowic;Łowkowice;Łowkowica;
Langanek;Langanki;Langanek;
Kośnej;Kośna;Kośny;
Pierkunowa;Pierkunowo;Pierkunowy;
Żmudzi;Żmudź;Żmudzie;
Łubic;Łubice;Łubica;
Choczewka;Choczewko;Choczewka;
Kryska;Krysk;Kryska;
Boguszek;Boguszki;Boguszka;
Bobrownik;Bobrowniki;Bobrownik;
Sulęcinka;Sulęcinek;Sulęcinka;
Mchawy;Mchawa;Mchawy;
Ściborowa;Ściborowo;Ściborowy;
Heliodorowa;Heliodorowo;Heliodorowy;
Paszyna;Paszyn;Paszyna;
Mucharzewa;Mucharzew;Mucharzewo;
Głobi;Głobie;Głob;
Repek;Repki;Repka;
Szymocicic;Szymocice;Szymocicica;
Bagiczy;Bagicz;Bagiczy;
Swoszowej;Swoszowa;Swoszowy;
Trzcianek;Trzcianki;Trzcianka;
Moskiewiec;Moskiewce;Moskiewiec;
Gackich;Gackie;Gacki;
Gostycyna;Gostycyn;Gostycyna;
Ciecholubia;Ciecholub;Ciecholubia;
Głupiejewa;Głupiejew;Głupiejewa;
Bartoszek;Bartoszki;Bartoszek;
Brukalic;Brukalice;Brukalica;
Galczyczyc;Galczyce;Galczyczyca;
Cieszyc;Cieszyce;Cieszyca;
Okrągłej;Okrągła;Okrągły;
Okrągłego;Okrągłe;Okrągły;
Grzymka;Grzymek;Grzymka;
Zabłotciec;Zabłotce;Zabłotciec;
Koszajn;Koszajny;Koszajn;
Skorocicic;Skorocice;Skorocicica;
Bitkowa;Bitkowo;Bitkowy;
Krześlina;Krześlin;Krześlina;
Czarnegostoku;Czarnystok;Czarnegostok;
Wałcza;Wałcz;Wałczy;
Połęcka;Połęcko;Połęcki;
Gromek;Gromki;Gromka;
Skorzowa;Skorzów;Skorzowy;
Sokula;Sokule;Sokula;
Targoni;Targonie;Targon;
Izbisk;Izbiska;Izbisko;
Rynarcicic;Rynarcice;Rynarcicica;
Zdrzewna;Zdrzewno;Zdrzewny;
Julianek;Julianki;Julianka;
Zegrzynka;Zegrzynek;Zegrzynka;
Wziąchowa;Wziąchów;Wziąchowy;
Sawina;Sawino;Sawina;
Osędowic;Osędowice;Osędowica;
Skarkiszek;Skarkiszki;Skarkiszka;
Podkrólówka;Podkrólówek;Podkrólówka;
Wielebnowa;Wielebnów;Wielebnowy;
Błędówka;Błędówko;Błędówka;
Prokolna;Prokolno;Prokolny;
Eliaszuków;Eliaszuki;Eliaszuk;
Rudawy;Rudawa;Rudawy;
Chrząchówka;Chrząchówek;Chrząchówka;
Jaszczwi;Jaszczew;Jaszczwia;
Boleszowa;Boleszów;Boleszowy;
Bądź;Bądze;Bądź;
Sokołowska;Sokołowsko;Sokołowski;
Długoszynka;Długoszynek;Długoszynka;
Skrajniwy;Skrajniwa;Skrajniwy;
Hańczowej;Hańczowa;Hańczowy;
Błonaw;Błonawy;Błonawa;
Ryni;Rynie;Ryni;
Ryni;Rynia;Ryni;
Mniszkowa;Mniszków;Mniszkowy;
Liszkówka;Liszkówko;Liszkówka;
Więsławic;Więsławice;Więsławica;
Człopków;Człopki;Człopek;
Kisin;Kisiny;Kisina;
Uniechowa;Uniechowo;Uniechowy;
Hureczka;Hureczko;Hureczka;
Ganitajn;Ganitajny;Ganitajn;
Wartosławia;Wartosław;Wartosławie;
Rycerzewka;Rycerzewko;Rycerzewka;
Sikor;Sikory;Sikora;
Białobrzezia;Białobrzezie;Białobrzeź;
Wonnnej;Wonna;Wonnny;
Sikory;Sikora;Sikory;
Przydróżka;Przydróżek;Przydróżka;
Korczmina;Korczmin;Korczmina;
Radostowa;Radostów;Radostowy;
Pamiętowa;Pamiętowo;Pamiętowy;
Przyłusek;Przyłuski;Przyłuska;
Zator;Zatory;Zator;
Bielikowa;Bielikowo;Bielikowy;
Zbylutowa;Zbylutów;Zbylutowy;
Strzemeszny;Strzemeszna;Strzemeszny;
Nacpolska;Nacpolsk;Nacpolski;
Paczyna;Paczyn;Paczyna;
Kłączna;Kłączno;Kłączny;
Świelina;Świelino;Świelina;
Szramowa;Szramowo;Szramowy;
Krogul;Krogule;Krogula;
Wojtkowej;Wojtkowa;Wojtkowy;
Twardowic;Twardowice;Twardowica;
Konopisk;Konopiska;Konopisko;
Borzymia;Borzym;Borzymi;
Wydrzna;Wydrzno;Wydrzny;
Wierzbówki;Wierzbówka;Wierzbówki;
Drynek;Drynki;Drynka;
Radwanowa;Radwanów;Radwanowy;
Miłonic;Miłonice;Miłonica;
Chyszówek;Chyszówki;Chyszówka;
Skierek;Skierki;Skierka;
Zdziesławic;Zdziesławice;Zdziesławica;
Szczawina;Szczawin;Szczawina;
Piławek;Piławki;Piławka;
Bolesławówowa;Bolesławów;Bolesławówowy;
Karłowic;Karłowice;Karłowica;
Smug;Smugi;Smuga;
Żółwina;Żółwin;Żółwina;
Dziedziul;Dziedziule;Dziedziula;
Dargoszewka;Dargoszewko;Dargoszewka;
Skaryszewa;Skaryszew;Skaryszewo;
Piroga;Piróg;Piroga;
Kumiałki;Kumiałka;Kumiałki;
Krukówka;Krukówek;Krukówka;
Zochcina;Zochcin;Zochcina;
Tropia;Tropie;Tropia;
Skurowej;Skurowa;Skurowy;
Maćkowicz;Maćkowicze;Maćkowicz;
Mieliczek;Mieliczki;Mieliczka;
Bogdanek;Bogdanki;Bogdanka;
Stryjna;Stryjno;Stryjny;
Dobrzelowa;Dobrzelów;Dobrzelowy;
Borczyna;Borczyn;Borczyna;
Oporzyna;Oporzyn;Oporzyna;
Pakoszówki;Pakoszówka;Pakoszówki;
Mokrzesza;Mokrzesz;Mokrzesza;
Szemielina;Szemielino;Szemielina;
Parzewni;Parzewnia;Parzewny;
Zdyni;Zdynia;Zdyn;
Masłońskiego;Masłońskie;Masłoński;
Kiepojci;Kiepojcie;Kiepojć;
Lelewa;Lelewo;Lelew;
Wierznowic;Wierznowice;Wierznowica;
Kijowic;Kijowice;Kijowica;
Obiszówka;Obiszówek;Obiszówka;
Brzostków;Brzostki;Brzostek;
Lisek;Liski;Lisek;
Borzęcina;Borzęcino;Borzęcina;
Przejazdowa;Przejazdowo;Przejazdowy;
Nas;Nasy;Nas;
Bałachów;Bałachy;Bałach;
Nockowej;Nockowa;Nockowy;
Rzezawy;Rzezawa;Rzezawy;
Żerdzin;Żerdziny;Żerdzina;
Brwinowa;Brwinów;Brwinowy;
Proboszczowa;Proboszczów;Proboszczowy;
Żydomic;Żydomice;Żydomica;
Mostków;Mostki;Mostek;
Gozdkowa;Gozdków;Gozdkowy;
Niemierzyc;Niemierzyce;Niemierzyca;
Wilkostowa;Wilkostowo;Wilkostowy;
Iwonia;Iwonie;Iwonia;
Malczowa;Malczów;Malczowy;
Rudni;Rudnia;Rudny;
Kupienina;Kupienin;Kupienina;
Sarnówka;Sarnówko;Sarnówka;
Kartkowa;Kartkowo;Kartkowy;
Mielna;Mielno;Mielny;
Uchylska;Uchylsko;Uchylski;
Trzebieni;Trzebienie;Trzebiony;
Wierzbocicic;Wierzbocice;Wierzbocicica;
Wandowa;Wandów;Wandowy;
Ptaszkowic;Ptaszkowice;Ptaszkowica;
Lakieli;Lakiele;Lakiel;
Szonowic;Szonowice;Szonowica;
Słuszczyna;Słuszczyn;Słuszczyna;
Zrębina;Zrębin;Zrębina;
Myślik;Myśliki;Myślik;
Smardzewic;Smardzewice;Smardzewica;
Bieńkowa;Bieńkowo;Bieńkowy;
Krosina;Krosin;Krosina;
Mikanowa;Mikanowo;Mikanowy;
Latkowa;Latkowo;Latkowy;
Śniech;Śniechy;Śniech;
Latkowy;Latkowa;Latkowy;
Czaplinka;Czaplinek;Czaplinka;
Łukawca;Łukawiec;Łukawca;
Dreglina;Dreglin;Dreglina;
Żoruchowa;Żoruchowo;Żoruchowy;
Górzyna;Górzyn;Górzyna;
Małyszczyna;Małyszczyn;Małyszczyna;
Pławanic;Pławanice;Pławanica;
Przeczni;Przecznia;Przeczny;
Wielęcina;Wielęcin;Wielęcina;
Sielinka;Sielinko;Sielinek;
Racicic;Racice;Racicica;
Witoldowa;Witoldowo;Witoldowy;
Cieszowej;Cieszowa;Cieszowy;
Suchożebrów;Suchożebry;Suchożeber;
Szerenos;Szerenosy;Szerenos;
Kwiatoniowa;Kwiatoniów;Kwiatoniowy;
Krasnoborek;Krasnoborki;Krasnoborek;
Likca;Likiec;Likcy;
Tąpadeł;Tąpadły;Tąpadło;
Urada;Urad;Urada;
Tąpadeł;Tąpadła;Tąpadło;
Czarnoziemi;Czarnoziem;Czarnoziemie;
Dąbkowa;Dąbkowo;Dąbkowy;
Sątoka;Sątok;Sątoka;
Idzbarku;Idzbark;Idzbarek;
Płyćwi;Płyćwia;Pły;
Czyżewa;Czyżew;Czyżewa;
Blinnna;Blinno;Blinnny;
Jazowska;Jazowsko;Jazowski;
Paździorna;Paździorno;Paździorny;
Biłgorajów;Biłgoraje;Biłgoraj;
Madalina;Madalin;Madalina;
Tęczek;Tęczki;Tęczek;
Balkowa;Balków;Balkowy;
Anatolina;Anatolin;Anatolina;
Polesin;Polesiny;Polesina;
Lisnowa;Lisnowo;Lisnowa;
Rachocina;Rachocin;Rachocina;
Biegodzina;Biegodzin;Biegodzina;
Piszczaca;Piszczac;Piszczaca;
Rogienic;Rogienice;Rogienica;
Cieminka;Cieminko;Cieminek;
Gądecza;Gądecz;Gądecze;
Płowiec;Płowce;Płowiec;
Grzymiradza;Grzymiradz;Grzymiradza;
Rytwin;Rytwiny;Rytwina;
Panigródza;Panigródz;Panigródza;
Pieczarek;Pieczarki;Pieczarka;
Checheł;Chechły;Chechła;
Red;Redy;Reda;
Chechła;Chechło;Chechły;
Kosemina;Kosemin;Kosemina;
Łasic;Łasice;Łasica;
Paraszyna;Paraszyno;Paraszyna;
Kromolina;Kromolin;Kromolino;
Komosewa;Komosewo;Komosewa;
Myśliborów;Myślibory;Myślibór;
Pietrzykowa;Pietrzyków;Pietrzykowy;
Darżewa;Darżewo;Darżewa;
Prabut;Prabuty;Prabut;
Puńcowa;Puńców;Puńcowy;
Chociejowa;Chociejów;Chociejowy;
Czajcza;Czajcze;Czajczy;
Potaśni;Potaśnia;Potaśny;
Kościelisk;Kościeliska;Kościelisko;
Murzasichla;Murzasichle;Murzasichla;
Strzebielewa;Strzebielewo;Strzebielew;
Gruszczyna;Gruszczyn;Gruszczyna;
Miniewicz;Miniewicze;Miniewicz;
Rożniątowa;Rożniątów;Rożniątowy;
Łysomiczek;Łysomiczki;Łysomiczka;
Kosów;Kosy;Kos;
Borzestowa;Borzestowo;Borzestowy;
Kopalni;Kopalnia;Kopalny;
Trębanowa;Trębanów;Trębanowy;
Chludni;Chludnie;Chludny;
Rychlik;Rychliki;Rychlik;
Lubońka;Luboniek;Lubońki;
Matysek;Matyski;Matyska;
Wałownicy;Wałownica;Wałownik;
Targowisk;Targowiska;Targowisko;
Straży;Straża;Straż;
Zdoni;Zdonia;Zdoni;
Kalw;Kalwy;Kalwa;
Wągier;Wągry;Wągier;
Sieńska;Sieńsk;Sieński;
Kłobuczyna;Kłobuczyno;Kłobuczyna;
Rzęsina;Rzęsin;Rzęsina;
Domisławia;Domisław;Domisławie;
Bonikowa;Bonikowo;Bonikowy;
Żabickiego;Żabickie;Żabicki;
Dacharzowa;Dacharzów;Dacharzowy;
Pleszewa;Pleszew;Pleszewo;
Lubatynka;Lubatynek;Lubatynka;
Pogibła;Pogibło;Pogibły;
Nadborów;Nadbory;Nadbór;
Warchoł;Warchoły;Warchoł;
Gąsocina;Gąsocin;Gąsocina;
Malechówka;Malechówko;Malechówka;
Warcina;Warcin;Warcina;
Bąbolina;Bąbolin;Bąbolina;
Zamęcina;Zamęcin;Zamęcina;
Strzyżna;Strzyżno;Strzyżny;
Hurcza;Hurcze;Hurczy;
Sadłóżka;Sadłóżek;Sadłóżko;
Gałowa;Gałowo;Gałowy;
Sap;Sapy;Sap;
Lichawy;Lichawa;Lichawy;
Dźwirzyna;Dźwirzyno;Dźwirzyna;
Szetlewka;Szetlewek;Szetlewka;
Kałużnej;Kałużna;Kałużny;
Obrytego;Obryte;Obryty;
Obrytej;Obryta;Obryty;
Chmielowic;Chmielowice;Chmielowica;
Walentynowa;Walentynowo;Walentynowy;
Kosobudza;Kosobudz;Kosobudzy;
Kosobud;Kosobudy;Kosobuda;
Reducina;Reducin;Reducina;
Nun;Nuny;Nun;
Kiełczowa;Kiełczów;Kiełczowy;
Szarbkowa;Szarbków;Szarbkowy;
Nuny;Nuna;Nun;
Baszewic;Baszewice;Baszewica;
Bronek;Bronki;Bronka;
Będkowa;Będkowo;Będkowy;
Mielesznicy;Mielesznica;Mielesznik;
Sobawin;Sobawiny;Sobawina;
Golenia;Goleń;Golenie;
Bykowic;Bykowice;Bykowica;
Pniówna;Pniówno;Pniówny;
Bukowska;Bukowsko;Bukowski;
Czerteża;Czerteż;Czerteże;
Lubowa;Lubowo;Lubowy;
Iwowa;Iwowe;Iwowy;
Miłochowa;Miłochów;Miłochowy;
Zaborowa;Zaborowo;Zaborowy;
Markus;Markusy;Markus;
Daltrozowa;Daltrozów;Daltrozowy;
Sternalic;Sternalice;Sternalica;
Ustronia;Ustroń;Ustronie;
Pilony;Pilona;Pilony;
Bardyn;Bardyny;Bardyna;
Malinnnik;Malinniki;Malinnnik;
Chlebowic;Chlebowice;Chlebowica;
Niestachowa;Niestachów;Niestachowy;
Radoszek;Radoszki;Radoszek;
Nekielki;Nekielka;Nekielek;
Kupinina;Kupinin;Kupinina;
Strzałkowic;Strzałkowice;Strzałkowica;
Malar;Malary;Malar;
Czarnuchy;Czarnucha;Czarnuch;
Boboszowa;Boboszów;Boboszowy;
Rońska;Rońsko;Roński;
Miękin;Miękiny;Miękin;
Tobolic;Tobolice;Tobolica;
Żelkowa;Żelków;Żelkowy;
Lubinicka;Lubinicko;Lubinicki;
Dębowierzchów;Dębowierzchy;Dębowierzch;
Ublika;Ublik;Ublika;
Napromka;Napromek;Napromka;
Daleszyna;Daleszyn;Daleszyna;
Bogusławów;Bogusławy;Bogusław;
Retek;Retki;Retka;
Świszew;Świszewy;Świszwa;
Czubrowic;Czubrowice;Czubrowica;
Oziabłów;Oziabły;Oziabeł;
Cekanowa;Cekanów;Cekanowy;
Piorunowa;Piorunów;Piorunowy;
Charzyków;Charzykowy;Charzyk;
Otoczni;Otocznia;Otoczny;
Faliszewic;Faliszewice;Faliszewica;
Kalinkowa;Kalinków;Kalinkowy;
Buszyna;Buszyno;Buszyna;
Klimek;Klimki;Klimek;
Wyszynek;Wyszynki;Wyszynka;
Sapiehowa;Sapiehów;Sapiehowy;
Salina;Salino;Salina;
Modlikowic;Modlikowice;Modlikowica;
Zbereża;Zbereże;Zbereża;
Harkawicz;Harkawicze;Harkawicz;
Próchnowa;Próchnowo;Próchnowy;
Kurznia;Kurznie;Kurznia;
Tuchorzy;Tuchorza;Tuchor;
Cichowa;Cichów;Cichowy;
Łapinóżka;Łapinóżek;Łapinóżka;
Łęczynka;Łęczynko;Łęczynka;
Mutnego;Mutne;Mutny;
Barkowa;Barkowo;Barkowy;
Dąbruska;Dąbrusk;Dąbrusek;
Ciemięrzowic;Ciemięrzowice;Ciemięrzowica;
Pszczewka;Pszczewko;Pszczewka;
Ścion;Ściony;Ściono;
Jałowęsów;Jałowęsy;Jałowęs;
Słostowic;Słostowice;Słostowica;
Rutkowic;Rutkowice;Rutkowica;
Krzyczewa;Krzyczew;Krzyczewo;
Myślatyna;Myślatyn;Myślatyna;
Rabęd;Rabędy;Rabęd;
Lasotek;Lasotki;Lasoteka;
Jaczkowic;Jaczkowice;Jaczkowica;
Majka;Majk;Majka;
Ulejna;Ulejno;Ulejny;
Puńska;Puńsk;Puński;
Trzecin;Trzeciny;Trzecina;
Parszowa;Parszów;Parszowy;
Kłokówka;Kłokówko;Kłokówka;
Gieczna;Gieczno;Gieczny;
Opatkowiczek;Opatkowiczki;Opatkowiczka;
Gleby;Gleba;Gleb;
Niewikli;Niewikla;Niewikły;
Jeglina;Jeglin;Jeglina;
Maszkowa;Maszków;Maszkowy;
Żabczyna;Żabczyn;Żabczyna;
Grzegorzowa;Grzegorzów;Grzegorzowy;
Łukocina;Łukocin;Łukocina;
Parnicy;Parnica;Parnik;
Taciszowa;Taciszów;Taciszowy;
Polichnowa;Polichnowo;Polichnowy;
Będzitówka;Będzitówek;Będzitówka;
Strzelcewa;Strzelcew;Strzelcewa;
Suchowic;Suchowice;Suchowica;
Redostowa;Redostowo;Redostowy;
Radzi;Radzie;Radź;
Radzimia;Radzim;Radzimia;
Płaczkówka;Płaczkówko;Płaczkówka;
Wołdowa;Wołdowo;Wołdowy;
Bartężka;Bartężek;Bartężki;
Mościchy;Mościcha;Mościchy;
Kazimierzowa;Kazimierzów;Kazimierzowy;
Bałkowa;Bałków;Bałkowy;
Motycza;Motycz;Motycza;
Koprzywnicy;Koprzywnica;Koprzywnik;
Chotkowa;Chotków;Chotkowy;
Rykowa;Ryków;Rykowy;
Jarkowa;Jarków;Jarkowy;
Gibaszewa;Gibaszew;Gibaszewo;
Będzymina;Będzymin;Będzymina;
Krzywnicy;Krzywnica;Krzywnik;
Ponurego;Ponure;Ponury;
Wyłudek;Wyłudki;Wyłudek;
Kubczyczyc;Kubczyce;Kubczyczyca;
Sugajna;Sugajno;Sugajny;
Rant;Ranty;Rant;
Pomocna;Pomocno;Pomocny;
Chinkowa;Chinków;Chinkowy;
Bałd;Bałdy;Bałda;
Pomocnego;Pomocne;Pomocny;
Szczurowa;Szczurów;Szczurowy;
Sycyna;Sycyn;Sycyna;
Chmielnik;Chmielniki;Chmielnik;
Przyn;Przyny;Przyna;
Opalewa;Opalewo;Opalewa;
Wilamowic;Wilamowice;Wilamowica;
Przedzenia;Przedzeń;Przedzenie;
Rżysk;Rżyska;Rżysko;
Sobienia;Sobień;Sobienie;
Wojnarowej;Wojnarowa;Wojnarowy;
Żegot;Żegoty;Żegot;
Wlonic;Wlonice;Wlonica;
Leszczyna;Leszczyn;Leszczyna;
Kuklic;Kuklice;Kuklica;
Grzmucina;Grzmucin;Grzmucina;
Rząski;Rząska;Rząski;
Kiełpin;Kiełpiny;Kiełpina;
Kmiczyna;Kmiczyn;Kmiczyna;
Ignacewa;Ignacew;Ignacewa;
Sarcza;Sarcz;Sarczy;
Kurojad;Kurojady;Kurojad;
Przystanka;Przystanek;Przystanka;
Dobiejewa;Dobiejewo;Dobiejewa;
Śniepi;Śniepie;Śniepi;
Obroków;Obroki;Obrok;
Lenkupia;Lenkupie;Lenkupi;
Broniny;Bronina;Broniny;
Ruduska;Rudusk;Ruduska;
Niemojewa;Niemojew;Niemojewa;
Wierszów;Wiersze;Wiersz;
Kuślina;Kuślin;Kuślina;
Kozik;Koziki;Kozik;
Mosznicy;Mosznica;Mosznik;
Wyżyc;Wyżyce;Wyżyca;
Lipek;Lipki;Lipka;
Szafranek;Szafranki;Szafranka;
Krupolin;Krupoliny;Krupolina;
Papieży;Papieże;Papież;
Patrowa;Patrowo;Patrowy;
Pększyna;Pększyn;Pększyna;
Bagienek;Bagienki;Bagienko;
Łękanowa;Łękanów;Łękanowy;
Mądrzechowa;Mądrzechowo;Mądrzechowy;
Celigowa;Celigów;Celigowy;
Wartkowa;Wartkowo;Wartkowy;
Łazan;Łazany;Łazan;
Olszewca;Olszewiec;Olszewc;
Smolenia;Smoleń;Smolenie;
Mioduńskich;Mioduńskie;Mioduński;
Zgłobic;Zgłobice;Zgłobica;
Grapiczek;Grapiczki;Grapiczka;
Glebisk;Glebiska;Glebisko;
Cett;Cetty;Cetto;
Staniątek;Staniątki;Staniątko;
Komorowic;Komorowice;Komorowica;
Klępicza;Klępicz;Klępiczy;
Dziekanowic;Dziekanowice;Dziekanowica;
Szydłowa;Szydłów;Szydłowy;
Goplany;Goplana;Goplan;
Skórowa;Skórowo;Skórowy;
Ciemniewa;Ciemniewo;Ciemniewa;
Hamentowa;Hamentów;Hamentowy;
Bronisławek;Bronisławki;Bronisławka;
Wysoczki;Wysoczka;Wysoczek;
Żywocicic;Żywocice;Żywocicica;
Rachwałowic;Rachwałowice;Rachwałowica;
Florianowa;Florianów;Florianowy;
Lgowa;Lgów;Lgowy;
Szarbi;Szarbia;Szarbi;
Lizdejek;Lizdejki;Lizdejka;
Próchenek;Próchenki;Próchenka;
Ochódna;Ochódno;Ochódny;
Borzęcinka;Borzęcinko;Borzęcinka;
Krakowian;Krakowiany;Krakowian;
Piórkowa;Piórków;Piórkowy;
Śleszyna;Śleszyn;Śleszyna;
Sidłowa;Sidłowo;Sidłowy;
Tarnicy;Tarnica;Tarnik;
Białogrądów;Białogrądy;Białogrąd;
