Dopełniacz;Mianownik;Wynik Stemmera
Rogu;Róg;Rog;
Tomaszowic;Tomaszowice;Tomaszowica;
Grygieliszek;Grygieliszki;Grygieliszek;
Wdzydz;Wdzydze;Wdzydz;
Rynakowic;Rynakowice;Rynakowica;
Sędrowa;Sędrowo;Sędrowa;
Brodziaków;Brodziaki;Brodziak;
Jaroszowa;Jaroszów;Jaroszowa;
Borowiec;Borowce;Borowiec;
Lubniewic;Lubniewice;Lubniewica;
Występ;Występy;Występ;
Tumanka;Tumanek;Tumanka;
Pytowic;Pytowice;Pytowica;
Brożajci;Brożajcie;Brożajć;
Oparzna;Oparzno;Oparzna;
Występy;Występa;Występ;
Węgorek;Węgorki;Węgorka;
Lędzina;Lędzin;Lędzina;
Gajewa;Gajewo;Gajewa;
Wędzic;Wędzice;Wędzica;
Łopianowa;Łopianów;Łopianowa;
Śmietanek;Śmietanki;Śmietanka;
Gołaszyn;Gołaszyny;Gołaszyna;
Stojkowa;Stojkowo;Stojkowa;
Narejek;Narejki;Narejka;
Pieszkowa;Pieszków;Pieszkowa;
Kożan;Kożany;Kożan;
Brak;Braki;Brak;
Kaczanowa;Kaczanowo;Kaczanowa;
Kościeszek;Kościeszki;Kościeszek;
Żakowa;Żakowo;Żakowa;
Sipior;Sipiory;Sipior;
Bożatek;Bożatki;Bożatka;
Bzowa;Bzowo;Bzowa;
Śniatowa;Śniatowo;Śniatow;
Odonowa;Odonów;Odonowa;
Mysławczyczyc;Mysławczyce;Mysławczyczyca;
Czerniewa;Czerniew;Czerniewa;
Harmoninin;Harmoniny;Harmoninina;
Radziszewka;Radziszewko;Radziszewka;
Bronoszewic;Bronoszewice;Bronoszewica;
Gutowa;Gutowo;Gutowa;
Watkowa;Watkowo;Watkowa;
Myślic;Myślice;Myślica;
Dołganowa;Dołganów;Dołganowa;
Dobroszyc;Dobroszyce;Dobroszyca;
Wielenina;Wielenin;Wielenina;
Szczepkowa;Szczepkowo;Szczepkowa;
Czyszkówka;Czyszkówek;Czyszkówka;
Bujakowa;Bujaków;Bujakowa;
Zaborówka;Zaborówek;Zaborówka;
Ramiszowa;Ramiszów;Ramiszowa;
Kryształowic;Kryształowice;Kryształowica;
Snowidowa;Snowidowo;Snowidowa;
Seroczyna;Seroczyn;Seroczyna;
Parcicic;Parcice;Parcicica;
Zabielnego;Zabielne;Zabielny;
Henina;Henin;Henina;
Różewka;Różewko;Różewka;
Biernik;Bierniki;Biernik;
Lubikowa;Lubików;Lubikowa;
Tulibowa;Tulibowo;Tulibowa;
Garbalina;Garbalin;Garbalina;
Koszelew;Koszelewy;Koszelew;
Pieńczykowa;Pieńczykowo;Pieńczykowa;
Tetynia;Tetyń;Tetynia;
Drozdowa;Drozdowo;Drozdowa;
Przełazów;Przełazy;Przełaz;
Witanek;Witanki;Witanka;
Sobiesierzna;Sobiesierzno;Sobiesierzna;
Surbajn;Surbajny;Surbajn;
Nieskórza;Nieskórz;Nieskórze;
Sęsowa;Sęsów;Sęsowa;
Gnat;Gnaty;Gnat;
Busówna;Busówno;Busówna;
Nowinek;Nowinki;Nowinka;
Broczyna;Broczyno;Broczyna;
Rawiczowa;Rawiczów;Rawiczowa;
Proszyszysk;Proszyska;Proszyszysko;
Konopnego;Konopne;Konopny;
Sarnowów;Sarnowy;Sarnów;
Lubojny;Lubojna;Lubojny;
Ubyszowa;Ubyszów;Ubyszowa;
Rybakowa;Rybakowo;Rybakowa;
Gorzęcina;Gorzęcino;Gorzęcina;
Gomola;Gomole;Gomol;
Sadówca;Sadówiec;Sadówca;
Koszelik;Koszeliki;Koszelik;
Płowek;Płowki;Płowek;
Gębin;Gębiny;Gębina;
Gołogłów;Gołogłowy;Gołogłów;
Jedwabnego;Jedwabne;Jedwabny;
Wągrody;Wągroda;Wągród;
Zajrzewa;Zajrzew;Zajrzewo;
Legęzowa;Legęzów;Legęzowa;
Glińska;Glińsko;Glińska;
Krzysztofowa;Krzysztofowo;Krzysztofowa;
Mchówka;Mchówek;Mchówka;
Gołąbka;Gołąbek;Gołąbka;
Łabiszyna;Łabiszyn;Łabiszyna;
Komadzyna;Komadzyn;Komadzyna;
Dłużyny;Dłużyna;Dłużyny;
Gorajca;Gorajec;Gorajca;
Siucicic;Siucice;Siucicica;
Krasowic;Krasowice;Krasowica;
Wąbiewa;Wąbiewo;Wąbiewa;
Niekłonic;Niekłonice;Niekłonica;
Gilgini;Gilginia;Gilgin;
Mystkowic;Mystkowice;Mystkowica;
Wodyni;Wodynie;Wodyni;
Wodyni;Wodynia;Wodyni;
Lutomierska;Lutomiersk;Lutomiersko;
Zrazimia;Zrazim;Zrazimia;
Wierzawic;Wierzawice;Wierzawica;
Juszków;Juszki;Juszek;
Maniów;Maniowy;Manium;
Siemichochocz;Siemichocze;Siemichochocz;
Zamiarów;Zamiary;Zamiar;
Dziadkowa;Dziadkowo;Dziadkowa;
Maniowa;Maniowo;Maniowa;
Podciernia;Podciernie;Podcierń;
Rdziostowa;Rdziostów;Rdziostowa;
Gliczyna;Gliczyn;Gliczyna;
Krępek;Krępki;Krępek;
Rogalek;Rogalki;Rogalka;
Man;Many;Man;
Machowina;Machowino;Machowina;
Chmielonka;Chmielonek;Chmielonka;
Pietraszek;Pietraszki;Pietraszka;
Grochowiec;Grochowce;Grochowiec;
Topórka;Topórek;Topórka;
Medyn;Medyny;Medyn;
Drzycimia;Drzycim;Drzycimia;
Joasina;Joasin;Joasina;
Sukowicz;Sukowicze;Sukowicz;
Broniszowic;Broniszowice;Broniszowica;
Zdrójna;Zdrójno;Zdrójna;
Sałkowic;Sałkowice;Sałkowica;
Kupa;Kup;Kupa;
Zbijewka;Zbijewek;Zbijewka;
Darża;Darż;Darża;
Zdziętaw;Zdziętawy;Zdziętawa;
Ruszkówka;Ruszkówek;Ruszkówka;
Mnicha;Mnich;Mnicha;
Kaziopola;Kaziopole;Kaziopola;
Kuczynki;Kuczynka;Kuczynek;
Fidur;Fidury;Fidur;
Wojęcina;Wojęcino;Wojęcina;
Szrop;Szropy;Szrop;
Zbyszewic;Zbyszewice;Zbyszewica;
Piekart;Piekarty;Piekart;
Uniecka;Unieck;Uniecka;
Siemkowic;Siemkowice;Siemkowica;
Makrut;Makruty;Makrut;
Ornowa;Ornowo;Ornowa;
Bądkówka;Bądkówek;Bądkówka;
Łysakówka;Łysakówek;Łysakówka;
Pyszek;Pyszki;Pyszka;
Dzięglewa;Dzięglewo;Dzięglewa;
Dziechna;Dziechno;Dziechna;
Jędrychówka;Jędrychówko;Jędrychówka;
Łupstycha;Łupstych;Łupstycha;
Suliradzic;Suliradzice;Suliradzica;
Gaszyna;Gaszyn;Gaszyna;
Dzierdziówki;Dzierdziówka;Dzierdziówki;
Sigajn;Sigajny;Sigajn;
Osowa;Osowo;Osowa;
Ślepiot;Ślepioty;Ślepiot;
Żurawek;Żurawki;Żurawka;
Binkowic;Binkowice;Binkowica;
Sakówka;Sakówko;Sakówka;
Gozdka;Gozdek;Gozdka;
Kępca;Kępiec;Kępca;
Kodłutowa;Kodłutowo;Kodłutowa;
Uziębeł;Uziębły;Uziębło;
Leniewa;Leniewo;Leniewa;
Probarku;Probark;Probarek;
Karwna;Karwno;Karwna;
Ostrożan;Ostrożany;Ostrożan;
Skrzypów;Skrzypy;Skrzyp;
Chorzepina;Chorzepin;Chorzepina;
Wejdyk;Wejdyki;Wejdyk;
Chromny;Chromna;Chromny;
Drużykowy;Drużykowa;Drużykowy;
Uhowa;Uhowo;Uhów;
Gościmia;Gościm;Gościmia;
Bielska;Bielsk;Bielsko;
Tułowic;Tułowice;Tułowica;
Minogi;Minoga;Minogi;
Kuklinowa;Kuklinów;Kuklinowa;
Częstocina;Częstocin;Częstocina;
Ziółkowa;Ziółków;Ziółkowa;
Wierszynka;Wierszynko;Wierszynka;
Czeszyc;Czeszyce;Czeszyca;
Iżyc;Iżyce;Iżyca;
Spokojnego;Spokojne;Spokojny;
Polkajn;Polkajny;Polkajn;
Zbyszkowa;Zbyszków;Zbyszkowa;
Masanowa;Masanów;Masanowa;
Oleksowa;Oleksów;Oleksowa;
Lubinowa;Lubinowo;Lubinowa;
Szynowa;Szynowo;Szynowa;
Skrobocina;Skrobocin;Skrobocina;
Konstantynowa;Konstantynowo;Konstantynowa;
Karszewa;Karszew;Karszewo;
Koszelewek;Koszelewki;Koszelewka;
Strzelęcina;Strzelęcin;Strzelęcina;
Wyżarnego;Wyżarne;Wyżarny;
Pruszków;Pruszki;Pruszek;
Racendowa;Racendów;Racendowa;
Ewelina;Ewelin;Ewelina;
Wilkowa;Wilkowo;Wilkowa;
Pieczyna;Pieczyn;Pieczyna;
Rożnicy;Rożnica;Rożnik;
Kołacz;Kołacze;Kołacz;
Bilczowa;Bilczów;Bilczowa;
Klępska;Klępsk;Klępsko;
Konopat;Konopaty;Konopata;
Sambor;Sambory;Sambor;
Samborza;Samborz;Samborze;
Toporków;Toporki;Toporek;
Gortatowic;Gortatowice;Gortatowica;
Nadziejewa;Nadziejewo;Nadziejewa;
Humina;Humin;Humina;
Lubiszewic;Lubiszewice;Lubiszewica;
Strażnicy;Strażnica;Strażnik;
Mejłów;Mejły;Mejł;
Stamy;Stama;Stam;
Kupiatycz;Kupiatycze;Kupiatycz;
Mariopola;Mariopol;Mariopola;
Zdzieborza;Zdziebórz;Zdzieborze;
Sokóla;Sokóle;Sokól;
Krzekot;Krzekoty;Krzekot;
Krakuszowic;Krakuszowice;Krakuszowica;
Wielopola;Wielopole;Wielopola;
Oporowa;Oporowo;Oporowa;
Zagacia;Zagacie;Zagat;
Joninin;Joniny;Joninina;
Niedzborza;Niedzbórz;Niedzborze;
Strzeżewa;Strzeżewo;Strzeżewa;
Rzeczek;Rzeczki;Rzeczka;
Trojanowa;Trojanów;Trojanowa;
Marcelewa;Marcelewo;Marcelew;
Ławiczka;Ławiczek;Ławiczka;
Bladowa;Bladowo;Bladowa;
Pieńkowa;Pieńków;Pieńkowa;
Gogółkowa;Gogółkowo;Gogółkowa;
Lubiewic;Lubiewice;Lubiewica;
Wilkowic;Wilkowice;Wilkowica;
Bezled;Bezledy;Bezled;
Poniat;Poniaty;Poniat;
Kniatów;Kniatowy;Kniat;
Krąplewa;Krąplewo;Krąplewa;
Ruzieźca;Ruziec;Ruzieziec;
Lubomi;Lubomia;Lubomy;
Ludowinki;Ludowinka;Ludowinki;
Bialik;Bialiki;Bialik;
Tragamina;Tragamin;Tragamina;
Stasinowa;Stasinów;Stasinowa;
Zdziechowic;Zdziechowice;Zdziechowica;
Walercina;Walercin;Walercina;
Karłowa;Karłowo;Karłów;
Junnna;Junno;Junnna;
Kotlina;Kotlin;Kotlina;
Oszczowa;Oszczów;Oszczowa;
Żydówka;Żydówko;Żydówka;
Luberadza;Luberadz;Luberadza;
Klewisk;Klewiska;Klewisko;
Rozalinowa;Rozalinowo;Rozalinowa;
Gawłówka;Gawłówek;Gawłówka;
Klaskawy;Klaskawa;Klaskaw;
Surowego;Surowe;Surowy;
Surowa;Surowo;Surowa;
Maksymilianowa;Maksymilianów;Maksymilianowa;
Żaczków;Żaczki;Żaczek;
Chorzęcina;Chorzęcin;Chorzęcina;
Kurzeszyna;Kurzeszyn;Kurzeszyna;
Będlewa;Będlewo;Będlewa;
Pasich;Pasichy;Pasi;
Gawłowic;Gawłowice;Gawłowica;
Witulina;Witulin;Witulina;
Barkowic;Barkowice;Barkowica;
Raczyna;Raczyn;Raczyna;
Wyszek;Wyszki;Wyszka;
Orłów;Orły;Orzeł;
Wiewiórczyna;Wiewiórczyn;Wiewiórczyna;
Orły;Orła;Orły;
Wojnach;Wojnachy;Wojna;
Gołaczowa;Gołaczów;Gołaczowa;
Ciernik;Cierniki;Ciernik;
Kiełczówka;Kiełczówek;Kiełczówka;
Klaninin;Klaniny;Klaninina;
Fiałkowa;Fiałkowo;Fiałkowa;
Krzyżannny;Krzyżanna;Krzyżannna;
Sięganowa;Sięganów;Sięganowa;
Bosssych;Bosse;Bossse;
Zacharzewa;Zacharzew;Zacharzewo;
Głów;Głowy;Gł;
Kapustowa;Kapustowo;Kapustowa;
Trzonek;Trzonki;Trzonka;
Świbinek;Świbinki;Świbinka;
Knopina;Knopin;Knopina;
Przyłóg;Przyłogi;Przyłóg;
Domasławic;Domasławice;Domasławica;
Niegówki;Niegówka;Niegówki;
Frygnowa;Frygnowo;Frygnowa;
Markowiec;Markowce;Markowiec;
Motyki;Motyka;Motyk;
Brudzowic;Brudzowice;Brudzowica;
Warkał;Warkały;Warkał;
Świerkówka;Świerkówko;Świerkówka;
Dębówka;Dębówko;Dębówka;
Kiwajn;Kiwajny;Kiwajn;
Modlin;Modliny;Modlina;
Krzywośnit;Krzywośnity;Krzywośnit;
Długokątów;Długokąty;Długokąt;
Jamek;Jamki;Jamka;
Łowęcicic;Łowęcice;Łowęcicica;
Ludmierzyc;Ludmierzyce;Ludmierzyca;
Kipar;Kipary;Kipar;
Rogożynka;Rogożynek;Rogożynka;
Wilemowic;Wilemowice;Wilemowica;
Jałowego;Jałowe;Jałowy;
Sulikowa;Sulików;Sulikowa;
Jałowa;Jałowo;Jałowa;
Porzowa;Porzowo;Porzowa;
Przylepek;Przylepki;Przylepka;
Białołęki;Białołęka;Białołęki;
Gajli;Gajle;Gajl;
Lipska;Lipsk;Lipsko;
Ziemnic;Ziemnice;Ziemnica;
Kozic;Kozice;Kozica;
Niemierzyna;Niemierzyn;Niemierzyna;
Jeziory;Jeziora;Jezior;
Tomaszkowa;Tomaszków;Tomaszkowa;
Biesowic;Biesowice;Biesowica;
Ruchocina;Ruchocin;Ruchocina;
Podborcza;Podborcze;Podborcz;
Mikorzyna;Mikorzyn;Mikorzyna;
Jezior;Jeziory;Jezioro;
Krzewy;Krzewa;Krzew;
Zamętów;Zamęty;Zamęt;
Koluszek;Koluszki;Koluszka;
Łupic;Łupice;Łupic;
Jaślan;Jaślany;Jaślan;
Ratajna;Ratajno;Ratajna;
Gawrzyjałek;Gawrzyjałki;Gawrzyjałka;
Sorkwit;Sorkwity;Sorkwit;
Pużyc;Pużyce;Pużyca;
Korytkowa;Korytków;Korytkowa;
Żyłowa;Żyłowo;Żyłów;
Rabiąża;Rabiąż;Rabiąża;
Rzucowa;Rzuców;Rzucowa;
Kwiatonia;Kwiatoń;Kwiatonia;
Dorożek;Dorożki;Dorożka;
Miedźna;Miedźno;Miedźna;
Bezławek;Bezławki;Bezławka;
Baczkowa;Baczków;Baczkowa;
Łozowa;Łozowo;Łozowa;
Siemonia;Siemoń;Siemonia;
Budczyczyc;Budczyce;Budczyczyca;
Koczurek;Koczurki;Koczurka;
Mrowisk;Mrowiska;Mrowisko;
Kosynia;Kosyń;Kosynia;
Czorsztyna;Czorsztyn;Czorsztyna;
Naczysławek;Naczysławki;Naczysławka;
Ćmachowa;Ćmachowo;Ćmachów;
Składowic;Składowice;Składowica;
Wzorów;Wzory;Wzor;
Sulic;Sulice;Sulica;
Raszyna;Raszyn;Raszyna;
Swojcina;Swojcino;Swojcina;
Jędrzychówka;Jędrzychówek;Jędrzychówka;
Węgorzyna;Węgorzyno;Węgorzyna;
Czerniejewa;Czerniejew;Czerniejewa;
Machnówka;Machnówek;Machnówka;
Zełwągów;Zełwągi;Zełwąg;
Luszkowa;Luszkowo;Luszkowa;
Woliczna;Woliczno;Woliczna;
Sieroczyna;Sieroczyn;Sieroczyna;
Strzmiela;Strzmiele;Strzmiel;
Watraszewa;Watraszew;Watraszewo;
Lubocześnicy;Lubocześnica;Lubocześnik;
Piłwąg;Piłwągi;Piłwąg;
Kad;Kady;Kada;
Chorków;Chorki;Chorek;
Studzionki;Studzionka;Studzionek;
Kościukowicz;Kościukowicze;Kościukowicz;
Przęsławic;Przęsławice;Przęsławica;
Swarzędza;Swarzędz;Swarzędza;
Studzionek;Studzionki;Studzionek;
Chrapanowa;Chrapanów;Chrapanowa;
Smardowa;Smardów;Smardowa;
Zapad;Zapady;Zapada;
Wieśnicy;Wieśnica;Wieśnik;
Świerzenka;Świerzenko;Świerzenka;
Wyszęcicic;Wyszęcice;Wyszęcicica;
Strzyżewa;Strzyżewo;Strzyżewa;
Pagorzyny;Pagorzyna;Pagorzyn;
Brunowa;Brunów;Brunowa;
Zagórzyna;Zagórzyn;Zagórzyna;
Postolisk;Postoliska;Postolisko;
Ciekocinka;Ciekocinko;Ciekocinek;
Łężeczek;Łężeczki;Łężeczka;
Jodeliszek;Jodeliszki;Jodeliszek;
Staniszowa;Staniszów;Staniszowa;
Angowic;Angowice;Angowica;
Hawłowic;Hawłowice;Hawłowica;
Zdunek;Zdunki;Zdunek;
Witoszyc;Witoszyce;Witoszyca;
Słoniaw;Słoniawy;Słoniawa;
Garczegorza;Garczegorze;Garczegorz;
Tłuszcza;Tłuszcz;Tłuszcza;
Domatówka;Domatówko;Domatówka;
Kulszy;Kulsze;Kulsza;
Jaszkowa;Jaszkowo;Jaszkowa;
Dobrołęki;Dobrołęka;Dobrołęki;
Stramnic;Stramnice;Stramnica;
Słojków;Słojki;Słojek;
Klimów;Klimy;Klim;
Klisina;Klisino;Klisina;
Gorzykowa;Gorzykowo;Gorzykowa;
Katowic;Katowice;Katowica;
Koszwał;Koszwały;Koszwał;
Dańczowa;Dańczów;Dańczowa;
Zdzieszyna;Zdzieszyn;Zdzieszyna;
Wyrębisk;Wyrębiska;Wyrębisko;
Kędziorowa;Kędziorowo;Kędziorowa;
Karsek;Karski;Karsek;
Topołowy;Topołowa;Topołów;
Kubaczyna;Kubaczyn;Kubaczyna;
Karwiczek;Karwiczki;Karwiczka;
Roszkówka;Roszkówko;Roszkówka;
Lucjanowa;Lucjanowo;Lucjanowa;
Wyszanowa;Wyszanów;Wyszanowa;
Snopkowa;Snopków;Snopkowa;
Łomowa;Łomów;Łomowa;
Mieszczka;Mieszczk;Mieszczka;
Obierwi;Obierwia;Obierw;
Kaplonos;Kaplonosy;Kaplonos;
Wysocina;Wysocin;Wysocina;
Rąbinia;Rąbiń;Rąbinia;
Budzowa;Budzów;Budzowa;
Franklina;Franklin;Franklina;
Jelenina;Jelenino;Jelenina;
Wolnego;Wolne;Wolny;
Żurawiczek;Żurawiczki;Żurawiczek;
Warszawic;Warszawice;Warszawica;
Maskajm;Maskajmy;Maskajma;
Krzyżanowa;Krzyżanowo;Krzyżanowa;
Lipian;Lipiany;Lipian;
Łukomia;Łukomie;Łukomia;
Radocina;Radocin;Radocina;
Regietowa;Regietów;Regietowa;
Marszowic;Marszowice;Marszowica;
Mysłówki;Mysłówka;Mysłówek;
Drzymałowa;Drzymałowo;Drzymałowa;
Poskwitowa;Poskwitów;Poskwitowa;
Niecieplina;Niecieplin;Niecieplina;
Arentowa;Arentowo;Arentowa;
Tomaszowa;Tomaszowo;Tomaszowa;
Kiełkowa;Kiełków;Kiełkowa;
Klusek;Kluski;Kluska;
Leżnego;Leżne;Leżny;
Słupowa;Słupowo;Słupowa;
Pietny;Pietna;Pietny;
Kałowa;Kałowo;Kałowa;
Małocicic;Małocice;Małocicica;
Magdalenowa;Magdalenowo;Magdalenowa;
Różanówki;Różanówka;Różanówki;
Biniewa;Biniew;Biniewa;
Dziećmierowa;Dziećmierowo;Dziećmierowa;
Dzierżenina;Dzierżenin;Dzierżenina;
Rzechówka;Rzechówek;Rzechówka;
Rycerzewa;Rycerzew;Rycerzewo;
Godziejewa;Godziejewo;Godziejewa;
Grzybowic;Grzybowice;Grzybowica;
Szczodrowic;Szczodrowice;Szczodrowica;
Kwiatkówka;Kwiatkówek;Kwiatkówka;
Werbkowic;Werbkowice;Werbkowica;
Wiciejewa;Wiciejewo;Wiciejewa;
Pomarzanek;Pomarzanki;Pomarzanka;
Szablaków;Szablaki;Szablak;
Katarzynowa;Katarzynowo;Katarzynowa;
Szczkówka;Szczkówek;Szczkówka;
Ostrzyc;Ostrzyce;Ostrzyca;
Lekart;Lekarty;Lekart;
Górali;Górale;Góral;
Skowronowa;Skowronów;Skowronowa;
Damaszki;Damaszka;Damaszki;
Książenic;Książenice;Książenica;
Ostrówek;Ostrówki;Ostrówka;
Mażan;Mażany;Mażan;
Kołomącia;Kołomąć;Kołomącie;
Korytyby;Korytyba;Korytyb;
Mionowa;Mionów;Mionowa;
Purzyc;Purzyce;Purzyca;
Chlebiotek;Chlebiotki;Chlebiotka;
Cieleśnicy;Cieleśnica;Cieleśnik;
Pokrzywna;Pokrzywno;Pokrzywna;
Kiełczewka;Kiełczewek;Kiełczewka;
Alfonsowa;Alfonsów;Alfonsowa;
Olbrachcicic;Olbrachcice;Olbrachcicica;
Blanek;Blanki;Blanka;
Baruchowa;Baruchowo;Baruchów;
Garb;Garby;Garb;
Dębek;Dębki;Dębek;
Perzanowa;Perzanowo;Perzanowa;
Tczowa;Tczów;Tczowa;
Lestnicy;Lestnica;Lestnik;
Pawonkowa;Pawonków;Pawonkowa;
Sulowa;Sulów;Sulowa;
Dziembowa;Dziembowo;Dziembowa;
Kruglan;Kruglany;Kruglan;
Dyblina;Dyblin;Dyblina;
Kołomąta;Kołomąt;Kołomąto;
Radzewic;Radzewice;Radzewica;
Uścięcicic;Uścięcice;Uścięcicica;
Bartkowa;Bartkowo;Bartkowa;
Międzyborza;Międzybórz;Międzyborze;
Wilamówka;Wilamówko;Wilamówka;
Dęblina;Dęblin;Dęblina;
Przywózek;Przywózki;Przywózka;
Szczucicic;Szczucice;Szczucicica;
Iwanowic;Iwanowice;Iwanowica;
Wietrzychówka;Wietrzychówko;Wietrzychówka;
Pabianic;Pabianice;Pabianica;
Podkornat;Podkornaty;Podkornat;
Kolkiejm;Kolkiejmy;Kolkiejm;
Gierałtowic;Gierałtowice;Gierałtowica;
Brankówki;Brankówka;Brankówki;
Terespola;Terespol;Terespole;
Soczówek;Soczówki;Soczówka;
Modły;Modła;Modły;
Dobieszowa;Dobieszów;Dobieszowa;
Małdyt;Małdyty;Małdyt;
Puław;Puławy;Puława;
Pojelec;Pojelce;Pojelec;
Palczewa;Palczew;Palczewo;
Dołhobyczowa;Dołhobyczów;Dołhobyczowa;
Dąbkowa;Dąbków;Dąbkowa;
Mórkowa;Mórkowo;Mórkowa;
Pszczelina;Pszczelin;Pszczelina;
Chełmka;Chełmek;Chełmka;
Niewęgłosza;Niewęgłosz;Niewęgłosza;
Brudzewa;Brudzew;Brudzewo;
Radomierowic;Radomierowice;Radomierowica;
Sowlin;Sowliny;Sowlina;
Gliwic;Gliwice;Gliwica;
Węglina;Węglino;Węglina;
Krzyżanówka;Krzyżanówek;Krzyżanówka;
Węglin;Węgliny;Węglin;
Jeziorzan;Jeziorzany;Jeziorzanin;
Sobiski;Sobiska;Sobisk;
Unisławic;Unisławice;Unisławica;
Wojcieszyc;Wojcieszyce;Wojcieszyca;
Gorzupi;Gorzupia;Gorzup;
Kuczewskich;Kuczewskie;Kuczewski;
Boryszowa;Boryszów;Boryszowa;
Mareczek;Mareczki;Mareczka;
Adamczychy;Adamczycha;Adamczych;
Bednarek;Bednarki;Bednarka;
Ryżek;Ryżki;Ryżka;
Karczewka;Karczewko;Karczewka;
Poczołkowa;Poczołków;Poczołkowa;
Burowa;Burowo;Burowa;
Niekanina;Niekanin;Niekanina;
Żuławy;Żuława;Żuławy;
Raszowic;Raszowice;Raszowica;
Tadzina;Tadzin;Tadzina;
Smoligowa;Smoligów;Smoligowa;
Żuław;Żuławy;Żuława;
Kielmina;Kielmin;Kielmina;
Długomiłowic;Długomiłowice;Długomiłowica;
Zębic;Zębice;Zębica;
Kruków;Kruki;Kruk;
Kierżna;Kierżno;Kierżna;
Michorzewka;Michorzewko;Michorzewka;
Suchorzowa;Suchorzów;Suchorzowa;
Spóli;Spóle;Spól;
Skuł;Skuły;Skuł;
Chmielewka;Chmielewko;Chmielewka;
Skępska;Skępsk;Skępsko;
Różan;Różany;Różan;
Pruszczyna;Pruszczyn;Pruszczyna;
Charbowa;Charbowo;Charbowa;
Wawrzynek;Wawrzynki;Wawrzynek;
Lubochenia;Lubocheń;Lubochenie;
Koniaczowa;Koniaczów;Koniaczowa;
Oblęgorka;Oblęgorek;Oblęgorka;
Michrowa;Michrów;Michrowa;
Brudzenia;Brudzeń;Brudzenie;
Witaszkowa;Witaszkowo;Witaszkowa;
Pruskowa;Prusków;Pruskowa;
Żakówka;Żakówek;Żakówka;
Czuprynowa;Czuprynowo;Czuprynowa;
Oczka;Oczko;Oczka;
Piekacia;Piekacie;Piekat;
Śląskowa;Śląskowo;Śląskowa;
Ciechocina;Ciechocin;Ciechocina;
Strusina;Strusino;Strusina;
Szczkowa;Szczkowo;Szczkowa;
Gilina;Gilino;Gilina;
Kopnicy;Kopnica;Kopnik;
Hipolitów;Hipolity;Hipolita;
Żeronic;Żeronice;Żeronica;
Skrobotowa;Skrobotowo;Skrobotowa;
Kośmidrów;Kośmidry;Kośmider;
Ładzynia;Ładzyń;Ładzynia;
Gorzeszowa;Gorzeszów;Gorzeszowa;
Małoniża;Małoniż;Małoniże;
Podlejek;Podlejki;Podlejka;
Ułomia;Ułomie;Ułomia;
Radwanic;Radwanice;Radwanica;
Skrzyszowa;Skrzyszów;Skrzyszowa;
Wiłkopedzi;Wiłkopedzie;Wiłkopeda;
Smolnicy;Smolnica;Smolnik;
Gorzuchowa;Gorzuchowo;Gorzuchów;
Błąkał;Błąkały;Błąkała;
Kościaszyna;Kościaszyn;Kościaszyna;
Cieklina;Cieklin;Cieklina;
Redlina;Redlin;Redlina;
Zemłów;Zemły;Zemł;
Pomorowa;Pomorowo;Pomorowa;
Prażek;Prażki;Prażka;
Jazowa;Jazów;Jazowa;
Brzezin;Brzeziny;Brzezina;
Tylkowa;Tylkowo;Tylkowa;
Sierockiego;Sierockie;Sierocki;
Mietniowa;Mietniów;Mietniowa;
Siedleczka;Siedleczek;Siedleczka;
Toporowa;Toporów;Toporowa;
Kielc;Kielce;Kielc;
Bachorzy;Bachorza;Bachor;
Rzywna;Rzywno;Rzywna;
Kosiorowa;Kosiorowo;Kosiorowa;
Charbrowa;Charbrowo;Charbrowa;
Moszczan;Moszczany;Moszczanin;
Szklanowa;Szklanów;Szklanowa;
Olszan;Olszany;Olszan;
Piączyna;Piączyn;Piączyna;
Ptaków;Ptaki;Ptak;
Bartoszkowa;Bartoszkowo;Bartoszkowa;
Różanegostoku;Różanystok;Różanegostok;
Olszany;Olszana;Olszan;
Juchowa;Juchowo;Juchów;
Niczonowa;Niczonów;Niczonowa;
Kolanowic;Kolanowice;Kolanowica;
Domanic;Domanice;Domanica;
Milkowa;Milkowo;Milkowa;
Grębienia;Grębień;Grębienie;
Modzel;Modzele;Modzel;
Husynnnego;Husynne;Husynnny;
Jeziorna;Jeziorno;Jeziorn;
Woźnic;Woźnice;Woźnica;
Potęgowa;Potęgowo;Potęgowa;
Dudzicza;Dudzicze;Dudzicz;
Korabiewic;Korabiewice;Korabiewica;
Ujkowic;Ujkowice;Ujkowica;
Holendrów;Holendry;Holender;
Marchat;Marchaty;Marchat;
Kornacicic;Kornacice;Kornacicica;
Piwatek;Piwatki;Piwatka;
Górzysk;Górzyska;Górzysko;
Boronic;Boronice;Boronica;
Nowojowic;Nowojowice;Nowojowica;
Działka;Działek;Działka;
Milejczyczyc;Milejczyce;Milejczyczyca;
Brdy;Brda;Brd;
Duninówka;Duninówko;Duninówka;
Mleczkowa;Mleczków;Mleczkowa;
Zajek;Zajki;Zajka;
Nieznamierowic;Nieznamierowice;Nieznamierowica;
Krężna;Krężno;Krężna;
Praczów;Pracze;Pracz;
Krążkowów;Krążkowy;Krążków;
Samborca;Samborzec;Samborca;
Przedbórza;Przedbórz;Przedbórze;
Krążkowa;Krążkowo;Krążkowa;
Magdalenek;Magdalenki;Magdalenka;
Kochanowa;Kochanów;Kochanowa;
Skrodzkiego;Skrodzkie;Skrodzki;
