Dopełniacz;Mianownik;Wynik Stemmera
Rogienic;Rogienice;Rogienica
Wagowa;Wagowo;Wagowa
Woli Kamieńskiej;Wola Kamieńska;Wol Kamieńska
Starych Dzieduszyc;Stare Dzieduszyce;Stara Dzieduszyca
Halas;Halasy;Halas
Rumunek-Wiechowa;Rumunki-Wichowo;Rumunek-Wiechów
Zbigał;Zbigały;Zbigał
Godziszowa Pierwszego;Godziszów Pierwszy;Godziszowa Pierwszy
Jurca Włościańskiego;Jurzec Włościański;Jurca Włościański
Grzybowa Hornowskiego;Grzybów Hornowski;Grzybowa Hornowski
Huty Wiskickiej;Huta Wiskicka;Hut Wiskicka
Suchedniowa;Suchedniów;Suchedniowa
Dańkowa;Dańków;Dańkowa
Światoni;Światonia;Światon
Łukowej Trzeciej;Łukowa Trzecia;Łukowa Trzeca
Drożejowic;Drożejowice;Drożejowica
Mozgowa-Kolonii;Mozgowo-Kolonia;Mozgowa-Kolonia
Gądecza;Gądecz;Gądecze
Gór Komorowskich;Góry Komorowskie;Gór Komorowski
Łabuńkniek Pierwszych;Łabuńki Pierwsze;Łabuńkńka Pierwsza
Śrubska;Śrubsk;Śrubsko
Maślanków;Maślanki;Maślank
Budaczy;Budacze;Budacz
Alini;Alinia;Alin
Łasiecznik;Łasieczniki;Łasiecznik
Jasiołów;Jasioły;Jasioł
Izdwora;Izdwor;Izdwór
Brudnic;Brudnice;Brudnica
Zalesia Pierwszego;Zalesie Pierwsze;Zaleś Pierwszy
Rochny;Rochna;Rochen
Macierzyc;Macierzyce;Macierzyca
Wichowa;Wichowo;Wichów
Osiej Góry;Osia Góra;Osiej Gór
Kępinieńca;Kępiniec;Kępinieniec
Kolonii Kucborka;Kolonia Kucbork;Kolonia Kucborek
Starego Antoniewa;Stary Antoniew;Stary Antoniewa
Wręczy A;Wręcza A;Wręcz A
Komiłowa;Komiłowo;Komiłów
Jasiennnej;Jasienna;Jasiennna
Przymiarków;Przymiarki;Przymiarek
Czarnopola;Czarnopole;Czarnopola
Gojanowa;Gojanów;Gojanowa
Kątów Czerwonych;Kąty Czerwone;Kąt Czerwony
Zabczynka;Zabczynek;Zabczynka
Wyglanowic;Wyglanowice;Wyglanowica
Jamienka;Jamienko;Jamienka
Bizorędek;Bizorędki;Bizorędka
Stobiecina;Stobiecin;Stobiecina
Włóczysk;Włóczyska;Włóczysko
Pod Karczykami;Pod Karczykami;Poda Karczyk
Rytwin;Rytwiny;Rytwina
Nowej Wsi StronParowej;Nowa Wieś-Prawa Strona;Nowej Wsi StronParowa
Chójek;Chójki;Chójka
Grabaczek;Grabaczki;Grabaczek
Wyhalewa;Wyhalew;Wyhalewa
Czarnoszyc;Czarnoszyce;Czarnoszyca
Poręby Żegoty;Poręba Żegoty;Porąb Żegot
Dobierzyna;Dobierzyn;Dobierzyna
Złotopolic;Złotopolice;Złotopolica
Wałów B;Wały B;Wał B
Zagrówka;Zagrówek;Zagrówka
Klisiów;Klisiowie;Kliś
Osinieńca;Osiniec;Osinieniec
Sterławek Małych;Sterławki Małe;Sterławka Mała
Tuczenka;Tuczenko;Tuczenka
Sobótki Odbudowań;Sobótka Odbudowania;Sobótka Odbudowanie
Wysieczy;Wysiecza;Wysiecz
Borka Głuchowskiego;Borek Głuchowski;Borka Głuchowski
Wichowicz;Wichowicze;Wichowicz
Kierzna;Kierzno;Kierzna
Więźlic;Więźlice;Więźlica
Sulewek;Sulewki;Sulewka
Osiedla Glinek;Osiedle Glinki;Osiedle Glinka
Kościelnik Średnich;Kościelniki Średnie;Kościelnik Średnia
Komorówka;Komorówek;Komorówka
Proszewa B;Proszew B;Proszewo B
Proszewa A;Proszew A;Proszewo A
Dziesławic;Dziesławice;Dziesławica
Baczek Fabrycznych;Baczki Fabryczne;Baczka Fabryczna
Osiedla Bojary-Chopinar;Osiedle Bojary-Chopina;Osiedla Bojar-Chopinar
Moczydeł-Jakubowiąt;Moczydły-Jakubowięta;Moczydło-Jakubowię
Sasów;Sasy;Sas
Starego Brześcia;Stary Brześć;Stary Brzeście
Wybudowania Michałowskiego;Wybudowanie Michałowskie;Wybudowanie Michałowski
Krośli;Krośla;Krośl
Panigródza;Panigródz;Panigródza
Krośla;Krośle;Krośla
Holik;Holiki;Holik
Lubienia Dolnego;Lubień Dolny;Lubienie Dolny
Łapczynej Woli;Łapczyna Wola;Łapczyna Wol
Otorowa;Otorowo;Otorowa
Drużbic;Drużbice;Drużbica
Checheł;Chechły;Chechła
Kolonii Tuławek;Kolonia Tuławki;Kolonia Tuławka
Uciąża;Uciąż;Uciąża
Perlejewa;Perlejewo;Perlejewa
Strzeszkowa;Strzeszków;Strzeszkowa
Chowanieńca;Chowaniec;Chowanieniec
Zwartowa;Zwartowo;Zwartowa
Kolonii Folwarków Wielkich;Kolonia Folwarki Wielkie;Kolonia Folwark Wielki
Głogówca;Głogówiec;Głogówca
Frednowów;Frednowy;Frednów
Kosewa Dworskiego;Kosewo Dworskie;Kosewa Dworski
Maurycewa;Maurycew;Maurycewa
Woli Krawarskiej;Wola Krawarska;Wol Krawarska
Gronika Wyżniego;Gronik Wyżni;Gronika Wyżni
Pasi;Pasie;Pas
Piotrowic Polskich;Piotrowice Polskie;Piotrowica Polski
Zielonej Wsi;Zielona Wieś;Zielona Ws
Naroczyczyc-Górek;Naroczyce-Górki;Naroczyczyca-Górka
Twarogów-Trąbnicy;Twarogi-Trąbnica;Twaróg-Trąbnik
Kubasiaków;Kubasiaki;Kubasiak
Dudowa;Dudowo;Dudowa
Buchnika;Buchnik;Buchnika
Starego Marianowa;Stare Marianowo;Stary Marianowa
Sochów;Sochy;Soch
Ziewanic;Ziewanice;Ziewanica
Lubkówka;Lubkówek;Lubkówka
Haczków;Haczki;Haczek
Miedwiecka;Miedwiecko;Miedwiecek
Boleradza;Boleradz;Boleradza
Koryt;Koryta;Koryt
Kobylnik Małych;Kobylniki Małe;Kobylnik Mała
Do Karitasu;Do Karitasu;Da Karitas
Zadziela;Zadziele;Zadziel
Koryta;Koryto;Koryta
Zadziel;Zadziela;Zadziel
Trzeciakowa;Trzeciaków;Trzeciakowa
Wiatrówek;Wiatrówki;Wiatrówka
Wiatraczyna;Wiatraczyn;Wiatraczyna
Starego Dragania;Stare Draganie;Stary Draganie się
Gościęcina;Gościęcin;Gościęcina
Ducowa;Duców;Ducowa
Kopaniarzy;Kopaniarze;Kopaniarz
Szczecyna;Szczecyn;Szczecyna
Koszarzycznego;Koszarzyczne;Koszarzyczny
Tymców;Tymce;Tymiec
Myśliwców;Myśliwce;Myśliwiec
Opatów;Opaty;Opata
Piotrkowiczek;Piotrkowiczki;Piotrkowiczka
Kruszwina;Kruszwin;Kruszwina
Nowych Kobiałek Czwartych;Nowe Kobiałki Czwarte;Nowy Kobiałka Czwarte
Białego Boru;Biały Bór;Biały Bor
Niewiarowa;Niewiarów;Niewiarowa
Myszakówka;Myszakówek;Myszakówka
Zelewa;Zelewo;Zelew
Sągnit;Sągnity;Sągnit
Loranca;Loranc;Loranca
Ryski;Ryska;Rysk
Starych Więckowic;Stare Więckowice;Stara Więckowica
Sadlikowa;Sadlikowo;Sadlikowa
Teosina;Teosin;Teosina
Baruchówka;Baruchówek;Baruchówka
Sielpi Wielkiej;Sielpia Wielka;Sielpie Wielka
Szczawna-Zdroju;Szczawno-Zdrój;Szczawna-Zdrój
Nadrożna;Nadrożno;Nadrożen
Zdziechowy;Zdziechowa;Zdziechów
Jegielnicy;Jegielnica;Jegielnik
Kolonii Omula;Kolonia Omule;Kolonia Omula
Kobli;Koble;Kobel
Wąbnic;Wąbnice;Wąbnica
U Lubrów;U Lubrów;U Lubr
Śmiesznego;Śmieszne;Śmieszny
Huty Turobińskiej;Huta Turobińska;Hut Turobińska
Nowych Wielątek;Nowe Wielątki;Nowy Wielątko
Kolonii Celejowa;Kolonia Celejów;Kolonia Celejowa
Biegonic;Biegonice;Biegonica
Starego Łosinieńca;Stary Łosiniec;Stary Łosinieniec
Szczodruch-Zalesia;Szczodruchy-Zalesie;Szczodruch-Zaleś
Mądralowa;Mądralów;Mądralowa
Kolonii pod Kątami;Kolonia pod Kątami;Kolonia poda Kąt
Warszewic;Warszewice;Warszewica
Zielińska;Zielińsk;Zielińska
Kisielan-Kuc;Kisielany-Kuce;Kisielan-Kuc
Zberek-Hub;Zberki-Huby;Zberek-Hub
Rędzin-Okupników;Rędziny-Okupniki;Rędzina-Okupnik
Płątkowa;Płątkowo;Płątkowa
Kolonii Rajgrodzkich;Kolonie Rajgrodzkie;Kolonia Rajgrodzki
Rutki-Tartek NowTartaku;Rutki-Tartak Nowy;Rutka-Tartek NowTartak
Rogajn PółnocnKolonii;Rogajny-Kolonia Północna;Rogajn PółnocnKolonia
Wielkich Budzisk;Wielkie Budziska;Wielki Budzisko
Groniaków;Groniaki;Groniak
Rogóźna-Kolonii;Rogóźno-Kolonia;Rogóźna-Kolonia
Osiedla Eskulapa;Osiedle Eskulapa;Osiedle Eskulap
Osmolinka;Osmolinek;Osmolinka
Trzech Kamieni;Trzy Kamienie;Trzech Kamień
Ostromęczyna-Kolonii;Ostromęczyn-Kolonia;Ostromęczyna-Kolonia
Pod Drapą;Pod Drapą;Poda Drapa
Płuczek;Płuczki;Płuczek
Jedliny;Jedlina;Jedliny
Ksawerowa Nowego;Ksawerów Nowy;Ksawerowa Nowy
Pulciów;Pulcia;Pulć
Na Łąkach;Na Łąkach;Ne Łąk
Woli Zgłobieńskiej;Wola Zgłobieńska;Wol Zgłobieńska
Paruchowa;Paruchowo;Paruchów
Kurwinowa;Kurwinów;Kurwinowa
Nieborowa-Parceli;Nieborów-Parcela;Nieborowa-Parcela
Biedrzyc-Koziegłów;Biedrzyce-Koziegłowy;Biedrzyca-Koziegłów
Sawic Kościelnych;Sawice Kościelne;Sawica Kościelny
Kolonii Miąsmiąs;Kolonia Miąse;Kolonia Miąsmiąs
Gawronów;Gawrony;Gawron
Woli Okrzejskiej;Wola Okrzejska;Wol Okrzejska
Aleksandrowa Łódzkiego;Aleksandrów Łódzki;Aleksandrowa Łódzki
Miasteczka Krajeńskiego;Miasteczko Krajeńskie;Miasteczko Krajeński
Melsztyna;Melsztyn;Melsztyna
Niedarczowa Dolnego;Niedarczów Dolny-Wieś;Niedarczowa Dolny
Nowego Karpna;Nowe Karpno;Nowy Karpno
Pożarnicy;Pożarnica;Pożarnik
Pruszkowa-Parceli;Pruszkowo-Parcela;Pruszkowa-Parcela
Brejdyn;Brejdyny;Brejdyna
Łagowskiego Gościnieńca;Łagowski Gościniec;Łagowski Gościnieniec
Czerkasów;Czerkasy;Czerkas
Perwit;Perwilty;Perwit
Morzewka;Morzewko;Morzewka
Sochówki;Sochówka;Sochówek
Mściwojowa;Mściwojów;Mściwojowa
Soboniówek;Soboniówki;Soboniówka
Brzezia Leśnego;Brzezie Leśne;Brzeź Leśny
Droglowic;Droglowice;Droglowica
Oserdowa;Oserdów;Oserdowa
Szydłówka-Kolonii;Szydłówek-Kolonia;Szydłówka-Kolonia
Stoczka Klasztornego;Stoczek Klasztorny;Stoczek Klasztorne
Unikowa;Uników;Unikowa
Łazów Naklickich;Łazy Naklickie;Łaz Naklicki
Radonówek;Radonówki;Radonówka
Budaków;Budaki;Budak
Rozłazina-Wybudowania;Rozłazino-Wybudowanie;Rozłazina-Wybudowanie
Kąta-Kicychy;Kąt-Kicycha;Kąt-Kicych
Podbielka;Podbielko;Podbielka
Chociwla;Chociwel;Chociwla
Potaśni;Potaśnia;Potaśń
Parmy;Parma;Parm
Trzech Gracek;Trzy Gracki;Trzech Gracka
Bałdowic;Bałdowice;Bałdowica
Kolonii Brzeźna;Kolonia Brzeźno;Kolonia Brzeźna
Małego Byczenia;Mały Byczeń;Mały Byczenie
Strzały;Strzała;Strzał
Łężcy;Łężce;Łężca
Klimali Górnych;Klimale Górne;Klimal Górny
Ogonów;Ogony;Ogon
Budek Suserskich;Budki Suserskie;Budek Suserski
Rysek;Ryski;Ryska
Sulnowa;Sulnowo;Sulnowa
Bieńskiego;Bieńskie;Bieński
Godlewa-Łub;Godlewo-Łuby;Godlewa-Łub
Raduszki;Raduszka;Raduszki
Drogi Głównej;Droga Główna;Dróg Główna
Szkopów-Kolonii;Szkopy-Kolonia;Szkop-Kolonia
Wszeliw;Wszeliwy;Wszeliwo
Łazów DrugKolonii;Łazy-Kolonia Druga;Łazów DrugKolonia
Miłostówka;Miłostówko;Miłostówka
Łutynówka;Łutynówko;Łutynówka
Goszczynnna-Parceli;Goszczynno-Parcele;Goszczynnna-Parcela
Czępieli;Czępiele;Czępiel
Goszczyczyc Poświętnych;Goszczyce Poświętne;Goszczyczyca Poświętna
Warnic C;Warnice C;Warnica C
Powodowa;Powodowo;Powodowa
Bzówek;Bzówki;Bzówka
Żabienka;Żabienko;Żabienka
Osiedla Powstańców Warszawy;Osiedle Powstańców Warszawy;Osiedle Powstaniec Warszawa
Bliznego Jasińskiego;Blizne Jasińskiego;Blizny Jasiński
Bzówka;Bzówko;Bzówka
Drożkowa;Drożków;Drożkowa
Murzasichla;Murzasichle;Murzasichla
Przedchołowic;Przedchołowice;Przedchołowica
Wina;Wino;Wina
Jądrowic;Jądrowice;Jądrowica
Mościsk Małych;Mościska Małe;Mościsko Mała
Mniewa;Mniewo;Mniewa
Rapcza;Rapcze;Rapcz
Babich;Babichy;Babi
Ludwiczyna;Ludwiczyn;Ludwiczyna
Słupi Nadbrzeżna-Kolonej;Słupia Nadbrzeżna-Kolonia;Słupi Nadbrzeżna-Kolona
Babichy;Babicha;Babich
Wajdziszki;Wajdziszka;Wajdziszek
Łosic;Łosice;Łosica
Zaborowa Drugiego;Zaborów Drugi;Zaborowa Drugi
Drucówek;Drucówki;Drucówka
Anulina;Anulin;Anulina
Strachonia;Strachoń;Strachonia
Międzylesia;Międzylesie;Międzyleś
Witaszyna;Witaszyn;Witaszyna
Krośniewic;Krośniewice;Krośniewica
Poganówka;Poganówko;Poganówka
Stoczków-Porąbek;Stoczki-Porąbki;Stoczek-Porąbek
Krobielic;Krobielice;Krobielica
Pilaszkowic Pierwszych;Pilaszkowice Pierwsze;Pilaszkowica Pierwsza
Pod Brzeziem;Pod Brzeziem;Poda Brzeź
Dąbrowy-Wilków;Dąbrowa-Wilki;Dąbrowa-Wilek
Bratwina;Bratwin;Bratwina
Ew;Ewy;
Wirówka;Wirówek;Wirówka
Leonówka;Leonówek;Leonówka
Starego Dubia;Stare Dubie;Stary Dubia
Siedlec;Siedlce;Siedlec
Lejd;Lejdy;Lejda
Sulkowa-Błon;Sulkowo-Błony;Sulkowa-Błon
Mścich;Mścichy;Mści
Rumi;Rumia;Re
Zapusta;Zapust;Zapusta
Długoszyna;Długoszyn;Długoszyna
Repecka;Repeckie;Repecek
Puchaczów;Puchacze;Puchacz
Sarczy;Sarcze;Sarcza
Rodeli;Rodele;Rodel
Guzdka;Guzdek;Guzdka
Żabina Rybackiego;Żabin Rybacki;Żabina Rybacki
Łęczyna;Łęczyn;Łęczyna
Kolonii Buczka;Kolonia Buczek;Kolonia Buczka
Marklowic-Pragi;Marklowice-Praga;Marklowica-Prag
Łódzkiej Wsi;Łódzka Wieś;Łódzka Ws
Gapinina-Kolonii;Gapinin-Kolonia;Gapinina-Kolonia
Sobowa;Sobów;Sobowa
Wieliszowa;Wieliszów;Wieliszowa
Antoniewka;Antoniewko;Antoniewka
Niżnich Zagród;Niżnie Zagrody;Niżni Zagroda
Sobola;Soból;Sobol
Kolonii Szpakowa;Kolonia Szpakowo;Kolonia Szpakowa
Godkowa;Godkowo;Godkowa
Boczek-Parceli;Boczki-Parcela;Boczek-Parcela
Pietraków;Pietraki;Pietrak
Będlina;Będlino;Będlina
Przyworów Dużych;Przywory Duże;Przywór Duży
Borek Małych;Borki Małe;Borka Mała
Ślęzan;Ślęzany;Ślęzan
Chyczy-Brzóstek;Chycza-Brzóstki;Chycz-Brzóstka
Kolonii Bombli;Kolonia Bombla;Kolonia Bombl
Załęża-Ponikiewki;Załęże-Ponikiewka;Załąż-Ponikiewka
Nasiadek;Nasiadki;Nasiadka
Cyndat;Cyndaty;Cyndat
Lublewa Gdańskiego;Lublewo Gdańskie;Lublewa Gdański
Podzwierzynieńca;Podzwierzyniec;Podzwierzynieniec
Drozdowa-Kolonii;Drozdów-Kolonia;Drozdowa-Kolonia
Prynowa;Prynowo;Prynowa
Ełganówka;Ełganówko;Ełganówka
Pietraszy;Pietrasze;Pietrasz
Siodłkowic;Siodłkowice;Siodłkowica
Chomęcicic;Chomęcice;Chomęcicica
Gwizdowa;Gwizdów;Gwizdowa
Strony Proboszczowej;Strona Proboszczowa;Stron Proboszczowa
Palikij Pierwszych;Palikije Pierwsze;Palikij Pierwsza
Gąsierówek;Gąsierówki;Gąsierówka
Woli Rafałowskiej;Wola Rafałowska;Wol Rafałowska
Pod Kiczorą;Pod Kiczorą;Poda Kiczora
Stellutyszek;Stellutyszki;Stellutyszka
Nowej Wsi;Nowa Wieś;Nowa Ws
Grabowa nad Wisłą;Grabów nad Wisłą;Grabowa nada Wisła
Kotówek;Kotówki;Kotówka
W Łazach;W Łazach;W Łaz
Korniaktowa Południowego;Korniaktów Południowy;Korniaktowa Południowe
Gumnisk Małych;Gumniska Małe;Gumnisko Mała
Niepokalanowa;Niepokalanów;Niepokalanowa
Dobrzew;Dobrzewy;Dobrzew
Zapolic;Zapolice;Zapolica
Bożkowa;Bożków;Bożkowa
Gudzik;Gudziki;Gudzik
Gościmina Wielkiego;Gościmin Wielki;Gościmina Wielki
Stężyckiej Huty;Stężycka Huta;Stężycka Hut
Kołowinka;Kołowinek;Kołowinka
Zielkowic Drugich;Zielkowice Drugie;Zielkowica Drugie
Bochotnicy;Bochotnica;Bochotnik
Tapinieńca;Tapiniec;Tapinieniec
Miniewicz;Miniewicze;Miniewicz
Wybudowania Sumińskiego;Wybudowanie Sumińskie;Wybudowanie Sumiński
Jacinek;Jacinki;Jacinka
Nowej Brzeskiej Woli;Nowa Brzeska Wola;Nowa Brzeska Wol
Dupli;Duple;Dupla
Zyndak;Zyndaki;Zyndak
Wolicy Pustej;Wolica Pusta;Wolik Pusta
Dolinek;Dolinki;Dolinka
Kozjat;Kozjaty;Kozjata
Trzech Lipek;Trzy Lipki;Trzech Lipka
Marunowa Dolnego;Marunowo Dolne;Marunowa Dolny
Kolonii Toczysk;Kolonia Toczyska;Kolonia Toczysko
Dziechna;Dziechno;Dziechna
Uroczyska Leśnego;Uroczysko Leśne;Uroczysko Leśny
Kolonii Borka;Kolonia Borek;Kolonia Borka
Bójek;Bójki;Bójka
Rostowy;Rostowa;Rostowy
Sigiełek;Sigiełki;Sigiełka
Starczewa Wielkiego;Starczewo Wielkie;Starczewo Wielki
Pod Krzyżówką;Pod Krzyżówką;Poda Krzyżówka
Pod Usypem;Pod Usypem;Poda Usyp
Będziechowa;Będziechowo;Będziechów
Swojkowa;Swojków;Swojkowa
Studzianka;Studzianek;Studzianka
Bubel;Bubele;Bubel
Karwowa Duchownego;Karwowo Duchowne;Karwowa Duchowny
Wołczyna;Wołczyn;Wołczyna
Sasinka;Sasinko;Sasinka
Szteklinka;Szteklinek;Szteklinka
Tulic;Tulice;Tulica
Żdżannnego;Żdżanne;Żdżannny
Borucina;Borucino;Borucina
Łysomiczek;Łysomiczki;Łysomiczka
Masełkowic;Masełkowice;Masełkowica
Felkowa;Felkowo;Felkowa
Luboszew;Luboszewy;Luboszwa
Osieka Drawskiego;Osiek Drawski;Osieka Drawski
Lędowa;Lędowo;Lędowa
Kowalów;Kowale;Kowal
Kowali;Kowala;Kowal
Koło Konotopu;Koło Konotopu;Koła Konotop
Strachocin;Strachociny;Strachocina
Okalewa;Okalewo;Okalewa
Kikowa;Kikowo;Kikowa
Chyłów;Chyły;Chył
Budzinki;Budzinka;Budzinki
Solcy;Solca;Solec
Igrzyny;Igrzyna;Igrzyn
Kolonii Pajewa;Kolonia Pajewo;Kolonia Pajewa
Budyt;Budyty;Budyt
Kolonii Sierek;Kolonia Sierki;Kolonia Sierka
Szpadów;Szpady;Szpad
Srebrnej Góry;Srebrna Góra;Srebrna Gór
Czekołd;Czekołdy;Czekołd
Goczałkowic-Zdroju;Goczałkowice-Zdrój;Goczałkowica-Zdrój
Zarękocinia;Zarękocinie;Zarękocinia
Złotkowów-Kolonii;Złotkowy-Kolonia;Złotków-Kolonia
Marysinka;Marysinek;Marysinka
Bartoszychy;Bartoszycha;Bartoszych
Gór Jamnieńskich;Góry Jamnieńskie;Gór Jamnieński
Gracowa;Gracowo;Gracowa
Sowinieńca;Sowiniec;Sowinieniec
Gołoszyc;Gołoszyce;Gołoszyca
Osiedla Nowego Bieżanów-Półnowa;Osiedle Nowy Bieżanów-Północ;Osiedla Nowego Bieżan-Półnowa
Bojszowego Górnego;Bojszowy Górne;Bojszowy Górny
Dębowiczek;Dębowiczki;Dębowiczka
Leśniczówki Bobru;Leśniczówka Bobru;Leśniczówka Bobro
Zdbic;Zdbice;Zdbica
Burych;Bure;Bury
Kolonii Kolina;Kolonia Kolin;Kolonia Kolina
Głazowa;Głazów;Głazowa
Podwilcza;Podwilcze;Podwilcz
Turowa;Turów;Turowa
Małej Szczeki;Mała Szczeka;Mała Szczek
Osiedla Bielskiego;Osiedle Bielskiego;Osiedle Bielski
Szmagów;Szmagi;Szmag
Łojasowego Wierchu;Łojasowy Wierch;Łojasowe Wierch
Na Grapie;Na Grapie;Ne Grapia
Przeździatki;Przeździatka;Przeździatki
Kropidła Nowego;Kropidło Nowe;Kropidło Nowy
Sufraganieńca;Sufraganiec;Sufraganieniec
Kwiatonowic;Kwiatonowice;Kwiatonowica
Szewc Dolnych;Szewce Dolne;Szewc Dolny
Szarpatek;Szarpatki;Szarpatka
Hredkowa;Hredków;Hredkowa
Młyna Mendla;Młyn Mendla;Młyn Mendel
Ogrodów Kalna;Ogrody Kalno;Ogród Kalna
Kolonii Wyzegów;Kolonia Wyzegi;Kolonia Wyzeg
Miąs;Mięsy;Miąs
Niedźwiedziówki Dolnej;Niedźwiedziówka Dolna;Niedźwiedziówki Dolna
Turska;Tursk;Tursko
Mogilnicy;Mogilnica;Mogilnik
Lewków;Lewki;Lewek
Narków;Narkowy;Narek
Kolonii Dmosina;Kolonia Dmosin;Kolonia Dmosina
Widugier;Widugiery;Widugier
Młodziejewic;Młodziejewice;Młodziejewica
Gorzędowa;Gorzędów;Gorzędowa
Głuchowscich;Głuchowscy;Głuchowsci
Nowych Dobrzelewic;Nowe Dobrzelewice;Nowy Dobrzelewica
Płoszczów;Płoszcze;Płoszcz
Syczów;Sycze;Sycz
Narkowa;Narkowo;Narkowa
Łanów Średnich;Łany Średnie;Łan Średnia
Morgów Sołtysich;Morgi Sołtysie;Morg Sołtysi
Sokolego Lau;Sokoli Las;Sokolega Lau
Szymanek;Szymanki;Szymanka
Werbki;Werbka;Werbek
Ludwisina;Ludwisin;Ludwisina
Gutwina;Gutwin;Gutwina
Kurkocina;Kurkocin;Kurkocina
Gąsiorowa;Gąsiorów;Gąsiorowa
U Dyrdów;U Dyrdów;U Dyrd
Drzewca;Drzewiec;Drzewce
Nowak;Nowaki;Nowak
Na Siedziaszczym;Na Siedziaszczym;Ne Siedziaszczy
Woli Zdakowskiej;Wola Zdakowska;Wol Zdakowska
Skurowa;Skurów;Skurowa
Na Górkę;Na Górkę;Ne Górka
Gołuchowic;Gołuchowice;Gołuchowica
Nowych Żelazów;Nowe Żelazy;Nowy Żelaz
Jaworowa-Wabia;Jaworowo-Wabie;Jaworowa-Wabia
Brzóza Dużego;Brzóze Duże;Brzóz Duży
Ochędzyna;Ochędzyn;Ochędzyna
Lulewic;Lulewice;Lulewica
Ligawia;Ligaw;Ligawie
Boru Łodygowskiego;Bór Łodygowski;Bor Łodygowski
Ład Polnych;Łady Polne;Łada Polny
Garbierki;Garbierka;Garbierki
Bagiennnej;Bagienna;Bagiennna
Bernat;Bernaty;Bernat
Nowego Warchałowa;Nowy Warchałów;Nowy Warchałowa
Kuczy Wielkich;Kucze Wielkie;Kucza Wielki
Pustkowia Kierzeńskiego;Pustkowie Kierzeńskie;Pustkowie Kierzeński
Chojanego-Bąków;Chojane-Bąki;Chojany-Bąk
Chryczyków;Chryczyki;Chryczyk
Caryńskiego;Caryńskie;Caryński
Mierzanowic-Kolonii;Mierzanowice-Kolonia;Mierzanowica-Kolonia
Monikowa;Moników;Monikowa
Będowa;Będów;Będowa
Ćwiartek;Ćwiartki;Ćwiartka
Czarnej Wsi;Czarna Wieś;Czarna Ws
Pustowa;Pustowo;Pustowa
Pod Leźno;Pod Leźno;Poda Leźna
Hub Reklowskich;Huby Reklowskie;Hub Reklowski
Dunajka Małego;Dunajek Mały;Dunajka Mały
Starego Pola;Stare Pole;Stary Pola
Kitowa;Kitów;Kitowa
Sumówka;Sumówko;Sumówka
U Lacha;U Lacha;U Lach
Od Braciejowej;Od Braciejowej;Od Braciejowa
Bielawskiej Wsi;Bielawska Wieś;Bielawska Ws
Pod Felinowem;Pod Felinowem;Poda Felinów
Gromic;Gromice;Gromica
Rybna Wielkiego;Rybno Wielkie;Rybna Wielki
Kliczkowa Małego;Kliczków Mały;Kliczkowa Mały
Bregini;Breginie;Bregin
Przyrowy;Przyrowa;Przyrowy
Rekownicy;Rekownica;Rekownik
Wilczego Bagna;Wilcze Bagno;Wilczy Bagno
Ramlei;Ramleje;Ramleja
Rychlik;Rychliki;Rychlik
Czerniczyna;Czerniczyn;Czerniczyna
Gosek-Witnic;Goski-Witnice;Goska-Witnica
Nacesławic;Nacesławice;Nacesławica
Tręb Nowych;Tręby Nowe;Tręba Nowy
Jarlut Małych;Jarluty Małe;Jarlut Mała
Skibówek;Skibówki;Skibówka
Kwiatkowic Poduchownych;Kwiatkowice Poduchowne;Kwiatkowica Poduchowny
Praczy Odrzańskich;Pracze Odrzańskie;Pracz Odrzański
Trzeszczynieńca;Trzeszczyniec;Trzeszczynieniec
Drzonkowa;Drzonków;Drzonkowa
Pilec;Pilce;Pilec
Łopień-Jeżów;Łopienie-Jeże;Łopienie-Jeż
Tkaczy;Tkacze;Tkacz
Pyrzan;Pyrzany;Pyrzan
Pól Wiśniowskich;Pola Wiśniowskie;Pól Wiśniowski
Pod Polanowem;Pod Polanowem;Poda Polanów
Pod Pasieki;Pod Pasieki;Poda Pasieki
Łęki Wielkiej;Łęka Wielka;Łęk Wielka
Wolicy Północnej;Wolica Północna;Wolik Północna
Niwy;Niwa;Niwus
Krasnego;Krasne;Krasny
Tworzyjanek;Tworzyjanki;Tworzyjanek
Łacków;Łacki;Łacek
Jemny;Jemna;Jemny
Krauszowa;Krauszów;Krauszowa
Gronówka;Gronówek;Gronówka
Woli Radłowskiej;Wola Radłowska;Wol Radłowska
Małowów;Małowy;Małów
Średnicy;Średnica;Średnik
Kiełczewa Czwartego;Kiełczew Czwarty-Kresy;Kiełczewa Czwarty
Leśniowa;Leśniów;Leśniowa
Wodanówki;Wodanówka;Wodanówki
Buniewic;Buniewice;Buniewica
Zboisk poza Kamionką;Zboisk poza Kamionką;Zboisko poza Kamionka
Podmarzysza;Podmarzysze;Podmarzysz
Żabiego Rogu;Żabi Róg;Żabia Rog
Czernic Borowych;Czernice Borowe;Czernica Borowa
Ożgów;Ożgi;Ożg
Bożkowic;Bożkowice;Bożkowica
Ewinowa;Ewinów;Ewinowa
Kolonii Dworzysk;Kolonia Dworzyska;Kolonia Dworzysko
Gajków;Gajki;Gajek
Tereszpola-Kukiełek;Tereszpol-Kukiełki;Tereszpole-Kukiełka
Zwiartówka-Kolonii;Zwiartówek-Kolonia;Zwiartówka-Kolonia
Dziadówek Krzcięcickich;Dziadówki Krzcięcickie;Dziadówka Krzcięcicki
Praszczyk;Praszczyki;Praszczyk
