Dopełniacz;Mianownik;Wynik Stemmera
Kolonii Nowej Wrony;Kolonia Nowa Wrona;Kolonia Nowy Wron
Osiedla Wyzwolenia Pierwszego;Osiedle Wyzwolenia Pierwsze;Osiedle Wyzwolenie Pierwszy
Modlikowic;Modlikowice;Modlikowica
Dołów Pępickich;Doły Pępickie;Dół Pępicki
Chociwla-Wsi;Chociwel-Wieś;Chociwla-Wszy
Zaporębia;Zaporębie;Zaporębi
Starych Gniewniewic;Stare Gniewniewice;Stary Gniewniewica
Bab Dolnych;Baby Dolne;Bab Dolny
Podkamiennnej;Podkamienna;Podkamiennny
Osowej Sieni;Osowa Sień;Osowy Siony
Kolonii Kopanek;Kolonia Kopanki;Kolonia Kopanka
Koło Cmentarza;Koło Cmentarza;Koła Cmentarz
Zamełowa;Zamełowo;Zamełowy
Kasjanów;Kasjany;Kasjan
Pulek-Majątku;Pulki-Majątek;Pulka-Majątek
Głażewa-Święszk;Głażewo-Święszki;Głażewa-Święszk
Nowej Gęsówki;Nowa Gęsówka;Nowy Gęsówka
Podskrzynowisk;Podskrzynowiska;Podskrzynowisko
Ozorzyna Za Łąką;Ozorzyn Za Łąką;Ozorzyna Zy Łąka
Krzeczkowa Mianowskiego;Krzeczkowo Mianowskie;Krzeczkowy Mianowski
Próchnowa;Próchnowo;Próchnowy
Kurznia;Kurznie;Kurznia
Tuchorzy;Tuchorza;Tuchor
Cichowa;Cichów;Cichowy
Czułczyczyc-Kolonii;Czułczyce-Kolonia;Czułczyczyca-Kolonia
Nadbarania;Nadbaranie;Nadbarani
Łapinóżka;Łapinóżek;Łapinóżka
Łąkiego-Wybudowania;Łąkie-Wybudowanie;Łąki-Wybudowanie
Kolonii Starczańskiej;Kolonia Starczańska;Kolonia Starczański
Łąkiego-Wybudowania;Łąkie-Wybudowania;Łąki-Wybudowanie
Kolonii Małkowskiej;Kolonia Małkowska;Kolonia Małkowski
Trzcinieńca Drugiego;Trzciniec Drugi;Trzcinieniec Drugi
Łęczynka;Łęczynko;Łęczynka
Tomkowa;Tomkowo;Tomkowy
Stepnej-Grądzika;Stepna-Grądzik;Stepny-Grądzik
Złotych Wód;Złote Wody;Złoty Wód
Kątów Drugich;Kąty Drugie;Kąt Drugi
Kuźniaków;Kuźniaki;Kuźniak
Wrzosowisk;Wrzosowiska;Wrzosowisko
Sędziszowa Małopolskiego;Sędziszów Małopolski;Sędziszowy Małopolski
Gruszczynka;Gruszczynek;Gruszczynka
Kolonii Przyjm;Kolonia Przyjmy;Kolonia Przyjma
Pogorzałej Wsi;Pogorzała Wieś;Pogorzały Wszy
Topoli-Osiedla;Topola-Osiedle;Topol-Osiedle
Rychtyna;Rychtyn;Rychtyna
Masztalni;Masztalnia;Masztalny
Barkowa;Barkowo;Barkowy
Dąbruska;Dąbrusk;Dąbrusek
Ciemięrzowic;Ciemięrzowice;Ciemięrzowica
Janika-Poręb;Janik-Poręby;Janika-Poręba
Ścion;Ściony;Ściono
Suska;Susk;Suska
Jałowęsów;Jałowęsy;Jałowęs
Słostowic;Słostowice;Słostowica
Wsi Zachodniej;Wieś Zachodnia;Wszy Zachodni
Zajączkowa-Dworca;Zajączkowo-Dworzec;Zajączkowy-Dworzec
Trojaków;Trojaki;Trojak
Owczarnik;Owczarniki;Owczarnik
Kolonii Koszołowskich;Kolonie Koszołowskie;Kolonia Koszołowski
Rutkowic;Rutkowice;Rutkowica
Krzyczewa;Krzyczew;Krzyczewo
Zielonek-Parceli;Zielonki-Parcela;Zielonka-Parcela
Myślatyna;Myślatyn;Myślatyna
Mojsik;Mojsiki;Mojsik
Lasotek;Lasotki;Lasoteka
Jasnochowej;Jasnochowa;Jasnochowy
Jaczkowic;Jaczkowice;Jaczkowica
Szczodrego;Szczodre;Szczodry
Miodowic;Miodowice;Miodowica
Osiedla Kamionki;Osiedla Kamionka;Osiedle Kamionka
Gortatowa;Gortatów;Gortatowy
Wólki Kosowskiej;Wólka Kosowska;Wólka Kosowski
Leszna Podzaborówka;Leszno Podzaborówek;Leszny Podzaborówka
Jakówek;Jakówki;Jakówka
Grzesicowa;Grzesicowo;Grzesicowy
Opoki Dużej;Opoka Duża;Opoka Duży
Kurkowa;Kurków;Kurkowy
Iglopola;Iglopol;Iglopola
Kolonii Karniewa;Kolonia Karniewo;Kolonia Karniewa
Tatrzańskiego;Tatrzańskie;Tatrzański
Szczytów A;Szczyty A;Szczyt A
Kwaśniowa Dolnego;Kwaśniów Dolny;Kwaśniowy Dolny
Giniów;Ginie;Ginium
Tokar-Rąbieża;Tokary-Rąbież;Tokar-Rąbież
Dębowiec;Dębowce;Dębowiec
Kolonii Kuczborka;Kolonia Kuczbork;Kolonia Kuczborek
Trzecin;Trzeciny;Trzecina
Puszczykówka;Puszczykówko;Puszczykówka
Parszowa;Parszów;Parszowy
Sędziszowa;Sędziszów;Sędziszowy
Watkowic;Watkowice;Watkowica
Kłokówka;Kłokówko;Kłokówka
Mikuszowic Krakowskich;Mikuszowice Krakowskie;Mikuszowica Krakowski
Sosnki;Sosnka;Sosnek
Sobięcina;Sobięcin;Sobięcina
Gieczna;Gieczno;Gieczny
Milewka;Milewko;Milewka
Gleby;Gleba;Gleb
Niewikli;Niewikla;Niewikły
Parcz Górnych;Parcze Górne;Parcza Górny
Bartoska;Bartosek;Bartoska
Kolonii Gradowskiej;Kolonia Gradowska;Kolonia Gradowski
Stawierej-Michałowiąt;Stawiereje-Michałowięta;Stawiery-Michałowię
Maszkowa;Maszków;Maszkowy
Miszewka-Stefanów;Miszewko-Stefany;Miszewka-Stefan
Adamy;Adama;Adam
Na Dębiu;Na Dębiu;Ny Dębie
Grzegorzowa;Grzegorzów;Grzegorzowy
Martenek;Martenki;Martenka
Golęcina;Golęcin;Golęcina
Wólki Krowickiej;Wólka Krowicka;Wólka Krowicki
Trzęsowic;Trzęsowice;Trzęsowica
Łukocina;Łukocin;Łukocina
Wyskidzianek;Wyskidzianki;Wyskidzianka
Kościerskiej Huty;Kościerska Huta;Kościerski Huty
Kamiennnych Dołów;Kamienne Doły;Kamiennny Dół
Przysłonia;Przysłonie;Przysłoń
Stołów;Stoły;Stoł
Taciszowa;Taciszów;Taciszowy
Komorowa Dolnego;Komorow Dolny;Komorowy Dolny
Nowego Jaworowa;Nowy Jaworów;Nowy Jaworowy
Kwiatkowic;Kwiatkowice;Kwiatkowica
Polichnowa;Polichnowo;Polichnowy
Przy Szosie Hrubieszowskiej;Przy Szosie Hrubieszowskiej;Prz Szos Hrubieszowski
Jaszowic-Kolonii;Jaszowice-Kolonia;Jaszowica-Kolonia
Gadowskich Holendrów Starych;Gadowskie Holendry Stare;Gadowski Holender Stary
Mikowych;Mikowie;Mikowy
Zabrnia Dolnego;Zabrnie Dolne;Zabrnia Dolny
Woli Piotrowej;Wola Piotrowa;Wol Piotrowy
Widziszowa;Widziszów;Widziszowy
Wistki Szlacheckiej;Wistka Szlachecka;Wistka Szlachecki
Dobrzycy Leśnej;Dobrzyca Leśna;Dobrzyca Leśny
Biskupic Oławskich;Biskupice Oławskie;Biskupic Oławski
Podtynia;Podtynie;Podtynia
Redostowa;Redostowo;Redostowy
Radzi;Radzie;Radź
Strzeszkowic Małych;Strzeszkowice Małe;Strzeszkowica Mały
Izerowa;Izerów;Izerowy
Kolonii Sławacinka Starego;Kolonia Sławacinek Stary;Kolonia Sławacinka Stary
Radzimia;Radzim;Radzimia
Siedzanej;Siedzana;Siedzany
Markowa-Świnic;Marków-Świnice;Markowy-Świnica
Rumina;Rumin;Rumina
Woli Rudzkiej;Wola Rudzka;Wol Rudzki
Pobrzezia;Pobrzezie;Pobrzeź
Bartężka;Bartężek;Bartężki
Cieszkowa Nowego;Cieszkowo Nowe;Cieszkowy Nowy
Markubowa;Markubowo;Markubowy
Gołębiewka Nowego;Gołębiewek Nowy;Gołębiewka Nowy
Chojna MałBłot;Chojno-Błota Małe;Chojna MałBłota
Michalczowej;Michalczowa;Michalczowy
Za Wodą;Za Wodą;Zy Woda
Kazimierzowa;Kazimierzów;Kazimierzowy
Forysi;Forysie;Forys
Mieszaw;Mieszawy;Mieszawa
Kałuskich;Kałuskie;Kałuski
Roli Sołtysa;Rola Sołtysa;Rol Sołtys
Strzelców Wielkich;Strzelce Wielkie-Kolonia;Strzelców Wielki
Kolonii Bogdanek;Kolonia Bogdanki;Kolonia Bogdanka
Bałkowa;Bałków;Bałkowy
Janowca-Jastrząbek;Janowiec-Jastrząbki;Janowiec-Jastrząbek
Bielaw Szelejewskich;Bielawy Szelejewskie;Bielawa Szelejewski
Kolonii Ulowa;Kolonia Ulów;Kolonia Ulowy
Wygody Sierakowskiej;Wygoda Sierakowska;Wygody Sierakowski
Kawy;Kawa;Kawy
Motycków;Motycy;Motycek
W Smerkach;W Smerkach;W Smerki
Woli Zbrożkowej;Wola Zbrożkowa;Wol Zbrożkowa
Sęków;Sęki;Sęk
Koprzywnicy;Koprzywnica;Koprzywnik
Szamocina;Szamocin;Szamocina
Rykowa;Ryków;Rykowy
Jarkowa;Jarków;Jarkowy
Gibaszewa;Gibaszew;Gibaszewo
Kolonii Nakwasina;Kolonia Nakwasin;Kolonia Nakwasina
Kaw;Kawy;Kawa
Szydłowa-Kolonii;Szydłów-Kolonia;Szydłowy-Kolonia
Drawnia;Drawień;Drawnia
Wielopola Skrzyńskiego;Wielopole Skrzyńskie;Wielopola Skrzyński
Samsonowa-Komornik;Samsonów-Komorniki;Samsonowy-Komornik
Kolonii Bystrych;Kolonia Bystre;Kolonia Bystry
Kraszewa-Gaczułt;Kraszewo-Gaczułty;Kraszewo-Gaczułt
Trzeciej Kolonii;Trzecia Kolonia;Trzeci Kolonia
Piasków-Letniska;Piaski-Letnisko;Piasek-Letnisko
Będzymina;Będzymin;Będzymina
Krzywnicy;Krzywnica;Krzywnik
Nowowa;Nowoszów;Nowowy
Ponurego;Ponure;Ponury
Szemplina Wielkiego;Szemplino Wielkie;Szemplina Wielki
Mięciszewa;Mięciszew;Mięciszewo
Świerczowa Małego;Świerczów Mały;Świerczowy Mały
Borowego-Gajówki;Borowe-Gajówka;Borowy-Gajówka
Prądna;Prądno;Prądny
Grauży Starych;Grauże Stare;Grauż Stary
Kubczyczyc;Kubczyce;Kubczyczyca
Strony Tłustej;Strona Tłusta;Stron Tłusty
Kolonii Czołomyj;Kolonia Czołomyje;Kolonia Czołomyja
Szkółek;Szkółki;Szkółka
Bryk;Bryki;Bryk
Zapospólnego;Zapospólne;Zapospólny
Glinic-Domaniewa;Glinice-Domaniewo;Glinica-Domaniewa
Budek Glińskich;Budki Glińskie;Budek Gliński
Góry-Wsi;Góra-Wieś;Góry-Wszy
Morskiego Oka;Morskie Oko;Morski Oka
Woli-Józefowa;Wola-Józefowo;Wol-Józefowa
Żernik Dolnych;Żerniki Dolne;Żernik Dolny
Gawłowskich;Gawłowskie;Gawłowski
Pomocna;Pomocno;Pomocny
Chinkowa;Chinków;Chinkowy
Kolonii Kiersnowa;Kolonia Kiersnowo;Kolonia Kiersnowa
Bałd;Bałdy;Bałda
Ulatowa-Żył;Ulatowo-Żyły;Ulatowy-Żyła
Stęporowa;Stęporów;Stęporowy
Maskulińskich;Maskulińskie;Maskuliński
Brzósek-Gromek;Brzóski-Gromki;Brzóska-Gromka
Zaburza;Zaburze;Zaburza
Chmielnik;Chmielniki;Chmielnik
Olempina;Olempin;Olempina
Ciernic;Ciernice;Ciernica
Przyn;Przyny;Przyna
Pijar;Pijary;Pijar
Tuniszek;Tuniszki;Tuniszek
Pieńków Patrowskich;Pieńki Patrowskie;Pieniek Patrowski
Wilamowic;Wilamowice;Wilamowica
Kaleśników;Kaleśniki;Kaleśnik
Zarącza;Zarącze;Zarączy
Jędrysków;Jędryski;Jędrysk
Taurowa;Taurów;Taurowy
Gajówki Adamowa;Gajówka Adamów;Gajówka Adamowy
Przedzenia;Przedzeń;Przedzenie
Pod Wieromiejki;Pod Wieromiejki;Poda Wieromiejka
Warpun;Warpuny;Warpun
Mironic;Mironice;Mironica
Palmierowa;Palmierów;Palmierowy
Leszczyca;Leszczyc;Leszczyca
Wojnarowej;Wojnarowa;Wojnarowy
Nademłynia;Nademłynie;Nademłynia
Olszewa-Marcisz;Olszewo-Marcisze;Olszewo-Marcisza
Wlonic;Wlonice;Wlonica
Osiedla Ogrodniczego;Osiedle Ogrodnicze;Osiedle Ogrodniczy
Leszczyna;Leszczyn;Leszczyna
Kuklic;Kuklice;Kuklica
Kiełpina;Kiełpino;Kiełpina
Jączewa-Abramek;Jączewo-Abramki;Jączewo-Abramka
Podświderek;Podświderki;Podświderek
Kolonii Zgagowa;Kolonia Zgagowo;Kolonia Zgagowy
Cychrowskiej Woli;Cychrowska Wola;Cychrowski Wol
Grzmucina;Grzmucin;Grzmucina
Grabowiec Górnych;Grabowce Górne;Grabowiec Górny
Rząski;Rząska;Rząski
Kiełpin;Kiełpiny;Kiełpina
Kmiczyna;Kmiczyn;Kmiczyna
Pod Choiną;Pod Choiną;Poda Choina
Ignacewa;Ignacew;Ignacewa
Buchwaldu;Buchwald;Buchwaldo
Wymysławia;Wymysław;Wymysławie
Pustek Działyńskich;Pustki Działyńskie;Pustka Działyński
Twardych;Twarde;Twardy
Żebrów-Wierzchlasu;Żebry-Wierzchlas;Żeber-Wierzchlas
Sarcza;Sarcz;Sarczy
Kurojad;Kurojady;Kurojad
Trablic;Trablice;Trablica
Przystanka;Przystanek;Przystanka
Węchadłowa;Węchadłów;Węchadłowy
Woli Cyrusowej;Wola Cyrusowa;Wol Cyrusowy
Zrecza Dębińskiego;Zrecze Dębińskie;Zrecze Dębiński
Wiadrowa;Wiadrowo;Wiadrowa
Żłobków;Żłobki;Żłobek
Szczekarkowa;Szczekarków;Szczekarkowy
Wójtowskich Włók;Wójtowskie Włóki;Wójtowski Włók
Na Stanisławie;Na Stanisławie;Ny Stanisława
Czeszkowa;Czeszków;Czeszkowy
Charyszów;Charysze;Charysz
Kolonii Wolności;Kolonia Wolności;Kolonia Wolność
Małego Dólska;Mały Dólsk;Mały Dólski
Nowin Wielkich;Nowiny Wielkie;Nowina Wielki
Dobiejewa;Dobiejewo;Dobiejewa
Chmar;Chmary;Chmara
Śniepi;Śniepie;Śniepi
Lubowicza-Kątów;Lubowicz-Kąty;Lubowicz-Kąt
Sułoszowej Trzeciej;Sułoszowa Trzecia;Sułoszowy Trzeci
Merkowa;Merkowo;Merkowy
Osiedla Langiewicza;Osiedle Langiewicza;Osiedle Langiewicz
Głogów;Głogi;Głóg
Obroków;Obroki;Obrok
Koloni Krogulnej;Kolonia Krogulna;Kolon Krogulny
Majochów;Majochy;Majoch
Francuzów;Francuzy;Francuz
Dolnej Piątkowej;Dolna Piątkowa;Dolny Piątkowy
Boguszowic;Boguszowice;Boguszowica
Lenkupia;Lenkupie;Lenkupi
Ziemięcicic;Ziemięcice;Ziemięcicica
Pod Cykarzewem;Pod Cykarzewem;Poda Cykarzew
Osieka Średniego;Osiek Średni;Osieka Średni
Jadwigowa;Jadwigowo;Jadwigowy
Rakołup Dużych;Rakołupy Duże;Rakołup Duży
Donaborowa;Donaborów;Donaborowy
Łacnego;Łacne;Łacny
Potołówka;Potołówek;Potołówka
Niemojewa;Niemojew;Niemojewa
Wierszów;Wiersze;Wiersz
Lelikowa;Lelików;Lelikowy
Kuślina;Kuślin;Kuślina
Kozików;Koziki;Kozik
Stanisław;Stanisławy;Stanisława
Mosznicy;Mosznica;Mosznik
Wojciechowic Dużych;Wojciechowice Duże;Wojciechowica Duży
Czarni Małej;Czarnia Mała;Czarnia Mały
Borów-Sobieskiego;Bory-Sobieski;Bor-Sobieski
Gór Prusinowskich;Góry Prusinowskie;Gór Prusinowski
Stacji-Czarkowa;Stacja-Czarków;Stacja-Czarkowy
Lipek;Lipki;Lipka
Woli Cichej;Wola Cicha;Wol Cichy
W Jeziorku;W Jeziorku;W Jeziorko
Ojrzanowa-Towarzystwa;Ojrzanów-Towarzystwo;Ojrzanowy-Towarzystwo
Woli Trzydnickiej;Wola Trzydnicka;Wol Trzydnicki
Gajdów;Gajdy;Gajd
Moniak;Moniaki;Moniak
Rozbójnicy;Rozbójnica;Rozbójnik
Krupolin;Krupoliny;Krupolina
Sędańska;Sędańsk;Sędański
Papieży;Papieże;Papież
Zasadek;Zasadki;Zasadka
Werkowa;Werkowo;Werkowy
Dzielnicy Partyzantów;Dzielnica Partyzantów;Dzielnica Partyzant
Bychawki Pierwszej;Bychawka Pierwsza;Bychawki Pierwsza
Patrowa;Patrowo;Patrowy
Podtyszcza;Podtyszcze;Podtyszcz
Pększyna;Pększyn;Pększyna
Bagienek;Bagienki;Bagienko
Chełmskich Gór;Chełmskie Góry;Chełmski Gór
Łękanowa;Łękanów;Łękanowy
Nowego Probarku;Nowy Probark;Nowy Probarek
Podjanowic;Podjanowice;Podjanowica
Mądrzechowa;Mądrzechowo;Mądrzechowy
Kubachów;Kubachy;Kubach
Celigowa;Celigów;Celigowy
Wartkowa;Wartkowo;Wartkowy
Wisłoka Wielkiego;Wisłok Wielki;Wisłoka Wielki
Szynowa;Szynowo;Szynowy
Dereźni Solskiej;Dereźnia Solska;Dereźnia Solski
Kolonii Piecowej;Kolonia Piecowa;Kolonia Piecowy
Hub Gorazdowskich;Huby Gorazdowskie;Hub Gorazdowski
Łazan;Łazany;Łazan
Strzakłów;Strzakły;Strzakieł
Łazów Brzyńskich;Łazy Brzyńskie;Łaz Brzyński
Za Górkami;Za Górkami;Zy Górka
Olszewca;Olszewiec;Olszewc
Niewodnicy Nargilewskiej;Niewodnica Nargilewska-Kolonia;Niewodnicy Nargilewski
Grębocina-Cegielni;Grębocin-Cegielnia;Grębocina-Cegielnia
Kolonii Starosiela;Kolonia Starosiele;Kolonia Starosiel
Brzezin-Janowiąt;Brzeziny-Janowięta;Brzezina-Janowię
Kątów Bystrzyckich;Kąty Bystrzyckie;Kąt Bystrzycki
Pod Jaworki;Pod Jaworki;Poda Jaworek
Leńczy Górnych;Leńcze Górne;Leńczy Górny
Madejczyków;Madejczyki;Madejczyk
Psar-Parchówek;Psary-Parchówki;Psar-Parchówka
Grabiny Dolnej;Grabina Dolna;Grabina Dolny
Smolenia;Smoleń;Smolenie
Lgoty Gawronnnej;Lgota Gawronna;Lgot Gawronnny
Tucholi Małej;Tuchola Mała;Tuchol Mały
Kleczy Górnej;Klecza Górna;Klecz Górny
Załubińcza;Załubińcze;Załubińczy
Gościnieńca Siennieńskiego;Gościniec Siennieński;Gościnieniec Siennieński
Łopatek-Cegielni;Łopatki-Cegielnia;Łopatka-Cegielnia
Starowej Góry;Starowa Góra;Starowy Góry
Pyszek;Pyszki;Pyszka
Pantosów;Pantosy;Pantos
Stajnego;Stajne;Stajny
Majdanu Kozic Górnych;Majdan Kozic Górnych;Majdan Kozica Górny
Rącznej;Rączna;Rączny
Grapiczek;Grapiczki;Grapiczka
Malikowa;Malików;Malikowy
Czajowej;Czajowa;Czajowy
Gicheryszek;Gicheryszki;Gicheryszek
Gajewnik-Kolonii;Gajewniki-Kolonia;Gajewnik-Kolonia
Osiedla Radogoszcz-Wszczy;Osiedle Radogoszcz-Wschód;Osiedla Radogoszcz-Wszcz
Cett;Cetty;Cetto
Żegleniówki Dolnej;Żegleniówka Dolna;Żegleniówka Dolny
Ipsów Wielkich;Ipsy Wielkie;Ips Wielki
Osiedla Wysokego Stoczka;Osiedle Wysoki Stoczek;Osiedle Wysoky Stoczek
Cymingów;Cymingi;Cyming
Toszka;Toszek;Toszka
Nowych Bagienic;Nowe Bagienice;Nowy Bagienica
Leszna Dolnego;Leszno Dolne;Leszny Dolny
Pod Olszynami;Pod Olszynami;Poda Olszyna
Staniątek;Staniątki;Staniątko
Komorowic;Komorowice;Komorowica
Klępicza;Klępicz;Klępiczy
Kolonii Otockiej;Kolonia Otocka;Kolonia Otocki
Długojowa-Kolonii;Długojów-Kolonie;Długojowy-Kolonia
Dziekanowic;Dziekanowice;Dziekanowica
Starego Bronowa;Stary Bronów;Stary Bronowy
Psich Górkek;Psie Górki;Psi Górkka
Gostkowa Drugiego;Gostkowo Drugie;Gostkowy Drugi
Wólki Niskiej;Wólka Niska;Wólka Niski
U Płowuchy;U Płowuchy;U Płowucha
Ostaszewa-Włusek;Ostaszewo-Włuski;Ostaszewo-Włuska
Bulówki Górnej;Bulówka Górna;Bulówka Górny
Szydłowa;Szydłów;Szydłowy
Białobrzegów Prawych;Białobrzegi Prawe;Białobrzeg Prawy
Godlewa-Gorzejewa;Godlewo-Gorzejewo;Godlew-Gorzejewa
Bud Łańcuckich Lewych;Budy Łańcuckie Lewe;Buda Łańcucki Lewy
Białawina;Białawin;Białawina
Świńskich Rzek;Świńskie Rzeki;Świński Rzka
Goplany;Goplana;Goplan
Skórowa;Skórowo;Skórowy
Lichenia;Licheń;Lichenie
Żerechowej-Kolonii;Żerechowa-Kolonia;Żerechowy-Kolonia
Starego Ranachowa;Stary Ranachów;Stary Ranachowy
Hamentowa;Hamentów;Hamentowy
Bronisławek;Bronisławki;Bronisławka
Kuców;Kuce;Kuc
Żywocicic;Żywocice;Żywocicica
Rachwałowic;Rachwałowice;Rachwałowica
Florianowa;Florianów;Florianowy
Ossów;Ossy;Oss
Warglewa;Warglewo;Warglew
Podkorklin;Podkorkliny;Podkorklina
Pluskawy;Pluskawa;Pluskawy
Plękit;Plękity;Plękit
Wertelowej;Wertelowa;Wertelowy
Łuczan;Łuczany;Łuczan
Olka;Olek;Olka
Laskówki Chorąskiej;Laskówka Chorąska;Laskówka Chorąski
Szarbi;Szarbia;Szarbi
Lizdejek;Lizdejki;Lizdejka
Borowin Poprzecznych;Borowiny Poprzeczne;Borowina Poprzeczny
Ochódna;Ochódno;Ochódny
Wróblewa-Zawadek;Wróblewo-Zawadki;Wróblew-Zawadka
Dołów Brzeskich;Doły Brzeskie;Dół Brzeski
Czeluścinka;Czeluścinek;Czeluścinka
Kolonii Ościęcina;Kolonia Ościęcin;Kolonia Ościęcina
Zdychów;Zdychy;Zdych
Bucioryski;Bucioryska;Buciorysk
Borzęcinka;Borzęcinko;Borzęcinka
Zarutek;Zarutki;Zarutka
Zagaja Kikowskiego;Zagaje Kikowskie;Zagaj Kikowski
Krakowian;Krakowiany;Krakowian
Malinowa Starego;Malinowo Stare;Malinowy Stary
Wichertowa;Wichertów;Wichertowy
Nowego Pudłowa;Nowy Pudłów;Nowy Pudłowy
Na Borze;Na Borze;Ny Bor
Rudnych Dołów;Rudne Doły;Rudny Dół
Szlas Żalnych;Szlasy Żalne;Szlas Żalny
Piórkowa;Piórków;Piórkowy
Staniewa;Staniew;Staniewa
Śleszyna;Śleszyn;Śleszyna
Zabruzd-Kolonii;Zabruzdy-Kolonia;Zabruzda-Kolonia
Sarnopola;Sarnopol;Sarnopola
Małejurków;Małejurki;Małejurek
Sidłowa;Sidłowo;Sidłowy
Tarnicy;Tarnica;Tarnik
Białogrądów;Białogrądy;Białogrąd
Tarnic;Tarnice;Tarnica
Trzopów;Trzopy;Trzop
Huty Górnej;Huta Górna;Huty Górny
U Szczerby;U Szczerby;U Szczerba
Od Miasta;Od Miasta;Od Miasty
Nowych Karmonek;Nowe Karmonki;Nowy Karmonka
Brzezia-Tartaku;Brzezie-Tartak;Brzeź-Tartak
Bargłowej;Bargłowa;Bargłowy
Krzyśli;Krzyśle;Krzysły
Świecina;Świecino;Świecina
Sokolnik Podłużne-Bukowieych;Sokolniki Podłużne-Bukowiec;Sokolnik Podłużny-Bukowiey
Wychowanieńca;Wychowaniec;Wychowanieniec
Kopania;Kopań;Kopanie
Chomentowa-Szczygła;Chomentów-Szczygieł;Chomentowy-Szczygieł
Świecin;Świeciny;Świecina
Dobroszewic;Dobroszewice;Dobroszewica
Starachowic;Starachowice;Starachowica
Chełmonieńca;Chełmoniec;Chełmonieniec
Woli Palczewskiej;Wola Palczewska;Wol Palczewski
Ulanowic;Ulanowice;Ulanowica
Chełmek;Chełmki;Chełmka
Kraśnicy-Gajówki;Kraśnica-Gajówka;Kraśnik-Gajówka
Kolonii Zakrza;Kolonia Zakrze;Kolonia Zakrz
Majewa Kościelnego;Majewo Kościelne;Majewa Kościelny
Wólki Mińskiej;Wólka Mińska;Wólka Miński
Dzierżążna;Dzierżążno;Dzierżążny
Słoniaw;Słoniawy;Słoniawa
Grodysławic;Grodysławice;Grodysławica
Wybudowania MłyDrawskiego;Wybudowanie-Drawski Młyn;Wybudowania MłyDrawski
Wybudowania Radoszkowskiego;Wybudowanie Radoszkowskie;Wybudowanie Radoszkowski
Ujazd;Ujazdy;Ujazd
Chrołowic;Chrołowice;Chrołowica
Borków Pierwszych;Borki Pierwsze;Borek Pierwszy
Kolonii Gostyni;Kolonia Gostynie;Kolonia Gostynia
Kolonii Rus;Kolonia Rusy;Kolonia Rus
Kolonii Tymowa;Kolonia Tymowa;Kolonia Tymowy
Dębołęki Bankowej;Dębołęka Bankowa;Dębołęki Bankowy
Pod Sulęcinem;Pod Sulęcinem;Poda Sulęcin
Ladzina;Ladzin;Ladzina
Przegalin Małych;Przegaliny Małe;Przegalina Mały
Kłodnicy Górnej;Kłodnica Górna;Kłodnik Górny
Miastkowa Kościelnego;Miastków Kościelny;Miastkowy Kościelny
Starycg Gac;Stare Gace;Starycg Gaca
Kwaleńców;Kwaleńce;Kwaleniec
Pacewa;Pacew;Pacewa
Rzepedzi;Rzepedź;Rzepeda
Nad Dworskim;Nad Dworskim;Nada Dworski
Dankowa;Dankowo;Dankowy
Straszydla;Straszydle;Straszydel
Bieżynia;Bieżyń;Bieżynia
Krzepinów;Krzepiny;Krzepin
Bzowa;Bzów;Bzowy
Milewa-Łosi;Milewo-Łosie;Milew-Łosy
Księża Wielkiego;Księże Wielkie;Księży Wielki
Obodowa;Obodowo;Obodowy
Bruków Unisławskich;Bruki Unisławskie;Bruk Unisławski
Suchowa;Suchowo;Suchowy
Górnego Śląska;Górny Śląsk;Górny Śląski
Zakamienieńca;Zakamieniec;Zakamienieniec
Osiedla Kujaw;Osiedle Kujawy;Osiedle Kujawa
Żabich Duk;Żabie Duki;Żabi Duk
Kletna;Kletno;Kletny
Starejwsi;Starawieś;Starejwszy
Kolonii Grodziska;Kolonia Grodzisk;Kolonia Grodzisko
Wroninka;Wroninko;Wroninka
Pieczysk Łowickich;Pieczyska Łowickie;Pieczysko Łowicki
Szybowic;Szybowice;Szybowica
Kolonii Jagodnego;Kolonia Jagodne;Kolonia Jagodny
Nieszkowic Małych;Nieszkowice Małe;Nieszkowica Mały
Woli Dalszej;Wola Dalsza;Wol Dalszy
Wólki Kłuckiej;Wólka Kłucka;Wólka Kłucki
Buczkowskich;Buczkowskie;Buczkowski
Rochalik;Rochaliki;Rochalik
Dydiowej;Dydiowa;Dydiowy
Konopek Małych;Konopki Małe;Konopek Mały
Wieczfni Kościelnej;Wieczfnia Kościelna;Wieczfny Kościelny
Starej Trójny;Stara Trójna;Stara Trójny
Małej Piotrówki;Mała Piotrówka;Mały Piotrówka
Miączynka;Miączynek;Miączynka
Kulasek;Kulaski;Kulasek
Zamostów;Zamosty;Zamost
Łachowskich Gór;Łachowskie Góry;Łachowski Gór
Ignatowa;Ignatów;Ignatowy
Kożyna Małego;Kożyno Małe;Kożyna Mały
Kurzny;Kurzna;Kurzny
Płowężka;Płowężek;Płowężka
Piszczaca-Kolonii;Piszczac-Kolonia;Piszczaca-Kolonia
Drzewiec B;Drzewce B;Drzewiec B
Sarnówka;Sarnówko;Sarnówka
Drzonka Drugiego;Drzonek Drugi;Drzonka Drugi
Piołunowa-Kolonii;Piołunowo-Kolonia;Piołunowy-Kolonia
Komalw;Komalwy;Komalwa
Skrzynczysk;Skrzynczyska;Skrzynczysko
Karwowa;Karwowo;Karwowy
