Dopełniacz;Mianownik;Wynik Stemmera
Szyjek;Szyjki;Szyjka
Stafiejów;Stafieje;Stafiej
Podświnioszowa;Podświnioszów;Podświnioszowy
Osiedla Hutniczego;Osiedle Hutnicze;Osiedlać Hutniczy
Niedźwiedzckich;Niedźwiedzcy;Niedźwiedzcki
Morawek-Paulinowa;Morawki-Paulinowo;Morawka-Paulinowy
Nowej Kletni;Nowa Kletnia;Nowy Kletni
Gościeradowa;Gościeradowo;Gościeradowy
Gronowic;Gronowice;Gronowica
Bolanowa;Bolanów;Bolanowy
Kuźni;Kuźnia;Kuźnić
Justynkowa;Justynkowo;Justynkowy
Muniny Wielkiej;Munina Wielka;Munina Wielki
Zaleśnej;Zaleśna;Zaleśny
Krukowa;Krukowo;Krukowy
Koziej Góry;Kozia Góra;Kozi Góry
Ciechowa;Ciechów;Ciechowy
Białej Podlaskiej;Biała Podlaska;Biały Podlaski
Rzechucki;Rzechucka;Rzechucki
Warp;Warpy;Warpać
U Walęgów;U Walęgów;U Walęg
Strzałkowa-Dębin;Strzałkowo-Dębiny;Strzałkowy-Dębina
Brojc;Brojce;Brojca
Nowego Adamowa;Nowy Adamów;Nowy Adamowy
Walkowic-Wybudowania;Walkowice-Wybudowanie;Walkowica-Wybudowanie
Krynicy-Wsi;Krynica-Wieś;Krynica-Wszy
Nowych Bab;Nowe Baby;Nowy Bab
Kiszkowa;Kiszkowo;Kiszkowy
Kolonii Kiełczowa;Kolonia Kiełczów;Kolonia Kiełczowy
Ostrówiec;Ostrówce;Ostrówiec
Krzakowej Górki;Krzakowa Górka;Krzakowy Górka
Skoczyków;Skoczyki;Skoczyk
Sraca;Srac;Sracać
Śladkowa Rozlazłego;Śladków Rozlazły;Śladkowy Rozlazły
Nowego Stręczyna;Nowy Stręczyn;Nowy Stręczyna
Jugowa;Jugów;Jugowy
Weronikopola;Weronikopole;Weronikopola
Zaińska;Zaińsko;Zaiński
Obrzyc;Obrzyce;Obrzyca
Dwórzna;Dwórzno;Dwórzny
Hadynowa;Hadynów;Hadynowy
Dużego Żarowa;Duże Żarowo;Duży Żarowy
Obrytków;Obrytki;Obrytek
Gierczyków;Gierczyki;Gierczyk
Zawąskiego;Zawąskie;Zawąski
Bielańskiego;Bielańskie;Bielański
Przychodźca;Przychodziec;Przychodźca
Sikorzyc;Sikorzyce;Sikorzyca
Boreczna-Kolonii;Boreczno-Kolonia;Boreczny-Kolonia
Zaręby Górnej;Zaręba Górna;Zarąb Górny
Rębisz-Kolonii;Rębisze-Kolonia;Rębić-Kolonia
Zakrzewa-Słom;Zakrzewo-Słomy;Zakrzewać-Sć
Strzyżewa Kościelnego;Strzyżewo Kościelne;Strzyżewać Kościelny
Garbowa Pierwszego;Garbów Pierwszy;Garbowy Pierwszy
Rębisz-Działów;Rębisze-Działy;Rębić-Dział
Grabia Dolnego;Grabie Dolne;Grabiać Dolny
Goczałkowic-Wsi;Goczałkowice-Wieś;Goczałkowica-Wszy
Starych Murs;Stare Mursy;Stary Murs
Klimasów;Klimasy;Klimas
Szadłowic;Szadłowice;Szadłowica
Trzechowa;Trzechowo;Trzechować
Osiedla Broniewskiego;Osiedle Broniewskiego;Osiedlać Broniewski
Osiedla nad Jeziorem Długim;Osiedle nad Jeziorem Długim;Osiedlać nada Jezioro Długi
Białowód PierwszKolonii;Białowody-Kolonia Pierwsza;Białowód PierwszKolonia
Pustkowia Kłomnickiego;Pustkowie Kłomnickie;Pustkowie Kłomnicki
Murczynka;Murczynek;Murczynka
Starego Mirkowa;Stary Mirków;Stary Mirkowy
Zagród Pierwszych;Zagrody Pierwsze;Zagroda Pierwszy
Sarnówka Dużego;Sarnówek Duży;Sarnówka Duży
Wysmykowa;Wysmyków;Wysmykowy
Kak-Mroczek;Kaki-Mroczki;Kak-Mroczek
Klińcniec;Klińce;Klińcniec
Łanczyna;Łanczyno;Łanczyna
Bodkowa;Bodkowo;Bodkowy
Kolonii Korczunka;Kolonia Korczunek;Kolonia Korczunka
Łucznicy;Łucznica;Łucznik
Jahońki;Jahońka;Jahońki
Kobusów;Kobusy;Kobus
Młodzaw Dużych;Młodzawy Duże;Młodzawić się Duży
Pilitowa;Pilitowo;Pilitowy
Pod Figurą;Pod Figurą;Poda Figura
Chęcin;Chęciny;Chęcina
Trzebiechowa;Trzebiechów;Trzebiechowy
Kolonii Żyrakowskiej;Kolonia Żyrakowska;Kolonia Żyrakowski
Słotwin-Pniaków-Kolonii;Słotwiny-Pniaki-Kolonia;Słotwina-Pniak-Kolonia
Koniaw-Podstoczka;Koniawy-Podstoczek;Koniawa-Podstoczek
Meszcza;Meszcze;Meszczać
Szarkowa;Szarków;Szarkowy
Styrku;Styrek;Styrk
Babskich Bud;Babskie Budy;Babski Buda
Taciejowa;Taciejów;Taciejowy
Małej Gromady;Mała Gromada;Mały Gromada
Kolonii Boniewa;Kolonia Boniewo;Kolonia Boniewać
Chylowej Huty;Chylowa Huta;Chylowy Huć
Brzezin Śląskich;Brzeziny Śląskie;Brzezina Śląski
Kolonii Luchowa Dolnego;Kolonia Luchów Dolny;Kolonia Luchowy Dolny
Chrzanowej;Chrzanowa;Chrzanowy
Biesowa;Biesów;Biesowy
Chrzanowa;Chrzanowo;Chrzanowy
Pod Zalarką;Pod Zalarką;Poda Zalarka
Uzarzewa;Uzarzewo;Uzarzewać
Orzechowa;Orzechowo;Orzechować
Kaczych Buków;Kacze Buki;Kaczy Buk
Piecy;Piece;Piecy
Liskowa;Lisków;Liskowy
Do Wróbla;Do Wróbla;Dy Wróbli
Poręby Morawickiej;Poręba Morawicka;Porąb Morawicki
Rumunek Tupadelskich;Rumunki Tupadelskie;Rumunek Tupadelski
Kolonii Sadkowic;Kolonia Sadkowice;Kolonia Sadkowica
Kolonii Dzięciołowa;Kolonia Dzięciołowo;Kolonia Dzięciołowy
Michałowa-Reginowa;Michałów-Reginów;Michałowy-Reginowy
Kolonii Sułowa;Kolonia Sułowo;Kolonia Sułowy
Światów;Światy;Świat
Sołtystystw;Sołtystwa;Sołtystystwo
Wybudowań-Borucina;Wybudowania-Borucin;Wybudowanie-Borucinać
Olszówki Pilczyckiej;Olszówka Pilczycka;Olszówka Pilczycki
Ubrzeży;Ubrzeż;Ubrzeże
Psikątów;Psikąty;Psikąt
Polskiego Konieńca;Polski Koniec;Polski Konieniec
Dzieleńkowa;Dzieleńków;Dzieleńkowy
Sorbina;Sorbin;Sorbina
U Fudalego;U Fudalego;U Fudali
Staniewiczek;Staniewiczki;Staniewiczek
Półrolek;Półrolki;Półrolka
Rutkowskich Dużych;Rutkowskie Duże;Rutkowski Duży
Drzesna;Drzesno;Drzesny
Popław;Popławy;Popław
Kozinowej;Kozinowa;Kozinowy
Kolonii A Soleckjawora;Kolonia A-Jawor Solecki;Kolonii A Soleckjawór
Gałęzowa DrugKolonii;Gałęzów-Kolonia Druga;Gałęzowa DrugKolonia
Pod Dubielno;Pod Dubielno;Poda Dubielno
Dolni;Dolnia;Dolny
Krzemienia Drugiego;Krzemień Drugi;Krzemię Drugi
Komorska;Komorsk;Komorski
Perkowa Dolnego;Perkowo Dolne;Perkowy Dolny
Mokrzka;Mokrzk;Mokrzki
Maczków;Maczki;Maczek
Szczepocicic Prywatnych;Szczepocice Prywatne;Szczepocicica Prywatny
Palczyków;Palczyki;Palczyk
Kolonii Prejłowa;Kolonia Prejłowo;Kolonia Prejłowy
Tołkaczów;Tołkacze;Tołkacz
Jaroszowa;Jaroszów;Jaroszowy
Zabagnia;Zabagnie;Zabagniać
Księżej Kolonii;Księża Kolonia;Księży Kolonia
Łuszczanówka;Łuszczanówek;Łuszczanówka
Pięciu Chałup;Pięć Chałup;Pięcie Chałupa
Starej Gierłoży;Stara Gierłoż;Stara Gierłożyć
Kolonii Niechodzkiej;Kolonia Niechodzka;Kolonia Niechodzki
Budek Trzecich;Budki Trzecie;Budek Trzeci
Pruszynka;Pruszynek;Pruszynka
Bębnów Górnych;Bębny Górne;Bęben Górny
Łaźc;Łaźce;Łć
Dąbrowic Starych;Dąbrowice Stare;Dąbrowica Stary
Ambrożewa;Ambrożew;Ambrożewać
Kolonii Północnych;Kolonie Północne;Kolonia Północny
Grzybowy;Grzybowa;Grzybowy
Ocinka;Ocinek;Ocinka
Grzybowego;Grzybowe;Grzybowy
Kolonii Bystrzyckiej;Kolonia Bystrzycka;Kolonia Bystrzycki
Nosalów;Nosale;Nosal
Żabicka;Żabicko;Żabicki
Grzybowa;Grzybowo;Grzybowa
Giądłówki;Giądłówka;Giądłówki
Majówek;Majówki;Majówka
Woli Mędrzechowskiej;Wola Mędrzechowska;Wol Mędrzechowski
Kapiej Góry;Kapia Góra;Kapieć Góry
Mroczek-Rębiszewa;Mroczki-Rębiszewo;Mroczek-Rębiszewać
Pod Stokiem;Pod Stokiem;Poda Stok
Kolonii Potok;Kolonia Potoki;Kolonia Potok
Starych Czerwińskich;Stare Czerwińskie;Stary Czerwiński
Gajówki Dobca;Gajówka Dobiec;Gajówka Dobcy
Kolonii Pietraszy;Kolonia Pietrasze;Kolonia Pietraszyć
Dębców;Dębce;Dębiec
Jeziorska;Jeziorsko;Jeziorski
Sosnowej Woli;Sosnowa Wola;Sosnowy Wol
Trzopowej;Trzopowa;Trzopowy
Zastawia Drugiego;Zastawie Drugie;Zastawiać Drugi
Zakłodna;Zakłodno;Zakłodny
Chłopówka;Chłopówko;Chłopówka
Modlina;Modlin;Modlina
Wiórka;Wiórek;Wiórka
Kowańczy;Kowańcz;Kowańczy
Udorpia;Udorpie;Udorpi
Batorza Drugiego;Batorz Drugi;Batorze Drugi
Pod Pałapusem;Pod Pałapusem;Poda Pałapus
Łężyn;Łężyny;Łężyna
Ćmoka;Ćmok;Ćmokać
Gilowsckich;Gilowscy;Gilowscki
Kolonii Otrocza;Kolonia Otrocz;Kolonia Otroczy
Starego Bukowna;Stare Bukowno;Stary Bukowny
Tarchalic;Tarchalice;Tarchalica
Modrzejewa;Modrzejewo;Modrzejewać
Grabowin;Grabowiny;Grabowina
Pszczonek;Pszczonki;Pszczonka
Tamy;Tama;Tać
Mycina;Mycin;Mycinać
Wysocka-Osady;Wysocko-Osada;Wysocka-Osada
Sadłuk;Sadłuki;Sadłuk
Niekłania Wielkiego;Niekłań Wielki;Niekłanie Wielki
Spławia;Spławie;Spławiać
Starej Góry;Stara Góra;Stara Góry
Kolonii Koźla;Kolonia Koźle;Kolonia Koźli
Maszny;Maszna;Maszny
Woli Daleszewskiej;Wola Daleszewska;Wol Daleszewski
Kolonii Mostówa;Kolonia Mostów;Kolonia Mostówa
Cepielówki;Cepielówka;Cepielówki
Borowia Poduchownego;Borowie Poduchowne;Borowie Poduchowny
Wojewódzkiej;Wojewódzka;Wojewódzki
Żakowoli Starej;Żakowola Stara;Żakowolić Stara
Sapieżyna;Sapieżyn;Sapieżyna
Brajnik;Brajniki;Brajnik
Nowych Siekluk;Nowe Siekluki;Nowy Siekluk
Karczysk;Karczyska;Karczysko
Śliwin;Śliwiny;Śliwin
Chojanek;Chojanki;Chojanka
Piaśnicy;Piaśnica;Piaśnik
Dąbkowej Parowy;Dąbkowa Parowa;Dąbkowy Parowy
Nowej Grzmiącej;Nowa Grzmiąca;Nowy Grzmiący
Bierzyc;Bierzyce;Bierzyca
Za Góry;Za Góry;Zy Góry
Szczytnik Czerniejewskich;Szczytniki Czerniejewskie;Szczytnik Czerniejewski
Skrebni;Skrebnia;Skrebny
Jakuszowic;Jakuszowice;Jakuszowica
Geta;Geto;Geta
Pieruszyczek;Pieruszyczki;Pieruszyczka
Za Doły;Za Doły;Zy Dół
Obajtków;Obajtki;Obajtek
Widuchówka;Widuchówko;Widuchówka
Węgrowej;Węgrowa;Węgrowy
Sulnówka;Sulnówko;Sulnówka
Rutek-Lenek;Rutki-Lenki;Rutka-Lenka
Kolonii Strączna;Kolonia Strączno;Kolonia Strączny
Węgrowa;Węgrowo;Węgrowy
Piątkowej;Piątkowa;Piątkowy
Witroża;Witroż;Witroże
Michnowiec;Michnowce;Michnowiec
Osobnicy Dolnej;Osobnica Dolna;Osobnik Dolny
Osmolenieńca;Osmoleniec;Osmolenieniec
Buczychy;Buczycha;Buczych
Gąsiorowa Olsztyneckiego;Gąsiorowo Olsztyneckie;Gąsiorowy Olsztynecki
Szamotuł-Osiedla;Szamotuły-Osiedle;Szamotuł-Osiedlać
Osiedla Wincentego Witosa;Osiedle Wincentego Witosa;Osiedlać Wincenty Witosy
Rapat-Sulim;Rapaty-Sulimy;Rapat-Suli
Za Ulicą;Za Ulicą;Zy Ulica
Biedocina;Biedocin;Biedocinać
Dąbrówki-Sowic;Dąbrówka-Sowice;Dąbrówka-Sowica
Kieruja;Kieruj;Kieruja
Kamińskich Jasek;Kamińskie Jaski;Kamiński Jasek
Kątków;Kątki;Kątek
Nowych Strykowic;Nowe Strykowice;Nowy Strykowica
Wysokiej Kępy;Wysoka Kępa;Wysoki Kęp
Kobyluch;Kobyluchy;Kobyluch
Smyrowska;Smyrowsko;Smyrowski
Słutowa;Słutowo;Słutowy
Bilwinowa;Bilwinowo;Bilwinowy
Wielichowa-Wsi;Wielichowo-Wieś;Wielichowy-Wszy
Gładyszowa;Gładyszów;Gładyszowy
Gościejowej;Gościejowa;Gościejowy
Mierzewa DrugiHub;Mierzewo-Huby Drugie;Mierzewa DrugiHubić
Sześciu Chałup;Sześć Chałup;Sześć Chałupa
Świątka-Wybudowania;Świątek-Wybudowanie;Świątko-Wybudowanie
Grochowiaków;Grochowiaki;Grochowiak
Starego Radziejowa;Stary Radziejów;Stary Radziejowy
Siderki;Siderka;Siderek
Górnych Łączek;Górne Łączki;Górny Łączka
Sobierajewa;Sobierajewo;Sobierajewać
Bombelki;Bombelka;Bombelek
Kolonii Gwiazdy Morza;Kolonia Gwiazda Morza;Kolonia Gwiazda Morze
Nochówka;Nochówko;Nochówka
Osiedla Wilgi;Osiedle Wilga;Osiedlać Wilga
Boguszówki-Górek;Boguszówka-Górki;Boguszówka-Górka
Podrędzinia;Podrędzinie;Podrędzinia
Za Białą Drogą;Za Białą Drogą;Zy Biały Drogi
Trokajn;Trokajny;Trokajn
Huty Aniołów;Huta Aniołów;Huć Anioł
Kossowej;Kossowa;Kossowy
Podkoszar;Podkoszary;Podkoszar
Warblewa;Warblewo;Warblewać
Leszczy-Górki;Leszcze-Górka;Leszcz-Górka
Smoka;Smok;Smokać
Łąki Prudnickiej;Łąka Prudnicka;Łąk Prudnicki
Mielęcina;Mielęcino;Mielęcina
Tarnek;Tarnki;Tarnek
Kumajn;Kumajny;Kumajn
Głaniszewa;Głaniszew;Głaniszewać
Nowej Woli;Nowa Wola;Nowy Wol
Libiąża Małego;Libiąż Mały;Libiążać Mały
Pogalewa Małego;Pogalewo Małe;Pogalewać Mały
Witówka;Witówko;Witówka
Kolonii Mieszuk;Kolonia Mieszuki;Kolonia Mieszuk
Santoka;Santok;Santoka
Bulaczkowego Wierchu;Bulaczków Wierch;Bulaczkowy Wierch
Bojanowa;Bojanowo;Bojanowy
Bisówek;Bisówki;Bisówka
Fujarkowa;Fujarków;Fujarkowy
Jencowskich;Jencowskie;Jencowski
Kolonii Cisu;Kolonia Cisk;Kolonia Cis
Zbulitowa Małego;Zbulitów Mały;Zbulitowy Mały
Lewinowa;Lewinowo;Lewinowy
Łomnicy Górnej;Łomnica Górna;Łomnica Górny
Jagnina;Jagnin;Jagnina
Roguszyna;Roguszyn;Roguszyna
Czechowic-Dziedzic;Czechowice-Dziedzice;Czechowica-Dziedzic
Kaluszek;Kaluszki;Kaluszek
Hajdyłowa;Hajdyłów;Hajdyłowy
Nowych Grodzkich;Nowe Grodzkie;Nowy Grodzki
Stryszawy Górnej;Stryszawa Górna;Stryszawy Górny
Kijowca-Szyszynka;Kijowiec-Szyszynek;Kijowiec-Szyszynka
Torunia Włościańskiego;Toruń Włościański;Torunia Włościański
Jakubowic Konińskich;Jakubowice Konińskie;Jakubowica Koniński
Zalesia Szlacheckiego;Zalesie Szlacheckie;Zalesiać Szlachecki
Ulicy Kościelnej;Ulica Kościelna;Ulica Kościelny
Warchlina;Warchlino;Warchlina
Darskowa;Darskowo;Darskowy
Kolonii Krzętowa;Kolonia Krzętów;Kolonia Krzętowy
Maniowa Środkowego;Maniów Środkowy;Maniowy Środkowy
Tworowic;Tworowice;Tworowica
Mrowina;Mrowino;Mrowina
Gądkowa Wielkiego;Gądków Wielki;Gądkowa Wielki
Kolonii Szacił;Kolonia Szaciły;Kolonia Szacić
Psucina;Psucin;Psucinać
Płocicza;Płocicz;Płociczy
Komorowa-Kolonii;Komorowo-Kolonia;Komorowy-Kolonia
Mrowin;Mrowiny;Mrowina
Płocicic;Płocice;Płocicica
Zawiszy;Zawisza;Zawisz
Wasylowa;Wasylów;Wasylowy
Bartyzelów;Bartyzele;Bartyzel
Kotłowa;Kotłów;Kotłowy
Chomic;Chomice;Chomica
Opaczy-Parceli;Opacz-Parcela;Opaczyć-Parcela
Kresów;Kresy;Kres
Orpiszewka;Orpiszewek;Orpiszewka
Placydowa;Placydów;Placydowy
Kolonii Wójtowa;Kolonia Wójtowo;Kolonia Wójtowy
Huty Towarzystwa;Huta Towarzystwo;Huć Towarzystwo
Niegos;Niegosy;Niegos
Lipin-Kątów;Lipiny-Kąty;Lipina-Kąt
Czarnej Wielkiej;Czarna Wielka;Czarny Wielki
Do Kiczary;Do Kiczary;Dy Kiczar
Kuleszek Dużych;Kuleszki Duże;Kuleszka Duży
Starego Nadratowa;Stare Nadratowo;Stary Nadratowy
Wieszek;Wieszki;Wieszek
Kolonii Przybysławia;Kolonia Przybysław;Kolonia Przybysławiać
Mieściska-Ulicy;Mieścisko-Ulica;Mieściskać-Ulica
Czaplisk;Czapliska;Czaplisko
Kuduków;Kuduki;Kuduk
Bud Barcząckich;Budy Barcząckie;Buda Barczącki
Na Pustach;Na Pustach;Ny Pust
Rajmundowa;Rajmundowo;Rajmundowy
Strzeżenic Zachodnich;Strzeżenice Zachodnie;Strzeżenica Zachodni
Zachania;Zachań;Zachanie
Kowali Księżych;Kowale Księże;Kować Księży
Buszewka;Buszewko;Buszewka
Na Zamku;Na Zamku;Ny Zamek
Bartni;Bartnia;Bartny
Krawna;Krawno;Krawny
Lataninin;Lataniny;Lataninina
Bujnowa-Kolonii;Bujnów-Kolonia;Bujnowy-Kolonia
Osiedla Energetyki;Osiedle Energetyki;Osiedlać Energetyka
Kuźnicy Strobińskiej;Kuźnica Strobińska;Kuźnica Strobiński
Małocicic;Małocice;Małocicica
Józwówowa;Józwów;Józwówowy
Moskalówki Dolnej;Moskalówka Dolna;Moskalówka Dolny
Kamionki Wielkiej;Kamionka Wielka;Kamionka Wielki
Grochali Górnych;Grochale Górne;Grochać Górny
Warszewa;Warszewo;Warszewać
Starych Glinek;Stare Glinki;Stary Glinka
Turośni Kościelnej;Turośń Kościelna;Turosny Kościelny
Hruszowa;Hruszów;Hruszowy
Krasinieńca;Krasiniec;Krasinieniec
Skomielnej Czarnej;Skomielna Czarna;Skomielny Czarny
Pod Kopalnią;Pod Kopalnią;Poda Kopalnia
Kuchtów;Kuchty;Kucht
Deki;Deka;Dek
Zgliczyna Kościelnego;Zgliczyn Kościelny;Zgliczyna Kościelny
Kanola;Kanol;Kanola
Żytowic-Majorka;Żytowice-Majorek;Żytowica-Majorko
Kobylnicy-Kolonii;Kobylnica-Kolonia;Kobylnik-Kolonia
Szczotki;Szczotka;Szczotki
Upałt;Upałty;Upałt
Kolonii Duninowa;Kolonia Duninowo;Kolonia Duninowy
Za Groniem;Za Groniem;Zy Groń
Stołpna;Stołpno;Stołpny
Makowiczek;Makowiczki;Makowiczka
Kolonii Wałowic;Kolonia Wałowice;Kolonia Wałowica
Kolonii Ołużnej;Kolonia Ołużna;Kolonia Ołużny
Piłata;Piłat;Piłata
Pruskiej Kępy;Pruska Kępa;Pruski Kęp
Bartodziej-Gajówki;Bartodzieje-Gajówka;Bartodziej-Gajówka
Chotumia;Chotum;Chotumiać
Taczowa Małego;Taczów Mały;Taczowy Mały
Kolonii Jagodnego Wielkiego;Kolonia Jagodne Wielkie;Kolonia Jagodny Wielki
Płasoniów;Płasonie;Płasonium
Szyby;Szyba;Szyb
Cekowa-Kolonii;Ceków-Kolonia;Cekowy-Kolonia
Milejowic;Milejowice;Milejowica
Pszczelina;Pszczelin;Pszczelina
Parówek;Parówki;Parówka
Kolonii Trześniowa;Kolonia Trześniów;Kolonia Trześniowy
Chmielenia Wielkiego;Chmieleń Wielki;Chmielenie Wielki
Starego Stąporkowa;Stary Stąporków;Stary Stąporkowy
Bajdowa;Bajdów;Bajdowy
Mączy;Mącze;Mączyć
Nockich Holendrów;Nockie Holendry;Nocki Holender
Dąbrówki Wielkopolskiej;Dąbrówka Wielkopolska;Dąbrówka Wielkopolski
Wyżni;Wyżnia;Wyżny
Ksawer Ciełuchowskich;Ksawery Ciełuchowskie;Ksawer Ciełuchowski
Moczkowa;Moczkowo;Moczkowy
Janowa Wiejskiego;Janów Wiejski;Janowy Wiejski
Trzebusza;Trzebusz;Trzebusza
Tany;Tana;Tany
Brzezna Małego;Brzezno Małe;Brzeznać Mały
Bastacichy;Bastacicha;Bastacichy
Wawrzonkowa;Wawrzonkowo;Wawrzonkowy
Kolonii Lipinek;Kolonia Lipinki;Kolonia Lipinka
Kozanek;Kozanki;Kozanka
Szalenieńca;Szaleniec;Szalenieniec
Prudziszek;Prudziszki;Prudziszek
Osiedla Koszalińskiego;Osiedle Koszalińskie;Osiedlać Koszaliński
Pisków;Piski;Pisk
Pieżgów;Pieżgi;Pieżg
Separówka;Separówko;Separówka
Czerniewa-Kolonii;Czerniew-Kolonia;Czerniewać-Kolonia
Kolonii Średnicy;Kolonia Średnica;Kolonia Średnik
Stoszewa;Stoszewo;Stoszewać
Rukowa;Rukowo;Rukowy
Sulewa-Kownat;Sulewo-Kownaty;Sulewać-Kownat
Stawowic;Stawowice;Stawowica
Grabi Drugiej;Grabia Druga;Grabić Drugi
Myk;Myki;Myk
Bronic-Kolonii;Bronice-Kolonia;Bronica-Kolonia
Lipowczyczyc-Polan;Lipowczyce-Polany;Lipowczyczyca-Polana
Płoniaw-Kolonii;Płoniawy-Kolonia;Płoniawa-Kolonia
Bujnego;Bujne;Bujny
Osiedla Kraziewicza;Osiedle Kraziewicza;Osiedlać Kraziewiczać
Małaszewicz Małych;Małaszewicze Małe;Małaszewicz Mały
Otwocka Wielkiego;Otwock Wielki;Otwocka Wielki
Żółtej Górki;Żółta Górka;Żółty Górka
Bujen;Bujny;Bujen
Kolonii Bedlna Południa;Kolonia Bedlno Południe;Kolonia Bedlny Południe
Woli Zachariaszowskiej;Wola Zachariaszowska;Wol Zachariaszowski
Kisiałki Wyżniej;Kisiałka Wyżnia;Kisiałek Wyżniej
Siecienia-Rumunek;Siecień-Rumunki;Siecień-Rumunek
Zielnik;Zielniki;Zielnik
Surzyków Małych;Surzyki Małe;Surzyk Mały
Węgrowa;Węgrów;Węgrowy
Na Michałówce;Na Michałówce;Ny Michałówka
Pniewa;Pniewo;Pniewać
Huty-Dąbrowy;Huta-Dąbrowa;Huć-Dąbrowa
Radziszewa-Sieńczucha;Radziszewo-Sieńczuch;Radziszewać-Sieńczuch
Wierzchowic-Betoniarni;Wierzchowice-Betoniarnia;Wierzchowica-Betoniarnia
Woli Orzeszowskiej;Wola Orzeszowska;Wol Orzeszowski
Waszek;Waszki;Waszka
Bełchatowa-Dworu;Bełchatów-Dwór;Bełchatowy-Dwór
Zagrodnicza;Zagrodnicze;Zagrodniczy
Lachów;Lachy;Lach
Międzyrzecka;Międzyrzecko;Międzyrzecki
Mrzygłód Lubyckich;Mrzygłody Lubyckie;Mrzygłód Lubycki
Barutowej;Barutowa;Barutowy
Jaglic;Jaglice;Jaglica
Kolonii Wątróbek;Kolonia Wątróbki;Kolonia Wątróbka
Skwirtnego;Skwirtne;Skwirtny
Buszowa;Buszów;Buszowy
Smolników;Smolniki;Smolnik
Zaboryszek;Zaboryszki;Zaboryszek
Krobielic-Kolonii;Krobielice-Kolonia;Krobielica-Kolonia
Siekiercza;Siekiercze;Siekierczy
Proszyc;Proszyce;Proszyca
Gajówki Boru Kunowskiego;Gajówka Bór Kunowski;Gajówka Bor Kunowski
Lniana;Lniano;Lniany
Chabowa Świniar;Chabowo Świniary;Chabowy Świniara
Kądziorzy;Kądziorze;Kądzior
Borówna;Borówno;Borównać
Gruszawy;Gruszawa;Gruszawy
Wiślickiego;Wiślickie;Wiślicki
Borówny;Borówna;Borówny
Sidokrów;Sidokry;Sidokier
Gudowa;Gudowo;Gudowa
Lyszczy;Lyszcze;Lyszczeć
Rewicy Szlacheckiej;Rewica Szlachecka;Rewica Szlachecki
Czerwonki-Wsi;Czerwonka-Wieś;Czerwonka-Wszy
Rakoszyna;Rakoszyn;Rakoszyna
Wietszyc;Wietszyce;Wietszyca
Kolonii Dorohuczy;Kolonia Dorohucza;Kolonia Dorohuczeć
Złamanego;Złamane;Złamany
Podgrudzy;Podgrudza;Podgrugi
Glinic Wielkich;Glinice Wielkie;Glinica Wielki
Gajewic;Gajewice;Gajewica
Główczewic;Główczewice;Główczewica
Idzikowic Generalnych;Idzikowice Generalne;Idzikowica Generalny
Tanowa;Tanowo;Tanowy
Oziębłowa;Oziębłów;Oziębłowy
Nowego Czaplinka;Nowy Czaplinek;Nowy Czaplinka
Poczyśla;Poczyśle;Poczyślać
Jasnego Pola;Jasne Pole;Jasny Pola
Kolonii Wróblewa;Kolonia Wróblew;Kolonia Wróblewać
Biesów;Biesy;Bies
Pandołów;Pandoły;Pandół
Młotów;Młoty;Młot
Sujkowa;Sujków;Sujkowy
Na Borówce;Na Borówce;Ny Borówka
Grębocin;Grębociny;Grębocina
Flagi;Flaga;Flag
Jeżewa-Gajówki;Jeżewo-Gajówka;Jeżewać-Gajówka
Rakowego Pola;Rakowe Pole;Rakowy Pola
Osiedla Osieka;Osiedle Osiek;Osiedlać Osiekać
Woźnicznej;Woźniczna;Woźniczny
Sokołów Jeziornych;Sokoły Jeziorne;Sokół Jeziorny
Olbrachtowa;Olbrachtów;Olbrachtowy
Podjuch;Podjuchy;Podjucha
Gęsiej Szyi;Gęsia Szyja;Gęsi Szyj
Tomaszowic;Tomaszowice;Tomaszowica
Trąbek Małych;Trąbki Małe;Trąbek Mały
Kośmin;Kośminy;Kośmin
Horodnej;Horodna;Horodny
Sterny;Sterna;Sterny
Bud Osieckich;Budy Osieckie;Buda Osiecki
Osięborza;Osiębórz;Osięborze
U Granicy;U Granicy;U Granica
Szczawina Małego;Szczawin Mały;Szczawina Mały
Zgorzały;Zgorzała;Zgorzały
Kwiejc Nowych;Kwiejce Nowe;Kwiejca Nowy
Brodni-Kolonii;Brodnia-Kolonia;Brodny-Kolonia
Chmieleńskich Chróstów;Chmieleńskie Chrósty;Chmieleński Chrósta
Grygieliszek;Grygieliszki;Grygieliszek
Nadjazia;Nadjazie;Nadjaź
Wdzydz;Wdzydze;Wdzydz
Kociołek;Kociołki;Kociołek
Wałcza Drugiego;Wałcz Drugi;Wałczy Drugi
Samułek Dużych;Samułki Duże;Samułka Duży
Rynakowic;Rynakowice;Rynakowica
Sędrowa;Sędrowo;Sędrowy
Leniwki;Leniwka;Leniwek
Boćków;Boćkowie;Bociek
Działynia;Działyń;Działynia
Ciechlinka;Ciechlinek;Ciechlinka
Zgleczewa Szlacheckiego;Zgleczewo Szlacheckie;Zgleczewać Szlachecki
Zgorzeli;Zgorzel;Zgorzeć
Podświęcia;Podświęcie;Podświę
Borowiec;Borowce;Borowiec
Sugrów;Sugry;Sugier
Kolonii Olszewa;Kolonia Olszewo;Kolonia Olszewać
Boręt Drugich;Boręty Drugie;Boręt Drugi
Na Mycie;Na Mycie;Ny Myć
