Dopełniacz;Mianownik;Wynik Stemmera
Kukowa;Kukowo;Kukowa
Miodus;Miodusy;Miodus
Topiła;Topiło;Topiła
Ścieków;Ścieki;Ściek
Bińcza;Bińcze;Bińcza
Żydowa;Żydowo;Żydowa
Przedmieścia Dalszego;Przedmieście Dalsze;Przedmieście Dalszy
Górczyna;Górczyn;Górczyna
Kopiska;Kopisk;Kopisko
Gut-Bujna;Guty-Bujno;Gut-Bujna
Nosów;Nosy;Nos
Dobina;Dobino;Dobina
Przyłęka;Przyłęk;Przyłęka
Grudzi;Grudź;Grudzie
Jastrzębi;Jastrzębia;Jastrząb
Grodkowa-Włók;Grodkowo-Włóki;Grodkowa-Włók
Wodukajm;Wodukajmy;Wodukajma
Pawłówka;Pawłówko;Pawłówka
Kajetanowa;Kajetanowo;Kajetanowa
Suchania;Suchań;Suchanie
Sochocina-Badurek;Sochocino-Badurki;Sochocina-Badurka
Głupic;Głupice;Głupic
Murzynówka;Murzynówko;Murzynówka
Chwalimia;Chwalim;Chwalimia
Kotermania;Kotermań;Kotermania
Kukawek;Kukawki;Kukawka
Mulitego;Mulite;Mulity
Gryszkańcniec;Gryszkańce;Gryszkańcniec
Tuliszowa;Tuliszów;Tuliszowa
Somin;Sominy;Somino
Czerwonej Wody;Czerwona Woda;Czerwona Wód
Szelig-Leśnicy;Szeligi-Leśnica;Szeliga-Leśnik
Trzeborza;Trzebórz;Trzeborze
Wyszemborka;Wyszembork;Wyszemborek
Lipowa;Lipowo;Lipowa
Wieprzowa Ordynackiego;Wieprzów Ordynacki;Wieprzowa Ordynacki
Kraszewa-Sławęcina;Kraszewo-Sławęcin;Kraszewo-Sławęcina
Lipowy;Lipowa;Lipowy
Szczutek;Szczutki;Szczutka
Robów;Roby;Rob
Kolonii Bilewa;Kolonia Bilew;Kolonia Bilewa
Wydrakowa;Wydraków;Wydrakowa
Wielgomłynów;Wielgomłyny;Wielgomłyn
Bagniewka;Bagniewko;Bagniewka
Wróbliny;Wróblina;Wróblin
Malhowic;Malhowice;Malhowica
Przecznicy;Przecznica;Przecznik
Skorzynic;Skorzynice;Skorzynica
Borówek;Borówki;Borówka
Jaczewa;Jaczew;Jaczewo
Szarbkowa;Szarbków;Szarbkowa
Jaśkowic;Jaśkowice;Jaśkowica
Zwierzchocin;Zwierzchociny;Zwierzchocina
Sątrzaski;Sątrzaska;Sątrzask
Skronia;Skronie;Skronia
Woli Przedmiejskiej;Wola Przedmiejska;Wol Przedmiejska
Wasilkowa;Wasilkowo;Wasilkowa
Sawic-Dworu;Sawice-Dwór;Sawica-Dwór
Gołkowic;Gołkowice;Gołkowica
Męckiej Woli;Męcka Wola;Męcka Wol
Teofilek;Teofilki;Teofilka
Marcjanek;Marcjanki;Marcjanka
Kwaszyna;Kwaszyn;Kwaszyna
Kobylej Łąki;Kobyla Łąka;Kobylej Łąk
Godzieszowa;Godzieszów;Godzieszowa
Pstroszyc Pierwszych;Pstroszyce Pierwsze;Pstroszyca Pierwsza
Miławy;Miława;Miławy
Lędzin;Lędziny;Lędzina
Czmonia;Czmoń;Czmonia
Prądzony;Prądzona;Prądzony
Tylkówka;Tylkówko;Tylkówka
Margoli;Margole;Margol
Okaliny-Wsi;Okalina-Wieś;Okalina-Ws
Jabłoni-Śliwowa;Jabłoń-Śliwowo;Jabłoń-Śliwowa
Rychłowic;Rychłowice;Rychłowica
Sikor Juskich;Sikory Juskie;Sikora Juski
Świackich;Świackie;Świacka
Białachówka;Białachówko;Białachówka
Niedźwiadki;Niedźwiadka;Niedźwiadek
Sztabinek;Sztabinki;Sztabinka
Niedźwiadek;Niedźwiadki;Niedźwiadek
Krzywk-Piasków;Krzywki-Piaski;Krzywk-Piasek
Gołaszyc;Gołaszyce;Gołaszyca
Szalejowa Górnego;Szalejów Górny;Szalejowa Górny
Rostek;Rostki;Rostka
Grochocicic;Grochocice;Grochocicica
Warzęgowa;Warzęgowo;Warzęgowa
Leśnych Chałup;Leśne Chałupy;Leśne Chałupa
Leniuszek;Leniuszki;Leniuszka
Horoszek Małych;Horoszki Małe;Horoszka Mała
Daszewa;Daszew;Daszewo
Baszyn;Baszyny;Baszyna
Ględowa;Ględowo;Ględowa
Starego Chrząstowa;Stary Chrząstów;Stary Chrząstowa
Huty Dłutowskiej;Huta Dłutowska;Hut Dłutowska
Przybyszyna;Przybyszyn;Przybyszyna
Czarnocińskich Pieców;Czarnocińskie Piece;Czarnociński Piec
Oleśnicy;Oleśnica;Oleśnik
Marcinowiczek;Marcinowiczki;Marcinowiczka
Bilna;Bilno;Bilna
Gadowa;Gadów;Gadowa
Gocanowa;Gocanowo;Gocanowa
Środy Śląskiej;Środa Śląska;Śród Śląska
Mielna Pyrzyckiego;Mielno Pyrzyckie;Mielna Pyrzycki
Klejnik;Klejniki;Klejnik
Wrociszowa Dolnego;Wrociszów Dolny;Wrociszowa Dolny
Rzyszczewka;Rzyszczewko;Rzyszczewka
Uniborza;Unibórz;Uniborze
Godziszew;Godziszewy;Godziszwa
Sokolnik Starych;Sokolniki Stare;Sokolnik Stara
Szat Wielkich;Szaty Wielkie;Szat Wielki
Dąbia;Dąbie;Dąbia
Witoszowa Górnego;Witoszów Górny;Witoszowa Górny
Chrobakowego;Chrobakowe;Chrobakowy
Bystrzejowic Trzecich;Bystrzejowice Trzecie;Bystrzejowica Trzeci
Niemir;Niemiry;Niemir
Samborowiczek;Samborowiczki;Samborowiczka
Nowych Potulic;Nowe Potulice;Nowy Potulica
Byszewa-Kaczyna;Byszew-Kaczyn;Byszewo-Kaczyna
Łodwigowa;Łodwigowo;Łodwigowa
Mojuszewskiej Huty;Mojuszewska Huta;Mojuszewska Hut
Byszew;Byszewy;Byszwa
Pogorzelic;Pogorzelice;Pogorzelica
Bernacicic;Bernacice;Bernacicica
Sukowskiej Woli;Sukowska Wola;Sukowska Wol
Krucieniszek;Krucieniszki;Krucieniszek
Rumoki;Rumoka;Rumok
Iwowa;Iwowe;Iwowa
Matczyna;Matczyn;Matczyna
Wąpierska;Wąpiersk;Wąpiersko
Zelkowa;Zelków;Zelkowa
Ciechanek;Ciechanki;Ciechanek
Krzeszowic;Krzeszowice;Krzeszowica
Nietuszkowa;Nietuszkowo;Nietuszkowa
Szczeglina;Szczeglino;Szczeglina
Nowych Załubic;Nowe Załubice;Nowy Załubica
Gowarzowa;Gowarzów;Gowarzowa
Świerklanieńca;Świerklaniec;Świerklanieniec
Bardzynina;Bardzynin;Bardzynina
Węglewa;Węglewo;Węglewa
Skarydzewa;Skarydzew;Skarydzewo
Gutkowic-Nowin;Gutkowice-Nowiny;Gutkowica-Nowina
Kożyna;Kożyno;Kożyna
Dobieszyna;Dobieszyn;Dobieszyna
Sadych Bud;Sade Budy;Sady Buda
Gorynia;Goryń;Gorynia
Czeklina;Czeklin;Czeklina
Wężewa;Wężewo;Wężewa
Borunia;Boruń;Borunia
Lubartowa;Lubartów;Lubartowa
Radlinieńca;Radliniec;Radlinieniec
Oprzężowa;Oprzężów;Oprzężowa
Wojtek;Wojtki;Wojtek
Bagienic Małych;Bagienice Małe;Bagienica Mała
Nowych Kościelisk;Nowe Kościeliska;Nowy Kościelisko
Świerży-Kiełczy;Świerże-Kiełcze;Świerża-Kiełcz
Grabowa Kościerskiego;Grabowo Kościerskie;Grabowa Kościerski
Bródek;Bródki;Bródka
Wielbarku;Wielbark;Wielbarek
Nieżychowa;Nieżychowo;Nieżychów
Przedmościa;Przedmoście;Przedmość
Kłóbki;Kłóbka;Kłóbek
Zbiczna;Zbiczno;Zbiczna
Puszna Skokowskiego;Puszno Skokowskie;Puszna Skokowski
Gustorzyna;Gustorzyn;Gustorzyna
Dopiewca;Dopiewiec;Dopiewca
Dębin Osuchowskich;Dębiny Osuchowskie;Dębina Osuchowski
Nowego Bidaczowa;Nowy Bidaczów;Nowy Bidaczowa
Modrynia;Modryń;Modrynia
Strykowic Podleśnych;Strykowice Podleśne;Strykowica Podleśne
Sobiesęków Trzecich;Sobiesęki Trzecie;Sobiesęk Trzeci
Kowalewa-Boguszyc;Kowalewo-Boguszyce;Kowalewa-Boguszyca
Gzina;Gzin;Gzina
Radwanówki;Radwanówka;Radwanówki
Łubów-Kurek;Łuby-Kurki;Łub-Kurka
Sycowic;Sycowice;Sycowica
Wysokienic;Wysokienice;Wysokienica
Woli Bałuckiej;Wola Bałucka;Wol Bałucka
Knip;Knipy;Knipa
Osieka Górnego;Osiek Górny;Osieka Górny
Chełminka;Chełminko;Chełminek
Drzeniowa;Drzeniów;Drzeniowa
Drohiczyna;Drohiczyn;Drohiczyna
Drewnowa-Gołynia;Drewnowo-Gołyń;Drewnowa-Gołynia
Sroczyna;Sroczyn;Sroczyna
Starego Wykna;Stare Wykno;Stary Wykno
Syczyna;Syczyn;Syczyna
Borowskich Olków;Borowskie Olki;Borowski Olek
Mokregolipia;Mokrelipie;Mokregolipia
Gościnieńca;Gościniec;Gościnieniec
Woronicza;Woronicze;Woronicz
Mnichowa;Mnichowo;Mnichów
Bałucza;Bałucz;Bałucza
Źrebiec;Źrebce;Źrebiec
Lubecka;Lubecko;Lubecek
Kańkowa-Piecek;Kańkowo-Piecki;Kańkowa-Piecka
Pniewa Wielkiego;Pniewo Wielkie;Pniewa Wielki
Niewina Kamieńskiego;Niewino Kamieńskie;Niewina Kamieński
Kostrzyna;Kostrzyn;Kostrzyna
Boleścicic;Boleścice;Boleścicica
Opęchowa;Opęchowo;Opęchów
Prosina;Prosino;Prosina
Pruskich;Pruskie;Pruski
Kaławy;Kaława;Kaławy
Starbienina;Starbienino;Starbienina
Bolewa;Bolewo;Bolewa
Wojszczyczyc;Wojszczyce;Wojszczyczyca
Wiechnowic;Wiechnowice;Wiechnowica
Dobrogoszczyczyc;Dobrogoszczyce;Dobrogoszczyczyca
Kamiannnej;Kamianna;Kamiannna
Łubianych;Łubiane;Łubiany
Medyki;Medyka;Medyk
Łubiany;Łubiana;Łubiany
Wolicy Uchańskiej;Wolica Uchańska;Wolik Uchańska
Sachalina;Sachalin;Sachalina
Wiktorzyna;Wiktorzyn;Wiktorzyna
Młodyni Górnych;Młodynie Górne;Młodyni Górny
Piotrów;Piotry;Piotr
Chojanego-Sierociąt;Chojane-Sierocięta;Chojany-Sierocię
Bukowia Górnego;Bukowie Górne;Bukowie Górny
Dzbańcniec;Dzbańce;Dzbańcniec
Ropczyczyc;Ropczyce;Ropczyczyca
Stradowa;Stradów;Stradowa
Walendowa;Walendów;Walendowa
Modrynieńca;Modryniec;Modrynieniec
Nowego Kalenia;Nowy Kaleń;Nowy Kalenie
Przechlewa;Przechlewo;Przechlew
Zielonkowic;Zielonkowice;Zielonkowica
Zygodowic;Zygodowice;Zygodowica
Wachowic;Wachowice;Wachowica
Somsior;Somsiory;Somsior
Naratowa;Naratów;Naratowa
Suchodół;Suchodoły;Suchodół
Scholastykowa;Scholastykowo;Scholastykowa
Kocierzewa Północnego;Kocierzew Północny;Kocierzewo Północny
Strzyżewa;Strzyżew;Strzyżewa
Więcławia;Więcław;Więcławie
Huty Komarowskiej;Huta Komarowska;Hut Komarowska
Wojenieńca;Wojeniec;Wojenieniec
Swat;Swaty;Swat
Wersel;Wersele;Wersel
Goszkowa;Goszków;Goszkowa
Nowego Drozdowa;Nowe Drozdowo;Nowy Drozdowa
Barzykowa;Barzykowo;Barzykowa
Bielaw;Bielawy;Bielawa
Drążna;Drążno;Drążna
Pratulina;Pratulin;Pratulina
Suchynicz;Suchynicze;Suchynicz
Kliczek;Kliczki;Kliczka
Przegini Duchownej;Przeginia Duchowna;Przegin Duchowna
Dębiaków;Dębiaki;Dębiak
Starej Wsi;Stara Wieś;Stara Ws
Przytoczna;Przytoczno;Przytoczna
Woli Sufczyńskiej;Wola Sufczyńska;Wol Sufczyńska
Załawcza;Załawcze;Załawcz
Złejwsi Wielkiej;Zławieś Wielka;Złejwieś Wielka
Bułakowa;Bułaków;Bułakowa
Traw;Trawy;Trawa
Starego Boryszewa;Stare Boryszewo;Stary Boryszewo
Dzwonka;Dzwonek;Dzwonko
Wścieklic;Wścieklice;Wścieklica
Guzic;Guzice;Guzica
Makocicic;Makocice;Makocicica
Gór Pęchowskich;Góry Pęchowskie;Gór Pęchowski
Giebułtowa;Giebułtów;Giebułtowa
Czarnegolasu;Czarnylas;Czarnegolas
Krajna-Zagórza;Krajno-Zagórze;Krajna-Zagórze
Wodzian;Wodziany;Wodzian
Woli Drzewieckiej;Wola Drzewiecka;Wol Drzewiecka
Tąpkowic;Tąpkowice;Tąpkowica
Słoszowa;Słoszów;Słoszowa
Grabowa Królewskiego;Grabowo Królewskie;Grabowa Królewski
Guzewa;Guzew;Guzewo
Wincentowa;Wincentowo;Wincentowa
Malar;Malary;Malar
Kołodziei;Kołodzieje;Kołodziej
Smardzka;Smardzko;Smardzka
Wiechucicic;Wiechucice;Wiechucicica
Mokrego;Mokre;Mokry
Mokrej;Mokra;Mokrej
Słaboszowa;Słaboszów;Słaboszowa
Lubiczka;Lubiczko;Lubiczka
Skopowa;Skopów;Skopowa
Małego Krówna;Małe Krówno;Mały Krówna
Kotowa-Placu;Kotowo-Plac;Kotowa-Plac
Izdebna Kościelnego;Izdebno Kościelne;Izdebna Kościelny
Podsusza;Podsusze;Podsusza
Gdowa;Gdów;Gdowa
Gardzka;Gardzko;Gardzka
Pruszków;Pruszki;Pruszek
Krajewic Dużych;Krajewice Duże;Krajewica Duży
Kolonii Dobrosławia;Kolonia Dobrosław;Kolonia Dobrosławie
Kuraszkowa;Kuraszków;Kuraszkowa
Pieńków Osuchowskich;Pieńki Osuchowskie;Pieniek Osuchowski
Gabrysina;Gabrysin;Gabrysina
Półrzeczek;Półrzeczki;Półrzeczka
Niszczyczyc;Niszczyce;Niszczyczyca
Platerówki;Platerówka;Platerówki
Sańborza;Sańbórz;Sańborze
Biedaszek;Biedaszki;Biedaszek
Stpic;Stpice;Stpic
Pałczewa;Pałczew;Pałczewo
Środy Wielkopolskiej;Środa Wielkopolska;Śród Wielkopolska
Jaszczułt;Jaszczułty;Jaszczułt
Wilkowej Wsi;Wilkowa Wieś;Wilkowa Ws
Woli Kleszczowej;Wola Kleszczowa;Wol Kleszczowa
Radziechów;Radziechowy;Radziech
Przeździecka-Grzymek;Przeździecko-Grzymki;Przeździecko-Grzymka
Brzezina;Brzezin;Brzezina
Małca;Małec;Małca
Brzezi;Brzezia;Brzeź
Brzezia;Brzezie;Brzeź
Koszyc Małych;Koszyce Małe;Koszyca Mała
Pudłówka;Pudłówek;Pudłówka
Trompoli;Trompole;Trompol
Brzósek Starych;Brzóski Stare;Brzóska Stara
Bogut-Pianek;Boguty-Pianki;Bogut-Pianka
Unewela;Unewel;Unewela
Wąsowa;Wąsowo;Wąsowa
Przełomki;Przełomka;Przełomek
Buszyc;Buszyce;Buszyca
Kinowa;Kinowo;Kinowa
Szczytnik-Kolonii;Szczytniki-Kolonia;Szczytnik-Kolonia
Kocka;Kock;Kocka
Kocha;Koch;Kocha
Małynki;Małynka;Małynek
Tucholi;Tuchola;Tuchol
Rydzewa-Gózd;Rydzewo-Gozdy;Rydzewo-Gózd
Włochów;Włochy;Włoch
Tybor-Kamianki;Tybory-Kamianka;Tybor-Kamianka
Zygier;Zygry;Zygier
Turza;Turze;Turza
Turzy;Turza;Tur
Jerzykowic Małych;Jerzykowice Małe;Jerzykowica Mała
Lechut Dużych;Lechuty Duże;Lechuta Duży
Cytrynowa;Cytrynowo;Cytrynowa
Kolonii Bolimowskiej;Kolonia Bolimowska-Wieś;Kolonii Bolimowska
Nowotek;Nowotki;Nowotka
Makowa Podhalańskiego;Maków Podhalański;Makowa Podhalański
Jasion;Jasiony;Jasienie
Nakła;Nakieł;Nakła
Popęszyc;Popęszyce;Popęszyca
Drzeńska Małego;Drzeńsk Mały;Drzeńska Mały
Uszwi;Uszew;Uszwia
Króli Dużych;Króle Duże;Król Duży
Niemienic;Niemienice;Niemienica
Trypuć;Trypucie;Trypuć
Wojtach;Wojtachy;Wojt
Rymania;Rymań;Rymanie
Łbisk;Łbiska;Łbisko
Pienianian-Kolonii;Pieniany-Kolonia;Pienianian-Kolonia
Nowostawów Górnych;Nowostawy Górne;Nowostaw Górny
Kleczanowa;Kleczanów;Kleczanowa
Bożnowa;Bożnów;Bożnowa
Chomęcisk Dużych;Chomęciska Duże;Chomęcisko Duży
Dalechów;Dalechowy;Dalech
Górnych Wymiarów;Górne Wymiary;Górny Wymiar
Jamiołek-Godzieb;Jamiołki-Godzieby;Jamiołek-Godziebo
Otomina;Otomino;Otomin
Łężek;Łężki;Łężka
Orkanowa;Orkanów;Orkanowa
Rubcowa;Rubcowo;Rubcowa
Ignacewa Podleśnego;Ignacew Podleśny;Ignacewa Podleśny
Szczepanek;Szczepanki;Szczepanek
Liszek;Liszki;Liszka
Środonia;Środoń;Środonia
Morakówka;Morakówko;Morakówka
Regulic;Regulice;Regulica
Białowierśni;Białowierśnie;Białowierśnia
Kolonii Wolanowa;Kolonia Wolanów;Kolonia Wolanowa
Szatarp;Szatarpy;Szatarp
Zusk;Zuski;Zusk
Nowych Depułtycz;Nowe Depułtycze;Nowy Depułtycz
Sterławek Wielkich;Sterławki Wielkie;Sterławka Wielki
Gałek;Gałki;Gałka
Majek Dużych;Majki Duże;Majka Duży
Średnicy-Pawłowiąt;Średnica-Pawłowięta;Średnik-Pawłowię
Warzyna Pierwszego;Warzyn Pierwszy;Warzyna Pierwszy
Zimotek;Zimotki;Zimotka
Debrznicy;Debrznica;Debrznik
Krępska;Krępsk;Krępsko
Morawian;Morawiany;Morawian
Podola;Podole;Podola
Sadownego;Sadowne;Sadowny
Grądów Polewnych;Grądy Polewne;Grąd Polewny
Aurelina;Aurelin;Aurelina
Godziembowa;Godziembów;Godziembowa
Kościeleczek;Kościeleczki;Kościeleczka
Hornowa;Hornowo;Hornowa
Czerniejewa;Czerniejewo;Czerniejewa
Miłusz;Miłusze;Miłusza
Rożców;Rożce;Rożec
Soborzyc;Soborzyce;Soborzyca
Uniszek Gumowskich;Uniszki Gumowskie;Uniszek Gumowski
Tyczyna;Tyczyn;Tyczyna
Annolesia;Annolesie;Annoleś
Tawęcina;Tawęcino;Tawęcina
Szubska Dużego;Szubsk Duży;Szubsko Duży
Chudzynka;Chudzynek;Chudzynka
Szumska-Kolonii;Szumsko-Kolonie;Szumsko-Kolonia
Stawiszcz;Stawiszcze;Stawiszcza
Zbytowa;Zbytowo;Zbytowa
Horyszowa Polskiego;Horyszów Polski;Horyszowa Polski
Skrzeszewa E;Skrzeszew E;Skrzeszewo E
Babańcniec;Babańce;Babańcniec
Szymkowa;Szymkowo;Szymkowa
Szlas-Lipna;Szlasy-Lipno;Szlas-Lipno
Ujkowa Nowego;Ujków Nowy;Ujkowa Nowy
Bobrzan;Bobrzany;Bobrzana
Gorzewa;Gorzew;Gorzewo
Łuszczyna;Łuszczyn;Łuszczyna
Rogaczewa Małego;Rogaczewo Małe;Rogaczewo Mały
Kujakowic Dolnych;Kujakowice Dolne;Kujakowica Dolny
Szubina;Szubin;Szubina
Nowego Niestępowa;Nowe Niestępowo;Nowy Niestępowa
Topiącej;Topiąca;Topiąca się
Szczepanowa;Szczepanowo;Szczepanowa
Tymianki;Tymianka;Tymianek
Bukowin;Bukowiny;Bukowina
Łazów Biegonickich;Łazy Biegonickie;Łaz Biegonicki
Przynotecka;Przynotecko;Przynotecek
Pudlikajm;Pudlikajmy;Pudlikajma
Wojnów-Pogorzeli;Wojny-Pogorzel;Wojn-Pogorzel
Horoszek Dużych;Horoszki Duże;Horoszka Duży
Łętowic;Łętowice;Łętowica
Jackowa;Jackowo;Jackowa
Marynek;Marynki;Marynka
Grunwaldu;Grunwald;Grunwaldo
Dzierzgówka;Dzierzgówek;Dzierzgówka
Bartoszowin;Bartoszowiny;Bartoszowina
Cempkowa;Cempkowo;Cempkowa
Kurzejewa;Kurzejewo;Kurzejewa
Zamartego;Zamarte;Zamarty
Zasola;Zasole;Zasol
Kiełkut;Kiełkuty;Kiełkut
Średnicy-Jakubowiąt;Średnica-Jakubowięta;Średnik-Jakubowię
Łowczówka;Łowczówek;Łowczówka
Woźniakowa;Woźniaków;Woźniakowa
Muchnowa;Muchnów;Muchnowa
Saska Małego;Sasek Mały;Saska Mały
Śliwna;Śliwno;Śliwna
Włostowic;Włostowice;Włostowica
Faliszewic;Faliszewice;Faliszewica
Sionnny;Sionna;Sionnna
Trzymsza;Trzymsze;Trzymsza
Tarnobrzega;Tarnobrzeg;Tarnobrzega
Gorzenia;Gorzeń;Gorzenie
Lubowicz;Lubowicze;Lubowicz
Łosiewic;Łosiewice;Łosiewica
Zbucza;Zbucz;Zbucza
Gzików;Gziki;Gzik
Porad Górnych;Porady Górne;Porada Górny
Krawczyk;Krawczyki;Krawczyk
Rempina;Rempin;Rempina
Włodar;Włodary;Włodar
Małkowa;Małków;Małkowa
Galonek;Galonki;Galonka
Osówca Szlacheckiego;Osówiec Szlachecki;Osówca Szlachecki
Drożowa;Drożów;Drożowa
Denkówka;Denkówek;Denkówka
Moczadeł;Moczadła;Moczadło
Zarudzia;Zarudzie;Zarudzio
Bieńkniek-Śmietanek;Bieńki-Śmietanki;Bieńkńka-Śmietanka
Inczewa;Inczew;Inczewo
Kukułki;Kukułka;Kukułki
Gledzianowa;Gledzianów;Gledzianowa
Dawidowicz;Dawidowicze;Dawidowicz
Smolech;Smolechy;Smolecha
Zamian;Zamiany;Zamiana
Hołn Mejera;Hołny Mejera;Hołna Mejer
Falęcina;Falęcin;Falęcina
Pasiecznik Dużych;Pasieczniki Duże;Pasiecznik Duży
Żerów Bystrych;Żery Bystre;Żer Bystrych
Góran;Górany;Góran
Edwardowa;Edwardów;Edwardowa
Folwarku-Berżnik;Folwark-Berżniki;Folwark-Berżnik
Młodaska;Młodasko;Młodasek
Smętowa Chmieleńskiego;Smętowo Chmieleńskie;Smętowa Chmieleński
Gręboszowa;Gręboszów;Gręboszowa
Łękawy;Łękawa;Łękaw
Przęsocina;Przęsocin;Przęsocina
Woli Kałkowej;Wola Kałkowa;Wol Kałkowa
Siadła Górnego;Siadło Górne;Siadło Górny
Giemzowa;Giemzów;Giemzowa
Klejdyt;Klejdyty;Klejdyt
Marcinowic;Marcinowice;Marcinowica
Krzywegostoku-Kolonii;Krzywystok-Kolonia;Krzywegostok-Kolonia
Rybienka Nowego;Rybienko Nowe;Rybienka Nowy
Mieszkowa;Mieszkowo;Mieszkowa
Starego Łajszczewa;Stary Łajszczew;Stary Łajszczewo
Matyniowa;Matyniów;Matyniowa
Holendrów Strzeleckich;Holendry Strzeleckie;Holender Strzelecki
Perków;Perki;Perek
Leoncina;Leoncin;Leoncina
Radomierzyc;Radomierzyce;Radomierzyca
Sielic;Sielice;Sielica
Rogowa-Parceli;Rogów-Parcela;Rogowa-Parcela
Woli Kanigowskiej;Wola Kanigowska;Wol Kanigowska
Woli Pasikońskiej;Wola Pasikońska;Wol Pasikońska
Mieroszyna;Mieroszyno;Mieroszyna
Plosek;Ploski;Ploska
Jamna;Jamno;Jamna
Strzępinia;Strzępiń;Strzępinia
Mirowa;Mirów;Mirowa
Woli Rusinowskiej;Wola Rusinowska;Wol Rusinowska
Skoczykłodów;Skoczykłody;Skoczykłód
Chałupek;Chałupki;Chałupka
Ochodzy;Ochodza;Ochog
Grzędzic;Grzędzice;Grzędzica
Ochódz;Ochodze;Ochódz
Borzęcina Dużego;Borzęcin Duży;Borzęcina Duży
Ruszczan;Ruszczany;Ruszczanin
Woli Wadowskiej;Wola Wadowska;Wol Wadowska
Kojłów;Kojły;Kojł
Nowego Kisielina;Nowy Kisielin;Nowy Kisielina
Wielkiego Stwolna;Wielkie Stwolno;Wielki Stwolna
Borgowa;Borgowo;Borgowa
Pęglit;Pęglity;Pęglit
Papowa Toruńskiego;Papowo Toruńskie;Papowa Toruński
Przesławic;Przesławice;Przesławica
Ratna Dolnego;Ratno Dolne;Ratna Dolny
Boguniewa;Boguniewo;Boguniewa
Chodkowa Starego;Chodków Stary;Chodkowa Stary
Wałdowa Królewskiego;Wałdowo Królewskie;Wałdowa Królewski
Tłustomostów;Tłustomosty;Tłustomost
Zdani;Zdania;Zdań
Łachowa;Łachowo;Łachów
Radłowa;Radłowo;Radłów
Bedonia Przykościelnego;Bedoń Przykościelny;Bedonia Przykościelny
Wyrzy;Wyrza;Wyr
Smogorzó""" Wielkrzowa;Smogorzów Wielki;Smogorzó""" Wielkrzowa
Stryjaków;Stryjaki;Stryjak
Kaźmierowa;Kaźmierów;Kaźmierowa
Oraczów;Oracze;Oracz
Bełżyc;Bełżyce;Bełżyca
Łyżek;Łyżki;Łyżka
Dziedzinka;Dziedzinek;Dziedzinka
Grabownicy;Grabownica;Grabownik
Sieciemina;Sieciemin;Sieciemina
Sicinka;Sicinek;Sicinka
Łobaczewa Dużego;Łobaczew Duży;Łobaczewo Duży
Trątnowic;Trątnowice;Trątnowica
Wiśniewka;Wiśniewko;Wiśniewka
Woli Koszuckiej;Wola Koszucka;Wol Koszucka
Łodygowic;Łodygowice;Łodygowica
Małaszewicz Dużych;Małaszewicze Duże;Małaszewicz Duży
Włoszczowy;Włoszczowa;Włoszczowy
Chudzyna;Chudzyno;Chudzyna
Rydzowa;Rydzów;Rydzowa
Deskurowa;Deskurów;Deskurowa
Małych Bałówek;Małe Bałówki;Mała Bałówka
Kątów Drugich;Kąty Drugie;Kąt Drugie
Paciorkowej Woli Nowej;Paciorkowa Wola Nowa;Paciorkowa Wol Nowa
Krzepic;Krzepice;Krzepic
Cisieśca;Cisiec;Cisiesiec
Belenia-Kolonii;Beleń-Kolonia;Belenie-Kolonia
Bralęcina;Bralęcin;Bralęcina
Smołdzęcina;Smołdzęcino;Smołdzęcina
Łazienieńca;Łazieniec;Łazienieniec
Laszczek;Laszczki;Laszczka
Mikstatu -Pustkowia;Mikstat -Pustkowie;Mikstatu -Pustkowie
Gruduska;Grudusk;Gruduska
Pszennna;Pszenno;Pszennna
Rogożajn Małych;Rogożajny Małe;Rogożajn Mała
Uśniak;Uśniaki;Uśniak
Duckiej Woli;Ducka Wola;Ducka Wol
Braniewa;Braniewo;Braniewa
Wietlina;Wietlin;Wietlina
Klonowej Woli;Klonowa Wola;Klonowa Wol
Zleszyna;Zleszyn;Zleszyna
Czeremchy-Wsi;Czeremcha-Wieś;Czeremcha-Ws
Wyciążkowa;Wyciążkowo;Wyciążkowa
Jaworzni;Jaworznia;Jaworzeń
Płaskocina;Płaskocin;Płaskocina
Korytkowa Dużego;Korytków Duży;Korytkowa Duży
Zbijowa Dużego;Zbijów Duży;Zbijowa Duży
Birczy;Bircza;Bircz
Bełdowa WieKrzywej;Bełdów-Krzywa Wieś;Bełdowa WieKrzywa
Huty Komorowskiej;Huta Komorowska;Hut Komorowska
Wichradza;Wichradz;Wichradza
Niemysłowa;Niemysłów;Niemysłowo
Zachoinia;Zachoinie;Zachoinia
Srebrzyszcz;Srebrzyszcze;Srebrzyszcz
Lgoty Wielkiej;Lgota Wielka;Lgot Wielka
Kraszewic;Kraszewice;Kraszewica
Mątek;Mątki;Mątko
Starego Skazduba;Stary Skazdub;Stary Skazduba
Krępy Słupskiej;Krępa Słupska;Kręp Słupska
Bacik Średnich;Baciki Średnie;Bacik Średnia
Czosnowa;Czosnów;Czosnowa
Mieczek-Abramów;Mieczki-Abramy;Mieczka-Abram
Przyrani;Przyranie;Przyran
Morzyczyna-Włók;Morzyczyn-Włóki;Morzyczyna-Włók
Wielkiego Leźna;Wielkie Leźno;Wielki Leźna
Młynów;Młyny;Młyn
Białobrzega Bliższego;Białobrzeg Bliższy;Białobrzega Bliższe
Bukowy Wielkiej;Bukowa Wielka;Bukowy Wielka
Ostrowu Południowego;Ostrów Południowy;Ostrów Południowe
