Dopełniacz;Mianownik;Wynik Stemmera
Ławiczka;Ławiczek;Ławiczka
Bladowa;Bladowo;Bladowy
Stryi Paskowych;Stryje Paskowe;Stryja Paskowy
Pieńkowa;Pieńków;Pieńkowy
Gogółkowa;Gogółkowo;Gogółkowy
Bogut-Augustyn;Boguty-Augustyny;Bogut-Augustyna
Koszut-Parcel;Koszuty-Parcele;Koszut-Parcela
Lubiewic;Lubiewice;Lubiewica
Babięt Wielkich;Babięty Wielkie;Babięta Wielki
Wilkowic;Wilkowice;Wilkowica
Trąbczyna;Trąbczyn;Trąbczyna
Gałkowa Małego;Gałków Mały;Gałkowy Mały
Nowych Wyrzyk;Nowe Wyrzyki;Nowy Wyrzyk
Gromca;Gromiec;Gromca
Kniatów;Kniatowy;Kniat
Ślubowa;Ślubowo;Ślubowy
Adamus;Adamusy;Adamus
Lubomi;Lubomia;Lubomy
Ludowinki;Ludowinka;Ludowinki
Karwosieków-Cholewic;Karwosieki-Cholewice;Karwosiek-Cholewica
Bialik;Bialiki;Bialik
Wólki Kamiennnej;Wólka Kamienna;Wólka Kamiennny
Nowego Mierzna;Nowe Mierzno;Nowy Mierzny
Woli Gałęzowskiej;Wola Gałęzowska;Wol Gałęzowski
Nowych Dzieduszyc;Nowe Dzieduszyce;Nowy Dzieduszyca
Dąbrowy Mszadelskiej;Dąbrowa Mszadelska;Dąbrowa Mszadelski
Zdziechowic;Zdziechowice;Zdziechowica
Huty Zaborowskiej;Huta Zaborowska;Huty Zaborowski
Lelowic;Lelowice;Lelowica
Suchej Poduchownej;Sucha Poduchowna;Suchy Poduchowny
Walercina;Walercin;Walercina
Karłowa;Karłowo;Karłowy
Junnna;Junno;Junnny
Kotlina;Kotlin;Kotlina
Oszczowa;Oszczów;Oszczowy
Żydówka;Żydówko;Żydówka
Wólki Zastawskiej;Wólka Zastawska;Wólka Zastawski
Złej Wsi;Zła Wieś;Zły Wszy
Luberadza;Luberadz;Luberadza
Rozalinowa;Rozalinowo;Rozalinowy
Gawłówka;Gawłówek;Gawłówka
Makówca Małżego;Makówiec Mały;Makówca Małży
Klaskawy;Klaskawa;Klaskawy
Tarpna;Tarpno;Tarpny
Surowego;Surowe;Surowy
Machowa;Machów;Machowy
Ruchennny;Ruchenna;Ruchennny
Maksymilianowa;Maksymilianów;Maksymilianowy
Żaczków;Żaczki;Żaczek
Chorzęcina;Chorzęcin;Chorzęcina
Kurzeszyna;Kurzeszyn;Kurzeszyna
Będlewa;Będlewo;Będlew
Pasich;Pasichy;Pasi
Gawłowic;Gawłowice;Gawłowica
Popielżyna-Zawad;Popielżyn-Zawady;Popielżyna-Zawada
Starej Jakaci;Stara Jakać;Stara Jakaty
Krzywego Koła;Krzywe Koło;Krzywy Koł
Witulina;Witulin;Witulina
Ponętowa Górnego Pierwszego;Ponętów Górny Pierwszy;Ponętowy Górny Pierwszy
Barkowic;Barkowice;Barkowica
Raczyna;Raczyn;Raczyna
Wyszek;Wyszki;Wyszka
Orłów;Orły;Orzeł
Gościna-Dworu;Gościno-Dwór;Gościna-Dwór
Jankowa Trzeciego;Janków Trzeci;Jankowy Trzeci
Piasków-Drużkowa;Piaski-Drużków;Piasek-Drużkowy
Wiewiórczyna;Wiewiórczyn;Wiewiórczyna
Orły;Orła;Orły
Bacik Bliższych;Baciki Bliższe;Bacik Bliższy
Wojnach;Wojnachy;Wojna
Gołaczowa;Gołaczów;Gołaczowy
Sokolnik-Lasu;Sokolniki-Las;Sokolnik-Las
Kiełczówka;Kiełczówek;Kiełczówka
Siemyśla;Siemyśl;Siemyśla
Klaninin;Klaniny;Klaninina
Ostaszewa-Pańk;Ostaszewo-Pańki;Ostaszewo-Pańk
Sięganowa;Sięganów;Sięganowy
Bosssych;Bosse;Bosssy
Zacharzewa;Zacharzew;Zacharzewo
Głów;Głowy;Gł
Brzezinieńca;Brzeziniec;Brzezinieniec
Przyjm k. Poręby;Przyjmy k. Poręby;Przyjma k. Porąb
Woli Czołnowskiej;Wola Czołnowska;Wol Czołnowski
Trzonek;Trzonki;Trzonka
Ładaw;Ładawy;Ładawa
Studzianek-Kolonii;Studzianki-Kolonia;Studzianka-Kolonia
Sośni;Sośnia;Sośny
Rukosina;Rukosin;Rukosina
Knopina;Knopin;Knopina
Chabska;Chabsko;Chabski
Przyłóg;Przyłogi;Przyłóg
Domasławic;Domasławice;Domasławica
Osieka-Kolonii;Osiek-Kolonia;Osieka-Kolonia
Cykarzewa Południowego;Cykarzew Południowy;Cykarzewo Południowy
Niegówki;Niegówka;Niegówki
Frygnowa;Frygnowo;Frygnowy
Markowiec;Markowce;Markowiec
Motyki;Motyka;Motyk
Brudzowic;Brudzowice;Brudzowica
Świerkówek;Świerkówki;Świerkówka
Dębówka;Dębówko;Dębówka
Zawalin;Zawaliny;Zawalina
Kłosek-Młynowiąt;Kłoski-Młynowięta;Kłoska-Młynowię
Modlin;Modliny;Modlina
Krzywośnit;Krzywośnity;Krzywośnit
Stronia Śląskiego;Stronie Śląskie;Stronie Śląski
Telążny Starej;Telążna Stara;Telążny Stara
Długokątów;Długokąty;Długokąt
Jamek;Jamki;Jamka
Perny;Perna;Perny
Łowęcicic;Łowęcice;Łowęcicica
Stołecznej;Stołeczna;Stołeczny
Ludmierzyc;Ludmierzyce;Ludmierzyca
Starych Kuchm;Stare Kuchmy;Stary Kuchma
Kipar;Kipary;Kipar
Rogożynka;Rogożynek;Rogożynka
Wilemowic;Wilemowice;Wilemowica
Zawady Nowej;Zawada Nowa;Zawada Nowy
Jałowego;Jałowe;Jałowy
Sulikowa;Sulików;Sulikowy
Wojtkowic-Glinny;Wojtkowice-Glinna;Wojtkowica-Glinny
Jałowa;Jałowo;Jałowy
Porzowa;Porzowo;Porzowy
Białołęki;Białołęka;Białołęki
Rozborza Okrągłego;Rozbórz Okrągły;Rozborze Okrągły
Lipska;Lipsk;Lipski
Kozic;Kozice;Kozica
Niemierzyna;Niemierzyn;Niemierzyna
Samorządek-Kolonii;Samorządki-Kolonia;Samorządek-Kolonia
Roman-Sebor;Romany-Sebory;Roman-Sebor
Jeziory;Jeziora;Jezior
Kurowa Braniewskiego;Kurowo Braniewskie;Kurowy Braniewski
Ruchocina;Ruchocin;Ruchocina
Podborcza;Podborcze;Podborczy
Mikorzyna;Mikorzyn;Mikorzyna
Jezior;Jeziory;Jezioro
Krzewy;Krzewa;Krzew
Miechowic Dużych;Miechowice Duże;Miechowica Duży
Koluszek;Koluszki;Koluszka
Łupic;Łupice;Łupic
Jaślan;Jaślany;Jaślan
Ratajna;Ratajno;Ratajny
Dzierzbiętowa Dużego;Dzierzbiętów Duży;Dzierzbiętowy Duży
Gawrzyjałek;Gawrzyjałki;Gawrzyjałka
Krosna Odrzańskiego;Krosno Odrzańskie;Krosno Odrzański
Sorkwit;Sorkwity;Sorkwit
Pużyc;Pużyce;Pużyca
Korytkowa;Korytków;Korytkowy
Żyłowa;Żyłowo;Żyłowy
Bełcza Wielkiego;Bełcz Wielki;Bełczy Wielki
Mirówka;Mirówek;Mirówka
Rzucowa;Rzuców;Rzucowy
Kwiatonia;Kwiatoń;Kwiatonia
Miedźnej;Miedźna;Miedźny
Dorożek;Dorożki;Dorożka
Miedźna;Miedźno;Miedźny
Mysłowni Nowej;Mysłownia Nowa;Mysłowny Nowy
Kocikowej;Kocikowa;Kocikowy
Bezławek;Bezławki;Bezławka
Dunkowej;Dunkowa;Dunkowy
Baczkowa;Baczków;Baczkowy
Bud Prywatnych;Budy Prywatne;Buda Prywatny
Miejskiej Dąbrowy;Miejska Dąbrowa;Miejski Dąbrowa
Borkowa Nowego;Borków Nowy;Borkowy Nowy
Wysokiej Krajeńskiej;Wysoka Krajeńska;Wysoki Krajeński
Woli Brwileńskiej;Wola Brwileńska;Wol Brwileński
Żebrów Wielkich;Żebry Wielkie;Żeber Wielki
Siemonia;Siemoń;Siemonia
Budczyczyc;Budczyce;Budczyczyca
Woli Kiełczyńskiej;Wola Kiełczyńska;Wol Kiełczyński
Koczurek;Koczurki;Koczurka
Niżowej;Niżowa;Niżowy
Mrowisk;Mrowiska;Mrowisko
Kosynia;Kosyń;Kosynia
Lisich Jam;Lisie Jamy;Lisi Jam
Czorsztyna;Czorsztyn;Czorsztyna
Korzecznika-Szatanowa;Korzecznik-Szatanowo;Korzecznik-Szatanowy
Naczysławek;Naczysławki;Naczysławka
Ćmachowa;Ćmachowo;Ćmachowy
Składowic;Składowice;Składowica
Wzorów;Wzory;Wzor
Polesia Mikułowskiego;Polesie Mikułowskie;Poleś Mikułowski
Sulic;Sulice;Sulica
Grudny Dolnej;Grudna Dolna;Grudny Dolny
Tarchał Wielkich;Tarchały Wielkie;Tarchała Wielki
Raszyna;Raszyn;Raszyna
Jędrzychówka;Jędrzychówek;Jędrzychówka
Potoka-Stanów;Potok-Stany;Potoka-Stan
Piskórki;Piskórka;Piskórek
Kępy Rzeczyckiej;Kępa Rzeczycka;Kęp Rzeczycki
Zełwągów;Zełwągi;Zełwąg
Woliczna;Woliczno;Woliczny
Sieroczyna;Sieroczyn;Sieroczyna
Strzmiela;Strzmiele;Strzmiel
Watraszewa;Watraszew;Watraszewo
Ostrowa Szlacheckiego;Ostrów Szlachecki;Ostrowy Szlachecki
Domaradzkiej Kuźni;Domaradzka Kuźnia;Domaradzki Kuźnia
Kad;Kady;Kada
Chorków;Chorki;Chorek
Woli Kiełpińskiej;Wola Kiełpińska;Wol Kiełpiński
Zbakowa Dolnego;Zbaków Dolny;Zbakowy Dolny
Starego Pawłowa;Stary Pawłów;Stary Pawłowy
Podbrzezia Górnego;Podbrzezie Górne;Podbrzeź Górny
Studzionki;Studzionka;Studzionek
Kościukowicz;Kościukowicze;Kościukowicz
Przęsławic;Przęsławice;Przęsławica
Sławki Małej;Sławka Mała;Sławka Mały
Chełmna-Parcel;Chełmno-Parcele;Chełmny-Parcela
Starkówca;Starkówiec;Starkówca
Chrapanowa;Chrapanów;Chrapanowy
Brzegów Górnych;Brzegi Górne;Brzeg Górny
Smardowa;Smardów;Smardowy
Zapad;Zapady;Zapada
Cywin Wojskich;Cywiny Wojskie;Cywina Wojski
Dąbrowy Białostockiej;Dąbrowa Białostocka;Dąbrowa Białostocki
Świerzenka;Świerzenko;Świerzenka
Wyszęcicic;Wyszęcice;Wyszęcicica
Płużnicy Wielkiej;Płużnica Wielka;Płużnica Wielki
Strzyżewa;Strzyżewo;Strzyżewa
Pagorzyny;Pagorzyna;Pagorzyn
Chotynieńca;Chotyniec;Chotynieniec
Dąbia Podstolskiego;Dąbie Podstolskie;Dąbia Podstolski
Zagórzyna;Zagórzyn;Zagórzyna
Rębielic Szlacheckich;Rębielice Szlacheckie;Rębielica Szlachecki
Woli Smolanej;Wola Smolana;Wol Smolany
Postolisk;Postoliska;Postolisko
Łężeczek;Łężeczki;Łężeczka
Jodeliszek;Jodeliszki;Jodeliszek
Staniszowa;Staniszów;Staniszowy
Angowic;Angowice;Angowica
Byszewa-Wygody;Byszewo-Wygoda;Byszewo-Wygody
Zdunek;Zdunki;Zdunek
Witoszyc;Witoszyce;Witoszyca
Nasierowa Górnego;Nasierowo Górne;Nasierowy Górny
Białkowa;Białkowo;Białkowy
Garczegorza;Garczegorze;Garczegorz
Gajówki-Wsi;Gajówka-Wieś;Gajówka-Wszy
Nowego Aleksandrowa;Nowe Aleksandrowo;Nowy Aleksandrowy
Tłuszcza;Tłuszcz;Tłuszcza
Ożarek-Olszanki;Ożarki-Olszanka;Ożarka-Olszanka
Domatówka;Domatówko;Domatówka
Kulszy;Kulsze;Kulszy
Jaszkowa;Jaszkowo;Jaszkowy
Stalewa;Stalewo;Stalewa
Przeradza Małego;Przeradz Mały;Przeradza Mały
Radziszewa Starego;Radziszewo Stare;Radziszewo Stary
Putkowic Nagórnych;Putkowice Nagórne;Putkowica Nagórny
Stramnic;Stramnice;Stramnica
Słojków;Słojki;Słojek
Okninin-Podzdroju;Okniny-Podzdrój;Okninina-Podzdrój
Klimów;Klimy;Klim
Łychowa;Łychów;Łychowy
Klisina;Klisino;Klisina
Michrowa-Stefowa;Michrów-Stefów;Michrowy-Stefowy
Katowic;Katowice;Katowica
Koźlic;Koźlice;Koźlica
Siemienia-Kolonii;Siemień-Kolonia;Siemienie-Kolonia
Nieprześni;Nieprześnia;Nieprzesień
Nowej Wsi Legnickiej;Nowa Wieś Legnicka;Nowy Wszy Legnicki
Dańczowa;Dańczów;Dańczowy
Zdzieszyna;Zdzieszyn;Zdzieszyna
Korzenia Rządowego;Korzeń Rządowy;Korzenie Rządowy
Wyrębisk;Wyrębiska;Wyrębisko
Kędziorowa;Kędziorowo;Kędziorowy
Grabowca-Góry;Grabowiec-Góra;Grabowiec-Góry
Karsek;Karski;Karsek
Niespuszy-Wsi;Niespusza-Wieś;Niespusz-Wszy
Topołowy;Topołowa;Topołów
Kubaczyna;Kubaczyn;Kubaczyna
Kamienia Śląskiego;Kamień Śląski;Kamienie Śląski
Osmolic Drugich;Osmolice Drugie;Osmolica Drugi
Białej Niżnej;Biała Niżna;Biały Niżny
Roszkówka;Roszkówko;Roszkówka
Lucjanowa;Lucjanowo;Lucjanowy
Radzikowa-Kornicy;Radzików-Kornica;Radzikowy-Kornica
Zimnej Wody;Zimna Woda;Zimny Wód
Wyszanowa;Wyszanów;Wyszanowy
Snopkowa;Snopków;Snopkowy
Łomowa;Łomów;Łomowy
Obierwi;Obierwia;Obierw
Kołaczkowa;Kołaczkowo;Kołaczkowy
Kaplonos;Kaplonosy;Kaplonos
Nowego Kozłowa Pierwszego;Nowy Kozłów Pierwszy;Nowy Kozłowy Pierwszy
Wysocina;Wysocin;Wysocina
Rąbinia;Rąbiń;Rąbinia
Budzowa;Budzów;Budzowy
Nowych Szwejek;Nowe Szwejki;Nowy Szwejka
Franklina;Franklin;Franklina
Jelenina;Jelenino;Jelenina
Kurowa-Kolonii;Kurowo-Kolonia;Kurowy-Kolonia
Wolnego;Wolne;Wolny
Łanów Wielkich;Łany Wielkie;Łan Wielki
Żurawiczek;Żurawiczki;Żurawiczek
Bańskiej Wyżnej;Bańska Wyżna;Bański Wyżny
Skarbanowa;Skarbanowo;Skarbanowy
Krzyżanowa;Krzyżanowo;Krzyżanowy
Lipian;Lipiany;Lipian
Kobylej Kępy;Kobyla Kępa;Kobyli Kęp
Nowych Czajek;Nowe Czajki;Nowy Czajka
Łukomia;Łukomie;Łukomia
Rudki Kijańskiej;Rudka Kijańska;Rudka Kijański
Czapel;Czaple;Czapela
Starej Wsi;Stara Wieś-Stasin;Starej Wszy
Regietowa;Regietów;Regietowy
Marszowic;Marszowice;Marszowica
Mysłówki;Mysłówka;Mysłówek
Drzymałowa;Drzymałowo;Drzymałowy
Garbatki-Zbyczyna;Garbatka-Zbyczyn;Garbatka-Zbyczyna
Poskwitowa;Poskwitów;Poskwitowy
Zdbowa;Zdbowo;Zdbowy
Niecieplina;Niecieplin;Niecieplina
Arentowa;Arentowo;Arentowy
Woli Kuźniewskiej;Wola Kuźniewska;Wol Kuźniewski
Starego Żeliborza;Stary Żelibórz;Stary Żeliborze
Nowin Bargłowskich;Nowiny Bargłowskie;Nowina Bargłowski
Tomaszowa;Tomaszowo;Tomaszowy
Kiełkowa;Kiełków;Kiełkowy
Klusek;Kluski;Kluska
Skarżynia;Skarżyń;Skarżynia
Brzozowa Starego;Brzozów Stary;Brzozowy Stary
Słupska;Słupsko;Słupski
Leżnego;Leżne;Leżny
Pietny;Pietna;Pietny
Jeżyczek;Jeżyczki;Jeżyczka
Czajów-Wólki;Czaje-Wólka;Czaj-Wólka
Zyndranowej;Zyndranowa;Zyndranowy
Bystrzycy Nowej;Bystrzyca Nowa;Bystrzyca Nowy
Magdalenowa;Magdalenowo;Magdalenowy
Dębowej Łąki;Dębowa Łąka;Dębowy Łąk
Biniewa;Biniew;Biniewa
Dąbrówki Pniowskiej;Dąbrówka Pniowska;Dąbrówka Pniowski
Dziećmierowa;Dziećmierowo;Dziećmierowy
Zielonego;Zielone;Zielony
Dzierżenina;Dzierżenin;Dzierżenina
Kąclowej;Kąclowa;Kąclowy
Rycerzewa;Rycerzew;Rycerzewo
Godziejewa;Godziejewo;Godziejewa
Kamionki Wielkiej;Kamionka Wielka;Kamionka Wielki
Grzybowic;Grzybowice;Grzybowica
Sarn Małych;Sarny Małe;Sarn Mały
Czarnego Lasu;Czarny Las-Kolonia;Czarnego Las
Szczodrowic;Szczodrowice;Szczodrowica
Kwiatkówka;Kwiatkówek;Kwiatkówka
Werbkowic;Werbkowice;Werbkowica
Wiciejewa;Wiciejewo;Wiciejewa
Pomarzanek;Pomarzanki;Pomarzanka
Królewca Poprzecznego;Królewiec Poprzeczny;Królewca Poprzeczny
Katarzynowa;Katarzynowo;Katarzynowy
Krajewa Białego;Krajewo Białe;Krajewa Biały
Nowego Gulczewa;Nowe Gulczewo;Nowy Gulczewo
Ostrzyc;Ostrzyce;Ostrzyca
Olszowej Woli;Olszowa Wola;Olszowy Wol
Kotorza Wielkiego;Kotórz Wielki;Kotorze Wielki
Falbog Borowych;Falbogi Borowe;Falbog Borowy
Lekart;Lekarty;Lekart
Stryszej Budy;Strysza Buda;Stryszy Buda
Skowronowa;Skowronów;Skowronowy
Damaszki;Damaszka;Damaszki
Książenic;Książenice;Książenica
Ciosowej;Ciosowa;Ciosowy
Nowego Lindowa;Nowy Lindów;Nowy Lindowy
Kuczek-Wsi;Kuczki-Wieś;Kuczek-Wszy
Ostrówek;Ostrówki;Ostrówka
Kraszewa-Ror;Kraszewo-Rory;Kraszewo-Ror
Mażan;Mażany;Mażan
Kołomącia;Kołomąć;Kołomącie
Strzemeszny Pierwszej;Strzemeszna Pierwsza;Strzemeszny Pierwsza
Hornostaj-Osady;Hornostaje-Osada;Hornostaj-Osada
Ulatowa-Czerniaków;Ulatowo-Czerniaki;Ulatowy-Czerniak
Mionowa;Mionów;Mionowy
Purzyc;Purzyce;Purzyca
Chlebiotek;Chlebiotki;Chlebiotka
Pokrzywny;Pokrzywna;Pokrzywny
Cieleśnicy;Cieleśnica;Cieleśnik
Małociechowa;Małociechowo;Małociechowy
Pokrzywna;Pokrzywno;Pokrzywna
Kiełczewka;Kiełczewek;Kiełczewka
Alfonsowa;Alfonsów;Alfonsowy
Olbrachcicic;Olbrachcice;Olbrachcicica
Blanek;Blanki;Blanka
Ponieca;Poniec;Poniecy
Gapinina;Gapinin;Gapinina
Jaśkowic Legnickich;Jaśkowice Legnickie;Jaśkowica Legnicki
Górki Klonowskiej;Górka Klonowska;Górka Klonowski
Starej Grabownicy;Stara Grabownica;Stara Grabownik
Łukowego;Łukowe;Łukowy
Błażkowej;Błażkowa;Błażkowy
Śmiłowic;Śmiłowice;Śmiłowica
Pawonkowa;Pawonków;Pawonkowy
Siennicy-Szymanek;Siennica-Szymanki;Siennik-Szymanka
Sulowa;Sulów;Sulowy
Trzebuczy;Trzebucza;Trzebuczy
Dziembowa;Dziembowo;Dziembowy
Kruglan;Kruglany;Kruglan
Dyblina;Dyblin;Dyblina
Kołomąta;Kołomąt;Kołomąto
Radzewic;Radzewice;Radzewica
Nagórek Dobrskich;Nagórki Dobrskie;Nagórek Dobrski
Uścięcicic;Uścięcice;Uścięcicica
Bartkowa;Bartkowo;Bartkowy
Międzyborza;Międzybórz;Międzyborze
Nowego Lublinieńca;Nowy Lubliniec;Nowy Lublinieniec
Zmożnej Woli;Zmożna Wola;Zmożny Wol
Wólki Dworskiej;Wólka Dworska;Wólka Dworski
Przywózek;Przywózki;Przywózka
Szczucicic;Szczucice;Szczucicica
Pabianic;Pabianice;Pabianica
Podkornat;Podkornaty;Podkornat
Nowego Zacisza;Nowe Zacisze;Nowy Zacisze
Miejskiej Wsi;Miejska Wieś;Miejski Wszy
Gierałtowic;Gierałtowice;Gierałtowica
Brankówki;Brankówka;Brankówki
Nowych Wrońsk;Nowe Wrońska;Nowy Wrońsko
Terespola;Terespol;Terespole
Janik Wielkich;Janiki Wielkie;Janik Wielki
Soczówek;Soczówki;Soczówka
Modły;Modła;Modły
Nowego Wierzbowa;Nowe Wierzbowo;Nowy Wierzbowy
Trójni;Trójnia;Trójny
Dobieszowa;Dobieszów;Dobieszowy
Małdyt;Małdyty;Małdyt
Puław;Puławy;Puława
Pojelec;Pojelce;Pojelec
Żytnej;Żytna;Żytny
Palczewa;Palczew;Palczewo
Dołhobyczowa;Dołhobyczów;Dołhobyczowy
Przegini Narodowej;Przeginia Narodowa;Przegin Narodowy
Dąbkowa;Dąbków;Dąbkowy
Hermanowej;Hermanowa;Hermanowy
Mórkowa;Mórkowo;Mórkowy
Chełmka;Chełmek;Chełmka
Janówka Duranowskiego;Janówek Duranowski;Janówka Duranowski
Brudzewa;Brudzew;Brudzewo
Radomierowic;Radomierowice;Radomierowica
Sowlin;Sowliny;Sowlina
Gliwic;Gliwice;Gliwica
Węgrc Panieńskich;Węgrce Panieńskie;Węgrc Panieński
Krzyżanówka;Krzyżanówek;Krzyżanówka
Węglin;Węgliny;Węglin
Jeziorzan;Jeziorzany;Jeziorzanin
Krześlowa;Krześlów;Krześlowy
Śniadkowa Dolnego;Śniadków Dolny;Śniadkowy Dolny
Tymianek-Adamów;Tymianki-Adamy;Tymianek-Adam
Unisławic;Unisławice;Unisławica
Wojcieszyc;Wojcieszyce;Wojcieszyca
Marianowa-Kolonii;Marianów-Kolonia;Marianowy-Kolonia
Barkowic Mokrych;Barkowice Mokre;Barkowica Mokry
Gorzupi;Gorzupia;Gorzupi
Kuczewskich;Kuczewskie;Kuczewski
Boryszowa;Boryszów;Boryszowy
Sójek-Parceli;Sójki-Parcel;Sójka-Parcela
Mareczek;Mareczki;Mareczka
Nowych Kupisk;Nowe Kupiski;Nowy Kupisko
Sosnowej-Dębowej;Sosnowa-Dębowa;Sosnowy-Dębowy
Brus-Wybudowania;Brusy-Wybudowanie;Brus-Wybudowanie
Ryżek;Ryżki;Ryżka
Wódek;Wódki;Wódka
Dobrej-Nowin;Dobra-Nowiny;Dobry-Nowina
Starych Pieścirogów;Stare Pieścirogi;Stary Pieściróg
Witryłowa;Witryłów;Witryłowy
Wądroża Wielkiego;Wądroże Wielkie;Wądroże Wielki
Stężycy Nadwieprzańskiej;Stężyca Nadwieprzańska;Stężyca Nadwieprzański
Karczewka;Karczewko;Karczewka
Poczołkowa;Poczołków;Poczołkowy
Burowa;Burowo;Burowy
Niekanina;Niekanin;Niekanina
Raszowic;Raszowice;Raszowica
Nowego Jasienia;Nowy Jasień;Nowy Jasienie
Smoligowa;Smoligów;Smoligowy
Jeziorek Wielkich;Jeziorki Wielkie;Jeziorko Wielki
Suchodanieńca;Suchodaniec;Suchodanieniec
Budziejewka;Budziejewko;Budziejewka
Długomiłowic;Długomiłowice;Długomiłowica
Starych Czajek;Stare Czajki;Stary Czajka
Zębic;Zębice;Zębica
Kruków;Kruki;Kruk
Kierżna;Kierżno;Kierżny
Michorzewka;Michorzewko;Michorzewka
Podlasek;Podlaski;Podlasek
Słubicy-Wsi;Słubica-Wieś;Słubica-Wszy
Gradzanowa Zbęskiego;Gradzanowo Zbęskie;Gradzanowy Zbęski
Spóli;Spóle;Spóły
Skuł;Skuły;Skuł
Skępska;Skępsk;Skępski
Wólki Karwickiej;Wólka Karwicka-Kolonia;Wólki Karwicki
Różan;Różany;Różan
Pruszczyna;Pruszczyn;Pruszczyna
Różanej;Różana;Różany
Charbowa;Charbowo;Charbowy
Nowego Karolewa;Nowy Karolew;Nowy Karolewa
Wawrzynek;Wawrzynki;Wawrzynek
Głębokiego;Głębokie;Głęboki
Koniaczowa;Koniaczów;Koniaczowy
Oblęgorka;Oblęgorek;Oblęgorka
Motycza Leśnego;Motycz Leśny;Motycza Leśny
Michrowa;Michrów;Michrowy
Brudzenia;Brudzeń;Brudzenie
Witaszkowa;Witaszkowo;Witaszkowy
Wólki Kozodawskiej;Wólka Kozodawska;Wólka Kozodawski
Zalbek;Zalbki;Zalbka
Pruskowa;Prusków;Pruskowy
Żakówka;Żakówek;Żakówka
Czuprynowa;Czuprynowo;Czuprynowy
Olszewa-Borzym;Olszewo-Borzymy;Olszewo-Borzy
Brulina-Lipskiego;Brulino-Lipskie;Brulina-Lipski
Oczka;Oczko;Oczka
Piekacia;Piekacie;Piekaci
Śląskowa;Śląskowo;Śląskowy
Kępy Rybackiej;Kępa Rybacka;Kęp Rybacki
Ciechocina;Ciechocin;Ciechocina
Strusina;Strusino;Strusin
Szczkowa;Szczkowo;Szczkowy
Gilina;Gilino;Gilina
Kopnicy;Kopnica;Kopnik
Żeronic;Żeronice;Żeronica
Kośmidrów;Kośmidry;Kośmider
Huty Wielkiej;Huta Wielka;Huty Wielki
Ładzynia;Ładzyń;Ładzynia
Gorzeszowa;Gorzeszów;Gorzeszowy
Opaki Dużej;Opaka Duża;Opak Duży
Nowych Kamienic;Nowe Kamienice;Nowy Kamienica
Podlejek;Podlejki;Podlejka
Ułomia;Ułomie;Ułomia
Bogdan Wielkich;Bogdany Wielkie;Bogdan Wielki
Radwanic;Radwanice;Radwanica
Skrzyszowa;Skrzyszów;Skrzyszowy
Bratkowa Dolnego;Bratków Dolny;Bratkowy Dolny
Szemudzkiej Huty;Szemudzka Huta;Szemudzki Huty
Smolnicy;Smolnica;Smolnik
Gorzuchowa;Gorzuchowo;Gorzuchowy
Serok-Wsi;Seroki-Wieś;Serok-Wszy
Niedźwiadnej;Niedźwiadna;Niedźwiadny
Błąkał;Błąkały;Błąkała
Kościaszyna;Kościaszyn;Kościaszyna
Cieklina;Cieklin;Cieklina
Pniowych;Pniowe;Pniowy
Redlina;Redlin;Redlina
Zemłów;Zemły;Zemł
Pomorowa;Pomorowo;Pomorowy
Wiśniowa Ełckiego;Wiśniowo Ełckie;Wiśniowy Ełcki
Prażek;Prażki;Prażka
Samułek Dużych;Samułki Duże;Samułka Duży
Kijowskich Nowin;Kijowskie Nowiny;Kijowski Nowina
Brzezin;Brzeziny;Brzezina
Tokarzewa;Tokarzew;Tokarzewo
Tylkowa;Tylkowo;Tylkowy
Woli Gałęzowskiej;Wola Gałęzowska-Kolonia;Woli Gałęzowski
Sierockiego;Sierockie;Sierocki
Mietniowa;Mietniów;Mietniowy
Siedleczka;Siedleczek;Siedleczka
Osiny Wielkiej;Osina Wielka;Osiny Wielki
Woli Gruszowskiej;Wola Gruszowska;Wol Gruszowski
Nowej Trzciannny;Nowa Trzcianna;Nowy Trzciannny
Kielc;Kielce;Kielc
Bachorzy;Bachorza;Bachor
Kosiorowa;Kosiorowo;Kosiorowy
Charbrowa;Charbrowo;Charbrowy
Uścienieńca-Kolonii;Uścieniec-Kolonia;Uścienieniec-Kolonia
Hanuska;Hanusek;Hanuska
Polic Średnich;Police Średnie;Polica Średni
Olszan;Olszany;Olszan
Świniarca;Świniarc;Świniarzec
Ptaków;Ptaki;Ptak
Różanegostoku;Różanystok;Różanegostok
Olszany;Olszana;Olszany
Juchowa;Juchowo;Juchowy
Niczonowa;Niczonów;Niczonowy
Kolanowic;Kolanowice;Kolanowica
Domanic;Domanice;Domanica
Grębienia;Grębień;Grębienie
Modzel;Modzele;Modzel
Husynnnego;Husynne;Husynnny
Jeziorna;Jeziorno;Jeziorny
Jeziorny;Jeziorna;Jeziorny
Woźnic;Woźnice;Woźnica
Potęgowa;Potęgowo;Potęgowy
Korabiewic;Korabiewice;Korabiewica
Rutek-Nowin;Rutki-Nowiny;Rutka-Nowina
Szlachtowej;Szlachtowa;Szlachtowy
Grzywny;Grzywna;Grzywny
Bud Kupientyńskich;Budy Kupientyńskie;Buda Kupientyński
Tyrawy Wołoskiej;Tyrawa Wołoska;Tyrawa Wołoski
Ujkowic;Ujkowice;Ujkowica
Prucheńska Dużego;Prucheńsko Duże;Prucheński Duży
Holendrów;Holendry;Holender
