Dopełniacz;Mianownik;Wynik Stemmera
Klarewa;Klarewo;Klarewa;
Mietla;Mietel;Mietle;
Puchałowa;Puchałowo;Puchałowy;
Sadek;Sadki;Sadka;
Łopatek;Łopatki;Łopatka;
Burbonów;Burbony;Burbon;
Józinek;Józinki;Józinka;
Smarkowa;Smarków;Smarkowy;
Czajna;Czajno;Czajny;
Hujdów;Hujdy;Hujd;
Obojnej;Obojna;Obojny;
Łączek;Łączki;Łączka;
Zawieścicic;Zawieścice;Zawieścicica;
Okuniówka;Okuniówek;Okuniówka;
Szklarzy;Szklarze;Szklarz;
Zadwornego;Zadworne;Zadworny;
Suchcicic;Suchcice;Suchcicica;
Kuraszewa;Kuraszew;Kuraszewo;
Firanek;Firanki;Firanka;
Gorzkowiczek;Gorzkowiczki;Gorzkowiczka;
Zalewa;Zalewo;Zalewa;
Wypychówka;Wypychówek;Wypychówka;
Maternowa;Maternów;Maternowy;
Worszyn;Worszyny;Worszyn;
Zalewów;Zalewy;Zalew;
Poddołków;Poddołki;Poddołek;
Jabłecznej;Jabłeczna;Jabłeczny;
Sulinowa;Sulinowo;Sulinowy;
Szynowa;Szynowo;Szynowy;
Świerklan;Świerklany;Świerklan;
Zakrętek;Zakrętki;Zakrętka;
Łabunia;Łabuń;Łabunia;
Upartowa;Upartowo;Upartowy;
Elganowa;Elganowo;Elganowy;
Dylów;Dyle;Dyl;
Zająców;Zające;Zając;
Dyli;Dyla;Dyl;
Koszeli;Koszele;Koszel;
Maliszowa;Maliszów;Maliszowy;
Niesulic;Niesulice;Niesulica;
Pacynowa;Pacynowo;Pacynowy;
Świnicy;Świnica;Świnik;
Podtymienia;Podtymień;Podtymienie;
Rusi;Ruś;Rusia;
Łazów;Łazy;Łaz;
Majerzy;Majerze;Majer;
Dymra;Dymer;Dymra;
Kozakowej;Kozakowa;Kozakowy;
Dymka;Dymek;Dymka;
Ostrowąsów;Ostrowąsy;Ostrowąs;
Gdakowa;Gdakowo;Gdakowy;
Radoczy;Radocza;Radocz;
Kwasowa;Kwasów;Kwasowy;
Brantołki;Brantołka;Brantołek;
Porczyn;Porczyny;Porczyna;
Reguł;Reguły;Reguła;
Zimzielówki;Zimzielówka;Zimzielówki;
Gielniewa;Gielniewo;Gielniewa;
Regułta;Regułt;Regułty;
Kocisk;Kociska;Kocisk;
Łomaz;Łomazy;Łomaz;
Burbiszek;Burbiszki;Burbiszek;
Osmoli;Osmola;Osmol;
Łukieniuk;Łukieniuki;Łukieniuk;
Stradunia;Straduń;Stradunio;
Podsiczek;Podsiczki;Podsiczka;
Szelągów;Szelągi;Szeląg;
Pilchówka;Pilchówko;Pilchówka;
Galman;Galmany;Galman;
Brokowa;Brokowo;Brokowy;
Pasierb;Pasierby;Pasierb;
Kłodzka;Kłodzko;Kłodzki;
Pierska;Piersko;Pierski;
Brusin;Brusiny;Brusin;
Parceli;Parcele;Parcela;
Kupina;Kupin;Kupina;
Poprzyc;Poprzyce;Poprzyca;
Waliczkowej;Waliczkowa;Waliczkowy;
Wielgoszowa;Wielgoszowo;Wielgoszowy;
Malentyna;Malentyn;Malentyna;
Obidzy;Obidza;Obig;
Ołtarzewa;Ołtarzew;Ołtarzewo;
Wrząckiego;Wrząckie;Wrzącki;
Żołędnego;Żołędne;Żołędny;
Świercza;Świercz;Świerczy;
Dworowska;Dworowsko;Dworowski;
Gościejowic;Gościejowice;Gościejowica;
Myszęcina;Myszęcin;Myszęcina;
Kręgu;Krąg;Kręg;
Płósek;Płóski;Płóska;
Chwalibogowic;Chwalibogowice;Chwalibogowica;
Krosewa;Krosewo;Krosewa;
Zbierkowa;Zbierkowo;Zbierkowy;
Skorodnego;Skorodne;Skorodny;
Separowa;Separowo;Separowy;
Rozynowa;Rozynów;Rozynowy;
Przeciwka;Przeciwko;Przeciwek;
Rydzów;Rydze;Rydz;
Zubów;Zuby;Zub;
Strzalin;Strzaliny;Strzalina;
Piwonia;Piwoń;Piwonia;
Tuszyna;Tuszyn;Tuszyna;
Trzemeszni;Trzemesznia;Trzemeszny;
Robowa;Robów;Robowy;
Morgów;Morgi;Morg;
Leśnego;Leśne;Leśny;
Olszamowa;Olszamowo;Olszamowy;
Kusowa;Kusowo;Kusowy;
Leśnej;Leśna;Leśny;
Maciejowa;Maciejów;Maciejowy;
Nieprosina;Nieprosin;Nieprosina;
Klonowa;Klonowo;Klonowy;
Kręplów;Kręplowie;Kręplum;
Myta;Myto;Myty;
Ignaszów;Ignasze;Ignasz;
Pateraków;Pateraki;Paterak;
Lampy;Lampa;Lamp;
Kwiecewa;Kwiecewo;Kwiecewa;
Zatłoków;Zatłoki;Zatłok;
Leonowicz;Leonowicze;Leonowicz;
Halicza;Halicz;Haliczy;
Szor;Szory;Szor;
Klębowa;Klębów;Klębowy;
Tokarek;Tokarki;Tokarka;
Smolanka;Smolanek;Smolanka;
Skłob;Skłoby;Skłob;
Skrzeczowa;Skrzeczów;Skrzeczowy;
Ła;Łańsk;Ły;
Kulichów;Kulichy;Kulich;
Radziejewa;Radziejewo;Radziejewa;
Zaprozy;Zaproza;Zaproz;
Łozic;Łozice;Łozica;
Przyborowic;Przyborowice;Przyborowica;
Bełcza;Bełcze;Bełczy;
Węgoryt;Węgoryty;Węgoryt;
Tchórzewka;Tchórzewek;Tchórzewka;
Skierdów;Skierdy;Skierda;
Śmiechowic;Śmiechowice;Śmiechowica;
Drzecina;Drzecin;Drzecina;
Kasztanowego;Kasztanowe;Kasztanowy;
Szczawnego;Szczawne;Szczawny;
Brych;Brychy;Bry;
Karowa;Karów;Karowy;
Dowiat;Dowiaty;Dowiat;
Kędrzyna;Kędrzyno;Kędrzyna;
Sławy;Sława;Sławy;
Gocławka;Gocławek;Gocławka;
Robit;Robity;Robit;
Józefinowa;Józefinowo;Józefinowy;
Buczyny;Buczyna;Buczyny;
Buczyna;Buczyno;Buczyna;
Żurawin;Żurawiny;Żurawina;
Dobrodzieńsk;Dobrodzieńska;Dobrodzieńsko;
Bonarowa;Bonarów;Bonarowy;
Baranek;Baranki;Baranek;
Klasztorka;Klasztorek;Klasztorka;
Buczyn;Buczyny;Buczyna;
Siedlimowa;Siedlimowo;Siedlimowy;
Szczegła;Szczegło;Szczegły;
Kożuchów;Kożuchy;Kożuch;
Bzikowa;Bzików;Bzikowy;
Spalenisk;Spaleniska;Spalenisko;
Wanat;Wanaty;Wanat;
Płacht;Płachty;Płachta;
Łupawy;Łupawa;Łupawy;
Krzekotowic;Krzekotowice;Krzekotowica;
Gawronowa;Gawronów;Gawronowy;
Rzeniszowa;Rzeniszów;Rzeniszowy;
Osłonek;Osłonki;Osłonka;
Oborczysk;Oborczyska;Oborczysko;
Kąkolowej;Kąkolowa;Kąkolowy;
Topibabab;Topibaby;Topibababa;
Mijasowej;Mijasowa;Mijasowy;
Spław;Spławy;Spław;
Joanina;Joanin;Joanina;
Pustek;Pustki;Pustka;
Pęszyna;Pęszyno;Pęszyna;
Myszowic;Myszowice;Myszowica;
Połoninin;Połoniny;Połoninina;
Grabiszyna;Grabiszyn;Grabiszyna;
Jeziorowa;Jeziorowo;Jeziorowy;
Zamysowia;Zamysowie;Zamysowi;
Swochowa;Swochowo;Swochowy;
Włoszakowic;Włoszakowice;Włoszakowica;
Pruchnowa;Pruchnowo;Pruchnowy;
Kcyni;Kcynia;Kcyn;
Kunic;Kunice;Kunica;
Broszek;Broszki;Broszka;
Kończysk;Kończyska;Kończysko;
Kunicy;Kunica;Kunik;
Goślubia;Goślub;Goślubia;
Stójła;Stójło;Stójły;
Bilczowa;Bilczów;Bilczowy;
Słodkowa;Słodków;Słodkowy;
Podkoszyc;Podkoszyce;Podkoszyca;
Wicewa;Wicewo;Wicewa;
Zajączkowa;Zajączkowo;Zajączkowy;
Jeziorka;Jeziorek;Jeziorko;
Radachowa;Radachów;Radachowy;
Jaginowa;Jaginów;Jaginowy;
Żółcza;Żółcz;Żółczy;
Rozstrzał;Rozstrzały;Rozstrzał;
Przychowa;Przychów;Przychowy;
Kamiony;Kamiona;Kamiony;
Rutki;Rutka;Rutki;
Rutek;Rutki;Rutka;
Rówieniek;Rówieńki;Rówieniek;
Kamion;Kamiony;Kamię;
Walęgówek;Walęgówki;Walęgówka;
Burzeja;Burzej;Burzeja;
Księżna;Księżno;Księżny;
Burca;Burzec;Burca;
Skorupek;Skorupki;Skorupka;
Dzietrznik;Dzietrzniki;Dzietrznik;
Świerzowa;Świerzów;Świerzowy;
Zaczłonków;Zaczłonki;Zaczłonek;
Urwitego;Urwite;Urwity;
Ciółkówka;Ciółkówko;Ciółkówka;
Skoczylasów;Skoczylasy;Skoczylas;
Stachurowa;Stachurowo;Stachurowy;
Komierówka;Komierówko;Komierówka;
Mierzejewa;Mierzejewo;Mierzejewa;
Kiełczewa;Kiełczew;Kiełczewo;
Dziećmiarek;Dziećmiarki;Dziećmiarka;
Klemieszów;Klemiesze;Klemiesz;
Szczeki;Szczeka;Szczek;
Sznurków;Sznurki;Sznurek;
Szczerbowej;Szczerbowa;Szczerbowy;
Czartos;Czartosy;Czartos;
Gostkowic;Gostkowice;Gostkowica;
Rozstajnego;Rozstajne;Rozstajny;
Oleszek;Oleszki;Oleszka;
Saczyna;Saczyn;Saczyna;
Wrzawów;Wrzawy;Wrzaw;
Gierałtówka;Gierałtówek;Gierałtówka;
Korczonka;Korczonek;Korczonka;
Braciejowej;Braciejowa;Braciejowy;
Lorettta;Loretto;Lorettto;
Borska;Borsk;Borski;
Zakamieńcy;Zakamieńce;Zakamieniec;
Zawsi;Zawieś;Zawszy;
Słowaka;Słowak;Słowaki;
Nieczuja;Nieczuj;Nieczuja;
Promnic;Promnice;Promnica;
Lig;Ligi;Liga;
Łachowiec;Łachowce;Łachowiec;
Borzęcicic;Borzęcice;Borzęcicica;
Zabełcza;Zabełcze;Zabełczy;
Choszczowa;Choszczów;Choszczowy;
Brochowa;Brochów;Brochowy;
Spytajn;Spytajny;Spytajn;
Poledna;Poledno;Poledny;
Wiejskiej;Wiejska;Wiejski;
Niedrzakowa;Niedrzaków;Niedrzakowy;
Marjanowa;Marjanów;Marjanowy;
Zarośla;Zarośle;Zarośla;
Lądów;Lądy;Ląd;
Dorozowa;Dorozów;Dorozowy;
Salna;Salno;Salny;
Żerocina;Żerocin;Żerocina;
Zagórska;Zagórsko;Zagórski;
Zwonowic;Zwonowice;Zwonowica;
Grabiszynka;Grabiszynek;Grabiszynka;
Świerczkowa;Świerczków;Świerczkowy;
Lipnicy;Lipnica;Lipnik;
Matyjaszek;Matyjaszki;Matyjaszek;
Katkajm;Katkajmy;Katkajma;
Żłobisk;Żłobiska;Żłobisko;
Gajownik;Gajowniki;Gajownik;
Rzyczkowa;Rzyczkowo;Rzyczkowy;
Zagorów;Zagory;Zagor;
Karpna;Karpno;Karpny;
Nużewa;Nużewo;Nużewa;
Śleszowic;Śleszowice;Śleszowica;
Uniesina;Uniesin;Uniesina;
Porytego;Poryte;Poryty;
Świękitek;Świękitki;Świękitka;
Popielaw;Popielawy;Popielawa;
Gwizda;Gwizd;Gwizda;
Gardzienia;Gardzień;Gardzienie;
Myślakowic;Myślakowice;Myślakowica;
Żabieńka;Żabieńko;Żabieńki;
Kowalewic;Kowalewice;Kowalewica;
Syjudów;Syjudy;Syjudowa;
Gotelpia;Gotelp;Gotelpia;
Pinasów;Pinasy;Pinas;
Krzywków;Krzywki;Krzywek;
Rampy;Rampa;Ramp;
Niegowa;Niegów;Niegowy;
Jaworzyny;Jaworzyna;Jaworzyn;
Ludomirowa;Ludomirowo;Ludomirowy;
Ryłowic;Ryłowice;Ryłowica;
Darowa;Darów;Darowy;
Hocków;Hocki;Hocek;
Paszyc;Paszyce;Paszyca;
Tarnówczyna;Tarnówczyn;Tarnówczyna;
Jaworzyn;Jaworzyny;Jaworzyna;
Kurdasowej;Kurdasowa;Kurdasowy;
Przytyk;Przytyki;Przytyk;
Piastoszyna;Piastoszyn;Piastoszyna;
Zdonkowa;Zdonków;Zdonkowy;
Makowskich;Makowskie;Makowski;
Mina;Mino;Mina;
Min;Miny;Mina;
Juraty;Jurata;Jurat;
Stromca;Stromiec;Stromca;
Ondronowych;Ondronowe;Ondronowy;
Lizoniów;Lizonie;Lizonium;
Węgielki;Węgielka;Węgielek;
Strusia;Struś;Strusi;
Józefiny;Józefina;Józefiny;
Setnik;Setniki;Setnik;
Paderewa;Paderew;Paderewa;
Świętna;Świętno;Świętny;
Nakietowskich;Nakietowskie;Nakietowski;
Żelichowa;Żelichowo;Żelichowy;
Tolkmit;Tolkmity;Tolkmit;
Kopyłowa;Kopyłów;Kopyłowy;
Dobrzyszowa;Dobrzyszów;Dobrzyszowy;
Konojad;Konojady;Konojad;
Kacpur;Kacpury;Kacpura;
Wierśni;Wierśnie;Wierśny;
Nacławia;Nacław;Nacławie;
Drążaków;Drążaki;Drążak;
Otmianowa;Otmianowo;Otmianowy;
Ściejowic;Ściejowice;Ściejowica;
Filipin;Filipiny;Filipin;
Koźmina;Koźmin;Koźmina;
Rusinowic;Rusinowice;Rusinowica;
Zbeltowic;Zbeltowice;Zbeltowica;
Podlodowia;Podlodowie;Podlodowi;
Krychy;Krycha;Krych;
Kapełkowa;Kapełków;Kapełkowy;
Ćwiętalki;Ćwiętalka;Ćwiętalk;
Wituchowa;Wituchowo;Wituchowy;
Otwocka;Otwock;Otwocka;
Wierzbek;Wierzbki;Wierzbka;
Łaszowa;Łaszów;Łaszowy;
Świtał;Świtały;Świtał;
Bobrowic;Bobrowice;Bobrowica;
Winnnej;Winna;Winnny;
Stamy;Stama;Stam;
Roisk;Roiska;Roisko;
Hutkowa;Hutków;Hutkowy;
Karbów;Karby;Karb;
Tromowej;Tromowa;Tromowy;
Kotów;Koty;Kot;
Siemiątkowa;Siemiątków;Siemiątkowy;
Szczyr;Szczyry;Szczyr;
Uchylan;Uchylany;Uchylan;
Brykowej;Brykowa;Brykowy;
Budziaków;Budziaki;Budziak;
Ryszewka;Ryszewek;Ryszewka;
Otówka;Otówko;Otówka;
Bilczewa;Bilczew;Bilczewo;
Złotek;Złotki;Złotek;
Placów;Place;Plac;
Kolbud;Kolbudy;Kolbuda;
Stefanowa;Stefanów;Stefanowy;
Kołodziejek;Kołodziejki;Kołodziejka;
Beszowej;Beszowa;Beszowy;
Ciumicz;Ciumicze;Ciumicz;
Radziątkowa;Radziątków;Radziątkowy;
Pławina;Pławin;Pławina;
Berkówek;Berkówki;Berkówka;
Swaliska;Swalisko;Swaliska;
Pupina;Pupin;Pupina;
Strzałkowej;Strzałkowa;Strzałkowy;
Strzałkowa;Strzałkowo;Strzałkowy;
Wipsowa;Wipsowo;Wipsowy;
Maksa;Maks;Maksa;
Płęs;Płęsy;Płęs;
Grąblewa;Grąblewo;Grąblew;
Przećmina;Przećmino;Przećmina;
Panoszowa;Panoszów;Panoszowy;
Rzeczanowa;Rzeczanów;Rzeczanowy;
Siedliszowic;Siedliszowice;Siedliszowica;
Szczawinka;Szczawinek;Szczawinka;
Russówka;Russówek;Russówka;
Czupla;Czupel;Czupla;
Blunak;Blunaki;Blunak;
Sobiesiernia;Sobiesiernie;Sobiesiernia;
Baranowców;Baranowce;Baranowiec;
Krainowa;Krainów;Krainowy;
Dobromierzyc;Dobromierzyce;Dobromierzyca;
Skorków;Skorki;Skorek;
Ujazdka;Ujazdek;Ujazdko;
Warcisławia;Warcisław;Warcisławie;
Brądów;Brądy;Brąd;
Balowej;Balowa;Balowy;
Balowa;Balowo;Balowy;
Modlibogowic;Modlibogowice;Modlibogowica;
Skorzeszyc;Skorzeszyce;Skorzeszyca;
Guzków;Guzki;Guzek;
Krztyni;Krztynia;Krztyn;
Łebienia;Łebień;Łebienie;
Machajów;Machaje;Machaj;
Sworonia;Sworoń;Sworonia;
Malty;Malta;Malt;
Łączeny;Łączena;Łączeny;
Nekli;Nekla;Nekły;
Łąkiego;Łąkie;Łąki;
Chwałszyc;Chwałszyce;Chwałszyca;
Krzekot;Krzekoty;Krzekot;
Miłostowa;Miłostów;Miłostowy;
Damirowa;Damirów;Damirowy;
Dmuchowa;Dmuchowo;Dmuchów;
Sośnic;Sośnice;Sośnica;
Sośnicy;Sośnica;Sośnik;
Mydlitej;Mydlita;Mydlity;
Gniewiec;Gniewce;Gniewiec;
Dziubków;Dziubki;Dziubek;
Śniech;Śniechy;Śniech;
Mrokocina;Mrokocin;Mrokocina;
Niesiłowa;Niesiłowo;Niesiłowy;
Lecia;Leć;Lecie;
Ciągniszów;Ciągnisze;Ciągnisz;
Znaniewa;Znaniewo;Znaniewa;
Korzonek;Korzonki;Korzonek;
Drohojowa;Drohojów;Drohojowy;
Chujar;Chujary;Chujara;
Wydrnego;Wydrne;Wydrny;
Wydrny;Wydrna;Wydrny;
Mużakowa;Mużaków;Mużakowy;
Trzeszczkowa;Trzeszczkowo;Trzeszczkowy;
Halamów;Halamy;Halam;
Rościnka;Rościnko;Rościnka;
Wieprzkowej;Wieprzkowa;Wieprzkowy;
Szóstaków;Szóstaki;Szóstak;
Zemborzyc;Zemborzyce;Zemborzyca;
Bogdałowa;Bogdałów;Bogdałowy;
Uściszowa;Uściszów;Uściszowy;
Byczków;Byczki;Byczek;
Gamowa;Gamów;Gamowy;
Krzywankówki;Krzywankówka;Krzywankówki;
Niegoszowa;Niegoszów;Niegoszowy;
Studziwód;Studziwody;Studziwód;
Bindug;Bindugi;Binduga;
Krzydłowic;Krzydłowice;Krzydłowica;
Łabędziowa;Łabędziów;Łabędziowy;
Zagacia;Zagacie;Zagat;
Bazylan;Bazylany;Bazylan;
Golenic;Golenice;Golenica;
Tyrszelin;Tyrszeliny;Tyrszelina;
Pradeł;Pradła;Pradło;
Stępowa;Stępów;Stępowy;
Badrzychowic;Badrzychowice;Badrzychowica;
Cegielnianej;Cegielniana;Cegielniany;
Dominic;Dominice;Dominica;
Woźbina;Woźbin;Woźbina;
Mołków;Mołki;Mołek;
Potuł;Potuły;Potuł;
Pęczniewa;Pęczniew;Pęczniewa;
Wypichowa;Wypichowo;Wypichowy;
Szalcin;Szalciny;Szalcina;
Marcinkowic;Marcinkowice;Marcinkowica;
Grabanowa;Grabanów;Grabanowy;
Jaworek;Jaworki;Jaworek;
Potaźni;Potaźnia;Potaźny;
Bachanówki;Bachanówka;Bachanówki;
Bogdan;Bogdany;Bogdan;
Różyna;Różyn;Różyna;
Kudłówki;Kudłówka;Kudłówki;
Nieboczów;Nieboczowy;Niebocz;
Siedlakowic;Siedlakowice;Siedlakowica;
Osuch;Osuchy;Osucha;
Żabokrzeków;Żabokrzeki;Żabokrzek;
Nożegarów;Nożegary;Nożegar;
Kleszczówka;Kleszczówek;Kleszczówka;
Marlinowa;Marlinowo;Marlinowy;
Wojtówkowej;Wojtówkowa;Wojtówkowy;
Łepków;Łepki;Łepek;
Droździęcina;Droździęcin;Droździęcina;
Bludewa;Bludewo;Bludewa;
Dunikowa;Dunikowo;Dunikowy;
Szyc;Szyce;Szyca;
Werblini;Werblinia;Werblin;
Podmazurów;Podmazury;Podmazur;
Lgoty;Lgota;Lgot;
Kopytka;Kopytko;Kopytka;
Pląskowa;Pląskowo;Pląskowy;
Gołdynów;Gołdyny;Gołdyn;
Mieczownicy;Mieczownica;Mieczownik;
Ujazdówka;Ujazdówek;Ujazdówka;
Guzowa;Guzowo;Guzowy;
Miętusewa;Miętusewo;Miętusewa;
Biechówka;Biechówko;Biechówka;
Piskorzowa;Piskorzów;Piskorzowy;
Stefankowic;Stefankowice;Stefankowica;
Kameralnego;Kameralne;Kameralny;
Tuliłowa;Tuliłów;Tuliłowy;
Jadamowa;Jadamowo;Jadamowy;
Łazików;Łaziki;Łazik;
Bażan;Bażany;Bażan;
Siedzonej;Siedzona;Siedzony;
Pazuch;Pazuchy;Pazuch;
Zaczarnego;Zaczarne;Zaczarny;
Gogołowa;Gogołów;Gogołowy;
Orzegowa;Orzegów;Orzegowy;
Zagronik;Zagroniki;Zagronik;
Strzeszkowa;Strzeszkowo;Strzeszkowy;
Kuszyna;Kuszyn;Kuszyna;
Gacówek;Gacówki;Gacówka;
Wilczan;Wilczany;Wilczan;
Głuchowa;Głuchowo;Głuchowy;
Dymitówek;Dymitówki;Dymitówka;
Bidaczowa;Bidaczów;Bidaczowy;
Porębsckich;Porębscy;Porębscki;
Celejowa;Celejów;Celejowy;
Pazdanówki;Pazdanówka;Pazdanówki;
Puszczykowa;Puszczykowo;Puszczykowy;
Niesulowa;Niesulów;Niesulowy;
Domaniewa;Domaniewo;Domaniewa;
Stepna;Stepno;Stepny;
Klęki;Klęka;Klęk;
Drewnianej;Drewniana;Drewniany;
Ostałowa;Ostałów;Ostałowy;
Ćmielowa;Ćmielów;Ćmielowy;
Plucicic;Plucice;Plucicica;
Popielówka;Popielówek;Popielówka;
Buchałowic;Buchałowice;Buchałowica;
Karwina;Karwin;Karwina;
Skryhiczyna;Skryhiczyn;Skryhiczyna;
Karwi;Karwia;Karew;
Karwia;Karwie;Karw;
Gwoździc;Gwoździce;Gwoździca;
Cichego;Ciche;Cichy;
Cwalinek;Cwalinki;Cwalinka;
Cichej;Cicha;Cichy;
Cykówca;Cykówiec;Cykówca;
Trupla;Trupel;Trupla;
Rysiowic;Rysiowice;Rysiowica;
Dalek;Dalki;Dalka;
Plenowa;Plenowo;Plenowy;
Grunwaldowa;Grunwaldów;Grunwaldowy;
Cichów;Cichy;Cich;
Koniorów;Koniory;Konior;
Witeradowa;Witeradów;Witeradowy;
Kronina;Kronin;Kronina;
Pratkowic;Pratkowice;Pratkowica;
Ostrogów;Ostrogi;Ostróg;
Żurowej;Żurowa;Żurowy;
Miśkowej;Miśkowa;Miśkowy;
Toś;Tosie;Toś;
Kolgartowa;Kolgartowo;Kolgartowy;
Wieńca;Wieńc;Wieniec;
Mojkowa;Mojkowo;Mojkowy;
Strachoniów;Strachonie;Strachonium;
Uradza;Uradz;Uradza;
Stwolna;Stwolno;Stwolny;
Rosołowej;Rosołowa;Rosołowy;
Rybionka;Rybionek;Rybionka;
Kościesza;Kościesze;Kościesz;
Samborska;Samborsko;Samborski;
Wierzchosławiczek;Wierzchosławiczki;Wierzchosławiczek;
Zętek;Zętki;Zętka;
Dzieduszyc;Dzieduszyce;Dzieduszyca;
Sulistrowic;Sulistrowice;Sulistrowica;
Staropola;Staropol;Staropola;
Siejkowa;Siejkowo;Siejkowy;
Błennny;Błenna;Błennny;
Moczydeł;Moczydły;Moczydło;
Popielewka;Popielewko;Popielewka;
Szafranowa;Szafranów;Szafranowy;
Woroniego;Woronie;Woroni;
Witocina;Witocin;Witocina;
Linkowa;Linkowo;Linkowy;
Melonka;Melonek;Melonka;
Moczydeł;Moczydła;Moczydło;
Firan;Firany;Firana;
Darłówka;Darłówko;Darłówka;
Ilna;Ilno;Ilny;
Stwardoszka;Stwardoszek;Stwardoszka;
Drogowel;Drogowle;Drogowela;
Nieborzy;Nieborza;Nieborze;
Biełegokału;Białykał;Biełegokał;
Rzymek;Rzymki;Rzymka;
Mniszka;Mniszek;Mniszka;
Niewęgłosza;Niewęgłosz;Niewęgłosza;
Zgojewa;Zgojewo;Zgojewa;
Mętli;Mętle;Mętla;
Sakty;Sakta;Sakt;
Piskorzewia;Piskorzewie;Piskorzewi;
Mniszewa;Mniszew;Mniszewo;
Solkienik;Solkieniki;Solkienik;
Dudów;Dudy;Dudowa;
Poczekanej;Poczekana;Poczekany;
Danówka;Danówek;Danówka;
Wośników;Wośniki;Wośnik;
Walichnów;Walichnowy;Walichen;
Wronkowa;Wronkowo;Wronkowy;
Człopów;Człopy;Człop;
Czarnówczyna;Czarnówczyn;Czarnówczyna;
Zgorzałowa;Zgorzałowo;Zgorzałowy;
Kromszewic;Kromszewice;Kromszewica;
Sahrynia;Sahryń;Sahrynia;
Paarów;Paary;Paar;
Wąsoszków;Wąsoszki;Wąsoszek;
Zasadek;Zasadki;Zasadka;
Nowogardka;Nowogardek;Nowogardka;
Brończan;Brończany;Brończan;
Nagoszyna;Nagoszyn;Nagoszyna;
Człopy;Człopa;Człop;
Miękowa;Miękowo;Miękowy;
Korczunków;Korczunki;Korczunek;
Stanów;Stany;Stan;
Baborówka;Baborówko;Baborówka;
Wilszni;Wilsznia;Wilszny;
Pławniowic;Pławniowice;Pławniowica;
Stanka;Stank;Stanka;
Zielonkówki;Zielonkówka;Zielonkówki;
Setropia;Setropie;Setropia;
Głodówka;Głodówko;Głodówka;
Koskowej;Koskowa;Koskowy;
Waganowic;Waganowice;Waganowica;
Borzyszków;Borzyszkowy;Borzyszek;
Przydawków;Przydawki;Przydawek;
Rzemieniewic;Rzemieniewice;Rzemieniewica;
Niterbogu;Niterbog;Niterbóg;
Proszowic;Proszowice;Proszowica;
Opieszyna;Opieszyn;Opieszyna;
Samławek;Samławki;Samławka;
Przykieca;Przykiec;Przykiecy;
Goździna;Goździn;Goździna;
Szurkowa;Szurkowo;Szurkowy;
Hłudna;Hłudno;Hłudny;
Goździ;Goździe;Góźdź;
Paraców;Paracowie;Parac;
Parcz;Parcze;Parcza;
Adamus;Adamusy;Adamus;
Hubenic;Hubenice;Hubenica;
Wydryniwy;Wydryniwa;Wydryniwy;
Kuziówka;Kuziówek;Kuziówka;
Oleksych;Olekse;Oleksy;
Nałab;Nałaby;Nałab;
Oleksów;Oleksy;Oleks;
Dębogórek;Dębogórki;Dębogórek;
Ortowic;Ortowice;Ortowica;
Wielina;Wielin;Wielina;
Wałdowic;Wałdowice;Wałdowica;
Kocańdów;Kocańdy;Kocańd;
Żakowic;Żakowice;Żakowica;
Szykułów;Szykuły;Szykuł;
Cieciszowa;Cieciszów;Cieciszowy;
Wylan;Wylany;Wylan;
Silnicy;Silnica;Silnik;
Rębiechowa;Rębiechowo;Rębiechowy;
Bieniowiec;Bieniowce;Bieniowiec;
Dzwonkowa;Dzwonków;Dzwonkowy;
Karczówek;Karczówki;Karczówka;
Michałkowic;Michałkowice;Michałkowica;
Karczówki;Karczówka;Karczówki;
Wyskwitnej;Wyskwitna;Wyskwitny;
Macierzyc;Macierzyce;Macierzyca;
Wyskwitna;Wyskwitno;Wyskwitny;
Kietlic;Kietlice;Kietlica;
Łyszczochów;Łyszczochy;Łyszczoch;
Pstrokonia;Pstrokonie;Pstrokoń;
Dołuja;Dołuje;Dołuja;
Zarobin;Zarobiny;Zarobina;
Pluskoty;Pluskota;Pluskot;
Iskry;Iskra;Iskier;
Składów;Składy;Skład;
Bzinka;Bzinek;Bzinka;
Pilchowic;Pilchowice;Pilchowica;
Daniewic;Daniewice;Daniewica;
Ocina;Ocin;Ocina;
Poniatowicz;Poniatowicze;Poniatowicz;
Sierbowic;Sierbowice;Sierbowica;
Toboły;Toboła;Tobół;
Lechanic;Lechanice;Lechanica;
Krysina;Krysin;Krysina;
Łowiecka;Łowiecko;Łowiecki;
Rudenki;Rudenka;Rudenki;
Świdrowej;Świdrowa;Świdrowy;
Parczowa;Parczów;Parczowy;
Staświn;Staświny;Staświn;
Łowczyk;Łowczyki;Łowczyk;
Klichowa;Klichów;Klichowy;
Hostynnnego;Hostynne;Hostynnny;
Wojnowego;Wojnowe;Wojnowy;
Szujca;Szujec;Szujca;
Genowefy;Genowefa;Genowef;
Wojnowa;Wojnowo;Wojnowy;
Jarkowa;Jarkowo;Jarkowy;
Niegowej;Niegowa;Niegowy;
Radiówka;Radiówek;Radiówka;
Kopciuchy;Kopciucha;Kopciuch;
Majowej;Majowa;Majowy;
Leokadiewa;Leokadiew;Leokadiewa;
Majowego;Majowe;Majowy;
Przewłok;Przewłoki;Przewłoka;
Grzechotek;Grzechotki;Grzechotka;
Kowar;Kowary;Kowar;
Płatławek;Płatławki;Płatławka;
Opatówca;Opatówiec;Opatówca;
Chlewek;Chlewki;Chlewek;
Niedarzyna;Niedarzyno;Niedarzyna;
