Dopełniacz;Mianownik;Wynik Stemmera
Rudniczyna;Rudniczyn;Rudniczyna;
Rzycków;Rzycki;Rzycek;
Pucicic;Pucice;Pucicica;
Sowizdrzałów;Sowizdrzały;Sowizdrzał;
Bobinka;Bobinek;Bobinka;
Wantochowa;Wantochowo;Wantochów;
Kietlowa;Kietlów;Kietlowa;
Wójcinka;Wójcinek;Wójcinka;
Przygradowa;Przygradów;Przygradowa;
Suchorzyna;Suchorzyn;Suchorzyna;
Bronisławówka;Bronisławówek;Bronisławówka;
Kamionowa;Kamionowo;Kamionowa;
Renic;Renice;Renica;
Krasowic;Krasowice;Krasowica;
Królewca;Królewiec;Królewca;
Bożenia;Bożeń;Bożenie;
Rosnówka;Rosnówko;Rosnówka;
Starczówka;Starczówek;Starczówka;
Walusiów;Walusie;Waluś;
Reczyna;Reczyn;Reczyna;
Boru;Bór;Bor;
Ptasznik;Ptaszniki;Ptasznik;
Rozłazinka;Rozłazinko;Rozłazinka;
Umianowic;Umianowice;Umianowica;
Łętowego;Łętowe;Łętowy;
Cupli;Cuple;Cupla;
Sąpłat;Sąpłaty;Sąpłat;
Aleksandrowa;Aleksandrowo;Aleksandrowa;
Klewinowa;Klewinowo;Klewinowa;
Niezdowa;Niezdów;Niezdowa;
Bezedni;Bezednie;Bezednia;
Starniczek;Starniczki;Starniczka;
Milan;Milany;Milana;
Dzięgielowa;Dzięgielów;Dzięgielowa;
Lubeni;Lubenia;Lubeń;
Emilewa;Emilewo;Emilewa;
Boniewa;Boniewo;Boniewa;
Pisanek;Pisanki;Pisanka;
Teodorowa;Teodorowo;Teodorowa;
Zapaci;Zapać;Zapata;
Rozwarzyna;Rozwarzyn;Rozwarzyna;
Sojczynka;Sojczynek;Sojczynka;
Kter;Ktery;Kter;
Francigi;Franciga;Francigi;
Świńcza;Świńcz;Świńcza;
Wywoźny;Wywoźna;Wywoźny;
Czarniża;Czarniż;Czarniże;
Bornic;Bornice;Bornica;
Morcinka;Morcinek;Morcinka;
Zaździebulich;Zaździebulichy;Zaździebulich;
Sromutki;Sromutka;Sromutki;
Bartoszewic;Bartoszewice;Bartoszewica;
Taborca;Taborzec;Taborca;
Grąblina;Grąblin;Grąblina;
Miłaszki;Miłaszka;Miłaszek;
Łatanic;Łatanice;Łatanica;
Zaróża;Zaróże;Zaróż;
Bolowa;Bolów;Bolowa;
Grzymalina;Grzymalin;Grzymalina;
Starzysk;Starzyska;Starzysko;
Psin;Psiny;Psina;
Wodyni;Wodynie;Wodyni;
Barnina;Barnin;Barnina;
Barnimia;Barnim;Barnimia;
Tyłowa;Tyłowo;Tyłów;
Rynowa;Rynowo;Rynowa;
Pucheł;Puchły;Puchła;
Dorazia;Doraź;Dorazie;
Jarnołtówka;Jarnołtówek;Jarnołtówka;
Emilcina;Emilcin;Emilcina;
Janczurów;Janczury;Janczur;
Sarysów;Saryse;Sarys;
Wałsnowa;Wałsnów;Wałsnowa;
Spichlerzy;Spichlerze;Spichlerz;
Prędocina;Prędocin;Prędocina;
Tęczynowa;Tęczynów;Tęczynowa;
Podklucza;Podklucze;Podklucz;
Gąbinka;Gąbinek;Gąbinka;
Głogowa;Głogów;Głogowa;
Łopuchowa;Łopuchowo;Łopuchów;
Dziemion;Dziemiony;Dziemię;
Wierzchucinka;Wierzchucinek;Wierzchucinka;
Drożysk;Drożyska;Drożysko;
Recza;Recz;Recze;
Nowaszyc;Nowaszyce;Nowaszyca;
Grębocina;Grębocin;Grębocina;
Płonek;Płonki;Płonka;
Płonka;Płonko;Płonka;
Strzeleczek;Strzeleczki;Strzeleczka;
Kunów;Kuny;Kun;
Klekotek;Klekotki;Klekotka;
Świbinek;Świbinki;Świbinka;
Radowskich;Radowskie;Radowski;
Wierzbowa;Wierzbowo;Wierzbowa;
Oleksina;Oleksin;Oleksina;
Straszowic;Straszowice;Straszowica;
Lubięcina;Lubięcin;Lubięcina;
Chraboł;Chraboły;Chraboł;
Krawcowa;Krawców;Krawcowa;
Józefów;Józefy;Józef;
Jagusichy;Jagusicha;Jagusich;
Józefy;Józefa;Józef;
Kudrynek;Kudrynki;Kudrynka;
Niedźwiedziówki;Niedźwiedziówka;Niedźwiedziówki;
Wręczycy;Wręczyca;Wręczyk;
Stąpławek;Stąpławki;Stąpławka;
Piestrzca;Piestrzec;Piestrzca;
Branic;Branice;Branica;
Hajduków;Hajduki;Hajduk;
Duląbki;Duląbka;Duląbek;
Oświęcimia;Oświęcim;Oświęcimia;
Dołoszyc;Dołoszyce;Dołoszyca;
Piaskowa;Piaskowo;Piaskowa;
Wygnanek;Wygnanki;Wygnanka;
Piechnika;Piechnik;Piechnika;
Kosobońcy;Kosobońce;Kosobońca;
Elgnówka;Elgnówko;Elgnówka;
Tafił;Tafiły;Tafiła;
Rzędziwojowic;Rzędziwojowice;Rzędziwojowica;
Sporyski;Sporyska;Sporysk;
Tarławek;Tarławki;Tarławka;
Siedlimowic;Siedlimowice;Siedlimowica;
Brzyszowego;Brzyszowe;Brzyszowy;
Tymców;Tymce;Tymiec;
Janasków;Janaski;Janasek;
Pruszakowa;Pruszaków;Pruszakowa;
Czaszkowa;Czaszkowo;Czaszkowa;
Łabęd;Łabędy;Łabęd;
Piasków;Piaskowy;Piasek;
Poddolin;Poddoliny;Poddolina;
Półwsia;Półwsie;Półwś;
Sarbicka;Sarbicko;Sarbicka;
Trzcionka;Trzcionek;Trzcionka;
Kraśniczyna;Kraśniczyn;Kraśniczyna;
Serwitur;Serwitury;Serwitura;
Lubnowów;Lubnowy;Lubnów;
Grobia;Grobie;Grobia;
Klepek;Klepki;Klepka;
Lubnowa;Lubnowo;Lubnowa;
Robaszewa;Robaszew;Robaszewo;
Żegiestowa;Żegiestów;Żegiestowa;
Dobrzelewic;Dobrzelewice;Dobrzelewica;
Warzymowa;Warzymowo;Warzymowa;
Janinowa;Janinów;Janinowa;
Wołosowa;Wołosów;Wołosowa;
Łyski;Łyska;Łysk;
Śniecisk;Śnieciska;Śniecisk;
Rosłonek;Rosłonki;Rosłonka;
Łysek;Łyski;Łyska;
Słupczy;Słupcza;Słupcz;
Kazimierzewa;Kazimierzew;Kazimierzewo;
Nasielska;Nasielsk;Nasielsko;
Gniewkowa;Gniewkowo;Gniewkowa;
Zosinek;Zosinki;Zosinka;
Zapałowa;Zapałów;Zapałowa;
Łyniewa;Łyniew;Łyniewa;
Strzyżek;Strzyżki;Strzyżka;
Ozorzyc;Ozorzyce;Ozorzyca;
Porbad;Porbady;Porbada;
Ulesia;Ulesie;Uleś;
Augustopola;Augustopol;Augustopola;
Janoszyc;Janoszyce;Janoszyca;
Prusinowic;Prusinowice;Prusinowica;
Smolińców;Smolińce;Smoliniec;
Obrzynowa;Obrzynowo;Obrzynowa;
Bałamutowa;Bałamutowo;Bałamutowa;
Dorotowa;Dorotowo;Dorotowa;
Hamrów;Hamry;Hamr;
Komorówka;Komorówko;Komorówka;
Zgniłobłot;Zgniłobłoty;Zgniłobłoto;
Szlacheckich;Szlacheckie;Szlachecki;
Komorówek;Komorówki;Komorówka;
Odbieli;Odbiele;Odbiel;
Lisiaków;Lisiaki;Lisiak;
Łubianek;Łubianki;Łubianka;
Chwaszczyna;Chwaszczyno;Chwaszczyna;
Płotkowa;Płotkowo;Płotkowa;
Antoninka;Antoninek;Antoninka;
Łazic;Łazice;Łazica;
Szłap;Szłapy;Szłapa;
Wszebor;Wszebory;Wszebor;
Głażewa;Głażewo;Głażewa;
Koszarek;Koszarki;Koszarka;
Petrus;Petrusy;Petrus;
Surmiaków;Surmiaki;Surmiak;
Ziębowa;Ziębowo;Ziębowa;
Kownacinka;Kownacinek;Kownacinka;
Kretek;Kretki;Kretka;
Szumek;Szumki;Szumek;
Wykrętka;Wykrętek;Wykrętka;
Bosowic;Bosowice;Bosowica;
Węchadłowskiego;Węchadłowskie;Węchadłowski;
Jaworców;Jaworce;Jaworzec;
Karceram;Karceramy;Karceram;
Krzyżyków;Krzyżyki;Krzyżyk;
Chrycków;Chrycki;Chrycek;
Żuromina;Żuromino;Żuromin;
Knyszewicz;Knyszewicze;Knyszewicz;
Glin;Gliny;Glina;
Kołątajewa;Kołątajew;Kołątajewa;
Jerzyna;Jerzyn;Jerzyna;
Wojen;Wojny;Wojna;
Skupniów;Skupnie;Skupń;
Suczek;Suczki;Suczek;
Poddębic;Poddębice;Poddębica;
Pęchowa;Pęchowo;Pęchów;
Podjurza;Podjurze;Podjurza;
Pipowa;Pipów;Pipowa;
Łopusza;Łopusze;Łopusz;
Lichajów;Lichaje;Lichaj;
Napłatek;Napłatki;Napłatek;
Lubiczyna;Lubiczyn;Lubiczyna;
Antonina;Antonin;Antonina;
Strzyżewka;Strzyżewek;Strzyżewka;
Aleksicz;Aleksicze;Aleksicz;
Wąbnic;Wąbnice;Wąbnica;
Mikułów;Mikuły;Mikuł;
Podbrodnicy;Podbrodnica;Podbrodnik;
Jarominów;Jarominy;Jaromin;
Wińska;Wińsko;Wińska;
Tuwalczewa;Tuwalczew;Tuwalczewo;
Zdrójna;Zdrójno;Zdrójna;
Michałowic;Michałowice;Michałowica;
Grzybowa;Grzybów;Grzybowa;
Gierałtowa;Gierałtów;Gierałtowa;
Panigrodzka;Panigrodzek;Panigrodzka;
Karczmisk;Karczmiska;Karczmisko;
Barchlina;Barchlin;Barchlina;
Niemścicic;Niemścice;Niemścicica;
Honiatyczek;Honiatyczki;Honiatyczka;
Karwalowa;Karwalowo;Karwalowa;
Bahoników;Bahoniki;Bahonik;
Muszkowic;Muszkowice;Muszkowica;
Siemkowa;Siemkowo;Siemkowa;
Bańgowa;Bańgów;Bańgowa;
Miczułów;Miczuły;Miczuł;
Pleśnianków;Pleśnianki;Pleśnianek;
Kłucka;Kłucko;Kłucka;
Lisikrza;Lisikierz;Lisikrz;
Bronnna;Bronno;Bronnna;
Kreczek;Kreczki;Kreczka;
Libidzy;Libidza;Libig;
Tarasiuk;Tarasiuki;Tarasiuk;
Kubaszczyków;Kubaszczyki;Kubaszczyk;
Banina;Banino;Banina;
Podsędkowic;Podsędkowice;Podsędkowica;
Grapic;Grapice;Grapic;
Zapędowa;Zapędowo;Zapędowa;
Stachurów;Stachurzy;Stachur;
Mariantowa;Mariantów;Mariantowa;
Wojnowiczek;Wojnowiczki;Wojnowiczka;
Siejewa;Siejew;Siejewa;
Surał;Surały;Surał;
Gocanówka;Gocanówko;Gocanówka;
Lubonieczka;Lubonieczek;Lubonieczka;
Miastkowa;Miastkowo;Miastkowa;
Pankówki;Pankówka;Pankówki;
Bielowic;Bielowice;Bielowica;
Opoczna;Opoczno;Opoczna;
Dziarników;Dziarniki;Dziarnik;
Kosominy;Kosomina;Kosomin;
Nazieleniec;Nazieleńce;Nazieleniec;
Hejbut;Hejbuty;Hejbut;
Wojtasów;Wojtase;Wojtasy;
Sobowic;Sobowice;Sobowica;
Zapagórcza;Zapagórcze;Zapagórcz;
Rzewina;Rzewin;Rzewina;
Szańkowa;Szańków;Szańkowa;
Grzeszyna;Grzeszyn;Grzeszyna;
Sztuki;Sztuka;Sztuk;
Rakoszyc;Rakoszyce;Rakoszyca;
Żochówka;Żochówko;Żochówka;
Jurkówka;Jurkówko;Jurkówka;
Powibia;Powibe;Powibia;
Wygorzeli;Wygorzele;Wygorzel;
Głogów;Głogi;Głóg;
Łąkówka;Łąkówko;Łąkówka;
Darża;Darż;Darża;
Bieniewa;Bieniewo;Bieniewa;
Wieży;Wieża;Wież;
Mieszyc;Mieszyce;Mieszyca;
Podgórki;Podgórka;Podgórek;
Okołowic;Okołowice;Okołowica;
Grabowskich;Grabowskie;Grabowski;
Podgórek;Podgórki;Podgórek;
Bielańskiego;Bielańskie;Bielański;
Korablewa;Korablew;Korablewa;
Mleczaków;Mleczaki;Mleczak;
Dalkowa;Dalków;Dalkowa;
Feleczyna;Feleczyn;Feleczyna;
Radonka;Radonek;Radonka;
Beradza;Beradz;Beradza;
Mlewca;Mlewiec;Mlewca;
Kochów;Kochy;Koch;
Miłoszów;Miłosze;Miłosz;
Bobiecka;Bobiecko;Bobiecek;
Gębów;Gęby;Gąb;
Wegeszkich;Wegeszkie;Wegeszki;
Ślądkowic;Ślądkowice;Ślądkowica;
Fidorów;Fidory;Fidor;
Buzowic;Buzowice;Buzowica;
Skrzatków;Skrzatki;Skrzatek;
Częstocicic;Częstocice;Częstocicica;
Budziejowic;Budziejowice;Budziejowica;
Jezierzysk;Jezierzyska;Jezierzysko;
Turzańska;Turzańsk;Turzańska;
Gierałcicic;Gierałcice;Gierałcicica;
Podsadów;Podsady;Podsad;
Łężyna;Łężyn;Łężyna;
Pturka;Pturek;Pturka;
Mijowa;Mijów;Mijowa;
Żłobków;Żłobki;Żłobek;
Snóz;Snozy;Snóz;
Cieśniowa;Cieśniów;Cieśniowa;
Kartuz;Kartuzy;Kartuz;
Cierpkiego;Cierpkie;Cierpki;
Taradajek;Taradajki;Taradajka;
Podwołkusznego;Podwołkuszne;Podwołkuszny;
Rokutowa;Rokutów;Rokutowa;
Zapory;Zapora;Zapór;
Baraków;Baraki;Barak;
Barnisławia;Barnisław;Barnisławie;
Mamina;Mamino;Mamina;
Sadowic;Sadowice;Sadowica;
Dula;Dule;Dula;
Kabatek;Kabatki;Kabatka;
Kacprowa;Kacprów;Kacprowa;
Stochów;Stochy;Stoch;
Jachoszów;Jachosze;Jachosz;
Uszy;Usza;Usz;
Tarapaty;Tarapata;Tarapaty;
Uniecka;Unieck;Uniecka;
Pałków;Pałki;Pałek;
Srakowic;Srakowice;Srakowica;
Wodnicy;Wodnica;Wodnik;
Skolimowa;Skolimowo;Skolimowa;
Cyganów;Cygany;Cygan;
Klonów;Klony;Klon;
Gardziołek;Gardziołki;Gardziołko;
Będkowa;Będków;Będkowa;
Biard;Biardy;Biard;
Dobrejmyśli;Dobramyśl;Dobrejmyśl;
Zakolei;Zakoleje;Zakolej;
Reska;Resko;Reska;
Burgrabic;Burgrabice;Burgrabica;
Żarów;Żary;Żar;
Żołędowa;Żołędowo;Żołędowa;
Chotkowa;Chotków;Chotkowa;
Roczyn;Roczyny;Roczyn;
Raniewa;Raniewo;Raniewa;
Orzechówka;Orzechówko;Orzechówka;
Gościejewka;Gościejewko;Gościejewka;
Toczysk;Toczyska;Toczysko;
Podkrępia;Podkrępie;Podkrępia;
Znajdka;Znajdek;Znajdka;
Pomorzowiczek;Pomorzowiczki;Pomorzowiczka;
Otalążki;Otalążka;Otalążek;
Walkoszy;Walkosze;Walkosz;
Uciskowa;Ucisków;Uciskowa;
Trzcianek;Trzcianki;Trzcianka;
Żugieni;Żugienie;Żugień;
Forszek;Forsztki;Forszka;
Szatanów;Szatany;Szatan;
Węgorzewka;Węgorzewko;Węgorzewka;
Mroziówki;Mroziówka;Mroziówki;
Lubiszyna;Lubiszyn;Lubiszyna;
Korzeszynka;Korzeszynek;Korzeszynka;
Wszerzeczy;Wszerzecz;Wszerzecze;
Rzystnowa;Rzystnowo;Rzystnowa;
Kojsiej;Kojsia;Kojsiej;
Podizdebna;Podizdebno;Podizdebna;
Rynołt;Rynołty;Rynołt;
Zasiadek;Zasiadki;Zasiadka;
Wakarowa;Wakarowo;Wakarowa;
Bihal;Bihale;Bihala;
Staszyc;Staszyce;Staszyca;
Gołuszowic;Gołuszowice;Gołuszowica;
Nieborowic;Nieborowice;Nieborowica;
Złotowa;Złotowo;Złotowa;
Mumiaków;Mumiaki;Mumiak;
Olszownicy;Olszownica;Olszownik;
Langowic;Langowice;Langowica;
Lichnowa;Lichnowo;Lichnowa;
Pakotulska;Pakotulsko;Pakotulska;
Brodnik;Brodniki;Brodnik;
Radowic;Radowice;Radowica;
Lichnów;Lichnowy;Lichen;
Jurkowiaków;Jurkowiaki;Jurkowiak;
Gulkajm;Gulkajmy;Gulkajma;
Bednar;Bednary;Bednar;
Żurawników;Żurawniki;Żurawnik;
Chodaków;Chodaki;Chodak;
Kodrania;Kodrań;Kodranie się;
Radoszy;Radosze;Radosz;
Zbróżek;Zbróżki;Zbróżka;
Zaolszynia;Zaolszynie;Zaolszynia;
Łosienia;Łosień;Łosienie;
Dybzaków;Dybzaki;Dybzak;
Duczek;Duczki;Duczek;
Taczanówka;Taczanówko;Taczanówka;
Przykopki;Przykopka;Przykopki;
Kiełpinka;Kiełpinko;Kiełpinka;
Sopot;Sopoty;Sopot;
Słotwin;Słotwiny;Słotwina;
Śleszynka;Śleszynek;Śleszynka;
Lubażnych;Lubażne;Lubażna;
Elsnerowa;Elsnerów;Elsnerowa;
Helenina;Helenin;Helenina;
Słotwina;Słotwino;Słotwina;
Lutka;Lutek;Lutka;
Nabyszyc;Nabyszyce;Nabyszyca;
Chabasowa;Chabasów;Chabasowa;
Wartkowic;Wartkowice;Wartkowica;
Brennnej;Brenna;Brennna;
Goszczyczyc;Goszczyce;Goszczyczyca;
Madejowa;Madejowo;Madejowa;
Gradowic;Gradowice;Gradowica;
Dzięczyny;Dzięczyna;Dzięczyny;
Białawody;Białawoda;Białawód;
Gładyszek;Gładyszki;Gładyszka;
Stępni;Stępnie;Stępny;
Ślęzaków;Ślęzaki;Ślęzak;
Dołków;Dołki;Dołek;
Węgrzynówka;Węgrzynówek;Węgrzynówka;
Uniemina;Uniemino;Uniemina;
Podrochal;Podrochale;Podrochal;
Katów;Katy;Kat;
Krymek;Krymki;Krymek;
Granówka;Granówko;Granówka;
Rudowa;Rudowo;Rudowa;
Rokitowa;Rokitów;Rokitowa;
Bibic;Bibice;Bibic;
Leleszek;Leleszki;Leleszka;
Zahańcza;Zahańcze;Zahańcza;
Kochłów;Kochłowy;Kochł;
Rajchów;Rajchy;Rajch;
Magoni;Magonie;Magon;
Kemp;Kempy;Kempo;
Podcabai;Podcabaje;Podcabaja;
Czochrynia;Czochryń;Czochrynia;
Brukniewa;Brukniewo;Brukniewa;
Kuczek;Kuczki;Kuczek;
Rusinowa;Rusinów;Rusinowa;
Bronic;Bronice;Bronica;
Brzyszowa;Brzyszów;Brzyszowa;
Jelonka;Jelonko;Jelonka;
Jelonek;Jelonki;Jelonka;
Nowokrzepic;Nowokrzepice;Nowokrzepic;
Jamaszy;Jamasze;Jamasz;
Jelonki;Jelonka;Jelonki;
Kargowa;Kargów;Kargowa;
Pożegowa;Pożegowo;Pożegowa;
Dzióbina;Dzióbin;Dzióbina;
Konarzewa;Konarzew;Konarzewo;
Skałowa;Skałowo;Skałowa;
Dalęcina;Dalęcino;Dalęcina;
Kaniewa;Kaniewo;Kaniewa;
Drzewicy;Drzewica;Drzewik;
Banachów;Banachy;Banach;
Stanięcina;Stanięcin;Stanięcina;
Borysewa;Borysew;Borysewa;
Cieciorek;Cieciorki;Cieciorka;
Kadłubowa;Kadłubowo;Kadłubowa;
Hodurkowa;Hodurkowo;Hodurkowa;
Krudunek;Krudunki;Krudunek;
Poklękowa;Poklęków;Poklękowa;
Wrząsowic;Wrząsowice;Wrząsowica;
Batów;Baty;Bat;
Kaczek;Kaczki;Kaczka;
Czatolina;Czatolin;Czatolina;
Ranowa;Ranowo;Ranowa;
Podrybin;Podrybiny;Podrybina;
Przepitek;Przepitki;Przepitka;
Łupin;Łupiny;Łupina;
Sulejów;Suleje;Sulej;
Cegielni;Cegielnie;Cegielnia;
Pawłowa;Pawłowo;Pawłów;
Rujscy;Rujsca;Rujski;
Trzciągowa;Trzciągowo;Trzciągowa;
Chomranic;Chomranice;Chomranica;
Sioła;Sioło;Sioł;
Białęcina;Białęcino;Białęcina;
Pacanowic;Pacanowice;Pacanowica;
Golińska;Golińsk;Golińska;
Kardowa;Kardów;Kardowa;
Siennicy;Siennica;Siennik;
Posadowa;Posadów;Posadowa;
Kuszów;Kusze;Kusz;
Zabitka;Zabitek;Zabitka;
Kodnia;Kodeń;Kodnia;
Kacprowic;Kacprowice;Kacprowica;
Rupińskich;Rupińskie;Rupiński;
Dzierdziówki;Dzierdziówka;Dzierdziówki;
Druzdałów;Druzdały;Druzdał;
Nalepówek;Nalepówki;Nalepówka;
Wyczechowa;Wyczechowo;Wyczechów;
Dołuszyc;Dołuszyce;Dołuszyca;
Zor;Zory;Zor;
Boroszewka;Boroszewko;Boroszewka;
Stabławek;Stabławki;Stabławka;
Sędek;Sędki;Sędka;
Warszowa;Warszów;Warszowa;
Międzyrzecza;Międzyrzecz;Międzyrzecze;
Twierdzielewa;Twierdzielewo;Twierdzielew;
Zagajewic;Zagajewice;Zagajewica;
Lolina;Lolin;Lolina;
Goleńska;Goleńsko;Goleńska;
Cedrów;Cedry;Cedr;
Kowalówka;Kowalówek;Kowalówka;
Kadyk;Kadyki;Kadyk;
Domatowa;Domatowo;Domatow;
Tołwina;Tołwin;Tołwina;
Zaopłotek;Zaopłotki;Zaopłotek;
Dzięgielewa;Dzięgielewo;Dzięgielew;
Łękobud;Łękobudy;Łękobuda;
Radojewic;Radojewice;Radojewica;
Spólników;Spólniki;Spólnik;
Otrzęsia;Otrzęsie;Otrzęś;
Annopola;Annopol;Annopola;
Zatyla;Zatyle;Zatyl;
Słowianek;Słowianki;Słowianka;
Łozienek;Łozienki;Łozienka;
Nikielkowa;Nikielkowo;Nikielkowa;
Stubna;Stubno;Stubna;
Krzeczkowic;Krzeczkowice;Krzeczkowica;
Chodorek;Chodorki;Chodorek;
Wichrowa;Wichrów;Wichrowa;
Wiżgór;Wiżgóry;Wiżgór;
Ślepiot;Ślepioty;Ślepiot;
Podkosacza;Podkosacze;Podkosacz;
Olchowiec;Olchowce;Olchowiec;
Nieborzyna;Nieborzyn;Nieborzyna;
Jamnik;Jamniki;Jamnik;
Korzkwów;Korzkwy;Korzkw;
Przydatki;Przydatka;Przydatki;
Głupoń;Głuponie;Głupoń;
Kolankowa;Kolankowo;Kolankowa;
Blanowic;Blanowice;Blanowica;
Warmątowic;Warmątowice;Warmątowica;
Chwałek;Chwałki;Chwałka;
Stryczowic;Stryczowice;Stryczowica;
Pałowa;Pałowo;Pałowa;
Gęślic;Gęślice;Gęślica;
Stajków;Stajki;Stajek;
Kukieł;Kukły;Kukła;
Jeniek;Jeńki;Jeńka;
Krążkówka;Krążkówko;Krążkówka;
Śliwiczek;Śliwiczki;Śliwiczka;
Sicinek;Sicinki;Sicinek;
Lubochy;Lubocha;Luboch;
Pomietowa;Pomietów;Pomietowa;
Chełmińskiego;Chełmińskie;Chełmiński;
Rzycht;Rzychty;Rzychta;
Sylwerynowa;Sylwerynów;Sylwerynowa;
Binka;Binek;Binka;
Chośnicy;Chośnica;Chośnik;
Chojnówka;Chojnówek;Chojnówka;
Rownia;Rowień;Rownia;
Szymonkowa;Szymonków;Szymonkowa;
Izdebek;Izdebki;Izdebka;
Chynowa;Chynowo;Chynowa;
Chynowy;Chynowa;Chynowy;
Walentynowa;Walentynów;Walentynowa;
Gręblina;Gręblin;Gręblina;
Gdowiczów;Gdowicze;Gdowicz;
Wielowiczka;Wielowiczek;Wielowiczka;
Ułanów;Ułany;Ułan;
Rozłąk;Rozłąki;Rozłąka;
Birowic;Birowce;Birowica;
Pasterników;Pasterniki;Pasternik;
Chrząblic;Chrząblice;Chrząblica;
Strzebieszewa;Strzebieszew;Strzebieszewo;
Węglina;Węglin;Węglina;
Kurdzieli;Kurdziele;Kurdziel;
Radłowa;Radłowo;Radłów;
Owśnic;Owśnice;Owśnica;
Kaczkówka;Kaczkówko;Kaczkówka;
Grzymały;Grzymała;Grzymały;
Pościennnego;Pościenny;Pościennny;
Uziębeł;Uziębły;Uziębło;
Pieniążków;Pieniążki;Pieniążek;
Godaw;Godawy;Godawa;
Szopinka;Szopinek;Szopinka;
Skrzydlic;Skrzydlice;Skrzydlica;
Klaudyna;Klaudyn;Klaudyna;
Baniaków;Baniaki;Baniak;
Niebocka;Niebocko;Niebocka;
Krosnowa;Krosnowo;Krosnowa;
Krzyśków;Krzyśki;Krzysiek;
Milska;Milsko;Milska;
Ćwikowa;Ćwików;Ćwikowa;
Konopnicy;Konopnica;Konopnik;
Wildka;Wildek;Wildka;
Wielączy;Wielącza;Wielącze;
Dybówka;Dybówek;Dybówka;
Zadróżek;Zadróżki;Zadróżka;
Tarchałów;Tarchały;Tarchał;
Arciechówka;Arciechówek;Arciechówka;
Uściszowic;Uściszowice;Uściszowica;
Kociszewa;Kociszew;Kociszewo;
Antoszów;Antosze;Antosz;
Grzegorzewic;Grzegorzewice;Grzegorzewica;
Żulic;Żulice;Żulica;
Sarnowic;Sarnowice;Sarnowica;
Pokrytek;Pokrytki;Pokrytka;
Kolnowic;Kolnowice;Kolnowica;
Wieńkowa;Wieńkowo;Wieńkowa;
Julina;Julin;Julina;
Stepnicy;Stepnica;Stepnik;
Łysiakowa;Łysiaków;Łysiakowa;
Przemysławek;Przemysławki;Przemysławka;
Trojanek;Trojanki;Trojanka;
Klauców;Klaucy;Klauc;
Dziaduszyc;Dziaduszyce;Dziaduszyca;
Rolicy;Rolica;Rolik;
Maszyn;Maszyny;Maszyna;
Przegorzałego;Przegorzałe;Przegorzały;
Dzierzek;Dzierzki;Dzierzek;
Roska;Rosko;Roska;
Czelustek;Czelustki;Czelustka;
Chrustowic;Chrustowice;Chrustowica;
Skórzna;Skórzno;Skórzna;
Stębarku;Stębark;Stębarek;
Sancygniowa;Sancygniów;Sancygniowa;
Turkowów;Turkowy;Turków;
Garncarzy;Garncarze;Garncarz;
Człapy;Człapa;Człap;
Skrzeszewa;Skrzeszew;Skrzeszewo;
Borzykowy;Borzykowa;Borzykowy;
Krokocicic;Krokocice;Krokocicica;
Koleśna;Koleśno;Koleśna;
Turkowa;Turkowo;Turkowa;
Koleśnego;Koleśne;Koleśny;
Ciechowic;Ciechowice;Ciechowica;
Śmiełów;Śmieły;Śmieł;
Cyprian;Cypriany;Cyprianin;
Kusiąt;Kusięta;Kusiąt;
Chartowa;Chartów;Chartowa;
Zagorzyc;Zagorzyce;Zagorzyca;
Wytoki;Wytoka;Wytok;
Kłosówka;Kłosówko;Kłosówka;
Koniówka;Koniówko;Koniówka;
Gertrudowa;Gertrudów;Gertrudowa;
Pietnoczek;Pietnoczki;Pietnoczek;
Wieruszyc;Wieruszyce;Wieruszyca;
Ładzina;Ładzin;Ładzina;
Zofiówki;Zofiówek;Zofiówka;
Nętkowa;Nętkowo;Nętkowa;
Sutka;Sutek;Sutka;
Zuzann;Zuzanny;Zuzanna;
Kretowskiego;Kretowskie;Kretowski;
Koszewka;Koszewko;Koszewka;
Uboczy;Ubocz;Ubocze;
Śmidzięcina;Śmidzięcino;Śmidzięcina;
Kakonina;Kakonin;Kakonina;
Ograniczek;Ograniczki;Ograniczek;
Kołkowa;Kołków;Kołkowa;
Zadworzan;Zadworzany;Zadworzanin;
Podbrzościów;Podbrzościa;Podbrzość;
Boleszyna;Boleszyn;Boleszyna;
Rusznaka;Rusznak;Rusznaka;
Altony;Altona;Alton;
Nadmy;Nadma;Nadm;
Harmatów;Harmatowie;Harmat;
Bezuchów;Bezuchy;Bezuch;
Bytomca;Bytomiec;Bytomca;
Błeszyńskiego;Błeszyńskie;Błeszyński;
Wingranek;Wingranki;Wingranka;
Sajbud;Sajbudy;Sajbuda;
Magdy;Magda;Magd;
Granic;Granice;Granica;
Fabianek;Fabianki;Fabianka;
Jodłówki;Jodłówka;Jodłówki;
Golbic;Golbice;Golbica;
Raźniaków;Raźniaki;Raźniak;
Klwatów;Klwaty;Klwat;
Proszkowa;Proszkowo;Proszkowa;
Wodaczów;Wodacze;Wodacz;
Kopin;Kopiny;Kopina;
Borzysławic;Borzysławice;Borzysławica;
Kopiny;Kopina;Kopiny;
Podmagury;Podmagura;Podmagur;
Kiączyna;Kiączyn;Kiączyna;
Żelewca;Żelewiec;Żelewca;
Welka;Welk;Welka;
Rybnicy;Rybnica;Rybnik;
Płużek;Płużki;Płużka;
Podpaskud;Podpaskudy;Podpaskuda;
